"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","日常生活全般について","Q17-2. 【問17-１で「１．是非参加したい」「２．参加してもよい」と回答された方のみ】地域で参加している、あるいは参加したい活動は何ですか。（あてはまるものすべてに○）","町内会・自治会活動への参加","160","18.6","19.3"
"202003","日常生活全般について","Q17-2. 【問17-１で「１．是非参加したい」「２．参加してもよい」と回答された方のみ】地域で参加している、あるいは参加したい活動は何ですか。（あてはまるものすべてに○）","健康・スポーツ","464","54.1","56.1"
"202003","日常生活全般について","Q17-2. 【問17-１で「１．是非参加したい」「２．参加してもよい」と回答された方のみ】地域で参加している、あるいは参加したい活動は何ですか。（あてはまるものすべてに○）","趣味・娯楽活動","462","53.8","55.9"
"202003","日常生活全般について","Q17-2. 【問17-１で「１．是非参加したい」「２．参加してもよい」と回答された方のみ】地域で参加している、あるいは参加したい活動は何ですか。（あてはまるものすべてに○）","老人クラブへの参加","76","8.9","9.2"
"202003","日常生活全般について","Q17-2. 【問17-１で「１．是非参加したい」「２．参加してもよい」と回答された方のみ】地域で参加している、あるいは参加したい活動は何ですか。（あてはまるものすべてに○）","祭りなど地域文化活動","139","16.2","16.8"
"202003","日常生活全般について","Q17-2. 【問17-１で「１．是非参加したい」「２．参加してもよい」と回答された方のみ】地域で参加している、あるいは参加したい活動は何ですか。（あてはまるものすべてに○）","防災・防犯活動への参加","175","20.4","21.2"
"202003","日常生活全般について","Q17-2. 【問17-１で「１．是非参加したい」「２．参加してもよい」と回答された方のみ】地域で参加している、あるいは参加したい活動は何ですか。（あてはまるものすべてに○）","文化・歴史・芸術などのサークルなどへの参加","300","35.0","36.3"
"202003","日常生活全般について","Q17-2. 【問17-１で「１．是非参加したい」「２．参加してもよい」と回答された方のみ】地域で参加している、あるいは参加したい活動は何ですか。（あてはまるものすべてに○）","高齢者や障害者への支援や介助に関する活動","63","7.3","7.6"
"202003","日常生活全般について","Q17-2. 【問17-１で「１．是非参加したい」「２．参加してもよい」と回答された方のみ】地域で参加している、あるいは参加したい活動は何ですか。（あてはまるものすべてに○）","教養や芸術に関する文化的な活動","293","34.1","35.4"
"202003","日常生活全般について","Q17-2. 【問17-１で「１．是非参加したい」「２．参加してもよい」と回答された方のみ】地域で参加している、あるいは参加したい活動は何ですか。（あてはまるものすべてに○）","自然環境の保全に関する活動","130","15.2","15.7"
"202003","日常生活全般について","Q17-2. 【問17-１で「１．是非参加したい」「２．参加してもよい」と回答された方のみ】地域で参加している、あるいは参加したい活動は何ですか。（あてはまるものすべてに○）","子育てへの支援などに関する活動","37","4.3","4.5"
"202003","日常生活全般について","Q17-2. 【問17-１で「１．是非参加したい」「２．参加してもよい」と回答された方のみ】地域で参加している、あるいは参加したい活動は何ですか。（あてはまるものすべてに○）","ＮＰＯ（民間非営利組織）などの活動","62","7.2","7.5"
"202003","日常生活全般について","Q17-2. 【問17-１で「１．是非参加したい」「２．参加してもよい」と回答された方のみ】地域で参加している、あるいは参加したい活動は何ですか。（あてはまるものすべてに○）","その他","19","2.2","2.3"
"202003","日常生活全般について","Q17-2. 【問17-１で「１．是非参加したい」「２．参加してもよい」と回答された方のみ】地域で参加している、あるいは参加したい活動は何ですか。（あてはまるものすべてに○）","無回答","31","3.6",

"港区保健福祉基礎調査（高齢者）・単純集計表・日常生活全般についてQ17-2","Ver202003",,,,,
