"名称","名称かな","所在地","TEL","FAX","URL","e-mail","アクセス方法","開館時間","詳細情報","CMS管理番号","分類HCODE","経度","緯度","分類"
"【区民のひろば】上鷺宮5-17-35(上Ｂ－０９)","","上鷺宮5-17-35","","","","","","","基準にあった掲示物であれば、2週間以内で区民の方々等にご利用いただける掲示板です。","","477700","139.626649297248","35.7295980432025","区民のひろば一覧"
"【区民のひろば】鷺宮6-20(鷺Ｂ－２３)","","鷺宮6-20","","","","","","","基準にあった掲示物であれば、2週間以内で区民の方々等にご利用いただける掲示板です。","","477700","139.627478521541","35.7260357396226","区民のひろば一覧"
"【区民のひろば】白鷺3-23-7(鷺Ｂ－１８)","","白鷺3-23-7","","","","","","","基準にあった掲示物であれば、2週間以内で区民の方々等にご利用いただける掲示板です。","","477700","139.628196771797","35.722045275849","区民のひろば一覧"
"【区民のひろば】上鷺宮4-8(上Ｂ－０７)","","上鷺宮4-8","","","","","","","基準にあった掲示物であれば、2週間以内で区民の方々等にご利用いただける掲示板です。","","477700","139.628383812148","35.7320447715548","区民のひろば一覧"
"【区民のひろば】鷺宮6-24-4(鷺Ｂ－２４)","","鷺宮6-24-4","","","","","","","基準にあった掲示物であれば、2週間以内で区民の方々等にご利用いただける掲示板です。","","477700","139.629556089077","35.7253688531668","区民のひろば一覧"
"【区民のひろば】上Ｂ－０８","","上鷺宮5-1","","","","","","","基準にあった掲示物であれば、１週間以内で区民の方々等にご利用いただける掲示板です。","","477700","139.63008427012","35.7273419920003","区民のひろば一覧"
"【区民のひろば】上鷺宮5-26(上Ｂ－１０)","","上鷺宮5-26","","","","","","","基準にあった掲示物であれば、2週間以内で区民の方々等にご利用いただける掲示板です。","","477700","139.630450594776","35.7305740181108","区民のひろば一覧"
"【区民のひろば】上鷺宮3-9(上Ｂ－０６)","","上鷺宮3-9","","","","","","","基準にあった掲示物であれば、2週間以内で区民の方々等にご利用いただける掲示板です。","","477700","139.630668205991","35.7346024209783","区民のひろば一覧"
"【区民のひろば】鷺宮5-11(上Ｂ－０２)","","鷺宮5-11","","","","","","","基準にあった掲示物であれば、2週間以内で区民の方々等にご利用いただける掲示板です。","","477700","139.631586254396","35.725346714411","区民のひろば一覧"
"【区民のひろば】上鷺宮3-7(上Ｂ－０５)
","","上鷺宮3-7","","","","","","","基準にあった掲示物であれば、2週間以内で区民の方々等にご利用いただける掲示板です。※アクリル引戸設置済","","477700","139.632308783148","35.7316143016333","区民のひろば一覧"
"【区民のひろば】白鷺2-28(鷺Ｂ－１４)","","白鷺2-28","","","","","","","基準にあった掲示物であれば、2週間以内で区民の方々等にご利用いただける掲示板です。","","477700","139.633474378098","35.7190364643374","区民のひろば一覧"
"【区民のひろば】鷺宮4-22(鷺Ｂ－２２)","","鷺宮4-22","","","","","","","基準にあった掲示物であれば、2週間以内で区民の方々等にご利用いただける掲示板です。","","477700","139.633541566295","35.7239727514239","区民のひろば一覧"
"【区民のひろば】鷺宮5-9-14(上Ｂ－０１)","","鷺宮5-9-14","","","","","","","基準にあった掲示物であれば、2週間以内で区民の方々等にご利用いただける掲示板です。","","477700","139.633746046673","35.7258925334616","区民のひろば一覧"
"【区民のひろば】白鷺3-2(鷺Ｂ－１７)","","白鷺3-2","","","","","","","基準にあった掲示物であれば、2週間以内で区民の方々等にご利用いただける掲示板です。","","477700","139.634297618558","35.7223739479365","区民のひろば一覧"
"【区民のひろば】上鷺宮2-18(上Ｂ－０４)","","上鷺宮2-18","","","","","","","基準にあった掲示物であれば、2週間以内で区民の方々等にご利用いただける掲示板です。","","477700","139.63477166542","35.7299737281278","区民のひろば一覧"
"【区民のひろば】白鷺2-50(鷺Ｂ－１６)","","白鷺2-50","","","","","","","基準にあった掲示物であれば、2週間以内で区民の方々等にご利用いただける掲示板です。","","477700","139.635458738526","35.721513683748","区民のひろば一覧"
"【区民のひろば】白鷺2-9(鷺Ｂ－１５)","","白鷺2-9","","","","","","","基準にあった掲示物であれば、2週間以内で区民の方々等にご利用いただける掲示板です。","","477700","139.635821972646","35.7184454449507","区民のひろば一覧"
"【区民のひろば】白鷺1-7(鷺Ｂ－2５)","","白鷺1-7","","","","","","","基準にあった掲示物であれば、2週間以内で区民の方々等にご利用いただける掲示板です。※アクリル引戸設置済","","477700","139.636977881758","35.7175234352226","区民のひろば一覧"
"【区民のひろば】白鷺1-30(鷺Ｂ－１３)","","白鷺1-30","","","","","","","基準にあった掲示物であれば、2週間以内で区民の方々等にご利用いただける掲示板です。","","477700","139.638162460822","35.7221582808518","区民のひろば一覧"
"【区民のひろば】白鷺1-12(鷺Ｂ－１２)","","白鷺1-12","","","","","","","基準にあった掲示物であれば、１週間以内で区民の方々等にご利用いただける掲示板です。","","477700","139.638376320085","35.7188059827139","区民のひろば一覧"
"【区民のひろば】鷺Ｂ－２１","","鷺宮3-18","","","","","","","基準にあった掲示物であれば、2週間以内で区民の方々等にご利用いただける掲示板です。※アクリル引戸設置済","","477700","139.639099604492","35.7232249190251","区民のひろば一覧"
"【区民のひろば】若宮3-54(鷺Ｂ－０８)","","若宮3-54","","","","","","","基準にあった掲示物であれば、2週間以内で区民の方々等にご利用いただける掲示板です。","","477700","139.641087597827","35.7201011700475","区民のひろば一覧"
"【区民のひろば】鷺宮1-17(鷺Ｂ－２０)","","鷺宮1-17","","","","","","","基準にあった掲示物であれば、2週間以内で区民の方々等にご利用いただける掲示板です。※アクリル引戸設置済","","477700","139.644280063541","35.7226842790775","区民のひろば一覧"
"【区民のひろば】若宮3-5-8(鷺Ｂ－０６)","","若宮3-5-8","","","","","","","基準にあった掲示物であれば、2週間以内で区民の方々等にご利用いただける掲示板です。","","477700","139.646131253373","35.7208273768391","区民のひろば一覧"
"【区民のひろば】大和町3-27(大Ｂ－０７)","","大和町3-27","","","","","","","基準にあった掲示物であれば、2週間以内で区民の方々等にご利用いただける掲示板です。","","477700","139.646636411653","35.7125665487837","区民のひろば一覧"
"【区民のひろば】若宮2-7-16(鷺Ｂ－０４)","","若宮2-7-16","","","","","","","基準にあった掲示物であれば、2週間以内で区民の方々等にご利用いただける掲示板です。","","477700","139.646767398272","35.7182289090313","区民のひろば一覧"
