"都道府県コード又は市区町村コード","No","都道府県名","市区町村名","名称","名称_カナ","POIコード","住所","電話番号","利用可能曜日","開始時間","終了時間","利用可能日時特記事項","バリアフリー情報","URL","郵便番号","アクセス方法","料金_要否","料金_基本","料金_詳細","利用条件_有無","利用条件_詳細","経度","緯度","分類"
"131148","52","東京都","中野区","南中野児童館","ミナミナカノジドウカン","1403a","中野区弥生町4-36-15","03-3382-1687","火～土","10:00","1900/01/01 18:00:00","土曜日及び長期休暇中は9:00～17:00","","","164-0013","東京メトロ丸ノ内線「中野富士見町」「中野新橋」から徒歩6分　京王バス（新宿駅西口発  宿41系統、中野駅南口発 渋63,宿45,中71,81系統）「中野車庫」下車徒歩5分","0","","","1","0～18歳の児童及び保護者","139.670896536041","35.6897650402174","児童館・学童・キッズプラザ"
"131148","53","東京都","中野区","みなみ児童館","ミナミジドウカン","1403a","中野区南台5-15-3","03-3382-7399","火～土","10:00","2022/11/22 18:00:00","土曜日及び長期休暇中は9:00～17:00","玄関周りにスロープあり","","164-0014","東京メトロ丸ノ内線「方南町」東口から徒歩10分　京王バス（中野駅南口発　中81,渋63,宿45系統、新宿駅西口発　宿41系統）「新山通り」下車徒歩10分","0","","","1","0～18歳の児童及び保護者","139.662437025074","35.6801155743127","児童館・学童・キッズプラザ"
"131148","54","東京都","中野区","弥生児童館","ヤヨイジドウカン","1403a","中野区弥生町1-14-6","03-3372-0841","火～土","10:00","2022/11/22 18:00:00","土曜日及び長期休暇中は9:00～17:00","","","164-0013","東京メトロ丸ノ内線、都営大江戸線「中野坂上」から徒歩10分　京王バス（中野駅南口発　渋64系統）「弥生町一丁目」下車徒歩5分　京王バス（中野駅南口発　渋64系統）関東バス(新宿駅西口発　宿32系統)「本町三丁目」下車徒歩5分","0","","","1","0～18歳の児童及び保護者","139.681017856235","35.690350603888","児童館・学童・キッズプラザ"
"131148","55","東京都","中野区","朝日が丘児童館","アサヒガオカジドウカン","1403a","中野区本町2-32-14","03-3373-0380","月～土","10:00","1900/01/01 18:00:00","月・火・金曜日は10：00～18：00　水・金曜日は10:00～19：00　土曜日及び長期休暇中は9:00～17:00","","","164-0012","東京メトロ丸ノ内線・都営大江戸線「中野坂上」から徒歩3分　京王バス（中野駅南口発　渋64系統）都営バス（新宿駅西口発　王78系統、駒沢陸橋発　宿91系統）西武バス(池袋東口発　宿20系統)「中野坂上」下車徒歩3分","0","","","1","0～18歳の児童及び保護者","139.680928275643","35.6950626037869","児童館・学童・キッズプラザ"
"131148","56","東京都","中野区","宮の台児童館","ミヤノダイジドウカン","1403a","中野区本町4-8-16","03-3384-4449","火～土","10:00","2022/11/22 18:00:00","土曜日及び長期休暇中は9:00～17:00","","","164-0012","東京メトロ丸ノ内線「新中野」「中野新橋」から徒歩5分　京王バス（中野駅南口発　中71,83系統）都営バス（新宿駅西口発　王78系統、駒沢陸橋発　宿91系統）「鍋屋横丁」下車徒歩5分","0","","","1","0～18歳の児童及び保護者","139.673344235057","35.6956886792007","児童館・学童・キッズプラザ"
"131148","57","東京都","中野区","文園児童館","フミゾノジドウカン","1403a","中野区中野6-10-6","03-3367-8106","火～土","10:00","2022/11/22 18:00:00","土曜日及び長期休暇中は9:00～17:00","","","164-0001","東京メトロ東西線「落合」から徒歩10分　ＪＲ、都営大江戸線「東中野」から徒歩10分　ＪＲ、東京メトロ東西線「中野」から徒歩15分　関東バス（中野駅北口発　宿08系統）「中野六丁目」下車徒歩5分","0","","","1","0～18歳の児童及び保護者","139.676752356429","35.7064109116584","児童館・学童・キッズプラザ"
"131148","58","東京都","中野区","上高田児童館","カミタカダジドウカン","1403a","中野区上高田5-30-15","03-3388-6148","火～土","10:00","2022/11/22 18:00:00","土曜日及び長期休暇中は9:00～17:00","","","164-0002","西武新宿線「新井薬師前」から徒歩7分　関東バス（中野駅北口発　中12,中41系統）国際興業（中野駅発　池11系統）「上高田中通り」下車徒歩5分","0","","","1","0～18歳の児童及び保護者","139.675169632597","35.7187253183438","児童館・学童・キッズプラザ"
"131148","59","東京都","中野区","新井薬師児童館","アライヤクシジドウカン","1403a","中野区新井5-4-17","03-3389-5438","火～土","10:00","2022/11/22 18:00:00","土曜日及び長期休暇中は9:00～17:00","","","165-0026","西武新宿線「新井薬師前」から徒歩7分　関東バス（中野駅北口発　中20,23,24,41系統）京王バス（中野駅南口発　中92系統）「北野神社前」下車徒歩1分","0","","","1","0～18歳の児童及び保護者","139.667750705447","35.7152121813684","児童館・学童・キッズプラザ"
"131148","60","東京都","中野区","北原児童館","キタハラジドウカン","1403a","中野区野方6-35-13","03-3337-9632","火～土","10:00","1900/01/01 18:00:00","土曜日及び長期休暇中は9:00～17:00","","","165-0027","西武新宿線「野方」から徒歩5分　関東バス(中野駅発 なかのん、高円寺駅北口発 高60,70,赤31系統、新宿駅西口発 王78系統)「野方駅北口」下車徒歩6分","0","","","1","0～18歳の児童及び保護者","139.65070714032","35.721240282448","児童館・学童・キッズプラザ"
"131148","61","東京都","中野区","野方児童館","ノガタジドウカン","1403a","中野区新井2-48-10","03-3387-8836","火～土","10:00","2022/11/22 18:00:00","土曜日及び長期休暇中は9:00～17:00","","","165-0026","ＪＲ・東京メトロ東西線「中野」北口から徒歩12分　関東バス(中野駅北口発 中01系統、阿45系統、阿07系統、新宿駅西口発 宿05系統、中野駅発 なかのん)「東京警察病院前」下車徒歩1分　関東バス(野方駅南口発 中01系統、 宿05系統、阿佐ヶ谷営業所行き)「野方一丁目」下車徒歩2分","0","","","1","0～18歳の児童及び保護者","139.660413508798","35.7108735914118","児童館・学童・キッズプラザ"
