"都道府県コード又は市区町村コード","No","都道府県名","市区町村名","名称","名称_カナ","名称_通称","POIコード","住所","方書","電話番号","内線番号","法人番号","団体名","利用可能曜日","開始時間","終了時間","利用可能日時特記事項","説明","バリアフリー情報","URL","備考","郵便番号","アクセス方法","駐車場_有無","駐車場情報","料金_要否","料金_基本","料金_詳細","利用条件_有無","利用条件_詳細","託児所_有無","託児所_詳細","画像","画像_ライセンス","画像_詳細","経度","緯度","分類"
"131148","123","東京都","中野区","鷺六高齢者会館","サギロクコウレイシャカイカン","","1499a","中野区鷺宮6-25-8","","03-3926-3656","","","","","","","","","","","","165-0032","","","","","","","","","","","","","","139.630146263929","35.7256524782606","区民活動センター・高齢者会館等_鷺宮"
"131148","124","東京都","中野区","白鷺高齢者会館","シラサギコウレイシャカイカン","","1499a","中野区白鷺2-8-5","","03-3223-8938","","","","","","","","","","","","165-0035","","","","","","","","","","","","","","139.635874564324","35.7186309066159","区民活動センター・高齢者会館等_鷺宮"
"131148","125","東京都","中野区","若宮いこいの家","ワカミヤイコイノイエ","","1499a","中野区若宮1-49-1","","03-3310-9819","","","","","","","","","","","","165-0033","","","","","","","","","","","","","","139.648044618322","35.7201942630389","区民活動センター・高齢者会館等_鷺宮"
"131148","126","東京都","中野区","若宮高齢者会館","ワカミヤコウレイシャカイカン","","1499a","中野区大和町4-51-11","","03-3338-2222","","","","","","","","","","","","165-0034","","","","","","","","","","","","","","139.642858672535","35.715700977637","区民活動センター・高齢者会館等_鷺宮"
"131148","127","東京都","中野区","鷺宮高齢者会館","サギノミヤコウレイシャカイカン","","1499a","中野区若宮3-58-10","","03-3310-1171","","","","","","","","","","","","165-0033","","","","","","","","","","","","","","139.640324577746","35.7222546585805","区民活動センター・高齢者会館等_鷺宮"
"131148","143","東京都","中野区","鷺宮すこやか福祉センター","サギノミヤスコヤカフクシセンター","","1399a","中野区若宮3-58-10","","03-3336-7111","","","","月～土曜日","","","","","","","","165-0033","電車…西武新宿線「鷺ノ宮」駅下車 南口より徒歩5分　　バス…関東バス（阿01：阿03：荻06：荻07）「鷺ノ宮駅」下車 徒歩5分","","","","","","","","","","","","","139.640324577746","35.7222546585805","区民活動センター・高齢者会館等_鷺宮"
"131148","165","東京都","中野区","大和区民活動センター","ヤマトクミンカツドウセンター","","1305a","中野区大和町2-44-6","","03-3339-6141","","","","","","","","","","","","165-0034","ＪＲ中野駅北口から関東バス阿45阿佐ヶ谷行「高円寺通」下車徒歩10分・ＪＲ中野駅北口から関東バス中01、宿05野方行「八幡前」下車徒歩10分・ＪＲ高円寺駅北口下車徒歩15分・西武新宿線「都立家政」駅下車徒歩15分。駐車場はありません。","","","","","","","","","","","","","139.648953461681","35.713582810141","区民活動センター・高齢者会館等_鷺宮"
"131148","166","東京都","中野区","鷺宮区民活動センター","サギノミヤクミンカツドウセンター","","1305a","中野区鷺宮3-22-5","","03-3330-4111","","","","","","","","","","","","165-0032","西武新宿線「鷺ノ宮」駅下車徒歩3分 車での来館は、ご遠慮ください。障害のある方は、事前にお問合わせください。","","","","","","","","","","","","","139.639785640592","35.7234334241724","区民活動センター・高齢者会館等_鷺宮"
"131148","167","東京都","中野区","鷺宮区民活動センター分室","サギノミヤクミンカツドウセンターブンシツ","","1305a","中野区白鷺1-4-27","","","","","","","","","","","","","","165-0035","西武新宿線「鷺ノ宮駅」下車徒歩8分　車での来館は、ご遠慮ください。障害のある方は、事前にお問合わせください。","","","","","","","","","","","","","139.638354131897","35.7175571589006","区民活動センター・高齢者会館等_鷺宮"
"131148","168","東京都","中野区","上鷺宮区民活動センター","カミサギノミヤクミンカツドウセンター","","1305a","中野区上鷺宮3-7-6","","03-3970-9131","","","","","","","","","","","","165-0031","西武池袋線「富士見台」駅下車徒歩8分 　　　　　　　　　　　　　　　車での来館は、ご遠慮ください。　　　　　　　　　　　　　　　　　　　　障害のある方は、事前にお問合わせください。","","","","","","","","","","","","","139.632135775489","35.7318951940426","区民活動センター・高齢者会館等_鷺宮"
"131148","169","東京都","中野区","上鷺宮区民活動センター分室","カミサギノミヤクミンカツドウセンターブンシツ","","1305a","中野区上鷺宮2-4-6","","03-5241-4590","","","","","","","","","","","","165-0031","西武新宿線「鷺ノ宮駅」下車徒歩10分","","","","","","","","","","","","","139.63513308032","35.7270532756802","区民活動センター・高齢者会館等_鷺宮"
