"全国地方公共団体コード","ID","地方公共団体名","名称","名称_カナ","名称_英字","名称_通称","POIコード","外部識別子","外部識別子の値","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等_方書","緯度","経度","高度の種別","高度の値","電話番号","内線番号","連絡先メールアドレス","連絡先FormURL","連絡先備考_その他_SNSなど","郵便番号","法人番号","団体名","利用可能曜日","開始時間","終了時間","利用可能時間特記事項","説明","車椅子可","車椅子貸出","ツエ貸出","バリアフリートイレ","スロープ_エレベータ_エスカレータ","点字ブロック等の移動支援","点字や読上による支援","盲導犬_介助犬_聴導犬同伴","字幕","筆談対応","優先駐車場","オストメイト対応トイレ","授乳室","おむつ替えコーナー","飲食可否","ベビーカー貸出","ベビーカー利用","URL","画像","画像_ライセンス","備考","絵本","雑誌","点字本","視聴覚資料","外国語の本","新聞_全国紙","新聞_地方紙","新聞_その他","地元出身の作家の本コーナー","インターネットを使える端末","インターネットでの蔵書検索","プリンター","フリーWiFi","飲食物を購入できる場所","おはなし会","映画会","講座等","閲覧できる場所","映像が見れる場所","自習室","ソファー","キッズスペース","飲み物","食べ物","私語","自習","パソコン作業","経度","緯度","分類"
"131148","N29100000001","東京都中野区","中央図書館","チュウオウトショカン","","","1512a","","","","","中野区中野2-9-7","","","","","","","","","","03-5340-5070","","","","X（旧Twitter）: @NakanoLib","1640001","","","月火水木金土日","2024/01/04 9:00:00","2024/01/04 21:00:00","毎月第2月曜日（2月・6月・11月は第4月曜日。その日が休日の場合は、直後の休日でない日）、毎月最終金曜日(その日が休日の場合はその前日)、年末年始、整理期間等は利用不可。","","可","有","無","有","有","有","有","有","無","有","有","有","有","有","有","有","有","https://library.city.tokyo-nakano.lg.jp/","","","","有","有","有","有","アラビア語;スウェーデン語;中国語;デンマーク語;英語;フランス語;ドイツ語;ハングル語;イタリア語;ラテン語;ノルウェー語;ポルトガル語;ロシア語;スペイン語;エスペラント語;タイ語;その他","朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞","東京新聞;福島民報;福島民友","朝日小学生新聞;朝日中高生新聞;官報;公明新聞;OVNI;KOKUMIN MINSHU PRESS;サンケイスポーツ;社会新法;週間読書人；自由民主；しんぶん赤旗；スポーツニッポン;セキュリティ産業新聞；点字毎日；東京税理士界；東京リビング；図書新聞；日刊工業新聞；日刊スポーツ；日経流通新聞；日経産業新聞；日経ヴェリタス；日本食糧新聞；毎日小学生新聞；民団新聞；読売KODOMO新聞；立憲民主；ジャパンタイムズ；人民日報；朝鮮日報；ニューヨークタイムズ","有","有","有","有","有","有","150","14","53","有","無","有","無","有","2","3","3","2","2","139.671135596872","35.7046273589013","図書館"
"131148","N29100000002","東京都中野区","南台図書館","ミナミダイトショカン","","","1512a","","","","","中野区南台3-26-18","","","","","","","","","","03-3380-2661","","","","X（旧Twitter）: @NakanoLib","1640014","","","月火水木金土日","2024/01/04 9:00:00","2024/01/04 20:00:00","毎月第2木曜日（その日が祝日の場合は、直後の休日でない日）、原則毎月最終金曜日、年末年始、整理期間等は利用不可。","","可","有","無","有","有","無","無","有","無","有","無","無","無","有","無","無","有","https://library.city.tokyo-nakano.lg.jp/","","","","有","有","有","有","英語","朝日新聞;読売新聞;毎日新聞;日本経済新聞;産経新聞;","東京新聞","スポーツニッポン","無","有","有","有","有","無","50","0","20","有","無","無","無","有","2","3","3","3","2","139.665708302089","35.6853719381785","図書館"
"131148","N29100000003","東京都中野区","鷺宮図書館","サギノミヤトショカン","","","1512a","","","","","中野区鷺宮3-22-5","","","","","","","","","","03-3337-1044","","","","X（旧Twitter）: @NakanoLib","1650032","","","月火水木金土日","2024/01/04 9:00:00","2024/01/04 20:00:00","毎月第2木曜日（その日が祝日の場合は、直後の休日でない日）、原則毎月最終金曜日、年末年始、整理期間等は利用不可。","","可","有","無","有","有","有","有","有","無","有","無","無","有","有","無","無","有","https://library.city.tokyo-nakano.lg.jp/","","","","有","有","有","有","英語","朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞","東京新聞","日刊スポーツ;the japan times／The New York Times","有","有","有","無","有","無","46","0","26","有","無","無","無","有","2","3","3","3","2","139.639785640592","35.7234334241724","図書館"
"131148","N29100000004","東京都中野区","野方図書館","ノガタトショカン","","","1512a","","","","","中野区野方3-19-5","","","","","","","","","","03-3389-0214","","","","X（旧Twitter）: @NakanoLib","1650027","","","月火水木金土日","2024/01/04 9:00:00","2024/01/04 20:00:00","毎月第2月曜日（その日が祝日の場合は、直後の休日でない日）、原則毎月最終金曜日、年末年始、整理期間等は利用不可。","","可","無","無","有","有","有","有","有","無","有","無","無","無","有","無","無","有","https://library.city.tokyo-nakano.lg.jp/","","","","有","有","有","有","英語","朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞","","ジャパンタイムズ;スポーツニッポン","無","有","有","無","有","有","48","2","19","有","無","有","無","無","2","3","2","2","2","139.654326218313","35.7174170015695","図書館"
"131148","N29100000005","東京都中野区","江古田図書館","エゴタトショカン","","","1512a","","","","","中野区江古田2-1-11","","","","","","","","","","03-3319-9301","","","","X（旧Twitter）: @NakanoLib","1650022","","","月火水木金土日","2024/01/04 9:00:00","2024/01/04 20:00:00","毎月第2月曜日（その日が祝日の場合は、直後の休日でない日）、原則毎月最終金曜日、年末年始、整理期間等は利用不可。","","可","有","無","有","有","有","有","有","無","有","無","無","有","有","無","無","有","https://library.city.tokyo-nakano.lg.jp/","","","","有","有","有","有","英語;中国語;韓国語","朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞","東京新聞","サンケイスポーツ","無","有","有","有","有","無","50","0","121","有","無","無","有","有","2","3","2","3","2","139.669058002771","35.7249025859099","図書館"
"131148","N29100000006","東京都中野区","上高田図書館","カミタカダトショカン","","","1512a","","","","","中野区上高田5-30-15","","","","","","","","","","03-3319-5411","","","","X（旧Twitter）: @NakanoLib","1640002","","","月火水木金土日","2024/01/04 9:00:00","2024/01/04 20:00:00","毎月第2木曜日（その日が祝日の場合は、直後の休日でない日）、原則毎月最終金曜日、年末年始、整理期間等は利用不可。","","可","無","無","有","有","有","無","有","無","有","無","無","有","有","無","無","有","https://library.city.tokyo-nakano.lg.jp/","","","","有","有","有","有","英語","朝日新聞;読売新聞;毎日新聞;日本経済新聞、","東京新聞","サンケイスポーツ;The Japan Times","無","有","有","有","有","無","46","0","91","有","無","無","無","無","2","3","3","2","2","139.675169632597","35.7187253183438","図書館"
"131148","N29100000007","東京都中野区","中央図書館みなみの小学校分室","チュウオウトショカンミナミノショウガッコウブンシツ","","みなみのライブラリー","1512a","","","","","中野区弥生町4-27-11","","","","","","","","","","03-3381-7261","","","","X（旧Twitter）: @NakanoLib","1640013","","","火木土日","2024/01/04 10:00:00","2024/01/04 19:00:00","毎週月水金曜日（その日が祝日の場合及び夏季休業等は除く）、中央図書館の休館日、整理期間等は利用不可","","可","無","無","有","有","有","無","有","無","有","有","有","有","有","無","無","有","https://library.city.tokyo-nakano.lg.jp/","","","","有","有","無","無","英語","","","","無","無","有","無","有","無","23","0","8","有","無","有","有","有","2","3","2","1","1","139.669942251999","35.6874225543689","図書館"
"131148","N29100000008","東京都中野区","中央図書館美鳩小学校分室","チュウオウトショカンミハトショウガッコウブンシツ","","美鳩ライブラリー","1512a","","","","","中野区大和町4-26-5","","","","","","","","","","03-3330-8160","","","","X（旧Twitter）: @NakanoLib","1650034","","","火木土日","2024/01/04 10:00:00","2024/01/04 19:00:00","毎週月水金曜日（その日が祝日の場合及び夏季休業等は除く）、中央図書館の休館日、整理期間等は利用不可","","可","無","無","有","有","無","無","有","無","有","無","有","有","有","無","無","有","https://library.city.tokyo-nakano.lg.jp/","","","","有","有","無","無","英語","","","","無","無","有","無","有","無","23","0","8","有","無","有","有","有","2","3","2","1","1","139.645041100088","35.7144758684607","図書館"
"131148","N29100000009","東京都中野区","中央図書館中野第一小学校分室","チュウオウトショカンナカノダイイチショウガッコウブンシツ","","中野第一ライブラリー","1512a","","","","","中野区本町3-16-1","","","","","","","","","","03-3372-8501","","","","X（旧Twitter）: @NakanoLib","1640012","","","火木土日","2024/01/04 10:00:00","2024/01/04 19:00:00","毎週月水金曜日（その日が祝日の場合及び夏季休業等は除く）、中央図書館の休館日、整理期間等は利用不可","","可","無","無","有","有","無","無","有","無","有","無","有","有","有","無","無","有","https://library.city.tokyo-nakano.lg.jp/","","","","有","有","無","無","英語","","","","無","無","有","無","有","無","22","0","19","有","無","有","有","有","2","3","2","1","1","139.677385077537","35.6959898098946","図書館"
"131148","N29100000010","東京都中野区","中野東図書館","ナカノヒガシトショカン","","","1512a","","","","","中野区中央1-41-2","","","","","","","","","","03-5937-3559","","","","X（旧Twitter）: @NakanoLib","1640011","","","月火水木金土日","2024/01/04 9:00:00","2024/01/04 21:00:00","毎月第2木曜日（その日が祝日の場合は、直後の休日でない日）、原則毎月最終金曜日、年末年始、整理期間等は利用不可。","","可","有","無","有","有","有","有","有","無","有","有","有","有","有","有","無","有","https://library.city.tokyo-nakano.lg.jp/","","","","有","有","有","有","英語;中国語;韓国語","朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞","東京新聞","日刊スポーツ;サンケイスポーツ;the japan times;日刊工業新聞;朝日小学生新聞;朝日中高生新聞;読売KODOMO新聞;日経産業新聞;日経ヴェリタス;日本食糧新聞","無","有","有","有","有","有","86","0","44","有","無","無","有","無","2","2","2","2","2","139.683625238305","35.6981638980936","図書館"
