全国地方公共団体コード,ID,地方公共団体名,年,月,戸籍謄抄本等,住民票の写し,印鑑証明,婚姻,離婚,出生,死亡,転入,転出,備考
131075,,東京都墨田区,2022,04,12441,14102,5332,258,61,245,401,1932,1432,
131075,,東京都墨田区,2022,05,12227,13067,5441,345,70,288,393,1806,1346,
131075,,東京都墨田区,2022,06,13535,14914,6142,305,60,306,475,1833,1522,
131075,,東京都墨田区,2022,07,11398,13544,5338,405,63,303,374,1802,1391,
131075,,東京都墨田区,2022,08,12971,13786,5531,342,48,312,522,1809,1328,
131075,,東京都墨田区,2022,09,12526,12794,5633,292,66,330,430,1835,1490,
131075,,東京都墨田区,2022,10,12172,12642,5402,347,63,333,403,1774,1400,
131075,,東京都墨田区,2022,11,12958,13342,5248,491,62,284,438,1733,1321,
131075,,東京都墨田区,2022,12,11656,13726,5088,335,70,287,450,1653,1285,
131075,,東京都墨田区,2023,01,12233,13623,5211,358,65,305,571,1547,1309,
131075,,東京都墨田区,2023,02,12977,13423,5409,338,53,260,448,1891,1356,
131075,,東京都墨田区,2023,03,14464,17912,6541,538,99,323,458,3823,2503,
