"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","医療的ケアの状況について","Q16-2. 【問16-１で「１．必要がある」と回答された方のみ】具体的に必要な医療的ケアは何ですか。（あてはまるものすべてに○）","ストマのケア（パウチ管理）","49","16.9","19.4"
"202003","医療的ケアの状況について","Q16-2. 【問16-１で「１．必要がある」と回答された方のみ】具体的に必要な医療的ケアは何ですか。（あてはまるものすべてに○）","導尿補助（カテーテル準備）","25","8.6","9.9"
"202003","医療的ケアの状況について","Q16-2. 【問16-１で「１．必要がある」と回答された方のみ】具体的に必要な医療的ケアは何ですか。（あてはまるものすべてに○）","経鼻経管栄養","7","2.4","2.8"
"202003","医療的ケアの状況について","Q16-2. 【問16-１で「１．必要がある」と回答された方のみ】具体的に必要な医療的ケアは何ですか。（あてはまるものすべてに○）","胃ろう・腸ろう","17","5.9","6.7"
"202003","医療的ケアの状況について","Q16-2. 【問16-１で「１．必要がある」と回答された方のみ】具体的に必要な医療的ケアは何ですか。（あてはまるものすべてに○）","鼻腔・口腔内吸引","11","3.8","4.4"
"202003","医療的ケアの状況について","Q16-2. 【問16-１で「１．必要がある」と回答された方のみ】具体的に必要な医療的ケアは何ですか。（あてはまるものすべてに○）","気管内吸引","13","4.5","5.2"
"202003","医療的ケアの状況について","Q16-2. 【問16-１で「１．必要がある」と回答された方のみ】具体的に必要な医療的ケアは何ですか。（あてはまるものすべてに○）","経鼻エアウェイ装着","1","0.3","0.4"
"202003","医療的ケアの状況について","Q16-2. 【問16-１で「１．必要がある」と回答された方のみ】具体的に必要な医療的ケアは何ですか。（あてはまるものすべてに○）","気管切開部管理","14","4.8","5.6"
"202003","医療的ケアの状況について","Q16-2. 【問16-１で「１．必要がある」と回答された方のみ】具体的に必要な医療的ケアは何ですか。（あてはまるものすべてに○）","吸入（酸素吸入以外）","8","2.8","3.2"
"202003","医療的ケアの状況について","Q16-2. 【問16-１で「１．必要がある」と回答された方のみ】具体的に必要な医療的ケアは何ですか。（あてはまるものすべてに○）","人工呼吸器管理","5","1.7","2.0"
"202003","医療的ケアの状況について","Q16-2. 【問16-１で「１．必要がある」と回答された方のみ】具体的に必要な医療的ケアは何ですか。（あてはまるものすべてに○）","酸素吸入","12","4.1","4.8"
"202003","医療的ケアの状況について","Q16-2. 【問16-１で「１．必要がある」と回答された方のみ】具体的に必要な医療的ケアは何ですか。（あてはまるものすべてに○）","自己注射","32","11.0","12.7"
"202003","医療的ケアの状況について","Q16-2. 【問16-１で「１．必要がある」と回答された方のみ】具体的に必要な医療的ケアは何ですか。（あてはまるものすべてに○）","その他","125","43.1","49.6"
"202003","医療的ケアの状況について","Q16-2. 【問16-１で「１．必要がある」と回答された方のみ】具体的に必要な医療的ケアは何ですか。（あてはまるものすべてに○）","無回答","38","13.1",

"港区保健福祉基礎調査（身体障害者）・単純集計表・医療的ケアの状況についてQ16-2","Ver202003",,,,,
