"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","余暇活動、文化芸術活動について","Q11-3. 【問11-1で「９．特に何もしていない」と回答された方のみ】余暇活動として、定期的に体を動かしたり、運動などの活動を実施しなかった理由についてあてはまるものを選択してください。（あてはまるものすべてに○）","身体的にできない","7","26.9","30.4"
"202003","余暇活動、文化芸術活動について","Q11-3. 【問11-1で「９．特に何もしていない」と回答された方のみ】余暇活動として、定期的に体を動かしたり、運動などの活動を実施しなかった理由についてあてはまるものを選択してください。（あてはまるものすべてに○）","身近なところにスポーツや運動ができる場所がない","2","7.7","8.7"
"202003","余暇活動、文化芸術活動について","Q11-3. 【問11-1で「９．特に何もしていない」と回答された方のみ】余暇活動として、定期的に体を動かしたり、運動などの活動を実施しなかった理由についてあてはまるものを選択してください。（あてはまるものすべてに○）","自分にあったものがない","5","19.2","21.7"
"202003","余暇活動、文化芸術活動について","Q11-3. 【問11-1で「９．特に何もしていない」と回答された方のみ】余暇活動として、定期的に体を動かしたり、運動などの活動を実施しなかった理由についてあてはまるものを選択してください。（あてはまるものすべてに○）","一緒にやる人がいない","5","19.2","21.7"
"202003","余暇活動、文化芸術活動について","Q11-3. 【問11-1で「９．特に何もしていない」と回答された方のみ】余暇活動として、定期的に体を動かしたり、運動などの活動を実施しなかった理由についてあてはまるものを選択してください。（あてはまるものすべてに○）","時間がない","3","11.5","13.0"
"202003","余暇活動、文化芸術活動について","Q11-3. 【問11-1で「９．特に何もしていない」と回答された方のみ】余暇活動として、定期的に体を動かしたり、運動などの活動を実施しなかった理由についてあてはまるものを選択してください。（あてはまるものすべてに○）","金銭的に余裕がない","0","0.0","0.0"
"202003","余暇活動、文化芸術活動について","Q11-3. 【問11-1で「９．特に何もしていない」と回答された方のみ】余暇活動として、定期的に体を動かしたり、運動などの活動を実施しなかった理由についてあてはまるものを選択してください。（あてはまるものすべてに○）","その他","3","11.5","13.0"
"202003","余暇活動、文化芸術活動について","Q11-3. 【問11-1で「９．特に何もしていない」と回答された方のみ】余暇活動として、定期的に体を動かしたり、運動などの活動を実施しなかった理由についてあてはまるものを選択してください。（あてはまるものすべてに○）","実施したいと思わない","8","30.8","34.8"
"202003","余暇活動、文化芸術活動について","Q11-3. 【問11-1で「９．特に何もしていない」と回答された方のみ】余暇活動として、定期的に体を動かしたり、運動などの活動を実施しなかった理由についてあてはまるものを選択してください。（あてはまるものすべてに○）","無回答","3","11.5",

"港区保健福祉基礎調査（知的障害者）・単純集計表・余暇活動文化芸術活動についてQ11-3","Ver202003",,,,,
