"年月[西暦]","調査項目","設問","政策目標","調査回答者の属性種別","調査回答者の属性","調査数[人]","強くそう思う[人]","どちらかといえばそう思う[人]","あまりそう思わない[人]","全くそう思わない[人]","無回答[人]"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","全体",,"658","99","234","227","84","14"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","性・年代別","男性（計）","248","39","90","84","31","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","性・年代別","男性 18～29歳","23","7","10","6","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","性・年代別","男性 30～39歳","35","9","12","11","3","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","性・年代別","男性 40～49歳","41","4","13","19","5","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","性・年代別","男性 50～59歳","49","7","15","20","7","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","性・年代別","男性 60～69歳","39","1","14","14","10","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","性・年代別","男性 70歳以上","60","10","26","14","6","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","性・年代別","男性 無回答","1","1","0","0","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","性・年代別","女性（計）","400","59","139","140","53","9"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","性・年代別","女性 18～29歳","28","5","10","6","6","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","性・年代別","女性 30～39歳","65","11","20","27","6","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","性・年代別","女性 40～49歳","95","20","32","34","8","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","性・年代別","女性 50～59歳","82","10","31","28","13","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","性・年代別","女性 60～69歳","55","7","20","20","7","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","性・年代別","女性 70歳以上","75","6","26","25","13","5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","性・年代別","女性 無回答","0","0","0","0","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","性・年代別","無回答","10","1","5","3","0","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","職業別","自営業主・家族従業","92","14","39","24","14","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","職業別","会社員・団体職員・公務員","280","44","86","113","33","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","職業別","アルバイト・パートタイマー","58","10","17","20","10","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","職業別","家事専業","94","10","38","36","9","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","職業別","学生","20","6","10","2","2","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","職業別","無職","83","11","35","22","11","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","職業別","その他","26","4","8","9","5","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","職業別","無回答","5","0","1","1","0","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","居住地区別","芝地区","107","13","33","36","21","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","居住地区別","麻布地区","140","36","48","42","13","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","居住地区別","赤坂地区","88","4","30","35","18","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","居住地区別","高輪地区","155","21","60","59","13","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","居住地区別","芝浦港南地区","164","24","63","54","18","5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","居住地区別","無回答","4","1","0","1","1","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","住居形態別","持家（一戸建）","95","13","38","28","14","2"
