分類/品目/銘柄/単位,2007年6月,2008年4月,2008年5月,2008年6月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリ(5kg入り）/1袋(円),2689,2578,2556,2607,
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く(5kg入り）/1袋(円),2282,2247,2258,2255,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋(円),1973,1817,1795,1823,
（穀類）/もち米/国内産、精米、複数原料米(1～2kg入り）/1kg(円),608,604,589,589,
（穀類）/食パン/普通品/1kg(円),408,456,455,498,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g(円),86,90,91,92,
（穀類）/カレーパン/揚げパン、普通品/100g(円),95,101,102,108,
（穀類）/ゆでうどん/1食入り（200～250g入り）、普通品/1袋(円),79,36,35,35,
（穀類）/干しうどん/普通品/1kg(円),503,516,514,533,
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品/1袋(円),155,196,194,200,
（穀類）/即席めん/即席カップめん、中華タイプ、「カップヌードル(77g入り)」/1個(円),131,146,147,145,
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋(円),256,116,114,115,
（穀類）/小麦粉/薄力粉、袋入り（1kg入り）「日清フラワー」/1袋(円),193,201,212,219,
（穀類）/もち/包装生もち/1kg(円),1017,1064,1034,1085,
（魚介類）/まぐろ/めばち又はきはだ、刺身用、さく、赤身/100g(円),407,396,390,400,
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g(円),106,128,119,112,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g(円),106,124,114,114,
（魚介類）/かつお/切り身（刺身用）/100g(円),210,274,259,209,
（魚介類）/かれい/まがれい、あかがれい、むしがれい又はまこがれい、丸（長さ約20cm以上）/100g(円),185,179,170,170,
（魚介類）/さけ/トラウトサーモン､ぎんざけ､アトランティックサーモン､べにざけ､又はキングサーモン､切り身/100g(円),239,234,227,226,
（魚介類）/さば/まさば、切り身/100g(円),118,138,123,125,
（魚介類）/さんま/丸（長さ約25cm以上）/100g(円),64,70,71,68,
（魚介類）/たい/まだい、刺身用、さく/100g(円),606,602,603,612,
（魚介類）/ぶり/切り身/100g(円),255,257,255,271,
（魚介類）/いか/するめいか/100g(円),111,128,128,113,
（魚介類）/たこ/まだこ（ゆでもの）/100g(円),261,291,293,296,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g(円),262,260,259,256,
（魚介類）/あさり/殻付き/100g(円),116,125,122,121,
（魚介類）/かき/まがき、むき身/100g(円),        -,        -,        -,        -,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g(円),214,210,211,212,
（魚介類）/塩さけ/ぎんざけ、切り身/100g(円),184,180,176,175,
（魚介類）/たらこ/並/100g(円),543,552,559,561,
（魚介類）/しらす干し/並/100g(円),478,502,494,479,
（魚介類）/干しあじ/まあじ、開き、並/100g(円),165,160,171,172,
（魚介類）/丸干しいわし/まいわし（長さ約12cm以上）、並/100g(円),138,118,125,120,平成19年7月から基本銘柄改正
（魚介類）/煮干し/かたくちいわし、小羽（約6cm）、上/100g(円),266,258,257,257,
（魚介類）/ししゃも/子持ちししゃも、カラフトシシャモ、パック入り（8～12匹入り/100g(円),181,179,180,180,
（魚介類）/さつま揚げ/並/100g(円),96,100,100,101,
（魚介類）/ちくわ/焼ちくわ（冷凍ものを除く）、並/100g(円),109,112,113,111,
（魚介類）/かまぼこ/蒸かまぼこ、板付き、100g～160g、普通品/100g(円),165,163,161,162,
（魚介類）/かつお節/かつおぶし削りぶし、パック入り（3g×5袋入り）、普通品/1パック(円),130,143,144,137,
（魚介類）/塩辛/いかの塩辛、並/100g(円),200,198,199,199,
（魚介類）/魚みそ漬/さわら又はさけ、並/100g(円),229,224,221,232,
（魚介類）/あさりつくだ煮/並/100g(円),416,415,432,435,
（魚介類）/まぐろ缶詰/油漬、きはだまぐろ、フレーク、内容量80g入り/1缶(円),151,160,161,161,
（肉類）/牛肉/国産品、ロース/100g(円),854,900,884,905,
（肉類）/牛肉/肩肉/100g(円),        -,        -,        -,        -,
（肉類）/牛肉/輸入品、チルド（冷蔵）、ロース（肩ロースは除く）/100g(円),345,370,375,369,
（肉類）/豚肉/ロース/100g(円),242,249,253,255,
（肉類）/豚肉/もも肉/100g(円),178,180,182,184,
（肉類）/鶏肉/ブロイラー、もも肉/100g(円),125,132,134,133,
（肉類）/レバー/豚レバー/100g(円),110,114,114,112,
（肉類）/ハム/ロースハム、JAS規格品・上級/100g(円),336,365,366,366,
（肉類）/ソーセージ/ウインナーソーセージ、袋入り、JAS規格品・標準/100g(円),169,185,185,185,
（肉類）/ベーコン/ベーコン、JAS格付なし、普通品/100g(円),235,245,244,245,
（乳卵類）/牛乳/瓶入り（200ML）配達、瓶代を除く、月極め/1本(円),105,114,114,114,
（乳卵類）/牛乳/紙容器入り（1000ML入り）、店頭売り/1本(円),202,208,211,210,平成20年3月から基本銘柄改正
（乳卵類）/粉ミルク/調整粉乳、缶入り（850g入り）「明治0ほ0ほえみ」/1缶(円),2454,2398,2446,2424,
（乳卵類）/バター/カルトン入り（200g入り）/1箱(円),322,335,353,365,
（乳卵類）/チーズ/国産品、プロセスチーズ、スライスチーズ、とろけるタイプ袋入り（8枚，144g入り）/1袋(円),287,266,271,287,
（乳卵類）/チーズ/輸入品、フランス産、ナチュラルチーズ、紙容器（125g入り）/1個(円),504,598,590,652,平成20年3月から基本銘柄改正
（乳卵類）/ヨーグルト/プレーンヨーグルト、500g入り/1個(円),216,201,197,210,
（乳卵類）/鶏卵/白色卵、Lサイズ、パック詰(10個入り）/1パック(円),202,222,223,219,
（野菜・海草）/キャベツ//1kg(円),145,208,164,144,
（野菜・海草）/ほうれんそう//1kg(円),630,702,753,753,
（野菜・海草）/はくさい/山東菜を除く/1kg(円),175,256,211,194,
（野菜・海草）/ねぎ//1kg(円),525,601,679,739,
（野菜・海草）/レタス/玉レタス/1kg(円),367,411,307,424,
（野菜・海草）/もやし/だいずもやしを除く/100g(円),16,17,17,17,
（野菜・海草）/ブロッコリー//1kg(円),564,645,610,624,
（野菜・海草）/アスパラガス/グリーンアスパラガス/100g(円),143,185,158,165,
（野菜・海草）/かんしょ//1kg(円),581,484,482,508,
（野菜・海草）/ばれいしょ//1kg(円),284,282,301,305,
（野菜・海草）/さといも/こいも、土付き/1kg(円),758,652,736,938,
（野菜・海草）/だいこん//1kg(円),148,140,158,140,
（野菜・海草）/にんじん//1kg(円),325,441,474,470,
（野菜・海草）/ごぼう//1kg(円),766,741,759,836,
（野菜・海草）/たまねぎ//1kg(円),181,206,201,194,
（野菜・海草）/れんこん//1kg(円),1963,1003,1083,1829,
（野菜・海草）/ながいも//1kg(円),520,636,587,583,
（野菜・海草）/えだまめ//100g(円),151,        -,        -,165,
（野菜・海草）/さやいんげん//100g(円),165,236,202,195,
（野菜・海草）/かぼちゃ//1kg(円),453,406,440,490,
（野菜・海草）/きゅうり//1kg(円),414,482,463,482,
（野菜・海草）/なす//1kg(円),467,583,552,605,
（野菜・海草）/トマト//1kg(円),512,685,622,536,
（野菜・海草）/ピーマン//100g(円),69,89,87,80,
（野菜・海草）/生しいたけ//100g(円),183,187,190,187,
（野菜・海草）/えのきだけ//100g(円),53,59,59,57,
（野菜・海草）/しめじ/ぶなしめじ/100g(円),76,85,82,86,
（野菜・海草）/あずき/国産品（大納言を除く）、並/100g(円),162,143,143,144,平成20年1月から基本銘柄改正
（野菜・海草）/干ししいたけ/こうしん、国産品、並/100g(円),1288,1495,1515,1563,平成20年1月から基本銘柄改正
（野菜・海草）/のり/焼きのり、中、1帖（10枚入り）/1帖(円),448,446,449,448,
（野菜・海草）/わかめ/生わかめ、湯通し塩蔵わかめ、養殖もの、国産品、並/100g(円),169,182,180,194,
（野菜・海草）/こんぶ/板こんぶ、国産品、並/100g(円),582,641,626,643,平成19年7月から基本銘柄改正
（野菜・海草）/ひじき/乾燥もの、芽ひじき、国内産、並/100g(円),622,627,619,645,
（野菜・海草）/豆腐/木綿豆腐、並/100g(円),33,34,34,34,
