分類/品目/銘柄/単位,2007年3月,2008年1月,2008年2月,2008年3月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリ(5kg入り）/1袋  (円),2727,2562,2604,2580,
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く(5kg入り）/1袋  (円),2327,2252,2234,2266,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋  (円),1979,1819,1823,1822,
（穀類）/もち米/国内産、精米、複数原料米(1～2kg入り）/1kg  (円),606,592,600,583,
（穀類）/食パン/普通品/1kg  (円),404,442,438,446,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g  (円),87,92,91,91,
（穀類）/カレーパン/揚げパン、普通品/100g  (円),95,99,100,99,
（穀類）/ゆでうどん/1食入り（200～250g入り）、普通品/1袋  (円),79,35,35,35,
（穀類）/干しうどん/普通品/1kg  (円),506,503,511,503,
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品/1袋  (円),151,168,174,181,
（穀類）/即席めん/即席カップめん、中華タイプ、「カップヌードル(77g入り)」/1個  (円),137,138,152,151,
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋  (円),259,111,114,117,
（穀類）/小麦粉/薄力粉、袋入り（1kg入り）「日清フラワー」/1袋  (円),194,197,195,195,
（穀類）/もち/包装生もち/1kg  (円),1051,1023,1001,1035,
（魚介類）/まぐろ/めばち又はきはだ、刺身用、さく、赤身/100g  (円),422,413,398,395,
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g  (円),111,120,120,106,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g  (円),119,94,122,132,
（魚介類）/かつお/切り身（刺身用）/100g  (円),295,        -,        -,287,
（魚介類）/かれい/まがれい、あかがれい、むしがれい又はまこがれい、丸（長さ約20cm以上）/100g  (円),211,221,201,207,
（魚介類）/さけ/トラウトサーモン､ぎんざけ､アトランティックサーモン､べにざけ､又はキングサーモン､切り身/100g  (円),259,235,242,238,
（魚介類）/さば/まさば、切り身/100g  (円),126,128,116,123,
（魚介類）/さんま/丸（長さ約25cm以上）/100g  (円),70,74,69,72,
（魚介類）/たい/まだい、刺身用、さく/100g  (円),607,623,611,598,
（魚介類）/ぶり/切り身/100g  (円),260,267,251,257,
（魚介類）/いか/するめいか/100g  (円),97,86,74,87,
（魚介類）/たこ/まだこ（ゆでもの）/100g  (円),261,291,294,293,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g  (円),268,259,261,264,
（魚介類）/あさり/殻付き/100g  (円),116,117,119,122,
（魚介類）/かき/まがき、むき身/100g  (円),242,320,295,278,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g  (円),210,194,204,199,
（魚介類）/塩さけ/ぎんざけ、切り身/100g  (円),168,183,174,179,
（魚介類）/たらこ/並/100g  (円),548,548,545,525,
（魚介類）/しらす干し/並/100g  (円),465,511,492,489,
（魚介類）/干しあじ/まあじ、開き、並/100g  (円),159,159,162,161,
（魚介類）/丸干しいわし/まいわし（長さ約12cm以上）、並/100g  (円),127,115,115,121,平成19年7月から基本銘柄改正
（魚介類）/煮干し/かたくちいわし、小羽（約6cm）、上/100g  (円),264,256,258,257,
（魚介類）/ししゃも/子持ちししゃも、カラフトシシャモ、パック入り（8～12匹入り/100g  (円),168,175,174,177,
（魚介類）/さつま揚げ/並/100g  (円),98,95,96,97,
（魚介類）/ちくわ/焼ちくわ（冷凍ものを除く）、並/100g  (円),108,107,108,111,
（魚介類）/かまぼこ/蒸かまぼこ、板付き、100g～160g、普通品/100g  (円),163,161,158,165,
（魚介類）/かつお節/かつおぶし削りぶし、パック入り（3g×5袋入り）、普通品/1パック  (円),137,138,138,140,
（魚介類）/塩辛/いかの塩辛、並/100g  (円),192,197,198,197,
（魚介類）/魚みそ漬/さわら又はさけ、並/100g  (円),219,226,224,231,
（魚介類）/あさりつくだ煮/並/100g  (円),409,414,417,421,
（魚介類）/まぐろ缶詰/油漬、きはだまぐろ、フレーク、内容量80g入り/1缶  (円),151,159,160,163,
（肉類）/牛肉/国産品、ロース/100g  (円),888,902,924,931,
（肉類）/牛肉/肩肉/100g  (円),        -,        -,        -,        -,
（肉類）/牛肉/輸入品、チルド（冷蔵）、ロース（肩ロースは除く）/100g  (円),337,380,348,382,
（肉類）/豚肉/ロース/100g  (円),241,246,244,247,
（肉類）/豚肉/もも肉/100g  (円),177,180,179,182,
（肉類）/鶏肉/ブロイラー、もも肉/100g  (円),123,128,128,131,
（肉類）/レバー/豚レバー/100g  (円),111,114,114,114,
（肉類）/ハム/ロースハム、JAS規格品・上級/100g  (円),341,366,367,366,
（肉類）/ソーセージ/ウインナーソーセージ、袋入り、JAS規格品・標準/100g  (円),168,183,184,185,
（肉類）/ベーコン/ベーコン、JAS格付なし、普通品/100g  (円),243,239,240,239,平成19年5月から基本銘柄改正
（乳卵類）/牛乳/瓶入り（200ML）配達、瓶代を除く、月極め/1本  (円),104,106,106,106,
（乳卵類）/牛乳/紙容器入り（1000ML入り）、店頭売り/1本  (円),203,202,202,202,平成20年3月から基本銘柄改正
（乳卵類）/粉ミルク/調整粉乳、缶入り（850g入り）「明治0ほ0ほえみ」/1缶  (円),2416,2477,2477,2200,
（乳卵類）/バター/カルトン入り（200g入り）/1箱  (円),325,325,328,334,
（乳卵類）/チーズ/国産品、プロセスチーズ、スライスチーズ、とろけるタイプ袋入り（8枚，144g入り）/1袋  (円),294,289,297,272,
（乳卵類）/チーズ/輸入品、フランス産、ナチュラルチーズ、紙容器（125g入り）/1個  (円),507,586,582,586,平成20年3月から基本銘柄改正
（乳卵類）/ヨーグルト/プレーンヨーグルト、500g入り/1個  (円),205,196,200,191,
（乳卵類）/鶏卵/白色卵、Lサイズ、パック詰(10個入り）/1パック  (円),220,206,215,220,
（野菜・海草）/キャベツ//1kg  (円),145,148,163,220,
（野菜・海草）/ほうれんそう//1kg  (円),644,656,644,561,
（野菜・海草）/はくさい/山東菜を除く/1kg  (円),137,120,123,210,
（野菜・海草）/ねぎ//1kg  (円),372,552,495,585,
（野菜・海草）/レタス/玉レタス/1kg  (円),439,437,470,482,
（野菜・海草）/もやし/だいずもやしを除く/100g  (円),17,16,16,16,
（野菜・海草）/ブロッコリー//1kg  (円),635,510,550,564,
（野菜・海草）/アスパラガス/グリーンアスパラガス/100g  (円),176,220,180,170,
（野菜・海草）/かんしょ//1kg  (円),494,468,465,494,
（野菜・海草）/ばれいしょ//1kg  (円),290,268,269,278,
（野菜・海草）/さといも/こいも、土付き/1kg  (円),469,521,536,634,
（野菜・海草）/だいこん//1kg  (円),111,117,125,155,
（野菜・海草）/にんじん//１kg  (円),237,275,279,380,
（野菜・海草）/ごぼう//１kg  (円),696,691,687,702,
（野菜・海草）/たまねぎ//１kg  (円),223,201,200,214,
（野菜・海草）/れんこん//１kg  (円),817,897,862,954,
（野菜・海草）/ながいも//１kg  (円),558,638,638,641,
（野菜・海草）/えだまめ//１００g  (円),        -,        -,        -,        -,
（野菜・海草）/さやいんげん//１００ｇ  (円),204,211,237,266,
（野菜・海草）/かぼちゃ//１kg  (円),394,457,450,416,
（野菜・海草）/きゅうり//１kg  (円),505,694,768,517,
（野菜・海草）/なす//１kg  (円),605,693,851,702,
（野菜・海草）/トマト//１kg  (円),715,685,663,664,
（野菜・海草）/ピーマン//１００ｇ  (円),102,93,131,112,
（野菜・海草）/生しいたけ//１００ｇ  (円),180,199,205,199,
（野菜・海草）/えのきだけ//１００ｇ  (円),57,85,70,65,
（野菜・海草）/しめじ/ぶなしめじ/１００ｇ  (円),84,102,96,93,
（野菜・海草）/あずき/国産品（大納言を除く）、並/１００ｇ  (円),159,143,145,143,平成20年1月から基本銘柄改正
（野菜・海草）/干ししいたけ/こうしん、国産品、並/１００ｇ  (円),1293,1455,1455,1496,平成20年1月から基本銘柄改正
（野菜・海草）/のり/焼きのり、中、１帖（１０枚入り）/１帖  (円),452,447,443,448,
（野菜・海草）/わかめ/生わかめ、湯通し塩蔵わかめ、養殖もの、国産品、並/１００ｇ  (円),174,171,178,181,
（野菜・海草）/こんぶ/板こんぶ、国産品、並/１００ｇ  (円),581,607,627,622,平成19年7月から基本銘柄改正
（野菜・海草）/ひじき/乾燥もの、芽ひじき、国内産、並/１００ｇ  (円),614,645,643,607,
（野菜・海草）/豆腐/木綿豆腐、並/１００ｇ  (円),35,34,33,34,
（野菜・海草）/油揚げ/薄揚げ/１００ｇ  (円),146,144,143,144,
（野菜・海草）/納豆/丸大豆納豆、発泡スチロール容器入り（５０g×３個）/１パック  (円),133,134,115,134,
（野菜・海草）/こんにゃく/板こんにゃく/１００ｇ  (円),50,48,47,49,
（野菜・海草）/梅干し/調味梅干し、中粒、並/１００ｇ  (円),196,189,188,191,
（野菜・海草）/たくあん漬/並/１００ｇ  (円),97,90,87,89,平成20年1月から基本銘柄改正
（野菜・海草）/福神漬/並（瓶詰、缶詰を除く）/１００ｇ  (円),96,96,96,96,
（野菜・海草）/こんぶつくだ煮/並/１００ｇ  (円),222,215,230,230,
（野菜・海草）/はくさい漬/塩漬/１００ｇ  (円),77,75,75,77,
（野菜・海草）/キムチ/はくさいキムチ（瓶詰を除く）/１００ｇ  (円),146,150,149,149,
（野菜・海草）/スイートコーン缶詰/ホールカーネル（つぶ状）内容総量１９０ｇ/１缶  (円),140,135,137,136,
 （果物）/りんご/つがる、１個２００～４００ｇ/１kg  (円),        -,        -,        -,        -,平成19年7月から基本銘柄改正
 （果物）/りんご/ふじ、１個２５０～３８５ｇ/１kg  (円),450,458,441,442,
 （果物）/みかん/温州みかん、１個７０ｇ～１３０ｇ/１kg  (円),766,482,449,506,平成19年7月から基本銘柄改正
 （果物）/レモン/１個１１０～１６０ｇ/１kg  (円),735,660,656,645,
 （果物）/グレープフルーツ/１個３５０～５２０ｇ/１kg  (円),331,381,359,334,
 （果物）/オレンジ/輸入品、バレンシア又はネーブルオレンジ、１個１７０～３１０ｇ/１kg  (円),523,446,410,423,
 （果物）/いよかん/１個２００～３００ｇ/１kg  (円),443,477,382,374,
 （果物）/なし/幸水又は豊水、１個３００ｇ～４５０ｇ/１kg  (円),        -,        -,        -,        -,平成19年7月から基本銘柄改正
 （果物）/ぶどう/デラウェア/１kg  (円),        -,        -,        -,        -,
 （果物）/ぶどう/巨峰/１kg  (円),        -,        -,        -,        -,
 （果物）/かき/１個１９０～２６０ｇ/１kg  (円),        -,        -,        -,        -,
 （果物）/もも/１個２００～３５０ｇ/１kg  (円),        -,        -,        -,        -,平成19年7月から基本銘柄改正
 （果物）/すいか//１kg  (円),        -,        -,        -,        -,
 （果物）/メロン/ネット系メロン/１kg  (円),        -,        -,        -,        -,
 （果物）/いちご//１００ｇ  (円),153,166,148,136,
 （果物）/さくらんぼ/国内産/１００g  (円),        -,        -,        -,        -,
 （果物）/バナナ//１kg  (円),238,235,235,247,
 （果物）/キウイフルーツ/１個８５～１４４ｇ/１kg  (円),712,750,718,721,
 （果物）/みかん缶詰/シラップづけ、並ぶた缶、内容総量４２５ｇ入り、普通品/１缶  (円),119,116,116,116,
 （果物）/もも缶詰/黄桃、内容総量４１０～４２５ｇ入り、普通品/１缶  (円),        -,        -,        -,        -,
 （油脂・調味料）/食用油/キャノーラ（なたね油）、ポリ容器入り（１０００ｇ入り）/１本  (円),378,394,405,413,
 （油脂・調味料）/マーガリン/ファットスプレッド、ポリ容器入り（４００ｇ入り）/１箱  (円),256,253,259,252,平成20年3月から基本銘柄改正
 （油脂・調味料）/食塩/家庭用、袋入り（１kg入り）、「食塩」/１袋  (円),112,112,112,112,
 （油脂・調味料）/しょう油/濃口、特級、ＪＡＳ規格品、ポリ容器入り（１Ｌ入り）/１本  (円),256,253,264,250,
 （油脂・調味料）/みそ/米みそ、カップ入り（１kg入り）、並/１個  (円),322,395,408,439,平成20年1月から基本銘柄改正
 （油脂・調味料）/砂糖/上白、袋入り（１kg入り）/１袋  (円),204,196,199,200,
 （油脂・調味料）/酢/瓶詰（５００mL入り）、「ミツカン酢（黒マーク）」/１本  (円),140,128,134,128,
 （油脂・調味料）/ソース/ウスターソース類、特級、ポリ容器入り（５００mL入り）/１本  (円),267,272,270,270,
 （油脂・調味料）/トマトケチャップ/ポリ容器（５００ｇ入り）/１本  (円),271,263,257,260,
 （油脂・調味料）/マヨネーズ/ポリ容器入り（５００ｇ入り）、「キューピーマヨネーズ」/１本  (円),253,313,315,315,
 （油脂・調味料）/ジャム/いちごジャムプレザーブスタイル、瓶詰（１７０ｇ入り）/１瓶  (円),215,217,214,220,
 （油脂・調味料）/即席カレー/固形、箱入り（250g）「バーモントカレー」/１箱  (円),232,251,234,235,
 （油脂・調味料）/即席スープ/粉末、ポタージュ、コーンクリーム、箱入り(４袋、７８．４ｇ入り）/１箱  (円),187,181,185,182,
 （油脂・調味料）/風味調味料/かつお風味、箱入り（４０ｇ×３）「ほんだし」/１箱  (円),322,344,358,336,平成19年10月から基本銘柄改正
 （油脂・調味料）/液体調味料/瓶詰「エバラ焼肉のたれ黄金の味」（２１０ｇ入り）/１本  (円),279,283,293,284,
 （油脂・調味料）/ふりかけ/袋入り「丸美屋のりたま」（６２ｇ入り）/１袋  (円),208,208,209,209,
 （油脂・調味料）/中華合わせ調味料/麻婆豆腐の素、箱入り(１６２ｇ入り)「丸美屋麻婆豆腐の素」/１箱  (円),210,213,207,214,
 （菓子類）/ようかん/練りようかん、普通品/１００ｇ  (円),257,265,265,257,
