分類/品目/銘柄/単位,2007年8月,2008年6月,2008年7月,2008年8月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリ(5kg入り）/1袋(円),2682,2607,2626,2642,
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く(5kg入り）/1袋(円),2287,2255,2260,2265,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋(円),1947,1823,1843,1854,
（穀類）/もち米/国内産、精米、複数原料米(1～2kg入り）/1kg(円),599,589,587,590,
（穀類）/食パン/普通品/1kg(円),411,498,497,502,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g(円),86,92,93,92,
（穀類）/カレーパン/揚げパン、普通品/100g(円),95,108,108,107,
（穀類）/ゆでうどん/1食入り（200～250g入り）、普通品/1袋(円),78,35,35,35,
（穀類）/干しうどん/普通品/1kg(円),493,533,530,545,
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品/1袋(円),157,200,194,207,
（穀類）/即席めん/即席カップめん、中華タイプ、「カップヌードル(77g入り)」/1個(円),135,145,145,145,
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋(円),248,115,115,113,
（穀類）/小麦粉/薄力粉、袋入り（1kg入り）「日清フラワー」/1袋(円),188,219,215,224,
（穀類）/もち/包装生もち/1kg(円),1045,1085,1066,979,
（魚介類）/まぐろ/めばち又はきはだ、刺身用、さく、赤身/100g(円),398,398,397,397,
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g(円),118,114,122,114,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g(円),89,116,115,108,
（魚介類）/かつお/切り身（刺身用）/100g(円),190,213,205,217,
（魚介類）/かれい/まがれい、あかがれい、むしがれい又はまこがれい、丸（長さ約20cm以上）/100g(円),198,169,187,171,
（魚介類）/さけ/トラウトサーモン､ぎんざけ､アトランティックサーモン､べにざけ､又はキングサーモン､切り身/100g(円),244,226,222,228,
（魚介類）/さば/まさば、切り身/100g(円),109,131,114,106,
（魚介類）/さんま/丸（長さ約25cm以上）/100g(円),117,69,98,120,
（魚介類）/たい/まだい、刺身用、さく/100g(円),608,602,621,591,
（魚介類）/ぶり/切り身/100g(円),260,275,289,288,
（魚介類）/いか/するめいか/100g(円),91,124,102,85,
（魚介類）/たこ/まだこ（ゆでもの）/100g(円),266,296,282,277,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g(円),258,256,245,244,
（魚介類）/あさり/殻付き/100g(円),117,121,122,120,
（魚介類）/かき/まがき、むき身/100g(円),        -,        -,        -,        -,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g(円),208,212,212,210,
（魚介類）/塩さけ/ぎんざけ、切り身/100g(円),177,175,173,174,
（魚介類）/たらこ/並/100g(円),540,561,555,562,
（魚介類）/しらす干し/並/100g(円),468,479,497,494,
（魚介類）/干しあじ/まあじ、開き、並/100g(円),163,172,172,174,
（魚介類）/丸干しいわし/まいわし（長さ約12cm以上）、並/100g(円),118,120,123,123,
（魚介類）/煮干し/かたくちいわし、小羽（約6cm）、上/100g(円),259,257,256,258,
（魚介類）/ししゃも/子持ちししゃも、カラフトシシャモ、パック入り（8～12匹入り/100g(円),183,180,173,186,
（魚介類）/さつま揚げ/並/100g(円),96,101,102,123,
（魚介類）/ちくわ/焼ちくわ（冷凍ものを除く）、並/100g(円),108,111,117,135,
（魚介類）/かまぼこ/蒸かまぼこ、板付き、100g～160g、普通品/100g(円),162,162,162,181,
（魚介類）/かつお節/かつおぶし削りぶし、パック入り（3g×10袋入り）、普通品/1パック(円),133,137,290,286,平成20年7月から基本銘柄改正
（魚介類）/塩辛/いかの塩辛、並/100g(円),201,199,194,200,
（魚介類）/魚みそ漬/さわら又はさけ、並/100g(円),217,232,230,213,
（魚介類）/あさりつくだ煮/並/100g(円),417,435,438,454,
（魚介類）/まぐろ缶詰/油漬、きはだまぐろ、フレーク、内容量80g入り/1缶(円),151,161,161,161,
（肉類）/牛肉/国産品、ロース/100g(円),866,905,900,893,
（肉類）/牛肉/肩肉/100g(円),        -,        -,        -,        -,
（肉類）/牛肉/輸入品、チルド（冷蔵）、ロース（肩ロースは除く）/100g(円),354,369,394,367,
（肉類）/豚肉/ロース/100g(円),244,255,253,253,
（肉類）/豚肉/もも肉/100g(円),178,184,185,184,
（肉類）/鶏肉/ブロイラー、もも肉/100g(円),125,133,134,136,
（肉類）/レバー/豚レバー/100g(円),110,112,118,118,
（肉類）/ハム/ロースハム、JAS規格品・上級/100g(円),340,366,369,363,
（肉類）/ソーセージ/ウインナーソーセージ、袋入り、JAS規格品・標準/100g(円),170,185,180,178,
（肉類）/ベーコン/ベーコン、JAS格付なし、普通品/100g(円),230,245,246,244,
（乳卵類）/牛乳/瓶入り（200ML）配達、瓶代を除く、月極め/1本(円),105,114,115,115,
（乳卵類）/牛乳/紙容器入り（1000ML入り）、店頭売り/1本(円),203,210,213,212,平成20年3月から基本銘柄改正
（乳卵類）/粉ミルク/調整粉乳、缶入り（850g入り）「明治0ほ0ほえみ」/1缶(円),2454,2424,2415,2415,
（乳卵類）/バター/カルトン入り（200g入り）/1箱(円),322,365,365,367,
