分類/品目/銘柄/単位,2007年7月,2008年5月,2008年6月,2008年7月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリ(5kg入り）/1袋(円),2668,2556,2607,2626,
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く(5kg入り）/1袋(円),2296,2258,2255,2260,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋(円),1949,1795,1823,1843,
（穀類）/もち米/国内産、精米、複数原料米(1～2kg入り）/1kg(円),614,589,589,587,
（穀類）/食パン/普通品/1kg(円),405,455,498,497,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g(円),86,91,92,93,
（穀類）/カレーパン/揚げパン、普通品/100g(円),95,102,108,108,
（穀類）/ゆでうどん/1食入り（200～250g入り）、普通品/1袋(円),78,35,35,35,
（穀類）/干しうどん/普通品/1kg(円),497,514,533,530,
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品/1袋(円),150,194,200,194,
（穀類）/即席めん/即席カップめん、中華タイプ、「カップヌードル(77g入り)」/1個(円),132,147,145,145,
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋(円),249,114,115,115,
（穀類）/小麦粉/薄力粉、袋入り（1kg入り）「日清フラワー」/1袋(円),188,212,219,215,
（穀類）/もち/包装生もち/1kg(円),1084,1034,1085,1066,
（魚介類）/まぐろ/めばち又はきはだ、刺身用、さく、赤身/100g(円),402,390,398,397,
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g(円),117,119,114,110,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g(円),98,114,116,114,
（魚介類）/かつお/切り身（刺身用）/100g(円),203,259,213,198,
（魚介類）/かれい/まがれい、あかがれい、むしがれい又はまこがれい、丸（長さ約20cm以上）/100g(円),193,170,169,181,
（魚介類）/さけ/トラウトサーモン､ぎんざけ､アトランティックサーモン､べにざけ､又はキングサーモン､切り身/100g(円),236,227,226,222,
（魚介類）/さば/まさば、切り身/100g(円),111,123,131,120,
（魚介類）/さんま/丸（長さ約25cm以上）/100g(円),122,71,69,87,
（魚介類）/たい/まだい、刺身用、さく/100g(円),620,603,602,619,
（魚介類）/ぶり/切り身/100g(円),261,255,275,292,
（魚介類）/いか/するめいか/100g(円),93,128,124,100,
（魚介類）/たこ/まだこ（ゆでもの）/100g(円),265,293,296,282,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g(円),262,259,256,245,
（魚介類）/あさり/殻付き/100g(円),116,122,121,122,
