分類/品目/銘柄/単位,2007年4月,2008年2月,2008年3月,2008年4月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリ(5kg入り）/1袋(円),2708,2604,2580,2578,
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く(5kg入り）/1袋(円),2291,2234,2266,2247,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋(円),1968,1823,1822,1817,
（穀類）/もち米/国内産、精米、複数原料米(1～2kg入り）/1kg(円),623,600,583,604,
（穀類）/食パン/普通品/1kg(円),404,438,446,456,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g(円),86,91,91,90,
（穀類）/カレーパン/揚げパン、普通品/100g(円),95,100,99,101,
（穀類）/ゆでうどん/1食入り（200～250g入り）、普通品/1袋(円),79,35,35,36,
（穀類）/干しうどん/普通品/1kg(円),504,511,503,516,
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品/1袋(円),154,174,181,196,
（穀類）/即席めん/即席カップめん、中華タイプ、「カップヌードル(77g入り)」/1個(円),136,152,151,146,
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋(円),264,114,117,116,
（穀類）/小麦粉/薄力粉、袋入り（1kg入り）「日清フラワー」/1袋(円),190,195,195,201,
（穀類）/もち/包装生もち/1kg(円),1048,1001,1035,1064,
（魚介類）/まぐろ/めばち又はきはだ、刺身用、さく、赤身/100g(円),425,398,393,397,
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g(円),114,120,113,120,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g(円),112,122,124,123,
（魚介類）/かつお/切り身（刺身用）/100g(円),293,        -,285,278,
（魚介類）/かれい/まがれい、あかがれい、むしがれい又はまこがれい、丸（長さ約20cm以上）/100g(円),201,201,206,182,
（魚介類）/さけ/トラウトサーモン､ぎんざけ､アトランティックサーモン､べにざけ､又はキングサーモン､切り身/100g(円),249,242,238,234,
（魚介類）/さば/まさば、切り身/100g(円),125,116,130,148,
（魚介類）/さんま/丸（長さ約25cm以上）/100g(円),68,69,72,71,
（魚介類）/たい/まだい、刺身用、さく/100g(円),605,611,602,588,
（魚介類）/ぶり/切り身/100g(円),247,251,257,255,
（魚介類）/いか/するめいか/100g(円),120,74,92,116,
（魚介類）/たこ/まだこ（ゆでもの）/100g(円),267,294,293,291,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g(円),266,261,264,260,
（魚介類）/あさり/殻付き/100g(円),117,119,122,125,
（魚介類）/かき/まがき、むき身/100g(円),        -,295,281,        -,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g(円),219,204,199,210,
（魚介類）/塩さけ/ぎんざけ、切り身/100g(円),177,174,179,180,
（魚介類）/たらこ/並/100g(円),574,545,525,552,
（魚介類）/しらす干し/並/100g(円),473,492,489,502,
（魚介類）/干しあじ/まあじ、開き、並/100g(円),164,162,161,160,
（魚介類）/丸干しいわし/まいわし（長さ約12cm以上）、並/100g(円),117,115,121,118,平成19年7月から基本銘柄改正
（魚介類）/煮干し/かたくちいわし、小羽（約6cm）、上/100g(円),267,258,257,258,
（魚介類）/ししゃも/子持ちししゃも、カラフトシシャモ、パック入り（8～12匹入り/100g(円),174,174,177,179,
（魚介類）/さつま揚げ/並/100g(円),98,96,97,100,
（魚介類）/ちくわ/焼ちくわ（冷凍ものを除く）、並/100g(円),110,108,111,112,
（魚介類）/かまぼこ/蒸かまぼこ、板付き、100g～160g、普通品/100g(円),170,158,165,163,
（魚介類）/かつお節/かつおぶし削りぶし、パック入り（3g×5袋入り）、普通品/1パック(円),137,138,140,143,
（魚介類）/塩辛/いかの塩辛、並/100g(円),195,198,197,198,
（魚介類）/魚みそ漬/さわら又はさけ、並/100g(円),223,224,231,224,
（魚介類）/あさりつくだ煮/並/100g(円),409,417,421,415,
（魚介類）/まぐろ缶詰/油漬、きはだまぐろ、フレーク、内容量80g入り/1缶(円),149,160,163,160,
（肉類）/牛肉/国産品、ロース/100g(円),901,924,931,900,
（肉類）/牛肉/肩肉/100g(円),        -,        -,        -,        -,
（肉類）/牛肉/輸入品、チルド（冷蔵）、ロース（肩ロースは除く）/100g(円),349,348,382,370,
（肉類）/豚肉/ロース/100g(円),241,244,247,249,
（肉類）/豚肉/もも肉/100g(円),180,179,182,180,
（肉類）/鶏肉/ブロイラー、もも肉/100g(円),124,128,131,132,
（肉類）/レバー/豚レバー/100g(円),112,114,114,114,
（肉類）/ハム/ロースハム、JAS規格品・上級/100g(円),338,367,366,365,
（肉類）/ソーセージ/ウインナーソーセージ、袋入り、JAS規格品・標準/100g(円),168,184,185,185,
（肉類）/ベーコン/ベーコン、JAS格付なし、普通品/100g(円),245,240,239,245,平成19年5月から基本銘柄改正
（乳卵類）/牛乳/瓶入り（200ML）配達、瓶代を除く、月極め/1本(円),104,106,106,114,
（乳卵類）/牛乳/紙容器入り（1000ML入り）、店頭売り/1本(円),204,202,202,208,平成20年3月から基本銘柄改正
（乳卵類）/粉ミルク/調整粉乳、缶入り（850g入り）「明治0ほ0ほえみ」/1缶(円),2449,2477,2200,2398,
（乳卵類）/バター/カルトン入り（200g入り）/1箱(円),319,328,334,335,
（乳卵類）/チーズ/国産品、プロセスチーズ、スライスチーズ、とろけるタイプ袋入り（8枚，144g入り）/1袋(円),267,297,272,266,
