分類/品目/銘柄/単位,2007年1月,2007年11月,2007年12月,2008年1月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリ(5kg入り）/1袋  (円),2714,2571,2590,2562,
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く(5kg入り）/1袋  (円),2339,2236,2260,2252,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋  (円),1979,1928,1903,1819,
（穀類）/もち米/国内産、精米、複数原料米(1～2kg入り）/1kg  (円),624,600,589,592,
（穀類）/食パン/普通品/1kg  (円),405,408,438,442,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g  (円),87,88,93,92,
（穀類）/カレーパン/揚げパン、普通品/100g  (円),96,96,100,99,
（穀類）/ゆでうどん/1食入り（200～250g入り）、普通品/1袋  (円),79,36,35,35,
（穀類）/干しうどん/普通品/1kg  (円),504,492,516,503,
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品/1袋  (円),149,149,168,168,
（穀類）/即席めん/即席カップめん、中華タイプ、「カップヌードル(77g入り)」/1個  (円),134,137,133,138,
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋  (円),261,115,111,111,
（穀類）/小麦粉/薄力粉、袋入り（1kg入り）「日清フラワー」/1袋  (円),193,188,188,197,
（穀類）/もち/包装生もち/1kg  (円),1008,1026,1026,1023,
（魚介類）/まぐろ/めばち又はきはだ、刺身用、さく、赤身/100g  (円),421,391,399,402,
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g  (円),119,112,108,109,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g  (円),120,120,127,114,
（魚介類）/かつお/切り身（刺身用）/100g  (円),        -,        -,        -,        -,
（魚介類）/かれい/まがれい、あかがれい、むしがれい又はまこがれい、丸（長さ約20cm以上）/100g  (円),185,190,186,194,
（魚介類）/さけ/トラウトサーモン､ぎんざけ､アトランティックサーモン､べにざけ､又はキングサーモン､切り身/100g  (円),251,225,233,235,
（魚介類）/さば/まさば、切り身/100g  (円),121,117,113,117,
（魚介類）/さんま/丸（長さ約25cm以上）/100g  (円),70,81,77,75,
（魚介類）/たい/まだい、刺身用、さく/100g  (円),585,600,615,612,
（魚介類）/ぶり/切り身/100g  (円),270,257,258,262,
（魚介類）/いか/するめいか/100g  (円),95,84,70,72,
（魚介類）/たこ/まだこ（ゆでもの）/100g  (円),261,282,288,291,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g  (円),259,257,255,259,
（魚介類）/あさり/殻付き/100g  (円),118,116,115,117,
（魚介類）/かき/まがき、むき身/100g  (円),300,322,319,322,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g  (円),207,199,196,194,
（魚介類）/塩さけ/ぎんざけ、切り身/100g  (円),178,174,171,183,
（魚介類）/たらこ/並/100g  (円),559,536,540,548,
