"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","将来の生活について","Q41. あなたは近い将来（おおむね５～10年後）、どのように暮らしたいと思いますか。（○は１つ）","自宅で（現在の）家族と暮らしたい","89","36.3","37.6"
"202003","将来の生活について","Q41. あなたは近い将来（おおむね５～10年後）、どのように暮らしたいと思いますか。（○は１つ）","一人で自立して暮らしたい","17","6.9","7.2"
"202003","将来の生活について","Q41. あなたは近い将来（おおむね５～10年後）、どのように暮らしたいと思いますか。（○は１つ）","結婚して家庭をつくって暮らしたい","14","5.7","5.9"
"202003","将来の生活について","Q41. あなたは近い将来（おおむね５～10年後）、どのように暮らしたいと思いますか。（○は１つ）","世話人に日常生活上の援助などを受けながら、仲間と地域で暮らしたい","20","8.2","8.4"
"202003","将来の生活について","Q41. あなたは近い将来（おおむね５～10年後）、どのように暮らしたいと思いますか。（○は１つ）","港区内の施設で暮らしたい","67","27.3","28.3"
"202003","将来の生活について","Q41. あなたは近い将来（おおむね５～10年後）、どのように暮らしたいと思いますか。（○は１つ）","港区以外の施設で暮らしたい","4","1.6","1.7"
"202003","将来の生活について","Q41. あなたは近い将来（おおむね５～10年後）、どのように暮らしたいと思いますか。（○は１つ）","医療施設内または医療施設隣接地で暮らしたい","3","1.2","1.3"
"202003","将来の生活について","Q41. あなたは近い将来（おおむね５～10年後）、どのように暮らしたいと思いますか。（○は１つ）","その他","5","2.0","2.1"
"202003","将来の生活について","Q41. あなたは近い将来（おおむね５～10年後）、どのように暮らしたいと思いますか。（○は１つ）","分からない","18","7.3","7.6"
"202003","将来の生活について","Q41. あなたは近い将来（おおむね５～10年後）、どのように暮らしたいと思いますか。（○は１つ）","無回答","8","3.3",

"港区保健福祉基礎調査（知的障害者）・単純集計表・将来の生活についてQ41","Ver202003",,,,,
