"年月[西暦]","調査項目","設問","項目","調査回答者の属性種別","調査回答者の属性","調査数[人]","持家（一戸建）[人]","持家（マンション）[人]","借家（一戸建）[人]","民間の賃貸マンション・アパート[人]","都営住宅・区営住宅・区立住宅[人]","ＵＲ（旧公団）・公社の賃貸住宅[人]","社宅・公務員宿舎[人]","寮・寄宿舎・住み込み・間借り[人]","その他[人]","無回答[人]"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（○は１つ）","全体",,"558","64","267","9","151","26","11","10","4","5","11"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（○は１つ）","性・年代別","男性（計）","231","37","106","3","64","8","3","6","2","2","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（○は１つ）","性・年代別","男性 18～29歳","13","0","5","0","7","0","0","1","0","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（○は１つ）","性・年代別","男性 30～39歳","38","3","13","1","21","0","0","0","0","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（○は１つ）","性・年代別","男性 40～49歳","50","8","24","0","13","2","1","1","0","1","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（○は１つ）","性・年代別","男性 50～59歳","47","5","19","1","12","3","2","3","2","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（○は１つ）","性・年代別","男性 60～69歳","42","12","19","1","7","2","0","0","0","1","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（○は１つ）","性・年代別","男性 70歳以上","40","8","26","0","4","1","0","1","0","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（○は１つ）","性・年代別","男性 無回答","1","1","0","0","0","0","0","0","0","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（○は１つ）","性・年代別","女性（計）","313","27","161","6","85","18","7","4","2","3","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（○は１つ）","性・年代別","女性 18～29歳","26","2","8","1","13","0","1","0","1","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（○は１つ）","性・年代別","女性 30～39歳","49","0","17","0","25","3","1","3","0","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（○は１つ）","性・年代別","女性 40～49歳","78","5","42","3","23","1","2","1","0","1","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（○は１つ）","性・年代別","女性 50～59歳","62","4","41","0","11","5","1","0","0","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（○は１つ）","性・年代別","女性 60～69歳","56","9","32","1","6","4","2","0","1","1","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（○は１つ）","性・年代別","女性 70歳以上","42","7","21","1","7","5","0","0","0","1","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（○は１つ）","性・年代別","女性 無回答","0","0","0","0","0","0","0","0","0","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（○は１つ）","性・年代別","無回答","14","0","0","0","2","0","1","0","0","0","11"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（○は１つ）","職業別","自営業主・家族従業","86","23","36","2","20","2","0","1","0","2","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（○は１つ）","職業別","会社員・団体職員・公務員","243","20","108","3","86","7","8","8","2","1","0"
