都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,イベント名,イベント名_カナ,イベント名_英語,開始日,終了日,開始時間,終了時間,開始日時特記事項,説明,料金(基本),料金(詳細),連絡先名称,連絡先電話番号,連絡先内線番号,主催者,場所名称,住所,方書,緯度,経度,アクセス方法,駐車場情報,定員,参加申込終了日,参加申込終了時間,参加申込方法,URL,備考,,,,
131032,,東京都,港区,"建物公開2023　
邸宅の記憶",タテモノコウカイ2023テイタクノキオク,,2023-04-01,2023-06-04,,,,1933年に竣工した旧朝香宮邸（東京都庭園美術館本館）の建築としての魅力を紹介する、年に一度の建物公開展です。世界的に貴重なアール・デコ建築として名高いこの建物は、当時皇族であった朝香宮家の邸宅として誕生しました。この展覧会では、宮邸時代の家具や調度を用いた邸宅空間の再現展示に加えて、かつてこの空間を往来した人々が残した写真や映像資料、工芸品、調度品、衣装などによって、宮家の暮らしの一端を紹介します。,,,東京都庭園美術館,03-3443-0201,,,東京都庭園美術館,港区白金台5-21-9,,35.636741,139.719285,JR山手線・東急目黒線目黒駅から徒歩7分、都営三田線・東京メトロ南北線白金台駅から徒歩6分,,,,,,https://www.teien-art-museum.ne.jp/,,,,,
131032,,東京都,港区,"フィンランド・グラスアート　
輝きと彩りのモダンデザイン","フィンランド・グラスアート　
カガヤキトイロドリノモダンデザイン",,2023-06-24,2023-09-03,,,,国の歴史と共に発展してきたフィンランドのガラス。1930年代に台頭したグラスアートは、戦後の復興を経て、後にデザイン大国フィンランドの評価を確固たるものにしました。その黄金期に活躍したアーティストたちを中心に、自然の中で培われた造形やガラスが持つ表現力への探求心など、作品に込められた想いに迫ります。また、現代の作品へと繋がる系譜や日々の暮らしに根付くフィンランド・グラスの魅力について紹介します。,,,東京都庭園美術館,03-3443-0201,,,東京都庭園美術館,港区白金台5-21-9,,35.636741,139.719285,JR山手線・東急目黒線目黒駅から徒歩7分、都営三田線・東京メトロ南北線白金台駅から徒歩6分,,,,,,https://www.teien-art-museum.ne.jp/,,,,,
131032,,東京都,港区,庭園芸術とアール・デコ,テイエンゲイジュツトアール・デコ,,2023-09-23,2023-12-10,,,,1925年のアール・デコ博覧会では、「庭園芸術」が独立した出品分類として設けられ、各パヴィリオンの周囲や街路には多種多様な庭園が作られました。“庭”を“装飾”することは、建築家・装飾美術家たちにとって重要なテーマの一つでした。この展覧会では、両大戦間期のフランスを中心とした近代庭園を巡る動向に着目し、古典・異国趣味・モダニズム的要素を取り入れて展開していった様を、絵画や工芸、写真、デザインなどの作品から紹介します。,,,東京都庭園美術館,03-3443-0201,,,東京都庭園美術館,港区白金台5-21-9,,35.636741,139.719285,JR山手線・東急目黒線目黒駅から徒歩7分、都営三田線・東京メトロ南北線白金台駅から徒歩6分,,,,,,https://www.teien-art-museum.ne.jp/,,,,,
131032,,東京都,港区,"旧朝香宮邸を読み解く
Ａ to Ｚ",キュウアサカカンテイヲヨミトクＡ to Ｚ,,2024-02-17,2024-05-12,,,,"Art-Deco, Bathroom, Chandelier, Decorative art…本館である旧朝香宮邸の建築に関する専門用語や室内装飾を、AからZのキーワードに沿って発見的に読み解くことで、歴史・美術史的価値を理解しながら鑑賞できる展覧会です。40年間にわたる調査研究の蓄積を振り返るとともに、教育普及事業など、現在の活動もあわせて披露。庭園美術館の独自性を存分にご覧いただけます。",,,東京都庭園美術館,03-3443-0201,,,東京都庭園美術館,港区白金台5-21-9,,35.636741,139.719285,JR山手線・東急目黒線目黒駅から徒歩7分、都営三田線・東京メトロ南北線白金台駅から徒歩6分,,,,,,https://www.teien-art-museum.ne.jp/,,,,,
131075,,東京都,墨田区,特別展「隅田川－江戸時代の都市風景」,トクベツテン「スミダガワーエドジダイノトシフウケイ」,,,,,,2023年7～8月頃,"東京都江戸東京博物館は休館中も他会場を利用した特別展の実施により、江戸東京の歴史と文化を発信します。この展覧会は2022年度にソウル歴史博物館で開催した国際交流展「隅田川－江戸時代の都市風景」展の凱旋展です。隅田川流域における江戸時代の生活と文化を、同展出品資料から精選して紹介します。

　会場：都内文化施設",,,東京都江戸東京博物館,03-3626-9974,,,都内文化施設,,,,,,,,,,,https://www.edo-tokyo-museum.or.jp/,,,,,
131075,,東京都,墨田区,"特別展
「出張！江戸東京博物館」",トクベツテン「シュッチョウ！エドトウキョウハクブツカン」,,2024-02-21,2024-02-25,,,,"約9,000㎡の広大なスペースで江戸東京の歴史と文化を体感できる、体験型資料が特徴の東京都江戸東京博物館常設展示室。今回は東京都美術館に出張し、体験模型のコーナーや複製資料を含む収蔵品などを展示します。人力車の製造工場の絵など、体験模型の理解を深める関連資料も展示予定。休館中も常設展示をお楽しみいただける企画です。入場無料。

　会場：東京都美術館 公募展示室",,,東京都江戸東京博物館,03-3626-9974,,,東京都美術館,台東区上野公園8-36,,35.71738549659118,139.7729226,JR線・東京メトロ銀座線・日比谷線・京成電鉄,,,,,,https://www.edo-tokyo-museum.or.jp/,,,,,
131075,,東京都,墨田区,えどはくカルチャー,エドハクカルチャー,,,,,,年12回程度,"東京都江戸東京博物館の学芸員などの講師が、江戸東京の歴史と文化に関する調査研究の成果を分かりやすく解説する「えどはくカルチャー」。子供から大人まで、幅広い層に江戸東京の歴史と文化を学べる環境をご提供する大人気の講座シリーズです。休館中も都内他会場にて引き続き実施します。

　会場：江戸東京たてもの園 ほか",,,東京都江戸東京博物館,03-3626-9974,,,江戸東京たてもの園 ほか,,,,,,,,,,,https://www.edo-tokyo-museum.or.jp/,,,,,
131075,,東京都,墨田区,えどはく移動博物館,エドハクイドウハクブツカン,,,,,,"出張ワークショップ
年12回程度

出張展示 
年6回程度","教育普及事業として、「移動博物館」と題し、出張ワークショップや出張展示を実施します。ワークショップでは、生活の中で親しまれてきた道具や江戸の文化が感じられるアイテムを使った体験型のプログラムを実施。展示では、江戸時代から近現代までを対象に、レプリカや模型、パネルなどを展示します。学芸員が、授業・研修・イベントなど対象者のニーズに即して実施します。

　対象：東京都内の学校、高齢者施設 など",,,東京都江戸東京博物館,03-3626-9974,,,東京都内の学校、高齢者施設 など,,,,,,,,,,,https://www.edo-tokyo-museum.or.jp/,,,,,
131075,,東京都,墨田区,観る・学ぶ・楽しむ えどはくスペシャル公演,ミル・マナブ・タノシム　エドハクスペシャルコウエン,,,,,,年4回程度,"東京の文化の源流にある伝統芸能を次世代へ継承するため、当館主催の「観る・学ぶ・楽しむ えどはくスペシャル公演」を開催します。都民が気軽に伝統芸能を楽しめるよう、初心者やお子様にも親しみやすいプログラムの実施や、学芸員による解説なども行います。東京都江戸東京博物館ホールが休館中のため、都内他会場にて開催します。

　会場：都内ホール施設 など",,,東京都江戸東京博物館,03-3626-9974,,,都内ホール施設 など,,,,,,,,,,,https://www.edo-tokyo-museum.or.jp/,,,,,
132101,,東京都,小金井市,"特別展
日本のタイル100年
―美と用のあゆみ",トクベツテンニホンノタイル100ネンービトヨウノアユミ,,2023-03-11,2023-08-20,,,,幕末から明治期にかけ、西洋建築が日本で普及をはじめる際、内外装の素材となる「タイル」も伝来しました。当初は「装飾煉瓦」など、さまざまな名称で呼ばれていましたが、1922年(大正11年）4月に開かれた全国タイル業者大会で名称が「タイル」に統一されました。それから100年を記念して、日本におけるタイルの歴史とそれを通じて見える暮らしや建築の変化を紹介する展覧会です。,,,江戸東京たてもの園,042-388-3300,,,江戸東京たてもの園,小金井市桜町3-7-1（都立小金井公園内）,,35.71581609,139.5125809,JR中央線・西武バス・関東バス・西武新宿線・CoCoバス（小金井市コミュニティバス）,,,,,,https://www.tatemonoen.jp/,,,,,
