"年月[西暦]","調査項目","設問","項目","調査回答者の属性種別","調査回答者の属性","調査数[人]","自営業主・家族従業[人]","会社員・団体職員・公務員[人]","アルバイト・パートタイマー[人]","家事専業[人]","学生[人]","無職[人]","その他[人]","無回答[人]"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","全体",,"558","86","243","35","55","13","81","31","14"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","性・年代別","男性（計）","231","47","120","5","1","5","38","14","1"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","性・年代別","男性 18～29歳","13","0","5","1","0","5","2","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","性・年代別","男性 30～39歳","38","5","30","0","0","0","0","3","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","性・年代別","男性 40～49歳","50","15","31","0","0","0","2","2","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","性・年代別","男性 50～59歳","47","8","35","0","0","0","2","2","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","性・年代別","男性 60～69歳","42","10","14","3","1","0","9","4","1"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","性・年代別","男性 70歳以上","40","9","4","1","0","0","23","3","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","性・年代別","男性 無回答","1","0","1","0","0","0","0","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","性・年代別","女性（計）","313","39","120","30","54","8","43","17","2"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","性・年代別","女性 18～29歳","26","1","11","2","1","8","1","2","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","性・年代別","女性 30～39歳","49","2","34","4","7","0","1","1","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","性・年代別","女性 40～49歳","78","11","44","5","11","0","1","6","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","性・年代別","女性 50～59歳","62","7","26","7","11","0","7","3","1"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","性・年代別","女性 60～69歳","56","9","5","10","16","0","13","3","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","性・年代別","女性 70歳以上","42","9","0","2","8","0","20","2","1"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","性・年代別","女性 無回答","0","0","0","0","0","0","0","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","性・年代別","無回答","14","0","3","0","0","0","0","0","11"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","職業別","自営業主・家族従業","86","86","0","0","0","0","0","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","職業別","会社員・団体職員・公務員","243","0","243","0","0","0","0","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","職業別","アルバイト・パートタイマー","35","0","0","35","0","0","0","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","職業別","家事専業","55","0","0","0","55","0","0","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","職業別","学生","13","0","0","0","0","13","0","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","職業別","無職","81","0","0","0","0","0","81","0","0"
