項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,717,-,-,99,-,103,-,105,-,104,-,105,-,102,-,100,-
0,0,0,0,0,世帯人員,2.92,-,-,2.55,-,2.74,-,2.86,-,2.96,-,3.03,-,3.09,-,3.21,-
0,0,0,0,0,有業人員,1.34,-,-,1.13,-,1.21,-,1.25,-,1.35,-,1.45,-,1.49,-,1.51,-
0,0,0,0,0,世帯主平均年齢,59.7,-,-,64.2,-,62.7,-,60.9,-,59.2,-,57.6,-,56.6,-,57,-
2,2,0,0,0,生計支出,323328,-,-2.3,102359,-,166794,-,217082,-,266105,-,324250,-,411357,-,775355,-
2,3,0,0,0,消費支出,322314,100,-1.7,102359,100,166794,100,217082,100,265966,100,324250,100,411357,100,768394,100
2,4,1,0,0,食料,86107,26.7,0.8,50697,49.5,64252,38.5,76308,35.2,85794,32.3,95546,29.5,106852,26,123373,16.1
2,5,1,1,0,穀類,6645,2.1,2.8,4834,4.7,5854,3.5,6368,2.9,6722,2.5,7354,2.3,7553,1.8,7836,1
2,6,1,1,1,米類,1921,0.6,4.5,1659,1.6,1869,1.1,1809,0.8,1883,0.7,2105,0.6,2007,0.5,2122,0.3
2,6,1,1,2,パン,2883,0.9,2.5,1884,1.8,2406,1.4,2760,1.3,2891,1.1,3159,1,3449,0.8,3633,0.5
2,6,1,1,3,麺類,1354,0.4,2.2,992,1,1207,0.7,1327,0.6,1415,0.5,1565,0.5,1518,0.4,1454,0.2
2,6,1,1,4,他の穀類,487,0.2,-0.6,299,0.3,372,0.2,473,0.2,533,0.2,525,0.2,578,0.1,628,0.1
2,5,1,2,0,魚介類,6299,2,-3.6,4504,4.4,5564,3.3,6053,2.8,6462,2.4,6772,2.1,7069,1.7,7664,1
2,6,1,2,1,生鮮魚介,3651,1.1,-4.1,2599,2.5,3184,1.9,3464,1.6,3740,1.4,3947,1.2,4059,1,4564,0.6
2,6,1,2,2,塩干魚介,1115,0.3,-4.8,868,0.8,994,0.6,1107,0.5,1106,0.4,1212,0.4,1224,0.3,1291,0.2
2,6,1,2,3,魚肉練製品,626,0.2,1,459,0.4,590,0.4,616,0.3,655,0.2,642,0.2,724,0.2,698,0.1
2,6,1,2,4,他の魚介加工品,906,0.3,-3.3,578,0.6,796,0.5,867,0.4,960,0.4,972,0.3,1061,0.3,1110,0.1
2,5,1,3,0,肉類,7805,2.4,0,5001,4.9,6157,3.7,7298,3.4,8044,3,8500,2.6,9293,2.3,10338,1.3
2,6,1,3,1,生鮮肉,6350,2,0.2,4073,4,4975,3,5945,2.7,6502,2.4,6878,2.1,7594,1.8,8475,1.1
2,6,1,3,2,加工肉,1456,0.5,-0.7,928,0.9,1182,0.7,1353,0.6,1542,0.6,1622,0.5,1699,0.4,1863,0.2
2,5,1,4,0,乳卵類,4127,1.3,-3.7,2826,2.8,3464,2.1,3916,1.8,4178,1.6,4471,1.4,4715,1.1,5320,0.7
