項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,4507,-,2598,-,2252,-,643,-
0,0,0,0,0,調査世帯数,717,-,328,-,183,-,159,-,47,-
0,0,0,0,0,世帯人員,2.92,-,2,-,3,-,4,-,5.25,-
0,0,0,0,0,有業人員,1.34,-,0.84,-,1.58,-,1.9,-,1.96,-
0,0,0,0,0,世帯主平均年齢,59.7,-,67.4,-,57.3,-,50.5,-,48.2,-
2,2,0,0,0,生計支出,323328,-,290427,-,322866,-,372768,-,392516,-
2,3,0,0,0,消費支出,322314,100,288225,100,322866,100,372757,100,392197,100
2,4,1,0,0,食料,86107,26.7,77313,26.8,87719,27.2,96487,25.9,106017,27
2,5,1,1,0,穀類,6645,2.1,5531,1.9,6709,2.1,7987,2.1,9593,2.4
2,6,1,1,1,米類,1921,0.6,1589,0.6,1937,0.6,2221,0.6,3128,0.8
2,6,1,1,2,パン,2883,0.9,2435,0.8,2916,0.9,3471,0.9,3911,1
2,6,1,1,3,麺類,1354,0.4,1114,0.4,1343,0.4,1706,0.5,1872,0.5
2,6,1,1,4,他の穀類,487,0.2,394,0.1,513,0.2,590,0.2,682,0.2
2,5,1,2,0,魚介類,6299,2,6411,2.2,6196,1.9,6133,1.6,6445,1.6
2,6,1,2,1,生鮮魚介,3651,1.1,3659,1.3,3525,1.1,3693,1,3936,1
2,6,1,2,2,塩干魚介,1115,0.3,1136,0.4,1139,0.4,1030,0.3,1161,0.3
2,6,1,2,3,魚肉練製品,626,0.2,649,0.2,606,0.2,631,0.2,522,0.1
2,6,1,2,4,他の魚介加工品,906,0.3,967,0.3,926,0.3,778,0.2,826,0.2
2,5,1,3,0,肉類,7805,2.4,6003,2.1,7965,2.5,10272,2.8,11254,2.9
2,6,1,3,1,生鮮肉,6350,2,4803,1.7,6457,2,8503,2.3,9295,2.4
2,6,1,3,2,加工肉,1456,0.5,1200,0.4,1508,0.5,1769,0.5,1959,0.5
2,5,1,4,0,乳卵類,4127,1.3,3632,1.3,4257,1.3,4661,1.3,5302,1.4
2,6,1,4,1,牛乳,1291,0.4,1140,0.4,1306,0.4,1418,0.4,1867,0.5
2,6,1,4,2,乳製品,2077,0.6,1817,0.6,2205,0.7,2372,0.6,2411,0.6
2,6,1,4,3,卵,760,0.2,675,0.2,747,0.2,871,0.2,1025,0.3
2,5,1,5,0,野菜・海藻,10552,3.3,10507,3.6,10563,3.3,10805,2.9,10025,2.6
2,6,1,5,1,生鮮野菜,7382,2.3,7219,2.5,7467,2.3,7746,2.1,7004,1.8
2,6,1,5,2,乾物・海藻,777,0.2,794,0.3,736,0.2,773,0.2,822,0.2
2,6,1,5,3,大豆加工品,1156,0.4,1165,0.4,1184,0.4,1127,0.3,1099,0.3
2,6,1,5,4,他の野菜・海藻加工品,1237,0.4,1329,0.5,1177,0.4,1160,0.3,1100,0.3
2,5,1,6,0,果物,3437,1.1,3879,1.3,3435,1.1,2811,0.8,2642,0.7
2,6,1,6,1,生鮮果物,3090,1,3519,1.2,3067,0.9,2493,0.7,2380,0.6
2,6,1,6,2,果物加工品,347,0.1,360,0.1,368,0.1,318,0.1,263,0.1
2,5,1,7,0,油脂・調味料,3638,1.1,3299,1.1,3570,1.1,4170,1.1,4472,1.1
2,6,1,7,1,油脂,374,0.1,340,0.1,402,0.1,391,0.1,427,0.1
2,6,1,7,2,調味料,3264,1,2959,1,3168,1,3779,1,4044,1
2,5,1,8,0,菓子類,6123,1.9,5188,1.8,6175,1.9,7317,2,8439,2.2
2,5,1,9,0,調理食品,11652,3.6,10375,3.6,12505,3.9,12590,3.4,13966,3.6
2,6,1,9,1,主食的調理食品,4909,1.5,4348,1.5,5257,1.6,5452,1.5,5569,1.4
2,6,1,9,2,他の調理食品,6743,2.1,6028,2.1,7248,2.2,7138,1.9,8397,2.1
2,5,1,10,0,飲料,4895,1.5,4314,1.5,5361,1.7,5429,1.5,5246,1.3
2,6,1,10,1,茶類,1255,0.4,1188,0.4,1369,0.4,1320,0.4,1056,0.3
2,6,1,10,2,コーヒー・ココア,966,0.3,821,0.3,1104,0.3,1099,0.3,963,0.2
2,6,1,10,3,他の飲料,2674,0.8,2306,0.8,2888,0.9,3010,0.8,3227,0.8
2,5,1,11,0,酒類,3221,1,3230,1.1,3105,1,2971,0.8,4527,1.2
2,5,1,12,0,外食,17714,5.5,14943,5.2,17878,5.5,21340,5.7,24106,6.1
2,6,1,12,1,一般外食,16871,5.2,14919,5.2,17282,5.4,19513,5.2,19986,5.1
2,6,1,12,2,学校給食,843,0.3,24,0,595,0.2,1827,0.5,4120,1.1
2,4,2,0,0,住居,23945,7.4,28206,9.8,23158,7.2,17239,4.6,21403,5.5
2,5,2,1,0,家賃地代,14782,4.6,14714,5.1,15910,4.9,12443,3.3,19406,4.9
2,5,2,2,0,設備修繕・維持,9163,2.8,13493,4.7,7248,2.2,4796,1.3,1997,0.5
2,6,2,2,1,設備材料,2653,0.8,3704,1.3,2000,0.6,1941,0.5,467,0.1
2,6,2,2,2,工事その他のサービス,6510,2,9788,3.4,5248,1.6,2855,0.8,1530,0.4
2,4,3,0,0,光熱・水道,21383,6.6,19149,6.6,22072,6.8,23564,6.3,26882,6.9
2,5,3,1,0,電気代,10121,3.1,9294,3.2,10188,3.2,11138,3,12187,3.1
2,5,3,2,0,ガス代,5765,1.8,5186,1.8,6190,1.9,6039,1.6,7207,1.8
2,5,3,3,0,他の光熱,308,0.1,399,0.1,296,0.1,166,0,189,0
2,5,3,4,0,上下水道料,5190,1.6,4270,1.5,5399,1.7,6220,1.7,7298,1.9
2,4,4,0,0,家具・家事用品,10722,3.3,9816,3.4,11504,3.6,11389,3.1,11833,3
2,5,4,1,0,家庭用耐久財,3431,1.1,3379,1.2,3943,1.2,3200,0.9,2522,0.6
2,6,4,1,1,家事用耐久財,1684,0.5,1467,0.5,2036,0.6,1772,0.5,1465,0.4
2,6,4,1,2,冷暖房用器具,1255,0.4,1450,0.5,1409,0.4,859,0.2,689,0.2
2,6,4,1,3,一般家具,491,0.2,461,0.2,498,0.2,569,0.2,368,0.1
2,5,4,2,0,室内装備・装飾品,576,0.2,630,0.2,593,0.2,460,0.1,566,0.1
2,5,4,3,0,寝具類,784,0.2,640,0.2,772,0.2,958,0.3,1143,0.3
2,5,4,4,0,家事雑貨,2304,0.7,2019,0.7,2458,0.8,2531,0.7,3032,0.8
2,5,4,5,0,家事用消耗品,2804,0.9,2235,0.8,3049,0.9,3430,0.9,3682,0.9
2,5,4,6,0,家事サービス,823,0.3,913,0.3,689,0.2,810,0.2,889,0.2
2,4,5,0,0,被服及び履物,13654,4.2,10439,3.6,13442,4.2,18921,5.1,19631,5
2,5,5,1,0,和服,120,0,183,0.1,66,0,51,0,99,0
2,5,5,2,0,洋服,5923,1.8,4068,1.4,5866,1.8,8924,2.4,9258,2.4
2,6,5,2,1,男子用洋服,1979,0.6,1347,0.5,1969,0.6,3133,0.8,2640,0.7
2,6,5,2,2,婦人用洋服,3410,1.1,2702,0.9,3377,1,4499,1.2,4981,1.3
2,6,5,2,3,子供用洋服,534,0.2,19,0,521,0.2,1292,0.3,1637,0.4
2,5,5,3,0,シャツ・セーター類,2544,0.8,2135,0.7,2351,0.7,3408,0.9,3430,0.9
2,6,5,3,1,男子用シャツ・セーター類,802,0.2,639,0.2,708,0.2,1134,0.3,1227,0.3
2,6,5,3,2,婦人用シャツ・セーター類,1591,0.5,1492,0.5,1480,0.5,1916,0.5,1783,0.5
2,6,5,3,3,子供用シャツ・セーター類,152,0,5,0,163,0.1,359,0.1,420,0.1
2,5,5,4,0,下着類,1111,0.3,895,0.3,1105,0.3,1369,0.4,1784,0.5
2,6,5,4,1,男子用下着類,326,0.1,301,0.1,317,0.1,362,0.1,438,0.1
2,6,5,4,2,婦人用下着類,665,0.2,589,0.2,662,0.2,787,0.2,793,0.2
2,6,5,4,3,子供用下着類,120,0,5,0,126,0,220,0.1,553,0.1
2,5,5,5,0,生地・糸類,126,0,133,0,153,0,85,0,112,0
2,5,5,6,0,他の被服,971,0.3,790,0.3,962,0.3,1252,0.3,1330,0.3
2,5,5,7,0,履物類,1847,0.6,1401,0.5,1735,0.5,2664,0.7,2650,0.7
2,5,5,8,0,被服関連サービス,1012,0.3,833,0.3,1205,0.4,1168,0.3,968,0.2
2,4,6,0,0,保健医療,16097,5,17360,6,14836,4.6,15810,4.2,13515,3.4
2,5,6,1,0,医薬品,2621,0.8,3054,1.1,2368,0.7,2232,0.6,1916,0.5
2,5,6,2,0,健康保持用摂取品,1300,0.4,1534,0.5,1522,0.5,794,0.2,554,0.1
2,5,6,3,0,保健医療用品・器具,2492,0.8,2361,0.8,2409,0.7,2648,0.7,3175,0.8
2,5,6,4,0,保健医療サービス,9684,3,10412,3.6,8536,2.6,10136,2.7,7870,2
2,4,7,0,0,交通・通信,35656,11.1,32747,11.4,37259,11.5,39500,10.6,37637,9.6
2,5,7,1,0,交通,9201,2.9,8138,2.8,9687,3,10858,2.9,9251,2.4
2,5,7,2,0,自動車等関係費,13620,4.2,14610,5.1,13994,4.3,12309,3.3,10574,2.7
2,6,7,2,1,自動車等購入,3216,1,4987,1.7,2928,0.9,969,0.3,-,-
2,6,7,2,2,自転車購入,484,0.2,374,0.1,502,0.2,554,0.1,1001,0.3
2,6,7,2,3,自動車等維持,9919,3.1,9248,3.2,10564,3.3,10785,2.9,9573,2.4
2,5,7,3,0,通信,12835,4,9999,3.5,13578,4.2,16333,4.4,17812,4.5
2,4,8,0,0,教育,20417,6.3,532,0.2,17850,5.5,52718,14.1,59551,15.2
2,5,8,1,0,授業料等,15467,4.8,403,0.1,14079,4.4,40062,10.7,41956,10.7
2,5,8,2,0,教科書・学習参考教材,186,0.1,3,0,172,0.1,517,0.1,399,0.1
2,5,8,3,0,補習教育,4763,1.5,126,0,3600,1.1,12138,3.3,17196,4.4
2,4,9,0,0,教養娯楽,36071,11.2,31836,11,36475,11.3,41889,11.2,45225,11.5
2,5,9,1,0,教養娯楽用耐久財,2214,0.7,1955,0.7,2122,0.7,2690,0.7,2430,0.6
2,5,9,2,0,教養娯楽用品,6958,2.2,5740,2,6759,2.1,8942,2.4,9716,2.5
2,5,9,3,0,書籍・他の印刷物,3810,1.2,4006,1.4,4007,1.2,3441,0.9,2941,0.7
2,5,9,4,0,教養娯楽サービス,23089,7.2,20136,7,23587,7.3,26815,7.2,30139,7.7
2,6,9,4,1,宿泊料,2492,0.8,2484,0.9,2014,0.6,3032,0.8,2845,0.7
2,6,9,4,2,パック旅行費,5352,1.7,4882,1.7,5727,1.8,5643,1.5,6434,1.6
2,6,9,4,3,月謝類,4515,1.4,2061,0.7,5011,1.6,7251,1.9,10552,2.7
2,6,9,4,4,他の教養娯楽サービス,10731,3.3,10708,3.7,10835,3.4,10889,2.9,10308,2.6
2,4,10,0,0,その他の消費支出,58264,18.1,60826,21.1,58551,18.1,55240,14.8,50503,12.9
2,5,10,1,0,諸雑費,25614,7.9,25410,8.8,25700,8,26491,7.1,24595,6.3
2,6,10,1,1,理美容サービス,3648,1.1,3780,1.3,3760,1.2,3663,1,2361,0.6
2,6,10,1,2,理美容用品,4933,1.5,4503,1.6,4971,1.5,5597,1.5,5484,1.4
2,6,10,1,3,身の回り用品,2325,0.7,2214,0.8,2101,0.7,2711,0.7,2779,0.7
2,6,10,1,4,たばこ,834,0.3,707,0.2,987,0.3,903,0.2,905,0.2
2,6,10,1,5,他の諸雑費,13874,4.3,14206,4.9,13881,4.3,13618,3.7,13066,3.3
2,5,10,2,0,こづかい,9108,2.8,6836,2.4,9896,3.1,12003,3.2,11435,2.9
2,5,10,3,0,交際費,21541,6.7,26415,9.2,20560,6.4,15089,4,13928,3.6
2,6,10,3,0,食料,5508,1.7,7452,2.6,4644,1.4,3326,0.9,3089,0.8
2,6,10,3,0,家具・家事用品,208,0.1,204,0.1,236,0.1,182,0,231,0.1
2,6,10,3,0,被服及び履物,571,0.2,785,0.3,564,0.2,240,0.1,272,0.1
2,6,10,3,0,教養娯楽,2369,0.7,3342,1.2,1626,0.5,1747,0.5,915,0.2
2,6,10,3,0,他の物品サービス,529,0.2,788,0.3,369,0.1,309,0.1,152,0
2,6,10,3,6,贈与金,8162,2.5,9804,3.4,9017,2.8,4765,1.3,4590,1.2
2,6,10,3,7,他の交際費,4195,1.3,4040,1.4,4104,1.3,4521,1.2,4678,1.2
2,5,10,4,0,仕送り金,2001,0.6,2165,0.8,2395,0.7,1657,0.4,546,0.1
2,3,0,0,0,土地家屋購入,1013,-,2202,-,-,-,11,-,319,-
2,3,0,0,0,（再掲）教育関係費,23670,7.3,1530,0.5,21533,6.7,58730,15.8,67288,17.2
2,3,0,0,0,（再掲）教養娯楽関係費,42755,13.3,40077,13.9,42857,13.3,47277,12.7,47017,12
2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,10162,3.2,11969,4.2,11412,3.5,6422,1.7,5135,1.3
2,3,0,0,0,（再掲）経常消費支出,229256,71.1,207068,71.8,235776,73,254287,68.2,275353,70.2
2,3,0,0,0,（再掲）情報通信関係費,16390,5.1,13501,4.7,17281,5.4,20075,5.4,20418,5.2
2,3,0,0,0,（再掲）消費支出（除く住居等）　１）,284991,88.4,243062,84.3,285368,88.4,348127,93.4,365659,93.2
0,2,0,0,0,現物総額,-,-,-,-,-,-,-,-,-,-
0,3,0,0,0,食料,-,-,-,-,-,-,-,-,-,-
0,3,0,0,0,住居,-,-,-,-,-,-,-,-,-,-
0,3,0,0,0,光熱・水道,-,-,-,-,-,-,-,-,-,-
0,3,0,0,0,家具・家事用品,-,-,-,-,-,-,-,-,-,-
0,3,0,0,0,被服及び履物,-,-,-,-,-,-,-,-,-,-
0,3,0,0,0,保健医療,-,-,-,-,-,-,-,-,-,-
0,3,0,0,0,交通・通信,-,-,-,-,-,-,-,-,-,-
0,3,0,0,0,教育,-,-,-,-,-,-,-,-,-,-
0,3,0,0,0,教養娯楽,-,-,-,-,-,-,-,-,-,-
0,3,0,0,0,その他の消費支出,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,
東京都生計分析調査　平成30年,,,,,,,,,,,,,,,
第６表　世帯人員別１世帯当たり年平均１か月間の用途別生計支出　―　全　世　帯　―,,,,,,,,,,,,,,,
注）　１）は、「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いたもの。,,,,,,,,,,,,,,,
項目（0：世帯数等　2：生計支出）,,,,,,,,,,,,,,,
