項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,359,-,-,53,-,52,-,52,-,52,-,53,-,50,-,46,-
0,0,0,0,0,世帯人員,3.27,-,-,2.69,-,3.23,-,3.15,-,3.33,-,3.52,-,3.48,-,3.48,-
0,0,0,0,0,有業人員,1.71,-,-,1.54,-,1.52,-,1.66,-,1.67,-,1.85,-,1.85,-,1.88,-
0,0,0,0,0,世帯主平均年齢,49.8,-,-,52.9,-,47.6,-,49.6,-,48.3,-,48.1,-,51.6,-,50.6,-
0,0,0,0,0,平均年間収入(万円),864,-,-,365,-,542,-,679,-,799,-,923,-,1116,-,1622,-
1,0,0,0,0,受取,1179992,-,4.7,608244,-,805428,-,976685,-,1109780,-,1232276,-,1591343,-,1944313,-
1,1,0,0,0,実収入,632404,100,9,293704,100,398995,100,503292,100,586437,100,670330,100,873627,100,1111052,100
1,2,0,0,0,経常収入,626646,99.1,9.3,290027,98.7,394360,98.8,499922,99.3,581802,99.2,661502,98.7,867182,99.3,1102554,99.2
1,3,0,0,0,勤め先収入,592054,93.6,8.2,241277,82.1,359627,90.1,466132,92.6,556191,94.8,633316,94.5,826926,94.7,1071427,96.4
1,4,0,0,0,世帯主収入,503688,79.6,5.2,211937,72.2,326110,81.7,409558,81.4,469172,80,539193,80.4,707230,81,870307,78.3
1,6,0,0,0,うち男,481432,76.1,6.8,174256,59.3,307838,77.2,381656,75.8,442089,75.4,520010,77.6,698334,79.9,854000,76.9
1,5,0,0,0,定期収入,409714,64.8,0.3,196512,66.9,280005,70.2,346680,68.9,380867,64.9,433487,64.7,549603,62.9,679400,61.1
1,5,0,0,0,臨時収入,5573,0.9,33,3092,1.1,4771,1.2,5637,1.1,7675,1.3,3700,0.6,8182,0.9,5884,0.5
1,5,0,0,0,賞与,88400,14,33.1,12333,4.2,41334,10.4,57241,11.4,80631,13.7,102007,15.2,149445,17.1,185022,16.7
1,4,0,0,0,世帯主の配偶者の収入,77226,12.2,23.7,20848,7.1,31045,7.8,48729,9.7,72482,12.4,81714,12.2,111747,12.8,176820,15.9
1,6,0,0,0,うち女,76899,12.2,27.7,20057,6.8,31045,7.8,48017,9.5,72482,12.4,81670,12.2,111747,12.8,176079,15.8
1,4,0,0,0,他の世帯員収入,11141,1.8,101.2,8492,2.9,2472,0.6,7845,1.6,14537,2.5,12409,1.9,7948,0.9,24300,2.2
1,3,0,0,0,事業・内職収入,7671,1.2,97.8,3980,1.4,3816,1,5453,1.1,1879,0.3,8053,1.2,16213,1.9,14479,1.3
1,4,0,0,0,家賃収入,4151,0.7,110.8,195,0.1,2036,0.5,1274,0.3,-,-,4051,0.6,9266,1.1,12559,1.1
1,4,0,0,0,他の事業収入,2646,0.4,102.4,2667,0.9,688,0.2,3323,0.7,1766,0.3,3576,0.5,6316,0.7,-,-
1,4,0,0,0,内職収入,874,0.1,44.7,1118,0.4,1092,0.3,856,0.2,113,0,425,0.1,632,0.1,1920,0.2
