区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,717,-,-,99,-,103,-,105,-,104,-,105,-,102,-,100,-
0,0,世帯人員,2.92,-,-,2.55,-,2.74,-,2.86,-,2.96,-,3.03,-,3.09,-,3.21,-
0,0,有業人員,1.34,-,-,1.13,-,1.21,-,1.25,-,1.35,-,1.45,-,1.49,-,1.51,-
0,0,世帯主平均年齢,59.7,-,-,64.2,-,62.7,-,60.9,-,59.2,-,57.6,-,56.6,-,57,-
0,0,消費支出,298849,100,-0.8,99453,100,159480,100,202250,100,246695,100,298414,100,377695,100,708036,100
1,0,商品,154596,51.7,-2.7,74653,75.1,102943,64.5,124201,61.4,142432,57.7,161557,54.1,194110,51.4,282222,39.9
1,1,耐久財,15099,5.1,-15,853,0.9,2408,1.5,3009,1.5,6129,2.5,8819,3,18796,5,65654,9.3
1,2,半耐久財,24777,8.3,-3.3,4859,4.9,9699,6.1,14270,7.1,19221,7.8,26258,8.8,36296,9.6,62772,8.9
1,3,非耐久財,114721,38.4,-0.7,68941,69.3,90837,57,106922,52.9,117082,47.5,126481,42.4,139017,36.8,153796,21.7
1,0,サービス,144253,48.3,1.3,24800,24.9,56536,35.5,78048,38.6,104263,42.3,136857,45.9,183586,48.6,425814,60.1
2,0,食料,91615,30.7,-0.3,51804,52.1,66980,42,80314,39.7,90675,36.8,101755,34.1,113997,30.2,135842,19.2
2,3,非耐久財,71633,24,-0.8,46319,46.6,57576,36.1,66789,33,72547,29.4,78575,26.3,85670,22.7,94018,13.3
2,4,サービス,19981,6.7,1.5,5485,5.5,9404,5.9,13525,6.7,18128,7.3,23181,7.8,28327,7.5,41824,5.9
2,0,住居,23972,8,0,3582,3.6,8503,5.3,9715,4.8,15230,6.2,23063,7.7,28975,7.7,78800,11.1
2,1,耐久財,2437,0.8,-6.2,17,0,186,0.1,205,0.1,468,0.2,1044,0.3,1939,0.5,13158,1.9
2,2,半耐久財,227,0.1,-5.8,161,0.2,126,0.1,130,0.1,190,0.1,310,0.1,269,0.1,402,0.1
2,4,サービス,21308,7.1,0.9,3404,3.4,8191,5.1,9380,4.6,14572,5.9,21709,7.3,26767,7.1,65240,9.2
2,0,光熱・水道（非耐久財）,21383,7.2,1.7,13092,13.2,18662,11.7,21559,10.7,23106,9.4,22799,7.6,24729,6.5,25685,3.6
2,0,家具・家事用品,10930,3.7,-12.4,3139,3.2,5394,3.4,7055,3.5,9199,3.7,11225,3.8,16217,4.3,24291,3.4
2,1,耐久財,3970,1.3,-24.5,368,0.4,902,0.6,1262,0.6,2705,1.1,3562,1.2,6897,1.8,12099,1.7
2,2,半耐久財,3317,1.1,-5.6,1036,1,1936,1.2,2610,1.3,2926,1.2,3622,1.2,4929,1.3,6153,0.9
2,3,非耐久財,2820,0.9,-0.7,1569,1.6,2218,1.4,2660,1.3,2975,1.2,3218,1.1,3472,0.9,3634,0.5
2,4,サービス,823,0.3,-4.7,166,0.2,338,0.2,524,0.3,593,0.2,823,0.3,919,0.2,2405,0.3
2,0,被服及び履物,14224,4.8,-3.8,2543,2.6,5476,3.4,8146,4,11022,4.5,15396,5.2,21189,5.6,35739,5
2,2,半耐久財,13210,4.4,-3.7,2388,2.4,5139,3.2,7528,3.7,10237,4.1,14244,4.8,19712,5.2,33161,4.7
2,4,サービス,1014,0.3,-4.9,156,0.2,337,0.2,618,0.3,785,0.3,1152,0.4,1476,0.4,2578,0.4
2,0,保健医療,16175,5.4,3.6,4783,4.8,8050,5,10717,5.3,12975,5.3,16849,5.6,20529,5.4,39327,5.6
2,1,耐久財,1126,0.4,3.2,148,0.1,640,0.4,387,0.2,592,0.2,1437,0.5,2323,0.6,2352,0.3
2,2,半耐久財,474,0.2,12.1,58,0.1,133,0.1,275,0.1,270,0.1,345,0.1,439,0.1,1795,0.3
2,3,非耐久財,4888,1.6,-5.3,2355,2.4,3457,2.2,4551,2.3,4796,1.9,5653,1.9,6561,1.7,6846,1
2,4,サービス,9688,3.2,8.4,2222,2.2,3820,2.4,5505,2.7,7317,3,9415,3.2,11206,3,28333,4
2,0,交通・通信,35829,12,-2.9,6694,6.7,15582,9.8,21134,10.4,28053,11.4,36334,12.2,48629,12.9,94409,13.3
2,1,耐久財,4369,1.5,-24.9,103,0.1,199,0.1,344,0.2,832,0.3,843,0.3,2302,0.6,25974,3.7
