項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,ローン返済世帯／実数（円）,ローン返済世帯／構成比（％）,ローン返済世帯／40歳未満／実数（円）,ローン返済世帯／40歳未満／構成比（％）,ローン返済世帯／40～49歳／実数（円）,ローン返済世帯／40～49歳／構成比（％）,ローン返済世帯／50歳以上／実数（円）,ローン返済世帯／50歳以上／構成比（％）,ローン返済のない世帯／実数（円）,ローン返済のない世帯／構成比（％）,ローン返済のない世帯／40歳未満／実数（円）,ローン返済のない世帯／40歳未満／構成比（％）,ローン返済のない世帯／40～49歳／実数（円）,ローン返済のない世帯／40～49歳／構成比（％）,ローン返済のない世帯／50歳以上／実数（円）,ローン返済のない世帯／50歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3842,-,661,-,1652,-,1528,-,6158,-,1111,-,1639,-,3408,-
0,0,0,0,0,調査世帯数,359,-,141,-,26,-,60,-,55,-,217,-,37,-,58,-,123,-
0,0,0,0,0,世帯人員,3.27,-,3.57,-,3.77,-,3.66,-,3.38,-,3.08,-,3.14,-,3.46,-,2.88,-
0,0,0,0,0,有業人員,1.71,-,1.74,-,1.58,-,1.65,-,1.9,-,1.69,-,1.48,-,1.63,-,1.8,-
0,0,0,0,0,世帯主平均年齢,49.8,-,47.3,-,34.9,-,44.8,-,55.4,-,51.4,-,33.1,-,44.8,-,60.5,-
1,0,0,0,0,受取,1179992,-,1415873,-,1322861,-,1430623,-,1441817,-,1034785,-,894513,-,1117955,-,1037148,-
1,1,0,0,0,実収入,632404,100,766736,100,726149,100,778275,100,772947,100,550494,100,506239,100,632033,100,523035,100
1,2,0,0,0,経常収入,626646,99.1,759148,99,717312,98.8,769432,98.9,767127,99.2,545833,99.2,500185,98.8,628529,99.4,518179,99.1
1,3,0,0,0,勤め先収入,592054,93.6,729597,95.2,670102,92.3,749052,96.2,736150,95.2,508247,92.3,478890,94.6,607867,96.2,466714,89.2
1,4,0,0,0,世帯主収入,503688,79.6,614420,80.1,544816,75,639628,82.2,620542,80.3,436234,79.2,408668,80.7,518166,82,403128,77.1
1,6,0,0,0,うち男,481432,76.1,592632,77.3,541727,74.6,614728,79,594984,77,413503,75.1,396463,78.3,479752,75.9,384851,73.6
1,5,0,0,0,定期収入,409714,64.8,486751,63.5,433707,59.7,496603,63.8,501502,64.9,362167,65.8,342960,67.7,410223,64.9,345614,66.1
