実数・増減率,年次コード,年次,調査世帯数(世帯）,世帯人員（人）,有業人員（人）,世帯主平均年齢（歳）,実収入（円）,実収入／経常収入（円）,実収入／経常収入／勤め先収入（円）,実収入／経常収入／勤め先収入／世帯主の配偶者の収入（円）,実収入／経常収入／勤め先収入／他の世帯員収入（円）,実収入／経常収入／事業・内職収入（円）,実収入／経常収入／他の経常収入（円）,実収入／経常収入／他の経常収入／社会保障給付（円）,実収入／特別収入（円）,可処分所得（円）,実支出（円）,実支出／生計支出（円）,実支出／生計支出／消費支出（円）,実支出／生計支出／消費支出／食料（円）,実支出／生計支出／消費支出／食料／穀類（円）,実支出／生計支出／消費支出／食料／魚介類（円）,実支出／生計支出／消費支出／食料／肉類（円）,実支出／生計支出／消費支出／食料／乳卵類（円）,実支出／生計支出／消費支出／食料／野菜・海藻（円）,実支出／生計支出／消費支出／食料／果物（円）,実支出／生計支出／消費支出／食料／油脂・調味料（円）,実支出／生計支出／消費支出／食料／菓子類（円）,実支出／生計支出／消費支出／食料／調理食品（円）,実支出／生計支出／消費支出／食料／飲料（円）,実支出／生計支出／消費支出／食料／酒類（円）,実支出／生計支出／消費支出／食料／外食（円）,実支出／生計支出／消費支出／住居（円）,実支出／生計支出／消費支出／住居／家賃地代（円）,実支出／生計支出／消費支出／住居／設備修繕・維持（円）,実支出／生計支出／消費支出／光熱・水道（円）,実支出／生計支出／消費支出／光熱・水道／電気代（円）,実支出／生計支出／消費支出／光熱・水道／ガス代（円）,実支出／生計支出／消費支出／光熱・水道／他の光熱（円）,実支出／生計支出／消費支出／光熱・水道／上下水道料（円）,実支出／生計支出／消費支出／家具・家事用品（円）,実支出／生計支出／消費支出／家具・家事用品／家庭用耐久財（円）,実支出／生計支出／消費支出／家具・家事用品／室内装備・装飾品（円）,実支出／生計支出／消費支出／家具・家事用品／寝具類（円）,実支出／生計支出／消費支出／家具・家事用品／家事雑貨（円）,実支出／生計支出／消費支出／家具・家事用品／家事用消耗品（円）,実支出／生計支出／消費支出／家具・家事用品／家事サービス（円）,実支出／生計支出／消費支出／被服及び履物（円）,実支出／生計支出／消費支出／被服及び履物／和服（円）,実支出／生計支出／消費支出／被服及び履物／洋服（円）,実支出／生計支出／消費支出／被服及び履物／シャツ・セーター類（円）,実支出／生計支出／消費支出／被服及び履物／下着類（円）,実支出／生計支出／消費支出／被服及び履物／生地・糸類（円）,実支出／生計支出／消費支出／被服及び履物／他の被服（円）,実支出／生計支出／消費支出／被服及び履物／履物類（円）,実支出／生計支出／消費支出／被服及び履物／被服関連サービス（円）,実支出／生計支出／消費支出／保健医療（円）,実支出／生計支出／消費支出／保健医療／医薬品（円）,実支出／生計支出／消費支出／保健医療／健康保持用摂取品（円）,実支出／生計支出／消費支出／保健医療／保健医療用品 ・器具（円）,実支出／生計支出／消費支出／保健医療／保健医療サービス（円）,実支出／生計支出／消費支出／交通・通信（円）,実支出／生計支出／消費支出／交通・通信／交通（円）,実支出／生計支出／消費支出／交通・通信／自動車等関係費（円）,実支出／生計支出／消費支出／交通・通信／通信（円）,実支出／生計支出／消費支出／教育（円）,実支出／生計支出／消費支出／教育／授業料等（円）,実支出／生計支出／消費支出／教育／教科書・学習参考教材（円）,実支出／生計支出／消費支出／教育／補習教育（円）,実支出／生計支出／消費支出／教養娯楽（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽用耐久財（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽用品（円）,実支出／生計支出／消費支出／教養娯楽／書籍・他の印刷物（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽サービス（円）,実支出／生計支出／消費支出／その他の消費支出（円）,実支出／生計支出／消費支出／その他の消費支出／諸雑費（円）,実支出／生計支出／消費支出／その他の消費支出／こづかい（円）,実支出／生計支出／消費支出／その他の消費支出／交際費（円）,実支出／生計支出／消費支出／その他の消費支出／仕送り金（円）,実支出／生計支出／土地家屋購入（円）,実支出／その他の実支出（円）,平均消費性向（％）,エンゲル係数（％）
Jissu,nen,実数_平成29年,247,2.34,0.39,75,167289,163326,11144,4131,7013,8120,144061,141151,3963,137744,285096,255551,255551,77061,6098,7758,6758,4433,11717,4334,3602,4925,10797,3885,3608,9146,19277,6537,12741,20608,9507,5624,527,4950,8920,2999,455,709,1636,2282,838,7644,22,2560,1754,839,170,637,1098,563,16424,2982,1370,2099,9973,23404,4835,9506,9064,545,332,1,212,28704,1411,4508,4383,18401,52963,20023,5808,25677,1455,-,29545,185.5,30.2
Jissu,nen,実数_平成30年,245,2.37,0.48,74.6,204028,197084,19715,6824,12891,4802,172567,166602,6944,171995,302277,270245,267939,79253,6400,7733,7161,4119,12301,4439,3678,5339,10993,4254,2921,9915,20918,7399,13519,21723,10223,5803,457,5240,10204,3961,584,519,1751,2474,915,7394,135,2336,1591,821,147,635,989,741,16989,3209,1651,2085,10045,26120,5478,11938,8705,1247,1101,8,139,29761,1773,5203,4226,18560,54330,24628,5667,22954,1082,2306,32033,155.8,29.6
Jissu,tuki,実数_平成30年 1月,240,2.34,0.47,75.4,52532,47277,18359,8733,9626,9561,19357,15360,5256,33157,271161,251786,251786,73202,5617,7317,7095,4024,11636,3976,3189,5041,10695,3623,3201,7788,9008,5298,3709,27487,12640,8291,1411,5145,7980,3178,370,367,1592,1919,552,6152,4,1892,1315,685,161,779,962,354,13167,3245,1120,2124,6677,22098,4667,7894,9537,1041,338,-,703,27205,1994,3320,4113,17779,64447,23135,3766,35715,1831,-,19375,759.4,29.1
Jissu,tuki,実数_平成30年 2月,245,2.35,0.47,74.9,348665,343962,19316,4898,14418,6566,318080,314432,4704,306344,286266,243945,243945,72910,5882,7582,6838,3870,11959,4462,3492,5458,10287,3421,2643,7018,9619,4706,4913,30277,13832,9614,1253,5577,7132,2548,199,338,1598,1869,581,5547,-,1645,1298,725,74,496,705,605,17687,3188,1929,4302,8268,31448,4704,18265,8479,456,76,-,380,24035,2343,3863,4236,13592,44833,20633,6371,16274,1554,-,42321,79.6,29.9
Jissu,tuki,実数_平成30年 3月,248,2.35,0.45,74.7,44152,34558,21454,6189,15265,3869,9235,4306,9594,32106,293437,281392,281392,76906,6421,7590,7003,4133,12378,4267,3439,5686,10810,3836,2865,8478,32635,6693,25942,28625,13459,8850,626,5689,8871,2262,237,252,1748,2265,2106,6399,25,2545,1074,563,89,494,834,775,17584,4109,1751,864,10859,24747,4557,12624,7565,-,-,-,-,28294,1404,5631,3755,17504,57330,28019,4208,23371,1733,-,12045,876.4,27.3
Jissu,tuki,実数_平成30年 4月,258,2.39,0.5,74.5,333514,327340,18850,4525,14325,4317,304173,300801,6174,305446,307306,279239,279239,77425,6780,7161,6824,4133,12185,3993,3528,5452,10113,3926,2676,10653,13807,5861,7947,23985,11322,7726,105,4832,9683,3421,374,488,1965,2565,871,7403,-,2356,1578,801,101,488,983,1097,20602,3290,2162,1716,13435,37795,6414,23506,7875,83,-,83,-,34568,1809,6324,3770,22665,53887,27458,5236,19821,1372,-,28068,91.4,27.7
Jissu,tuki,実数_平成30年 5月,257,2.43,0.53,74.3,49836,40392,23764,6082,17681,4114,12514,9280,9444,19499,291608,261272,261272,82337,6861,7689,7506,4494,12501,4108,3760,5911,10861,4628,2734,11285,19355,9289,10066,21246,8857,6443,36,5910,10530,3399,841,745,2048,2872,626,8217,-,2010,1967,828,131,795,1452,1034,14038,3002,1697,1079,8260,24413,4795,10617,9000,-,-,-,-,31435,511,5792,3922,21209,49701,26182,4820,15859,2840,-,30336,1339.9,31.5
Jissu,tuki,実数_平成30年 6月,247,2.44,0.55,74.1,364325,360045,25916,6647,19269,4348,329782,321103,4280,302357,337867,275899,275899,78707,6493,7364,7175,4263,12377,4325,3911,5227,9958,4347,2859,10408,23387,11426,11962,17710,8004,4939,45,4722,8375,1651,819,478,1427,3005,995,9339,508,2368,2226,902,161,633,1312,1228,20690,3071,2040,2469,13111,38084,7437,22692,7954,803,803,-,-,29444,2401,5839,4127,17078,49361,25842,5319,17472,728,-,61968,91.2,28.5
Jissu,tuki,実数_平成30年 7月,249,2.41,0.5,74.2,46452,42363,22637,8773,13864,3262,16464,11006,4090,15266,316243,285057,269556,79413,6116,6812,7024,4200,12619,5059,3505,5259,10300,5003,3066,10452,15187,8426,6762,17637,7967,4248,9,5413,15785,9283,697,673,1681,2662,790,7708,56,1639,2376,1171,175,623,817,850,21937,2943,2174,2915,13906,21195,4786,8081,8328,50,50,-,-,26708,562,5021,4384,16741,63935,27451,4605,31778,102,15501,31186,1765.7,29.5
Jissu,tuki,実数_平成30年 8月,246,2.38,0.49,74.5,351430,344154,16967,5827,11140,4707,322479,317299,7276,313154,307102,268827,256658,80272,6427,6755,7212,4404,12880,4758,3782,5028,10509,4971,3274,10274,20215,8064,12150,19778,10866,3295,109,5508,13212,7290,282,235,1599,2724,1082,6740,46,2417,1591,798,166,384,799,539,11971,3044,1159,1235,6533,19784,4516,6352,8916,4373,4373,-,-,31229,1722,4787,4209,20511,49084,21560,5933,21138,454,12168,38276,82,31.3
Jissu,tuki,実数_平成30年 9月,236,2.38,0.5,74.6,38544,35727,17006,6340,10665,3611,15111,7839,2817,27289,264944,253689,253689,78426,6268,7396,7235,3961,12449,4647,3873,4655,10598,4452,2474,10418,19072,7189,11883,18477,10595,3054,130,4698,11426,5824,200,219,1988,2442,755,7113,20,2692,1206,823,158,476,1115,623,12092,2822,1383,1964,5924,20949,5847,7509,7593,1915,1711,-,205,32710,933,5347,4333,22098,51508,27769,5927,17570,242,-,11255,929.6,30.9
Jissu,tuki,実数_平成30年10月,242,2.34,0.44,74.6,399859,396144,17516,9747,7769,3430,375199,367652,3715,346212,327196,273549,273549,80359,6710,7243,6830,4049,12660,4610,3651,4984,11186,4412,2822,11201,32588,9608,22980,18651,9083,3558,234,5775,8582,2619,622,571,1595,2491,685,6988,18,2086,1626,821,154,606,1030,648,17377,2954,1450,2353,10620,25878,7475,9704,8699,4296,4057,-,240,28139,1870,5155,4775,16339,50691,24653,7121,18822,95,-,53647,79,29.4
Jissu,tuki,実数_平成30年11月,230,2.28,0.39,74.9,55590,37357,12704,5164,7540,5795,18857,9374,18233,46252,274234,264897,264897,75258,5778,7250,6465,3735,10971,4246,3567,4803,11215,3974,2671,10583,27660,5121,22539,16556,7953,3793,623,4187,8567,2469,424,767,1619,2189,1099,9714,8,4229,1764,678,299,904,1104,729,18062,2756,939,2112,12255,23381,5166,8214,10001,226,165,15,46,28455,1667,4348,4602,17838,57018,21730,5923,28794,571,-,9338,572.7,28.4
Jissu,tuki,実数_平成30年12月,245,2.31,0.42,74.7,363432,355691,22089,8964,13125,4044,329558,320769,7741,316852,349962,303382,303382,95820,7445,12637,8720,4167,12994,4813,4444,6564,15386,4453,3772,10425,28477,7103,21374,20246,8093,5829,905,5418,12303,3583,1943,1100,2152,2686,839,7406,931,2155,1065,1062,89,940,758,406,18657,4079,2007,1884,10686,23673,5366,7794,10513,1725,1634,-,91,34912,4054,7010,4487,19361,60163,21102,8771,28832,1458,-,46580,95.7,31.6
meimoku,nen,対前年（同月）名目増加率_平成19年,-,-,-,-,0.7,-0.1,40.8,23.8,54.5,13,-4.2,-5.2,27.9,-2.1,3.1,1.6,1.2,1.7,-0.9,2.1,3.8,0.4,-0.1,-2.1,3.4,2.2,-5.4,-1.6,-2.4,15.3,-11,-6.9,-14.9,0.1,3,-3.6,-28.7,3.6,-10.8,-6.1,-43.3,-39.4,1.3,2.6,9.7,19.1,217.6,20.1,8.3,5.5,-2.4,23.5,28.3,16.5,10.2,-4.6,19,10,11.8,-12.3,-7.6,-25.7,0.3,-57.3,-60.8,190,-46.2,10,-2.1,20.9,-3.8,12.8,5.9,22,-0.1,-2.3,-5.2,-,16.8,,
meimoku,nen,対前年（同月）名目増加率_平成20年,-,-,-,-,-14.8,-14.8,-50,-38.3,-57.6,-16.3,-10.1,-8.9,-14.9,-15.2,-6.4,-5.6,-6.2,-2.3,0.2,-0.8,11.3,-2.4,0.5,3.1,-2.5,1.3,0.5,-5.4,-5.6,-18.8,-19,-28.5,-9.3,4.1,4.4,8.8,1.1,-1.2,3,30.3,-53.7,3.8,-0.2,-3.2,-11.6,-21.7,-78.8,-23.9,-15.2,-10.8,-21.5,-19.2,-24.5,-11.7,-12.8,10.5,20.3,-28.3,-16.8,-0.2,-4.9,3.8,0.2,-3.3,15.9,-20.7,-83.6,-5.8,-3.4,-6.7,0.1,-7.1,-8.3,-12.4,-14,-6.9,85.4,173.8,-12.8,,
meimoku,nen,対前年（同月）名目増加率_平成21年,-,-,-,-,18.5,17.8,26.3,29.2,23.6,26.9,16.8,16.9,37.8,21.4,5.2,5.3,6.3,2.5,3.4,-5,-9.5,2.8,-4.7,-3.8,4.5,7,2.1,5.4,16.5,21.8,28.5,8.3,45,-2.5,-4.1,0,-21.7,-0.7,4.2,3,65.6,7.3,-9.3,3.8,6.3,0.9,69.2,-3.5,-2.5,-2.5,-16,7.8,14.1,3.5,4.8,24.1,-11.8,18.1,1.6,15.7,13.4,27.7,6,-73.5,-75.6,-56.5,-27.3,-0.1,11.6,0,4.4,-2.7,11.6,26.1,8.3,6,-45.6,-91.2,4.3,,
meimoku,nen,対前年（同月）名目増加率_平成22年,-,-,-,-,-7.4,-6.5,27.5,-4.6,58.9,-32.1,-8.1,-8,-28.9,-9.4,-2.6,-3.3,-4,-2.4,-2.5,-5.6,0.5,0.6,4.3,1.6,-4.9,2.1,1,-4.9,-15.8,-10.1,-9.1,-2.2,-13.3,1.4,3.9,-2.5,25.2,-0.2,-7.1,-11.9,15.1,-43.8,1,-4.5,2.7,-11.2,-51.9,-6.4,-10,-5.5,-19,-15.1,-12,-21.2,-7.3,13.5,-11.8,-17.9,-9.4,2.1,-14.8,16,1.1,400.8,357.2,160,...,3.3,42.8,-5.3,-1.2,0.8,-11.6,-20.5,-7.2,-7.9,70.1,769.1,3.5,,
meimoku,nen,対前年（同月）名目増加率_平成23年,-,-,-,-,0.3,0.7,-14.2,7.6,-27.1,23.3,1.6,2.2,-12.9,1.5,2.6,3.6,-1.4,2.6,-1.2,2,5.2,-3.4,1.1,4,6.1,-2.9,2.8,9.7,3.5,6.4,-10.9,-4.1,-15.6,-7,-7.4,-7.3,15.6,-8,6.9,5.5,0.5,62.1,9,5.2,-4.6,3.8,-21.8,6.9,1.2,-2.3,43.9,7.3,-4.4,9,3.9,6.1,14.5,2.5,2.1,-9.9,-0.1,-23.1,0.3,-7,1.3,-59.6,-34.8,-6.8,-38.3,4.2,-7.5,-2.5,2.4,3.1,0.3,4.3,-23.4,623.2,-5.6,,
meimoku,nen,対前年（同月）名目増加率_平成24年,-,-,-,-,-2.5,-2.6,18.8,10.6,25.9,-5.4,-4.5,-4.2,1.5,-2.1,-1.9,-1.6,3.5,2,1.4,-0.6,-1.9,6.3,-2.8,-0.7,1.6,0.3,10.2,8.5,5.9,1.7,23.8,4.7,38.7,12.1,10.4,20.3,19,4.2,-4,-23.9,6.2,3.7,7.9,11.5,9,5,16.2,0.2,2,25.1,1.6,17.2,2.2,-0.2,4.3,1.8,8.1,5.2,4.4,10.9,2.5,27.9,-0.4,83.2,61.8,119,219.7,-7,-21.3,-7.2,2.2,-7.1,-2.2,6,-11.9,-4.8,-24.9,-87.9,-4.6,,
meimoku,nen,対前年（同月）名目増加率_平成25年,-,-,-,-,1.6,0.1,0.4,-32.5,25.5,11.1,-0.3,0.2,52.1,-0.5,3.4,2.4,3,-0.8,-3.1,-2.1,3.4,0.9,0.8,0.9,-1.3,-2.2,-8.6,-2.9,13.6,1.6,9.6,0.8,14.7,4.1,12.7,-4,-19.5,2.5,7,33.8,-9,50.7,-18.5,-6.2,-4.7,-0.9,72.2,-6.2,13.5,-15.5,-12.4,-8.8,28.2,-22.8,1.2,-1.2,7.1,20.3,-2.4,1.5,-0.6,6.9,-4,-64.7,-68.8,-26.1,-53.5,5,-3.4,-2.4,-5.6,10.4,8.6,15.1,-12.2,9,-11.7,-79.3,12.4,,
meimoku,nen,対前年（同月）名目増加率_平成26年,-,-,-,-,-4.3,-2.7,-3.1,-39,11.7,19.5,-3.7,-5.8,-41.3,-3.9,-2.9,-2.4,-4.1,1.3,-1.5,-1.5,10,7.1,0.2,-2.8,6.3,3.2,8.2,-1.8,-4.3,-4.4,-18,-27.4,-13.1,-0.9,-3.2,4.5,18.8,-5.4,-1.8,-10,0.6,-22.7,6.5,8.2,15.1,-6.8,23.5,-5.7,-13.8,-7.9,-37.3,6.9,-12.9,10.2,-3.3,6,-1.5,-12.7,-4.2,2.4,4,-0.1,4.9,-38.2,-49.6,-20.6,-14.4,0.2,-10.9,19.5,8.2,-4.7,-10.5,-6.2,2.7,-18.2,25.7,...,-6.6,,
meimoku,nen,対前年（同月）名目増加率_平成27年,-,-,-,-,-1.5,-1.4,-1.1,85.9,-20.6,20.2,-2.6,-1.4,-6.8,-3.7,1.6,0.7,2.7,3.1,0.6,4,4.3,8,6.9,9.4,-1,1.2,3.9,2.5,-8,0.1,4.5,46,-13.5,0.5,1.3,-2.8,-35,8.6,-3.6,-5.4,-33.1,-16.5,6.5,0.4,9.2,9.4,21.4,26,7,8.4,24.5,-9.1,-8.2,-4.9,-2.6,-5.2,0.7,-24.2,1.9,6.7,4.3,4.9,11.2,343.4,650.1,-22.2,-26.2,1.8,-16.4,-4.6,-8,7.6,-1.2,-10.7,4,-0.1,138.4,-100,8.8,,
meimoku,nen,対前年（同月）名目増加率_平成28年,-,-,-,-,-1.1,-3,-10.7,2.3,-17.6,-2.9,-2.1,-4.1,75.2,2.6,-10.1,-9.2,-9.2,0,-3.9,2,1.6,-2.4,-1.6,-2.6,1.1,0.5,9,2.8,2.3,-7.4,-5.7,-20.9,5.3,-13.2,-12.6,-17.5,-21.3,-7.8,-6.4,-8.4,-0.5,-8.2,-6.1,1.7,-19.7,-9.7,104.4,-26.5,-4.7,-9.4,-33.3,-7.4,11.6,-3.2,-15.3,-7.1,-10.3,-0.7,-20.8,-22.1,-19.3,-34,-8.7,-79.9,-84.5,9.5,-26.4,-13.4,-1.8,-13.9,-3.6,-16.2,-7.4,-1,11.3,-14.3,-37.5,-,-17.1,,
