項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,860,-,912,-,1510,-,1782,-,1728,-,1194,-,916,-,1099,-
0,0,0,0,0,調査世帯数,359,-,29,-,34,-,57,-,62,-,61,-,43,-,35,-,38,-
0,0,0,0,0,世帯人員,3.27,-,3.14,-,3.58,-,3.62,-,3.52,-,3.43,-,3.17,-,2.85,-,2.44,-
0,0,0,0,0,有業人員,1.71,-,1.5,-,1.52,-,1.56,-,1.71,-,1.77,-,1.91,-,2.03,-,1.65,-
0,0,0,0,0,世帯主平均年齢,49.8,-,30.3,-,37,-,42.1,-,47.1,-,51.9,-,57,-,61.9,-,69.5,-
1,0,0,0,0,受取,1179992,-,929246,-,1170979,-,1134313,-,1389170,-,1257838,-,1332118,-,1068779,-,902324,-
1,1,0,0,0,実収入,632404,100,532337,100,642520,100,623651,100,768847,100,685065,100,720079,100,501071,100,413361,100
1,2,0,0,0,経常収入,626646,99.1,525286,98.7,635301,98.9,617573,99,762612,99.2,677709,98.9,716089,99.4,498497,99.5,408057,98.7
1,3,0,0,0,勤め先収入,592054,93.6,493044,92.6,603921,94,601953,96.5,737586,95.9,661548,96.6,702313,97.5,443574,88.5,289811,70.1
1,4,0,0,0,世帯主収入,503688,79.6,397371,74.6,518761,80.7,526177,84.4,617492,80.3,574399,83.8,616823,85.7,349050,69.7,240732,58.2
1,6,0,0,0,うち男,481432,76.1,387155,72.7,511983,79.7,501636,80.4,579329,75.4,557611,81.4,597003,82.9,321245,64.1,220409,53.3
1,5,0,0,0,定期収入,409714,64.8,327595,61.5,423104,65.9,410178,65.8,487266,63.4,462862,67.6,509923,70.8,316144,63.1,222017,53.7
1,5,0,0,0,臨時収入,5573,0.9,5764,1.1,4437,0.7,6821,1.1,8824,1.1,4328,0.6,6574,0.9,3680,0.7,1075,0.3
1,5,0,0,0,賞与,88400,14,64012,12,91220,14.2,109179,17.5,121402,15.8,107209,15.6,100327,13.9,29226,5.8,17641,4.3
1,4,0,0,0,世帯主の配偶者の収入,77226,12.2,93196,17.5,79687,12.4,71163,11.4,108956,14.2,77507,11.3,64574,9,72928,14.6,34305,8.3
1,6,0,0,0,うち女,76899,12.2,91928,17.3,79430,12.4,70599,11.3,108911,14.2,77507,11.3,64574,9,72928,14.6,33708,8.2
1,4,0,0,0,他の世帯員収入,11141,1.8,2477,0.5,5473,0.9,4613,0.7,11139,1.4,9642,1.4,20915,2.9,21596,4.3,14773,3.6
1,3,0,0,0,事業・内職収入,7671,1.2,3949,0.7,1280,0.2,2843,0.5,11949,1.6,11067,1.6,2082,0.3,15965,3.2,9353,2.3
1,4,0,0,0,家賃収入,4151,0.7,1452,0.3,-,-,506,0.1,1801,0.2,8025,1.2,1901,0.3,15729,3.1,5842,1.4
1,4,0,0,0,他の事業収入,2646,0.4,2291,0.4,456,0.1,1238,0.2,9568,1.2,1249,0.2,86,0,218,0,1826,0.4
1,4,0,0,0,内職収入,874,0.1,206,0,824,0.1,1099,0.2,580,0.1,1793,0.3,95,0,18,0,1684,0.4
1,3,0,0,0,他の経常収入,26921,4.3,28293,5.3,30101,4.7,12777,2,13077,1.7,5095,0.7,11694,1.6,38958,7.8,108894,26.3
1,4,0,0,0,財産収入,649,0.1,-,-,134,0,142,0,661,0.1,419,0.1,1350,0.2,2331,0.5,362,0.1
1,4,0,0,0,社会保障給付,25955,4.1,27728,5.2,29814,4.6,11225,1.8,12417,1.6,4664,0.7,10344,1.4,36181,7.2,108532,26.3
1,5,0,0,0,公的年金給付,16684,2.6,149,0,4443,0.7,623,0.1,2197,0.3,2080,0.3,7340,1,33072,6.6,107363,26
1,5,0,0,0,他の社会保障給付,9272,1.5,27580,5.2,25371,3.9,10602,1.7,10220,1.3,2584,0.4,3004,0.4,3109,0.6,1169,0.3
1,4,0,0,0,仕送り金,316,0,565,0.1,152,0,1410,0.2,-,-,12,0,-,-,447,0.1,-,-
1,2,0,0,0,特別収入,5757,0.9,7051,1.3,7219,1.1,6079,1,6235,0.8,7356,1.1,3989,0.6,2574,0.5,5304,1.3
1,3,0,0,0,受贈金,1929,0.3,3137,0.6,2471,0.4,1542,0.2,1406,0.2,2801,0.4,1673,0.2,793,0.2,2124,0.5
1,3,0,0,0,他の特別収入,3829,0.6,3914,0.7,4748,0.7,4537,0.7,4829,0.6,4555,0.7,2317,0.3,1781,0.4,3180,0.8
1,1,0,0,0,実収入以外の受取(繰入金を除く),467357,-,323245,-,442580,-,445451,-,542333,-,494989,-,527534,-,473282,-,395253,-
1,2,0,0,0,預貯金引出,377038,-,257576,-,343354,-,360876,-,429953,-,411579,-,431696,-,369960,-,328415,-
1,2,0,0,0,保険金,3695,-,-,-,1365,-,1165,-,308,-,-,-,1574,-,15417,-,15226,-
1,3,0,0,0,個人・企業年金保険金,3436,-,-,-,1365,-,-,-,-,-,-,-,1574,-,15072,-,15226,-
1,3,0,0,0,他の保険金,260,-,-,-,-,-,1165,-,308,-,-,-,-,-,346,-,-,-
1,2,0,0,0,有価証券売却,153,-,-,-,-,-,1289,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,301,-,-,-,1615,-,331,-,-,-,418,-,109,-,-,-,78,-
1,2,0,0,0,分割払購入借入金,3869,-,519,-,765,-,5330,-,11610,-,2168,-,2539,-,545,-,1491,-
1,2,0,0,0,一括払購入借入金,81917,-,64949,-,95152,-,76018,-,99742,-,80664,-,91145,-,87340,-,49520,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,383,-,200,-,329,-,442,-,719,-,161,-,472,-,20,-,524,-
1,1,0,0,0,繰入金,80231,-,73665,-,85879,-,65211,-,77990,-,77784,-,84505,-,94426,-,93709,-
2,0,0,0,0,支払,1179992,-,929246,-,1170979,-,1134313,-,1389170,-,1257838,-,1332118,-,1068779,-,902324,-
2,1,0,0,0,実支出,483473,-,341201,-,445542,-,464225,-,571844,-,523472,-,554491,-,466437,-,379707,-
2,2,0,0,0,生計支出,354487,-,256568,-,332734,-,334583,-,403640,-,377712,-,381562,-,376848,-,313025,-
