項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,有業者の有無／有業者なし／実数（円）,有業者の有無／有業者なし／構成比（％）,有業者の有無／有業者あり／実数（円）,有業者の有無／有業者あり／構成比（％）,世帯人員別／2人／実数（円）,世帯人員別／2人／構成比（％）,世帯人員別／3人以上／実数（円）,世帯人員別／3人以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,6273,-,3727,-,7301,-,2699,-
0,0,0,0,0,調査世帯数,245,-,158,-,87,-,181,-,64,-
0,0,0,0,0,世帯人員,2.37,-,2.09,-,2.82,-,2,-,3.36,-
0,0,0,0,0,有業人員,0.48,-,-,-,1.28,-,0.21,-,1.18,-
0,0,0,0,0,世帯主平均年齢,74.6,-,75.2,-,73.7,-,75.2,-,73.1,-
1,0,0,0,0,受取,625616,-,622480,-,629527,-,615964,-,649164,-
1,1,0,0,0,実収入,204028,100,189280,100,228422,100,198774,100,216726,100
1,2,0,0,0,経常収入,197084,96.6,181868,96.1,222542,97.4,191168,96.2,212076,97.9
1,3,0,0,0,勤め先収入,19715,9.7,-,-,52776,23.1,11565,5.8,40737,18.8
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,6824,3.3,-,-,18446,8.1,6626,3.3,7114,3.3
1,6,0,0,0,うち女,6439,3.2,-,-,17436,7.6,6626,3.3,5724,2.6
1,4,0,0,0,他の世帯員収入,12891,6.3,-,-,34331,15,4939,2.5,33623,15.5
1,3,0,0,0,事業・内職収入,4802,2.4,2574,1.4,8524,3.7,5089,2.6,3931,1.8
1,4,0,0,0,家賃収入,1921,0.9,1617,0.9,2499,1.1,2255,1.1,955,0.4
1,4,0,0,0,他の事業収入,787,0.4,-,-,2112,0.9,761,0.4,893,0.4
1,4,0,0,0,内職収入,2094,1,957,0.5,3914,1.7,2072,1,2084,1
1,3,0,0,0,他の経常収入,172567,84.6,179294,94.7,161242,70.6,174515,87.8,167408,77.2
1,4,0,0,0,財産収入,4067,2,5018,2.7,2423,1.1,4514,2.3,2749,1.3
1,4,0,0,0,社会保障給付,166602,81.7,171862,90.8,157792,69.1,167799,84.4,163587,75.5
1,5,0,0,0,公的年金給付,164856,80.8,169806,89.7,156591,68.6,165783,83.4,162702,75.1
1,5,0,0,0,他の社会保障給付,1746,0.9,2056,1.1,1201,0.5,2016,1,886,0.4
1,4,0,0,0,仕送り金,1899,0.9,2414,1.3,1027,0.4,2203,1.1,1072,0.5
1,2,0,0,0,特別収入,6944,3.4,7412,3.9,5880,2.6,7606,3.8,4650,2.1
1,3,0,0,0,受贈金,1934,0.9,1557,0.8,2465,1.1,1891,1,1879,0.9
1,3,0,0,0,他の特別収入,5010,2.5,5854,3.1,3414,1.5,5715,2.9,2771,1.3
1,1,0,0,0,実収入以外の受取(繰入金を除く),337641,-,354364,-,308708,-,338610,-,335555,-
1,2,0,0,0,預貯金引出,257154,-,266552,-,240007,-,257441,-,256171,-
1,2,0,0,0,保険金,25607,-,26372,-,24759,-,24752,-,28038,-
1,3,0,0,0,個人・企業年金保険金,24728,-,26066,-,22900,-,24570,-,25340,-
1,3,0,0,0,他の保険金,879,-,306,-,1858,-,182,-,2697,-
1,2,0,0,0,有価証券売却,4168,-,6538,-,379,-,5551,-,519,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,275,-,449,-,-,-,65,-,790,-
1,2,0,0,0,分割払購入借入金,2195,-,2606,-,1617,-,2665,-,1146,-
1,2,0,0,0,一括払購入借入金,47923,-,51465,-,41738,-,47801,-,48609,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,318,-,383,-,209,-,336,-,282,-
1,1,0,0,0,繰入金,83947,-,78836,-,92398,-,78580,-,96883,-
2,0,0,0,0,支払,625616,-,622480,-,629527,-,615964,-,649164,-
2,1,0,0,0,実支出,302277,-,308718,-,289874,-,297675,-,313951,-
2,2,0,0,0,生計支出,270245,-,277903,-,255981,-,267277,-,277899,-
2,3,0,0,0,消費支出,267939,100,275860,100,253212,100,264116,100,277899,100
2,4,1,0,0,食料,79253,29.6,78107,28.3,81065,32,74960,28.4,90649,32.6
2,5,1,1,0,穀類,6400,2.4,6145,2.2,6826,2.7,5712,2.2,8282,3
2,6,1,1,1,米類,2063,0.8,1973,0.7,2217,0.9,1769,0.7,2870,1
2,6,1,1,2,パン,2611,1,2503,0.9,2798,1.1,2406,0.9,3176,1.1
2,6,1,1,3,麺類,1268,0.5,1232,0.4,1324,0.5,1138,0.4,1618,0.6
2,6,1,1,4,他の穀類,458,0.2,438,0.2,487,0.2,399,0.2,618,0.2
2,5,1,2,0,魚介類,7733,2.9,7466,2.7,8156,3.2,7155,2.7,9267,3.3
2,6,1,2,1,生鮮魚介,4379,1.6,4183,1.5,4695,1.9,4002,1.5,5384,1.9
2,6,1,2,2,塩干魚介,1452,0.5,1379,0.5,1572,0.6,1356,0.5,1708,0.6
2,6,1,2,3,魚肉練製品,773,0.3,795,0.3,733,0.3,738,0.3,869,0.3
