項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,717,-,-,105,-,104,-,105,-,103,-,101,-,102,-,96,-
0,0,0,0,0,世帯人員,2.92,-,-,2.31,-,2.44,-,2.75,-,3,-,3.19,-,3.42,-,3.32,-
0,0,0,0,0,有業人員,1.34,-,-,0.57,-,0.84,-,1.08,-,1.5,-,1.63,-,1.88,-,1.9,-
0,0,0,0,0,世帯主平均年齢,59.7,-,-,71.6,-,68.6,-,61.9,-,56,-,52.9,-,53.2,-,54,-
0,0,0,0,0,平均年間収入(万円),720,-,-,251,-,373,-,473,-,616,-,782,-,980,-,1563,-
2,2,0,0,0,生計支出,323328,-,-2.3,192707,-,258755,-,275410,-,313355,-,338625,-,385753,-,499005,-
2,3,0,0,0,消費支出,322314,100,-1.7,192707,100,258755,100,272405,100,313338,100,338625,100,381672,100,499005,100
2,4,1,0,0,食料,86107,26.7,0.8,64984,33.7,76885,29.7,78788,28.9,83903,26.8,90257,26.7,95295,25,112735,22.6
2,5,1,1,0,穀類,6645,2.1,2.8,5690,3,6247,2.4,6376,2.3,6887,2.2,6588,1.9,7292,1.9,7443,1.5
2,6,1,1,1,米類,1921,0.6,4.5,1968,1,2079,0.8,1777,0.7,1916,0.6,1820,0.5,1992,0.5,1902,0.4
2,6,1,1,2,パン,2883,0.9,2.5,2141,1.1,2390,0.9,2755,1,3070,1,2939,0.9,3290,0.9,3599,0.7
2,6,1,1,3,麺類,1354,0.4,2.2,1158,0.6,1278,0.5,1415,0.5,1408,0.4,1307,0.4,1490,0.4,1422,0.3
2,6,1,1,4,他の穀類,487,0.2,-0.6,423,0.2,500,0.2,428,0.2,493,0.2,523,0.2,520,0.1,519,0.1
2,5,1,2,0,魚介類,6299,2,-3.6,6373,3.3,7103,2.7,6302,2.3,5749,1.8,5973,1.8,5792,1.5,6798,1.4
2,6,1,2,1,生鮮魚介,3651,1.1,-4.1,3476,1.8,4098,1.6,3608,1.3,3248,1,3485,1,3443,0.9,4200,0.8
2,6,1,2,2,塩干魚介,1115,0.3,-4.8,1264,0.7,1241,0.5,1144,0.4,971,0.3,1047,0.3,1033,0.3,1102,0.2
2,6,1,2,3,魚肉練製品,626,0.2,1,667,0.3,747,0.3,635,0.2,600,0.2,568,0.2,575,0.2,594,0.1
2,6,1,2,4,他の魚介加工品,906,0.3,-3.3,965,0.5,1018,0.4,915,0.3,931,0.3,872,0.3,742,0.2,901,0.2
2,5,1,3,0,肉類,7805,2.4,0,5815,3,6748,2.6,7022,2.6,7554,2.4,8197,2.4,9274,2.4,10025,2
2,6,1,3,1,生鮮肉,6350,2,0.2,4642,2.4,5444,2.1,5656,2.1,6091,1.9,6654,2,7619,2,8336,1.7
2,6,1,3,2,加工肉,1456,0.5,-0.7,1173,0.6,1304,0.5,1366,0.5,1463,0.5,1542,0.5,1654,0.4,1689,0.3
2,5,1,4,0,乳卵類,4127,1.3,-3.7,3373,1.8,3726,1.4,3946,1.4,4100,1.3,4324,1.3,4501,1.2,4920,1
2,6,1,4,1,牛乳,1291,0.4,-10,1097,0.6,1171,0.5,1224,0.4,1285,0.4,1409,0.4,1298,0.3,1551,0.3
2,6,1,4,2,乳製品,2077,0.6,0.5,1570,0.8,1831,0.7,1985,0.7,2076,0.7,2166,0.6,2386,0.6,2522,0.5
2,6,1,4,3,卵,760,0.2,-3.3,706,0.4,723,0.3,737,0.3,740,0.2,749,0.2,817,0.2,847,0.2
2,5,1,5,0,野菜・海藻,10552,3.3,1.1,10438,5.4,11524,4.5,10329,3.8,9812,3.1,10181,3,10280,2.7,11306,2.3
2,6,1,5,1,生鮮野菜,7382,2.3,1.2,7217,3.7,7916,3.1,7169,2.6,6865,2.2,7188,2.1,7197,1.9,8125,1.6
2,6,1,5,2,乾物・海藻,777,0.2,-1.5,744,0.4,856,0.3,735,0.3,748,0.2,802,0.2,756,0.2,798,0.2
2,6,1,5,3,大豆加工品,1156,0.4,1,1192,0.6,1286,0.5,1099,0.4,1025,0.3,1135,0.3,1190,0.3,1168,0.2
