項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,20万円未満／実数（円）,20万円未満／構成比（％）,20万円以上30万円未満／実数（円）,20万円以上30万円未満／構成比（％）,30万円以上40万円未満／実数（円）,30万円以上40万円未満／構成比（％）,40万円以上50万円未満／実数（円）,40万円以上50万円未満／構成比（％）,50万円以上60万円未満／実数（円）,50万円以上60万円未満／構成比（％）,60万円以上70万円未満／実数（円）,60万円以上70万円未満／構成比（％）,70万円以上／実数（円）,70万円以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,1968,-,1377,-,1848,-,1495,-,1370,-,974,-,969,-
0,0,0,0,0,調査世帯数,359,-,73,-,51,-,65,-,55,-,49,-,33,-,33,-
0,0,0,0,0,世帯人員,3.27,-,2.95,-,2.94,-,3.25,-,3.5,-,3.43,-,3.45,-,3.64,-
0,0,0,0,0,有業人員,1.71,-,1.7,-,1.75,-,1.77,-,1.73,-,1.72,-,1.64,-,1.6,-
0,0,0,0,0,世帯主平均年齢,49.8,-,55.8,-,50.2,-,46.4,-,46.3,-,48.1,-,50.2,-,50.8,-
1,0,0,0,0,受取,1179992,-,592859,-,857691,-,1023467,-,1289254,-,1387544,-,1710449,-,2125035,-
1,1,0,0,0,実収入,632404,100,205075,100,423349,100,545096,100,690810,100,793384,100,996128,100,1272202,100
1,2,0,0,0,経常収入,626646,99.1,202721,98.9,416884,98.5,539564,99,683051,98.9,787204,99.2,990946,99.5,1261774,99.2
1,3,0,0,0,勤め先収入,592054,93.6,137197,66.9,370325,87.5,509574,93.5,656773,95.1,765599,96.5,975862,98,1250287,98.3
1,4,0,0,0,世帯主収入,503688,79.6,87957,42.9,282867,66.8,411168,75.4,549080,79.5,672097,84.7,874400,87.8,1151794,90.5
1,6,0,0,0,うち男,481432,76.1,64370,31.4,251996,59.5,390716,71.7,530726,76.8,640970,80.8,871470,87.5,1128936,88.7
1,5,0,0,0,定期収入,409714,64.8,78755,38.4,248338,58.7,347503,63.8,448307,64.9,543519,68.5,647559,65,942186,74.1
1,5,0,0,0,臨時収入,5573,0.9,1741,0.8,5074,1.2,4730,0.9,6055,0.9,9502,1.2,8371,0.8,6253,0.5
1,5,0,0,0,賞与,88400,14,7462,3.6,29456,7,58935,10.8,94717,13.7,119076,15,218471,21.9,203356,16
1,4,0,0,0,世帯主の配偶者の収入,77226,12.2,32486,15.8,71178,16.8,86484,15.9,97418,14.1,90299,11.4,94167,9.5,89937,7.1
1,6,0,0,0,うち女,76899,12.2,31341,15.3,71178,16.8,86322,15.8,97418,14.1,89747,11.3,94167,9.5,89937,7.1
1,4,0,0,0,他の世帯員収入,11141,1.8,16754,8.2,16279,3.8,11923,2.2,10276,1.5,3204,0.4,7295,0.7,8557,0.7
1,3,0,0,0,事業・内職収入,7671,1.2,10747,5.2,10166,2.4,4854,0.9,7845,1.1,9028,1.1,3875,0.4,2578,0.2
1,4,0,0,0,家賃収入,4151,0.7,8493,4.1,7327,1.7,1019,0.2,4821,0.7,2623,0.3,701,0.1,505,0
1,4,0,0,0,他の事業収入,2646,0.4,1277,0.6,2773,0.7,3081,0.6,2338,0.3,5806,0.7,1645,0.2,343,0
1,4,0,0,0,内職収入,874,0.1,978,0.5,65,0,755,0.1,686,0.1,598,0.1,1529,0.2,1730,0.1
1,3,0,0,0,他の経常収入,26921,4.3,54778,26.7,36394,8.6,25136,4.6,18433,2.7,12576,1.6,11209,1.1,8909,0.7
1,4,0,0,0,財産収入,649,0.1,974,0.5,182,0,359,0.1,728,0.1,506,0.1,774,0.1,997,0.1
1,4,0,0,0,社会保障給付,25955,4.1,53386,26,35177,8.3,24664,4.5,17648,2.6,11643,1.5,10435,1,7911,0.6
1,5,0,0,0,公的年金給付,16684,2.6,46894,22.9,24722,5.8,13584,2.5,3156,0.5,3468,0.4,4023,0.4,810,0.1
1,5,0,0,0,他の社会保障給付,9272,1.5,6492,3.2,10455,2.5,11081,2,14492,2.1,8175,1,6412,0.6,7101,0.6
1,4,0,0,0,仕送り金,316,0,418,0.2,1035,0.2,112,0,57,0,428,0.1,-,-,-,-
1,2,0,0,0,特別収入,5757,0.9,2354,1.1,6464,1.5,5532,1,7759,1.1,6180,0.8,5182,0.5,10428,0.8
1,3,0,0,0,受贈金,1929,0.3,901,0.4,3533,0.8,1545,0.3,2205,0.3,1824,0.2,1702,0.2,3021,0.2
1,3,0,0,0,他の特別収入,3829,0.6,1453,0.7,2932,0.7,3987,0.7,5554,0.8,4357,0.5,3480,0.3,7407,0.6
1,1,0,0,0,実収入以外の受取(繰入金を除く),467357,-,312013,-,359063,-,400836,-,517273,-,516279,-,626232,-,757775,-
1,2,0,0,0,預貯金引出,377038,-,253895,-,297197,-,333087,-,410786,-,422346,-,494835,-,592870,-
1,2,0,0,0,保険金,3695,-,7835,-,7748,-,1924,-,1066,-,1121,-,2122,-,2287,-
1,3,0,0,0,個人・企業年金保険金,3436,-,7835,-,7748,-,1751,-,1066,-,540,-,26,-,2287,-
1,3,0,0,0,他の保険金,260,-,-,-,-,-,173,-,-,-,581,-,2097,-,-,-
1,2,0,0,0,有価証券売却,153,-,-,-,-,-,-,-,-,-,-,-,-,-,1616,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,301,-,528,-,-,-,54,-,-,-,-,-,1737,-,49,-
1,2,0,0,0,分割払購入借入金,3869,-,809,-,1630,-,3362,-,15099,-,2006,-,860,-,1741,-
1,2,0,0,0,一括払購入借入金,81917,-,48858,-,51667,-,62244,-,90149,-,90428,-,125713,-,158457,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,383,-,88,-,821,-,165,-,174,-,378,-,965,-,755,-
1,1,0,0,0,繰入金,80231,-,75771,-,75280,-,77535,-,81170,-,77881,-,88089,-,95059,-
2,0,0,0,0,支払,1179992,-,592859,-,857691,-,1023467,-,1289254,-,1387544,-,1710449,-,2125035,-
2,1,0,0,0,実支出,483473,-,290842,-,336874,-,394169,-,510135,-,558467,-,700342,-,881721,-
2,2,0,0,0,生計支出,354487,-,264590,-,282361,-,305082,-,383132,-,389718,-,454642,-,538702,-
2,3,0,0,0,消費支出,353941,100,264590,100,282361,100,302378,100,383132,100,389436,100,454642,100,538702,100
2,4,1,0,0,食料,88365,25,77572,29.3,74161,26.3,82062,27.1,90356,23.6,95948,24.6,101427,22.3,114969,21.3
2,5,1,1,0,穀類,6836,1.9,6880,2.6,6046,2.1,6430,2.1,7124,1.9,6909,1.8,7024,1.5,7947,1.5
2,6,1,1,1,米類,1790,0.5,1952,0.7,1644,0.6,1577,0.5,1834,0.5,1812,0.5,1809,0.4,1999,0.4
2,6,1,1,2,パン,3135,0.9,2954,1.1,2665,0.9,3038,1,3315,0.9,3181,0.8,3219,0.7,3959,0.7
2,6,1,1,3,麺類,1398,0.4,1448,0.5,1216,0.4,1387,0.5,1451,0.4,1399,0.4,1450,0.3,1441,0.3
2,6,1,1,4,他の穀類,513,0.1,526,0.2,521,0.2,428,0.1,523,0.1,517,0.1,547,0.1,548,0.1
2,5,1,2,0,魚介類,5127,1.4,5635,2.1,4749,1.7,4755,1.6,4646,1.2,4911,1.3,5716,1.3,5714,1.1
2,6,1,2,1,生鮮魚介,2979,0.8,3150,1.2,2665,0.9,2716,0.9,2726,0.7,2830,0.7,3704,0.8,3439,0.6
2,6,1,2,2,塩干魚介,866,0.2,1014,0.4,762,0.3,757,0.3,818,0.2,878,0.2,873,0.2,961,0.2
2,6,1,2,3,魚肉練製品,532,0.2,664,0.3,531,0.2,501,0.2,450,0.1,490,0.1,470,0.1,548,0.1
2,6,1,2,4,他の魚介加工品,750,0.2,807,0.3,791,0.3,781,0.3,652,0.2,714,0.2,668,0.1,765,0.1
2,5,1,3,0,肉類,7988,2.3,7099,2.7,6469,2.3,7357,2.4,8208,2.1,8495,2.2,8976,2,11072,2.1
2,6,1,3,1,生鮮肉,6502,1.8,5696,2.2,5211,1.8,5959,2,6629,1.7,6982,1.8,7373,1.6,9227,1.7
2,6,1,3,2,加工肉,1486,0.4,1403,0.5,1258,0.4,1398,0.5,1579,0.4,1513,0.4,1603,0.4,1846,0.3
2,5,1,4,0,乳卵類,4071,1.2,3755,1.4,3474,1.2,3685,1.2,4238,1.1,4190,1.1,4677,1,5218,1
2,6,1,4,1,牛乳,1225,0.3,991,0.4,1063,0.4,1106,0.4,1308,0.3,1281,0.3,1422,0.3,1765,0.3
2,6,1,4,2,乳製品,2098,0.6,2006,0.8,1751,0.6,1900,0.6,2137,0.6,2134,0.5,2477,0.5,2587,0.5
2,6,1,4,3,卵,749,0.2,758,0.3,660,0.2,679,0.2,793,0.2,775,0.2,777,0.2,866,0.2
2,5,1,5,0,野菜・海藻,9265,2.6,10199,3.9,8189,2.9,7867,2.6,8904,2.3,9598,2.5,10084,2.2,10814,2
2,6,1,5,1,生鮮野菜,6555,1.9,7135,2.7,5687,2,5543,1.8,6478,1.7,6739,1.7,7127,1.6,7824,1.5
2,6,1,5,2,乾物・海藻,695,0.2,798,0.3,585,0.2,585,0.2,633,0.2,731,0.2,749,0.2,839,0.2
2,6,1,5,3,大豆加工品,1026,0.3,1137,0.4,996,0.4,877,0.3,929,0.2,1070,0.3,1151,0.3,1100,0.2
2,6,1,5,4,他の野菜・海藻加工品,988,0.3,1129,0.4,921,0.3,863,0.3,864,0.2,1058,0.3,1057,0.2,1050,0.2
2,5,1,6,0,果物,2740,0.8,3110,1.2,2303,0.8,2293,0.8,2504,0.7,2534,0.7,3169,0.7,3609,0.7
2,6,1,6,1,生鮮果物,2421,0.7,2764,1,2003,0.7,2050,0.7,2225,0.6,2257,0.6,2730,0.6,3170,0.6
2,6,1,6,2,果物加工品,319,0.1,346,0.1,300,0.1,243,0.1,279,0.1,277,0.1,439,0.1,439,0.1
2,5,1,7,0,油脂・調味料,3606,1,3495,1.3,3044,1.1,3285,1.1,3879,1,3710,1,3909,0.9,4326,0.8
2,6,1,7,1,油脂,348,0.1,364,0.1,312,0.1,306,0.1,364,0.1,357,0.1,334,0.1,403,0.1
2,6,1,7,2,調味料,3258,0.9,3131,1.2,2731,1,2979,1,3515,0.9,3353,0.9,3576,0.8,3923,0.7
2,5,1,8,0,菓子類,6805,1.9,6087,2.3,5555,2,6687,2.2,7271,1.9,7225,1.9,6756,1.5,9020,1.7
2,5,1,9,0,調理食品,11571,3.3,11215,4.2,10203,3.6,11762,3.9,11678,3,12126,3.1,11355,2.5,12832,2.4
2,6,1,9,1,主食的調理食品,5199,1.5,4755,1.8,4412,1.6,5249,1.7,5216,1.4,5709,1.5,5125,1.1,6336,1.2
2,6,1,9,2,他の調理食品,6371,1.8,6460,2.4,5791,2.1,6513,2.2,6462,1.7,6416,1.6,6229,1.4,6496,1.2
2,5,1,10,0,飲料,5241,1.5,4813,1.8,4393,1.6,5387,1.8,5609,1.5,5411,1.4,5292,1.2,6121,1.1
2,6,1,10,1,茶類,1278,0.4,1314,0.5,1270,0.4,1373,0.5,1425,0.4,1107,0.3,1158,0.3,1176,0.2
2,6,1,10,2,コーヒー・ココア,1046,0.3,957,0.4,771,0.3,1035,0.3,1080,0.3,1204,0.3,1022,0.2,1374,0.3
2,6,1,10,3,他の飲料,2917,0.8,2543,1,2352,0.8,2979,1,3105,0.8,3100,0.8,3113,0.7,3571,0.7
2,5,1,11,0,酒類,3085,0.9,2434,0.9,2587,0.9,3335,1.1,3310,0.9,3427,0.9,3126,0.7,3680,0.7
2,5,1,12,0,外食,22031,6.2,12852,4.9,17151,6.1,19220,6.4,22985,6,27413,7,31344,6.9,34616,6.4
2,6,1,12,1,一般外食,20637,5.8,12014,4.5,16418,5.8,17782,5.9,20781,5.4,25458,6.5,29945,6.6,33235,6.2
2,6,1,12,2,学校給食,1393,0.4,838,0.3,732,0.3,1438,0.5,2204,0.6,1956,0.5,1399,0.3,1382,0.3
2,4,2,0,0,住居,26641,7.5,29500,11.1,24899,8.8,28831,9.5,27833,7.3,31848,8.2,15022,3.3,23904,4.4
2,5,2,1,0,家賃地代,20097,5.7,15199,5.7,22697,8,23214,7.7,25086,6.5,23940,6.1,12026,2.6,16651,3.1
2,5,2,2,0,設備修繕・維持,6545,1.8,14301,5.4,2202,0.8,5617,1.9,2747,0.7,7908,2,2996,0.7,7253,1.3
2,6,2,2,1,設備材料,1936,0.5,1547,0.6,142,0.1,2273,0.8,1788,0.5,2743,0.7,271,0.1,5045,0.9
2,6,2,2,2,工事その他のサービス,4608,1.3,12754,4.8,2060,0.7,3345,1.1,958,0.3,5166,1.3,2725,0.6,2208,0.4
2,4,3,0,0,光熱・水道,20830,5.9,18601,7,19347,6.9,19742,6.5,22174,5.8,21097,5.4,22633,5,24998,4.6
2,5,3,1,0,電気代,9631,2.7,8503,3.2,8621,3.1,9064,3,10030,2.6,9768,2.5,11003,2.4,12287,2.3
2,5,3,2,0,ガス代,5756,1.6,5054,1.9,5459,1.9,5532,1.8,6089,1.6,5885,1.5,6150,1.4,6763,1.3
2,5,3,3,0,他の光熱,209,0.1,289,0.1,231,0.1,245,0.1,247,0.1,93,0,95,0,145,0
2,5,3,4,0,上下水道料,5235,1.5,4755,1.8,5035,1.8,4901,1.6,5809,1.5,5352,1.4,5385,1.2,5804,1.1
