区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,359,-,-,53,-,53,-,51,-,53,-,50,-,49,-,50,-
0,0,世帯人員,3.27,-,-,2.97,-,2.89,-,3.35,-,3.41,-,3.32,-,3.42,-,3.51,-
0,0,有業人員,1.71,-,-,1.54,-,1.62,-,1.68,-,1.7,-,1.76,-,1.89,-,1.79,-
0,0,世帯主平均年齢,49.8,-,-,55.3,-,52.8,-,47.5,-,46.9,-,48.6,-,49.2,-,48.3,-
0,0,消費支出,326830,100,-2.6,245014,100,231187,100,293985,100,309648,100,347818,100,396949,100,462332,100
1,0,商品,155749,47.7,-5.7,130860,53.4,121991,52.8,142887,48.6,146538,47.3,155480,44.7,175446,44.2,216401,46.8
1,1,耐久財,14527,4.4,-29.5,6919,2.8,7386,3.2,11582,3.9,11368,3.7,14382,4.1,16549,4.2,33737,7.3
1,2,半耐久財,29473,9,-5.5,19696,8,19198,8.3,23767,8.1,26802,8.7,30858,8.9,34581,8.7,50991,11
1,3,非耐久財,111749,34.2,-1.4,104245,42.5,95407,41.3,107538,36.6,108368,35,110239,31.7,124316,31.3,131673,28.5
1,0,サービス,171081,52.3,0.4,114153,46.6,109196,47.2,151098,51.4,163110,52.7,192338,55.3,221504,55.8,245932,53.2
2,0,食料,92610,28.3,-0.8,82746,33.8,72119,31.2,85760,29.2,88995,28.7,94054,27,101862,25.7,123243,26.7
2,3,非耐久財,69028,21.1,-0.9,67731,27.6,58202,25.2,65869,22.4,66897,21.6,66769,19.2,75564,19,82491,17.8
2,4,サービス,23581,7.2,-0.5,15015,6.1,13917,6,19890,6.8,22099,7.1,27284,7.8,26298,6.6,40751,8.8
2,0,住居,26697,8.2,-4.1,27959,11.4,23571,10.2,28291,9.6,29264,9.5,27946,8,24880,6.3,25335,5.5
2,1,耐久財,1730,0.5,1.1,626,0.3,1228,0.5,1663,0.6,1102,0.4,1977,0.6,3358,0.8,2036,0.4
2,2,半耐久財,228,0.1,-8.4,355,0.1,120,0.1,159,0.1,357,0.1,158,0,294,0.1,150,0
2,4,サービス,24738,7.6,-4.4,26978,11,22223,9.6,26469,9,27806,9,25811,7.4,21228,5.3,23149,5
2,0,光熱・水道（非耐久財）,20830,6.4,1.9,18172,7.4,19167,8.3,20940,7.1,20765,6.7,20702,6,22668,5.7,22673,4.9
2,0,家具・家事用品,11529,3.5,-8.9,10201,4.2,8640,3.7,10008,3.4,11490,3.7,11938,3.4,11701,2.9,16608,3.6
2,1,耐久財,3880,1.2,-19.6,3626,1.5,2440,1.1,2904,1,3867,1.2,4608,1.3,3365,0.8,6268,1.4
2,2,半耐久財,3754,1.1,-3.7,3085,1.3,2948,1.3,3545,1.2,3596,1.2,3626,1,3872,1,5558,1.2
2,3,非耐久財,3046,0.9,-3.8,2880,1.2,2725,1.2,3068,1,3133,1,2885,0.8,3118,0.8,3531,0.8
2,4,サービス,849,0.3,10.3,609,0.2,526,0.2,491,0.2,893,0.3,819,0.2,1347,0.3,1250,0.3
2,0,被服及び履物,17271,5.3,-4.3,10078,4.1,9863,4.3,13122,4.5,15836,5.1,18561,5.3,20823,5.2,32260,7
2,2,半耐久財,16195,5,-3.8,9504,3.9,9017,3.9,12434,4.2,15022,4.9,17302,5,19456,4.9,30278,6.5
2,4,サービス,1076,0.3,-10.4,575,0.2,846,0.4,688,0.2,813,0.3,1259,0.4,1367,0.3,1981,0.4
2,0,保健医療,14203,4.3,0.9,10473,4.3,11485,5,16812,5.7,12236,4,16611,4.8,17337,4.4,14502,3.1
2,1,耐久財,1243,0.4,-2.3,581,0.2,998,0.4,1053,0.4,1077,0.3,1449,0.4,1925,0.5,1645,0.4
2,2,半耐久財,420,0.1,11.7,364,0.1,1054,0.5,418,0.1,271,0.1,281,0.1,380,0.1,216,0
2,3,非耐久財,4380,1.3,-11.9,4020,1.6,4278,1.9,4336,1.5,3623,1.2,4627,1.3,5096,1.3,4624,1
2,4,サービス,8161,2.5,9.5,5507,2.2,5156,2.2,11005,3.7,7264,2.3,10254,2.9,9935,2.5,8016,1.7
2,0,交通・通信,43438,13.3,-8.1,24631,10.1,27337,11.8,37697,12.8,39825,12.9,51218,14.7,52589,13.2,71585,15.5
