項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年増加率（％）,400万円未満／実数（円）,400万円未満／構成比（％）,400万円以上600万円未満／実数（円）,400万円以上600万円未満／構成比（％）,600万円以上800万円未満／実数（円）,600万円以上800万円未満／構成比（％）,800万円以上1000万円未満／実数（円）,800万円以上1000万円未満／構成比（％）,1000万円以上／実数（円）,1000万円以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,859,-,1896,-,2179,-,2109,-,2957,-
0,0,0,0,0,調査世帯数,359,-,-,32,-,70,-,79,-,78,-,100,-
0,0,0,0,0,世帯人員,3.27,-,-,2.53,-,3.15,-,3.22,-,3.41,-,3.49,-
0,0,0,0,0,有業人員,1.71,-,-,1.53,-,1.52,-,1.66,-,1.77,-,1.88,-
0,0,0,0,0,世帯主平均年齢,49.8,-,-,55.9,-,47.8,-,49,-,48.3,-,51,-
0,0,0,0,0,平均年間収入(万円),864,-,-,322,-,505,-,703,-,883,-,1358,-
1,0,0,0,0,受取,1179992,-,4.7,604271,-,747207,-,980619,-,1214991,-,1748819,-
1,1,0,0,0,実収入,632404,100,9,283483,100,368460,100,506304,100,659101,100,978268,100
1,2,0,0,0,経常収入,626646,99.1,9.3,279512,98.6,364296,98.9,502323,99.2,651817,98.9,970646,99.2
1,3,0,0,0,勤め先収入,592054,93.6,8.2,220047,77.6,328735,89.2,471961,93.2,623508,94.6,936307,95.7
1,4,0,0,0,世帯主収入,503688,79.6,5.2,189519,66.9,297545,80.8,416575,82.3,523409,79.4,778023,79.5
1,6,0,0,0,うち男,481432,76.1,6.8,144514,51,276454,75,387047,76.4,504097,76.5,765304,78.2
1,5,0,0,0,定期収入,409714,64.8,0.3,175943,62.1,261412,70.9,350997,69.3,423350,64.2,606403,62
1,5,0,0,0,臨時収入,5573,0.9,33,1576,0.6,5258,1.4,6116,1.2,5066,0.8,6788,0.7
1,5,0,0,0,賞与,88400,14,33.1,12001,4.2,30875,8.4,59462,11.7,94993,14.4,164832,16.8
1,4,0,0,0,世帯主の配偶者の収入,77226,12.2,23.7,23470,8.3,27483,7.5,48805,9.6,84209,12.8,141222,14.4
1,6,0,0,0,うち女,76899,12.2,27.7,21995,7.8,27483,7.5,48336,9.5,84177,12.8,140824,14.4
1,4,0,0,0,他の世帯員収入,11141,1.8,101.2,7059,2.5,3707,1,6581,1.3,15890,2.4,17062,1.7
1,3,0,0,0,事業・内職収入,7671,1.2,97.8,4234,1.5,3519,1,4299,0.8,6213,0.9,14702,1.5
1,4,0,0,0,家賃収入,4151,0.7,110.8,285,0.1,1292,0.4,976,0.2,2582,0.4,10474,1.1
1,4,0,0,0,他の事業収入,2646,0.4,102.4,2136,0.8,1493,0.4,2618,0.5,3349,0.5,3029,0.3
1,4,0,0,0,内職収入,874,0.1,44.7,1814,0.6,733,0.2,705,0.1,282,0,1199,0.1
1,3,0,0,0,他の経常収入,26921,4.3,20,55230,19.5,32043,8.7,26063,5.1,22095,3.4,19637,2
1,4,0,0,0,財産収入,649,0.1,-46.4,506,0.2,162,0,431,0.1,572,0.1,1204,0.1
1,4,0,0,0,社会保障給付,25955,4.1,26.1,53180,18.8,31091,8.4,25503,5,21483,3.3,18433,1.9
1,5,0,0,0,公的年金給付,16684,2.6,15.5,42475,15,22588,6.1,16853,3.3,11598,1.8,9164,0.9
1,5,0,0,0,他の社会保障給付,9272,1.5,51.1,10706,3.8,8503,2.3,8650,1.7,9885,1.5,9269,0.9
1,4,0,0,0,仕送り金,316,0,-50.1,1543,0.5,791,0.2,129,0,40,0,-,-
1,2,0,0,0,特別収入,5757,0.9,-15.5,3971,1.4,4164,1.1,3981,0.8,7284,1.1,7623,0.8
1,3,0,0,0,受贈金,1929,0.3,-31.2,2482,0.9,1814,0.5,1602,0.3,1934,0.3,2099,0.2
1,3,0,0,0,他の特別収入,3829,0.6,-4.4,1490,0.5,2350,0.6,2379,0.5,5350,0.8,5523,0.6
1,1,0,0,0,実収入以外の受取(繰入金を除く),467357,-,0.7,245283,-,317452,-,403132,-,478589,-,667933,-
1,2,0,0,0,預貯金引出,377038,-,1,213362,-,270610,-,330867,-,383834,-,522048,-
1,2,0,0,0,保険金,3695,-,-22.6,3111,-,4390,-,3980,-,4286,-,2889,-
1,3,0,0,0,個人・企業年金保険金,3436,-,-4.3,3111,-,4390,-,3980,-,3257,-,2721,-
1,3,0,0,0,他の保険金,260,-,-78,-,-,-,-,-,-,1028,-,168,-
1,2,0,0,0,有価証券売却,153,-,282.5,-,-,-,-,-,-,-,-,556,-
