項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
0,0,0,0,0,世帯数分布,"10,000",-,"2,682",-,"3,076",-,"3,286",-,957,-
0,0,0,0,0,調査世帯数,359,-,95,-,110,-,118,-,36,-
0,0,0,0,0,世帯人員,3.27,-,2,-,3,-,4,-,5.16,-
0,0,0,0,0,有業人員,1.71,-,1.53,-,1.73,-,1.82,-,1.8,-
0,0,0,0,0,世帯主平均年齢,49.8,-,54.5,-,49.8,-,47,-,46.2,-
1,0,0,0,0,受取,1179992,-,1026573,-,1172339,-,1264271,-,1353951,-
1,1,0,0,0,実収入,632404,100,530546,100,635818,100,691874,100,701605,100
1,2,0,0,0,経常収入,626646,99.1,525037,99,629650,99,685807,99.1,697153,99.4
1,3,0,0,0,勤め先収入,592054,93.6,473681,89.3,590453,92.9,667664,96.5,667984,95.2
1,4,0,0,0,世帯主収入,503688,79.6,397940,75,489855,77,576665,83.3,592319,84.4
1,6,0,0,0,うち男,481432,76.1,343077,64.7,472950,74.4,569898,82.4,589068,84
1,5,0,0,0,定期収入,409714,64.8,332032,62.6,395203,62.2,465799,67.3,483574,68.9
1,5,0,0,0,臨時収入,5573,0.9,5882,1.1,5027,0.8,5790,0.8,5806,0.8
1,5,0,0,0,賞与,88400,14,60026,11.3,89625,14.1,105076,15.2,102939,14.7
1,4,0,0,0,世帯主の配偶者の収入,77226,12.2,69428,13.1,88630,13.9,75591,10.9,69907,10
1,6,0,0,0,うち女,76899,12.2,68994,13,88034,13.8,75484,10.9,69907,10
1,4,0,0,0,他の世帯員収入,11141,1.8,6313,1.2,11969,1.9,15408,2.2,5758,0.8
1,3,0,0,0,事業・内職収入,7671,1.2,11664,2.2,10355,1.6,3241,0.5,2302,0.3
1,4,0,0,0,家賃収入,4151,0.7,6606,1.2,5095,0.8,2248,0.3,-,-
1,4,0,0,0,他の事業収入,2646,0.4,4360,0.8,3948,0.6,145,0,2275,0.3
1,4,0,0,0,内職収入,874,0.1,699,0.1,1311,0.2,847,0.1,27,0
1,3,0,0,0,他の経常収入,26921,4.3,39693,7.5,28842,4.5,14903,2.2,26868,3.8
1,4,0,0,0,財産収入,649,0.1,1062,0.2,483,0.1,168,0,1753,0.2
1,4,0,0,0,社会保障給付,25955,4.1,38027,7.2,28024,4.4,14707,2.1,24644,3.5
1,5,0,0,0,公的年金給付,16684,2.6,34697,6.5,16668,2.6,5490,0.8,6365,0.9
1,5,0,0,0,他の社会保障給付,9272,1.5,3330,0.6,11356,1.8,9217,1.3,18279,2.6
1,4,0,0,0,仕送り金,316,0,605,0.1,335,0.1,28,0,471,0.1
1,2,0,0,0,特別収入,5757,0.9,5508,1,6168,1,6066,0.9,4451,0.6
1,3,0,0,0,受贈金,1929,0.3,1581,0.3,2401,0.4,2137,0.3,907,0.1
1,3,0,0,0,他の特別収入,3829,0.6,3927,0.7,3767,0.6,3930,0.6,3545,0.5
1,1,0,0,0,実収入以外の受取(繰入金を除く),467357,-,403234,-,464955,-,491848,-,581503,-
1,2,0,0,0,預貯金引出,377038,-,321818,-,377001,-,397950,-,466163,-
1,2,0,0,0,保険金,3695,-,5899,-,5610,-,401,-,2376,-
1,3,0,0,0,個人・企業年金保険金,3436,-,5775,-,5400,-,401,-,636,-
1,3,0,0,0,他の保険金,260,-,124,-,210,-,-,-,1740,-
1,2,0,0,0,有価証券売却,153,-,-,-,-,-,461,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,301,-,273,-,156,-,534,-,-,-
1,2,0,0,0,分割払購入借入金,3869,-,8250,-,2872,-,2013,-,1124,-
1,2,0,0,0,一括払購入借入金,81917,-,66293,-,79009,-,90272,-,111489,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,383,-,702,-,308,-,217,-,350,-
1,1,0,0,0,繰入金,80231,-,92793,-,71566,-,80549,-,70843,-
2,0,0,0,0,支払,1179992,-,1026573,-,1172339,-,1264271,-,1353951,-
2,1,0,0,0,実支出,483473,-,426825,-,469016,-,526753,-,549970,-
2,2,0,0,0,生計支出,354487,-,322724,-,341738,-,380287,-,404957,-
2,3,0,0,0,消費支出,353941,100,320878,100,341738,100,380272,100,404555,100
2,4,1,0,0,食料,88365,25,78010,24.3,85314,25,95449,25.1,104020,25.7
2,5,1,1,0,穀類,6836,1.9,5160,1.6,6384,1.9,7875,2.1,9490,2.3
2,6,1,1,1,米類,1790,0.5,1187,0.4,1748,0.5,2009,0.5,2864,0.7
2,6,1,1,2,パン,3135,0.9,2493,0.8,2909,0.9,3599,0.9,4110,1
2,6,1,1,3,麺類,1398,0.4,1065,0.3,1259,0.4,1671,0.4,1857,0.5
2,6,1,1,4,他の穀類,513,0.1,415,0.1,467,0.1,596,0.2,660,0.2
2,5,1,2,0,魚介類,5127,1.4,4795,1.5,5097,1.5,5260,1.4,5602,1.4
2,6,1,2,1,生鮮魚介,2979,0.8,2677,0.8,2941,0.9,3159,0.8,3277,0.8
2,6,1,2,2,塩干魚介,866,0.2,770,0.2,881,0.3,880,0.2,1030,0.3
2,6,1,2,3,魚肉練製品,532,0.2,548,0.2,501,0.1,563,0.1,477,0.1
2,6,1,2,4,他の魚介加工品,750,0.2,801,0.2,774,0.2,659,0.2,818,0.2
2,5,1,3,0,肉類,7988,2.3,5177,1.6,7592,2.2,9918,2.6,10591,2.6
2,6,1,3,1,生鮮肉,6502,1.8,4090,1.3,6195,1.8,8150,2.1,8660,2.1
2,6,1,3,2,加工肉,1486,0.4,1086,0.3,1396,0.4,1768,0.5,1931,0.5
2,5,1,4,0,乳卵類,4071,1.2,3172,1,3966,1.2,4689,1.2,4857,1.2
2,6,1,4,1,牛乳,1225,0.3,819,0.3,1179,0.3,1447,0.4,1759,0.4
2,6,1,4,2,乳製品,2098,0.6,1760,0.5,2082,0.6,2383,0.6,2147,0.5
2,6,1,4,3,卵,749,0.2,593,0.2,704,0.2,858,0.2,951,0.2
2,5,1,5,0,野菜・海藻,9265,2.6,8737,2.7,9074,2.7,9922,2.6,9197,2.3
2,6,1,5,1,生鮮野菜,6555,1.9,5957,1.9,6479,1.9,7202,1.9,6329,1.6
2,6,1,5,2,乾物・海藻,695,0.2,678,0.2,644,0.2,726,0.2,793,0.2
2,6,1,5,3,大豆加工品,1026,0.3,1056,0.3,1011,0.3,1017,0.3,1036,0.3
2,6,1,5,4,他の野菜・海藻加工品,988,0.3,1047,0.3,940,0.3,977,0.3,1040,0.3
2,5,1,6,0,果物,2740,0.8,2791,0.9,2869,0.8,2631,0.7,2586,0.6
2,6,1,6,1,生鮮果物,2421,0.7,2474,0.8,2534,0.7,2315,0.6,2306,0.6
