項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,2074,-,6592,-,502,-,186,-,832,-,4776,-
0,0,0,0,0,調査世帯数,359,-,73,-,238,-,18,-,6,-,30,-,170,-
0,0,0,0,0,世帯人員,3.27,-,2,-,3.72,-,2.41,-,2.39,-,3.29,-,3.33,-
0,0,0,0,0,有業人員,1.71,-,1.58,-,1.75,-,1.65,-,1.12,-,1.75,-,2.19,-
0,0,0,0,0,世帯主平均年齢,49.8,-,55,-,47.5,-,53.7,-,41.7,-,53.3,-,49,-
1,0,0,0,0,受取,1179992,-,1095678,-,1256965,-,717985,-,695643,-,1054980,-,1288720,-
1,1,0,0,0,実収入,632404,100,574901,100,684495,100,360589,100,355592,100,527665,100,714457,100
1,2,0,0,0,経常収入,626646,99.1,569064,99,678231,99.1,356772,98.9,354757,99.8,524529,99.4,708990,99.2
1,3,0,0,0,勤め先収入,592054,93.6,519119,90.3,653861,95.5,316297,87.7,308916,86.9,447649,84.8,685154,95.9
1,4,0,0,0,世帯主収入,503688,79.6,429697,74.7,560306,81.9,271788,75.4,294165,82.7,378518,71.7,514019,71.9
1,6,0,0,0,うち男,481432,76.1,418952,72.9,553782,80.9,42153,11.7,-,-,331952,62.9,503268,70.4
1,5,0,0,0,定期収入,409714,64.8,355985,61.9,448393,65.5,236751,65.7,238560,67.1,346319,65.6,419504,58.7
1,5,0,0,0,臨時収入,5573,0.9,6223,1.1,5872,0.9,2557,0.7,6692,1.9,3894,0.7,5013,0.7
1,5,0,0,0,賞与,88400,14,67489,11.7,106042,15.5,32479,9,48913,13.8,28304,5.4,89502,12.5
1,4,0,0,0,世帯主の配偶者の収入,77226,12.2,89423,15.6,84144,12.3,-,-,-,-,37223,7.1,161169,22.6
1,6,0,0,0,うち女,76899,12.2,88869,15.5,83827,12.2,-,-,-,-,37155,7,160484,22.5
1,4,0,0,0,他の世帯員収入,11141,1.8,-,-,9411,1.4,44510,12.3,14751,4.1,31908,6,9966,1.4
1,3,0,0,0,事業・内職収入,7671,1.2,13550,2.4,5787,0.8,2121,0.6,-,-,11273,2.1,11104,1.6
1,4,0,0,0,家賃収入,4151,0.7,8025,1.4,2868,0.4,859,0.2,-,-,6256,1.2,6473,0.9
1,4,0,0,0,他の事業収入,2646,0.4,4673,0.8,1908,0.3,1093,0.3,-,-,4911,0.9,4530,0.6
1,4,0,0,0,内職収入,874,0.1,853,0.1,1011,0.1,169,0,-,-,106,0,101,0
1,3,0,0,0,他の経常収入,26921,4.3,36395,6.3,18583,2.7,38354,10.6,45840,12.9,65608,12.4,12732,1.8
1,4,0,0,0,財産収入,649,0.1,1125,0.2,440,0.1,336,0.1,-,-,1102,0.2,514,0.1
1,4,0,0,0,社会保障給付,25955,4.1,35270,6.1,18064,2.6,33700,9.3,35707,10,63659,12.1,12106,1.7
1,5,0,0,0,公的年金給付,16684,2.6,33161,5.8,6297,0.9,18824,5.2,-,-,59131,11.2,7085,1
1,5,0,0,0,他の社会保障給付,9272,1.5,2110,0.4,11767,1.7,14877,4.1,35707,10,4528,0.9,5021,0.7
1,4,0,0,0,仕送り金,316,0,-,-,80,0,4318,1.2,10133,2.8,847,0.2,112,0
1,2,0,0,0,特別収入,5757,0.9,5836,1,6264,0.9,3817,1.1,835,0.2,3136,0.6,5467,0.8
1,3,0,0,0,受贈金,1929,0.3,1080,0.2,2180,0.3,3305,0.9,692,0.2,1288,0.2,1564,0.2
1,3,0,0,0,他の特別収入,3829,0.6,4756,0.8,4085,0.6,513,0.1,143,0,1848,0.4,3904,0.5
1,1,0,0,0,実収入以外の受取(繰入金を除く),467357,-,425814,-,498563,-,270675,-,248812,-,441985,-,490798,-
1,2,0,0,0,預貯金引出,377038,-,333360,-,403113,-,231773,-,206203,-,366476,-,394354,-
