項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,7444,-,1688,-,341,-,527,-
0,0,0,0,0,調査世帯数,359,-,269,-,59,-,13,-,17,-
0,0,0,0,0,世帯人員,3.27,-,3.37,-,2.84,-,2.65,-,3.58,-
0,0,0,0,0,有業人員,1.71,-,1.73,-,1.72,-,1.57,-,1.47,-
0,0,0,0,0,世帯主平均年齢,49.8,-,51.2,-,44.5,-,56.3,-,43.7,-
1,0,0,0,0,受取,1179992,-,1240824,-,986703,-,753543,-,1217971,-
1,1,0,0,0,実収入,632404,100,659102,100,533213,100,393486,100,728038,100
1,2,0,0,0,経常収入,626646,99.1,652778,99,529252,99.3,390942,99.4,722272,99.2
1,3,0,0,0,勤め先収入,592054,93.6,614783,93.3,506041,94.9,341903,86.9,711656,97.7
1,4,0,0,0,世帯主収入,503688,79.6,522769,79.3,423205,79.4,280153,71.2,643625,88.4
1,6,0,0,0,うち男,481432,76.1,503727,76.4,394013,73.9,185867,47.2,641410,88.1
1,5,0,0,0,定期収入,409714,64.8,424839,64.5,356757,66.9,231416,58.8,480217,66
1,5,0,0,0,臨時収入,5573,0.9,5931,0.9,3896,0.7,5279,1.3,5934,0.8
1,5,0,0,0,賞与,88400,14,91998,14,62552,11.7,43459,11,157475,21.6
1,4,0,0,0,世帯主の配偶者の収入,77226,12.2,81947,12.4,66624,12.5,41026,10.4,66759,9.2
1,6,0,0,0,うち女,76899,12.2,81611,12.4,66165,12.4,41026,10.4,66759,9.2
1,4,0,0,0,他の世帯員収入,11141,1.8,10067,1.5,16212,3,20723,5.3,1272,0.2
1,3,0,0,0,事業・内職収入,7671,1.2,8014,1.2,8431,1.6,2359,0.6,3702,0.5
1,4,0,0,0,家賃収入,4151,0.7,5083,0.8,1324,0.2,1128,0.3,2412,0.3
1,4,0,0,0,他の事業収入,2646,0.4,1898,0.3,6748,1.3,1231,0.3,-,-
1,4,0,0,0,内職収入,874,0.1,1033,0.2,359,0.1,-,-,1290,0.2
1,3,0,0,0,他の経常収入,26921,4.3,29981,4.5,14779,2.8,46680,11.9,6914,0.9
1,4,0,0,0,財産収入,649,0.1,704,0.1,-,-,2789,0.7,161,0
1,4,0,0,0,社会保障給付,25955,4.1,28949,4.4,14370,2.7,43891,11.2,6753,0.9
1,5,0,0,0,公的年金給付,16684,2.6,19647,3,4839,0.9,36635,9.3,229,0
1,5,0,0,0,他の社会保障給付,9272,1.5,9302,1.4,9532,1.8,7257,1.8,6524,0.9
1,4,0,0,0,仕送り金,316,0,328,0,408,0.1,-,-,-,-
1,2,0,0,0,特別収入,5757,0.9,6324,1,3962,0.7,2544,0.6,5766,0.8
1,3,0,0,0,受贈金,1929,0.3,1898,0.3,1809,0.3,717,0.2,3438,0.5
1,3,0,0,0,他の特別収入,3829,0.6,4427,0.7,2153,0.4,1827,0.5,2328,0.3
1,1,0,0,0,実収入以外の受取(繰入金を除く),467357,-,501845,-,373330,-,289783,-,400555,-
1,2,0,0,0,預貯金引出,377038,-,400941,-,317671,-,261446,-,306531,-
1,2,0,0,0,保険金,3695,-,4762,-,244,-,694,-,1474,-
1,3,0,0,0,個人・企業年金保険金,3436,-,4407,-,244,-,694,-,1474,-
1,3,0,0,0,他の保険金,260,-,355,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,153,-,208,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,301,-,294,-,445,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,3869,-,4940,-,894,-,132,-,2330,-
1,2,0,0,0,一括払購入借入金,81917,-,90437,-,53168,-,26123,-,90066,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,383,-,264,-,908,-,1388,-,155,-
1,1,0,0,0,繰入金,80231,-,79876,-,80159,-,70274,-,89378,-
2,0,0,0,0,支払,1179992,-,1240824,-,986703,-,753543,-,1217971,-
2,1,0,0,0,実支出,483473,-,496607,-,436474,-,333286,-,543077,-
2,2,0,0,0,生計支出,354487,-,357256,-,348509,-,282991,-,381011,-
2,3,0,0,0,消費支出,353941,100,357202,100,345434,100,282991,100,381011,100
2,4,1,0,0,食料,88365,25,91416,25.6,77005,22.3,69665,24.6,93946,24.7
2,5,1,1,0,穀類,6836,1.9,7102,2,5765,1.7,5838,2.1,7072,1.9
2,6,1,1,1,米類,1790,0.5,1848,0.5,1485,0.4,1899,0.7,1787,0.5
2,6,1,1,2,パン,3135,0.9,3317,0.9,2533,0.7,2188,0.8,3129,0.8
2,6,1,1,3,麺類,1398,0.4,1405,0.4,1296,0.4,1358,0.5,1619,0.4
2,6,1,1,4,他の穀類,513,0.1,532,0.1,451,0.1,394,0.1,537,0.1
2,5,1,2,0,魚介類,5127,1.4,5391,1.5,4020,1.2,4824,1.7,5085,1.3
2,6,1,2,1,生鮮魚介,2979,0.8,3136,0.9,2196,0.6,3048,1.1,3208,0.8
2,6,1,2,2,塩干魚介,866,0.2,907,0.3,715,0.2,710,0.3,836,0.2
2,6,1,2,3,魚肉練製品,532,0.2,548,0.2,512,0.1,463,0.2,409,0.1
2,6,1,2,4,他の魚介加工品,750,0.2,801,0.2,596,0.2,603,0.2,631,0.2
2,5,1,3,0,肉類,7988,2.3,8453,2.4,6224,1.8,5398,1.9,8638,2.3
2,6,1,3,1,生鮮肉,6502,1.8,6892,1.9,4989,1.4,4341,1.5,7106,1.9
2,6,1,3,2,加工肉,1486,0.4,1561,0.4,1236,0.4,1057,0.4,1532,0.4
2,5,1,4,0,乳卵類,4071,1.2,4290,1.2,3184,0.9,2530,0.9,4865,1.3
2,6,1,4,1,牛乳,1225,0.3,1318,0.4,872,0.3,727,0.3,1347,0.4
2,6,1,4,2,乳製品,2098,0.6,2193,0.6,1689,0.5,1222,0.4,2679,0.7
2,6,1,4,3,卵,749,0.2,779,0.2,624,0.2,582,0.2,840,0.2
2,5,1,5,0,野菜・海藻,9265,2.6,9756,2.7,7487,2.2,7660,2.7,9100,2.4
2,6,1,5,1,生鮮野菜,6555,1.9,6880,1.9,5324,1.5,5484,1.9,6656,1.7
2,6,1,5,2,乾物・海藻,695,0.2,748,0.2,508,0.1,478,0.2,698,0.2
2,6,1,5,3,大豆加工品,1026,0.3,1081,0.3,871,0.3,694,0.2,983,0.3
2,6,1,5,4,他の野菜・海藻加工品,988,0.3,1047,0.3,786,0.2,1005,0.4,763,0.2
2,5,1,6,0,果物,2740,0.8,2943,0.8,2111,0.6,1957,0.7,2509,0.7
2,6,1,6,1,生鮮果物,2421,0.7,2582,0.7,1936,0.6,1826,0.6,2239,0.6
2,6,1,6,2,果物加工品,319,0.1,362,0.1,175,0.1,131,0,270,0.1
