区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
15歳以上人口,12453,12498,-45,-0.4,6074,6100,-26,-0.4,6379,6398,-19,-0.3
〔就業状態〕／労働力人口,8604,8431,173,2.1,4712,4639,73,1.6,3892,3792,100,2.6
〔就業状態〕／労働力人口／就業者数,8365,8111,254,3.1,4577,4427,150,3.4,3787,3684,103,2.8
〔就業状態〕／労働力人口／就業者数／自営業主数,607,589,18,3.1,409,409,0,0,198,180,18,10
〔就業状態〕／労働力人口／就業者数／家族従業者数,88,80,8,10,15,7,8,114.3,73,72,1,1.4
〔就業状態〕／労働力人口／就業者数／雇用者数,7636,7372,264,3.6,4131,3973,158,4,3506,3399,107,3.1
〔就業状態〕／労働力人口／就業者数／雇用者数／うち正規の職員・従業員,4742,4546,196,4.3,2858,2791,67,2.4,1884,1755,129,7.4
〔就業状態〕／労働力人口／就業者数／雇用者数／うち非正規の職員・従業員,2361,2283,78,3.4,851,752,99,13.2,1510,1531,-21,-1.4
〔就業状態〕／労働力人口／就業者数／雇用者数／うち非正規の職員・従業員／うちパート・アルバイト,1565,1481,84,5.7,445,379,66,17.4,1120,1102,18,1.6
〔就業状態〕／労働力人口／完全失業者数,239,320,-81,-25.3,134,212,-78,-36.8,105,108,-3,-2.8
〔就業状態〕／非労働力人口,3841,4058,-217,-5.3,1359,1455,-96,-6.6,2482,2602,-120,-4.6
〔就業者の活動状況別内訳〕／就業者数（再掲）,8365,8111,254,3.1,4577,4427,150,3.4,3787,3684,103,2.8
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数,8141,7835,306,3.9,4506,4332,174,4,3635,3502,133,3.8
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／主に仕事,6979,6773,206,3,4262,4145,117,2.8,2718,2628,90,3.4
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／通学のかたわらに仕事,289,240,49,20.4,137,89,48,53.9,152,151,1,0.7
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／家事などのかたわらに仕事,872,822,50,6.1,107,99,8,8.1,765,723,42,5.8
〔就業者の活動状況別内訳〕／就業者数（再掲）／休業者数,224,277,-53,-19.1,72,95,-23,-24.2,152,182,-30,-16.5
