Ａ自治体名（障害者サービス担当館）,Ｂ蔵書数録音資料テープ図書作成タイトル,Ｂ蔵書数録音資料テープ図書寄贈タイトル,Ｂ蔵書数録音資料テープ図書購入タイトル,Ｂ蔵書数録音資料テープ雑誌作成タイトル,Ｂ蔵書数録音資料テープ雑誌寄贈タイトル,Ｂ蔵書数録音資料テープ雑誌購入タイトル,Ｂ蔵書数録音資料ＤＡＩＳＹ図書作成タイトル,Ｂ蔵書数録音資料ＤＡＩＳＹ図書寄贈タイトル,Ｂ蔵書数録音資料ＤＡＩＳＹ図書購入タイトル,Ｂ蔵書数録音資料マルチメディアＤＡＩＳＹ図書作成タイトル,Ｂ蔵書数録音資料マルチメディアＤＡＩＳＹ図書寄贈タイトル,Ｂ蔵書数録音資料マルチメディアＤＡＩＳＹ図書購入タイトル,Ｂ蔵書数録音資料ＤＡＩＳＹ雑誌作成タイトル,Ｂ蔵書数録音資料ＤＡＩＳＹ雑誌寄贈タイトル,Ｂ蔵書数録音資料ＤＡＩＳＹ雑誌購入タイトル,Ｂ蔵書数録音資料録音資料合計タイトル,Ｂ蔵書数点字資料点字図書作成タイトル,Ｂ蔵書数点字資料点字図書寄贈タイトル,Ｂ蔵書数点字資料点字図書購入タイトル,Ｂ蔵書数点字資料点字雑誌作成タイトル,Ｂ蔵書数点字資料点字雑誌寄贈タイトル,Ｂ蔵書数点字資料点字雑誌購入タイトル,Ｂ蔵書数点字資料点字資料合計タイトル,Ｂ蔵書数拡大写本タイトル,Ｂ蔵書数点字絵本タイトル,Ｂ蔵書数さわる絵本タイトル,Ｂ蔵書数その他タイトル,Ｃ利用者登録者数（人）,Ｃ利用者登録者数内訳登録者内数（視覚障害以外）,Ｃ利用者登録者数内訳登録者内数（視覚障害以外の読書困難者）,Ｄ職員数専任（正規職員）（人）,Ｄ職員数兼任（正規・非常勤職員）（人）,Ｄ職員数専任（委託・指定管理職員）（人）,Ｄ職員数兼任（委託・指定管理職員）（人）,Ｄ職員数アルバイト（人）,Ｄ職員数その他（人）,Ｅ講習会等実施回数音訳講習会,Ｅ講習会等実施回数研修会,Ｅ講習会等実施回数展示会,Ｅ講習会等実施回数機器操作講習会,Ｅ講習会等実施回数担当者会,Ｅ講習会等実施回数その他,Ｆ貸出機器台数点字プリンター,Ｆ貸出機器台数デイジー再生用,Ｆ貸出機器台数その他,Ｆ貸出機器デイジー再生機器館外貸出サービス実施,Ｇ対面音訳利用状況利用者延人数,Ｇ対面音訳利用状況利用時間,Ｇ対面音訳利用状況音訳延人数,Ｇ対面音訳利用状況対面実施館数,Ｇ対面音訳音訳者職員（人）,Ｇ対面音訳音訳者職員以外（人）,Ｈ資料の自館製作録音資料音訳者職員（人）,Ｈ資料の自館製作録音資料音訳者職員以外（人）,Ｈ資料の自館製作録音資料校正者職員（人）,Ｈ資料の自館製作録音資料校正者職員以外（人）,Ｈ資料の自館製作録音資料ＤＡＩＳＹ編集者職員（人）,Ｈ資料の自館製作録音資料ＤＡＩＳＹ編集者職員以外（人）,Ｈ資料の自館製作録音資料ＤＡＩＳＹ校正者職員（人）,Ｈ資料の自館製作録音資料ＤＡＩＳＹ校正者職員以外（人）,Ｈ資料の自館製作点訳資料点訳者職員（人）,Ｈ資料の自館製作点訳資料点訳者職員以外（人）,Ｈ資料の自館製作点訳資料校正者職員（人）,Ｈ資料の自館製作点訳資料校正者職員以外（人）,Ｉ貸出・相互貸借個人貸出録音資料テープタイトル,Ｉ貸出・相互貸借個人貸出録音資料ＤＡＩＳＹタイトル,Ｉ貸出・相互貸借個人貸出録音資料マルチメディアＤＡＩＳＹタイトル,Ｉ貸出・相互貸借個人貸出点字資料タイトル,Ｉ貸出・相互貸借個人貸出その他タイトル,Ｉ貸出・相互貸借個人貸出個人貸出合計タイトル,Ｉ貸出・相互貸借相互賃借貸出資料別（タイトル）テープ,Ｉ貸出・相互貸借相互賃借貸出資料別（タイトル）ＤＡＩＳＹ,Ｉ貸出・相互貸借相互賃借貸出資料別（タイトル）マルチメディアＤＡＩＳＹ,Ｉ貸出・相互貸借相互賃借貸出資料別（タイトル）点字,Ｉ貸出・相互貸借相互賃借貸出資料別（タイトル）その他,Ｉ貸出・相互貸借相互賃借貸出貸出合計（タイトル）,Ｉ貸出・相互貸借相互賃借借受資料別（タイトル）テープ,Ｉ貸出・相互貸借相互賃借借受資料別（タイトル）ＤＡＩＳＹ,Ｉ貸出・相互貸借相互賃借借受資料別（タイトル）マルチメディアＤＡＩＳＹ,Ｉ貸出・相互貸借相互賃借借受資料別（タイトル）点字,Ｉ貸出・相互貸借相互賃借借受資料別（タイトル）その他,Ｉ貸出・相互貸借相互賃借借受借受合計（タイトル）,備考
東京都,"4,453",62,"2,261",1,25,0,"3,470",14,218,24,63,97,2,17,1,"10,708",369,651,60,0,16,2,"1,098",-,-,-,-,378,104,4,6,0,0,1,0,0,4,1,0,0,1,0,0,1,0,有,585,"1,687","1,470",2,1,99,0,40,0,12,0,7,-,-,-,8,-,-,257,"5,644",1,117,48,"6,067",195,"2,470",5,25,74,"2,769",74,"2,824",0,14,0,"2,912",
千代田区,0,21,390,0,0,0,14,7,34,0,0,0,0,0,0,466,0,0,0,0,0,1,1,0,15,6,19,23,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,有,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,400,0,?,?,400,0,0,0,0,0,0,0,151,0,0,0,151,サピエ図書館からDLした資料をこれまで自館資料として登録していた。B蔵書数-録音資料-DAISY図書のうち、「作成」「寄贈」購入」のどれにも当てはまらないが、29年度実績（29年度にDLし、登録した数）は150タイトル所蔵。これまで、サピエからのDLは寄贈として計上していたため、昨年度までの数値から大幅に減少している。
中央区,0,0,289,0,0,0,?,0,134,0,0,0,0,0,0,423,0,0,0,0,0,25,25,0,3,11,491,661,?,?,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,有,99,198,99,2,0,7,0,7,0,7,0,7,0,7,0,1,0,0,124,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,Ｂ蔵書数のその他資料は朗読CDとLLブック（3冊）の合算。
港区,737,312,"2,406",0,0,0,434,98,38,0,0,0,0,17,55,"4,097",0,0,0,0,7,0,7,0,7,59,0,32,11,0,1,0,0,0,1,0,2,1,2,0,0,0,0,0,0,無,103,157,103,4,0,6,0,3,0,4,0,4,0,4,0,0,0,0,68,296,0,0,0,364,0,458,0,0,0,458,0,458,0,0,0,458,
新宿区（戸山）,561,0,116,0,0,0,501,13,148,0,36,45,0,136,0,"1,556",0,45,0,0,50,0,95,31,21,2,50,124,4,5,2,1,2,1,0,0,1,2,1,0,0,2,0,17,3,有,95,190,95,1,3,8,0,31,0,13,3,33,3,10,0,0,0,0,383,"2,661",2,31,204,"3,281",9,577,0,0,0,586,141,"1,037",0,0,0,"1,178","・国立国会図書館の視覚障害者等用データ送信サービスへ、29年度は47タイトルの蔵書提供を行った。1年間のダウンロード数の合計は6,515回であった。"
文京区,15,0,223,0,0,0,70,0,378,0,0,0,0,0,0,686,206,?,0,0,0,0,206,0,122,0,0,644,?,?,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,無,30,53,41,2,2,38,0,51,0,0,0,20,0,?,0,42,0,?,224,277,0,48,0,549,196,49,0,0,0,245,12,120,0,0,0,132,
台東区,495,*,*,0,0,0,435,*,*,0,0,0,0,0,0,930,283,*,*,0,0,0,283,0,0,47,0,45,?,18,0,4,0,0,0,0,0,0,0,0,0,0,0,42,0,有,52,81,107,1,0,12,12,12,0,12,0,12,0,12,0,0,0,0,5,451,0,1,0,457,0,0,0,0,0,0,0,600,0,0,0,600,
墨田区,205,2,0,0,0,0,0,1,0,0,212,67,0,0,0,487,168,35,0,0,0,0,203,769,0,17,12,214,*,*,2,3,0,13,0,0,1,0,1,1,0,?,3,3,1,有,378,786,378,4,3,37,3,37,0,0,1,8,0,0,0,13,0,?,130,"3,502",0,242,"6,672","10,546",0,"1,790",0,14,0,"1,804",84,"1,098",0,80,0,"1,262",・図書の貸出数はタイトル数で数えられないので、貸出点数で計上。           ・音訳者の数は29年度の実数を記載。
江東区,"1,702",50,16,0,-,-,342,35,99,-,-,-,0,-,-,"2,244",261,*,*,-,-,2,263,-,?,?,-,159,2,0,0,13,2,0,0,0,2,-,-,2,1,-,0,13,5,有,479,"1,529",479,8,0,65,0,?,0,?,0,?,0,?,0,39,0,?,"1,012","2,491",-,230,-,"3,733",4,164,-,0,-,168,300,961,-,8,-,"1,269",
品川区,579,75,898,0,0,0,517,28,627,0,0,146,0,0,0,"2,870",160,82,*,0,0,2,244,55,0,742,‐,85,26,3,1,1,0,16,0,0,0,0,1,1,1,1,1,7,2,有,64,128,97,1,0,35,‐,‐,‐,-,2,49,2,49,0,18,0,18,60,"4,836",5,181,0,"5,082",2,171,0,0,105,278,2,"4,636",0,60,0,"4,698",・図書の貸出数はタイトル数で数えられないので、所蔵数で計上。
