"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","地域の支え合いについて","Q39-1. 地域で起こる様々な生活の課題について、住民同士が自主的に支え合ったり、助け合ったりするためには、どのような取組が必要だと思いますか。（あてはまるものすべてに○）","町会・自治会が中心となって住民相互の交流活動を進める","409","29.3","33.6"
"202003","地域の支え合いについて","Q39-1. 地域で起こる様々な生活の課題について、住民同士が自主的に支え合ったり、助け合ったりするためには、どのような取組が必要だと思いますか。（あてはまるものすべてに○）","自ら進んで日頃から住民相互のつながりを持つよう心がける","391","28.0","32.1"
"202003","地域の支え合いについて","Q39-1. 地域で起こる様々な生活の課題について、住民同士が自主的に支え合ったり、助け合ったりするためには、どのような取組が必要だと思いますか。（あてはまるものすべてに○）","ボランティアやＮＰＯの活動を盛んにする","217","15.6","17.8"
"202003","地域の支え合いについて","Q39-1. 地域で起こる様々な生活の課題について、住民同士が自主的に支え合ったり、助け合ったりするためには、どのような取組が必要だと思いますか。（あてはまるものすべてに○）","地域の人が気軽に集まれる場所をつくる","372","26.7","30.5"
"202003","地域の支え合いについて","Q39-1. 地域で起こる様々な生活の課題について、住民同士が自主的に支え合ったり、助け合ったりするためには、どのような取組が必要だと思いますか。（あてはまるものすべてに○）","社会福祉協議会において地域活動をする上での相談体制や地域活動への支援を充実させていく","222","15.9","18.2"
"202003","地域の支え合いについて","Q39-1. 地域で起こる様々な生活の課題について、住民同士が自主的に支え合ったり、助け合ったりするためには、どのような取組が必要だと思いますか。（あてはまるものすべてに○）","行政において地域活動をする上での相談体制や地域活動への支援を充実させていく","346","24.8","28.4"
"202003","地域の支え合いについて","Q39-1. 地域で起こる様々な生活の課題について、住民同士が自主的に支え合ったり、助け合ったりするためには、どのような取組が必要だと思いますか。（あてはまるものすべてに○）","特に取組は必要だとは思わない","224","16.1","18.4"
"202003","地域の支え合いについて","Q39-1. 地域で起こる様々な生活の課題について、住民同士が自主的に支え合ったり、助け合ったりするためには、どのような取組が必要だと思いますか。（あてはまるものすべてに○）","その他","35","2.5","2.9"
"202003","地域の支え合いについて","Q39-1. 地域で起こる様々な生活の課題について、住民同士が自主的に支え合ったり、助け合ったりするためには、どのような取組が必要だと思いますか。（あてはまるものすべてに○）","無回答","176","12.6",

"港区保健福祉基礎調査（身体障害者）・単純集計表・地域の支え合いについてQ39-1","Ver202003",,,,,
