地域階層コード,地域コード,地域名,世帯主の性別コード,世帯主の性別区分,2020年,2025年,2030年,2035年,2040年,2045年
0,13000,東京都,0,男女計,48795,52236,47664,41945,39374,39709
1,13100,区部,0,男女計,33293,34667,31279,27554,26228,27015
3,13101,千代田区,0,男女計,201,241,226,213,227,252
3,13102,中央区,0,男女計,397,509,516,513,598,734
3,13103,港区,0,男女計,618,784,724,677,693,769
3,13104,新宿区,0,男女計,978,1039,906,800,756,761
3,13105,文京区,0,男女計,666,756,681,619,607,625
3,13106,台東区,0,男女計,854,1081,991,888,864,927
3,13107,墨田区,0,男女計,1025,1254,1139,994,937,975
3,13108,江東区,0,男女計,1378,2030,1841,1585,1482,1569
3,13109,品川区,0,男女計,1272,1449,1326,1168,1112,1164
3,13110,目黒区,0,男女計,1140,742,657,583,540,547
3,13111,大田区,0,男女計,2800,2656,2436,2146,2000,2021
3,13112,世田谷区,0,男女計,2500,2325,1939,1662,1575,1594
3,13113,渋谷区,0,男女計,803,766,674,591,567,602
3,13114,中野区,0,男女計,1072,1039,900,777,727,735
3,13115,杉並区,0,男女計,1578,1268,1027,861,799,799
3,13116,豊島区,0,男女計,930,898,805,707,665,668
3,13117,北区,0,男女計,1645,1744,1550,1325,1188,1169
3,13118,荒川区,0,男女計,836,1167,1204,1074,998,1005
3,13119,板橋区,0,男女計,1892,1723,1508,1268,1123,1056
3,13120,練馬区,0,男女計,2602,1943,1732,1554,1507,1513
3,13121,足立区,0,男女計,3256,3337,3027,2643,2474,2505
3,13122,葛飾区,0,男女計,2322,2540,2360,2132,2054,2097
3,13123,江戸川区,0,男女計,2528,3376,3110,2774,2735,2928
1,13500,多摩・島しょ,0,男女計,15502,17569,16385,14391,13146,12694
2,13200,市部,0,男女計,15019,16984,15862,13972,12820,12416
3,13201,八王子市,0,男女計,2416,2989,2812,2479,2229,2113
3,13202,立川市,0,男女計,411,584,556,447,385,367
3,13203,武蔵野市,0,男女計,499,389,364,339,322,316
3,13204,三鷹市,0,男女計,562,533,485,437,420,412
3,13205,青梅市,0,男女計,664,829,800,663,570,516
3,13206,府中市,0,男女計,793,928,866,786,739,728
3,13207,昭島市,0,男女計,351,475,439,377,332,308
3,13208,調布市,0,男女計,823,778,726,667,644,643
3,13209,町田市,0,男女計,1366,1461,1248,1002,829,734
3,13210,小金井市,0,男女計,333,357,332,307,290,274
3,13211,小平市,0,男女計,775,801,800,782,795,829
3,13212,日野市,0,男女計,662,626,551,464,410,386
3,13213,東村山市,0,男女計,646,654,602,535,497,475
3,13214,国分寺市,0,男女計,410,434,414,393,391,398
3,13215,国立市,0,男女計,253,267,257,243,241,237
3,13218,福生市,0,男女計,195,253,247,208,180,170
3,13219,狛江市,0,男女計,256,305,281,252,241,245
3,13220,東大和市,0,男女計,323,447,413,362,331,327
3,13221,清瀬市,0,男女計,243,315,285,244,223,218
3,13222,東久留米市,0,男女計,480,455,392,327,279,249
3,13223,武蔵村山市,0,男女計,321,463,509,435,398,413
3,13224,多摩市,0,男女計,456,459,421,357,313,295
3,13225,稲城市,0,男女計,284,375,351,314,296,299
3,13227,羽村市,0,男女計,186,282,311,299,279,279
3,13228,あきる野市,0,男女計,537,663,559,437,355,315
3,13229,西東京市,0,男女計,774,862,841,816,831,870
2,13300,郡部,0,男女計,385,486,436,344,265,225
3,13303,瑞穂町,0,男女計,208,270,245,198,160,140
3,13305,日の出町,0,男女計,103,149,131,94,66,54
3,13307,檜原村,0,男女計,25,26,21,18,13,11
3,13308,奥多摩町,0,男女計,49,41,39,34,26,20
2,13350,島部,0,男女計,98,99,87,75,61,53
,,,,,,,,,,
東京都世帯数の予測,,,,,,,,,,
第25表　　世帯主が75歳以上の区市町村別その他の一般世帯数　－総数－    （単位　世帯）,,,,,,,,,,
注１）各年10月１日時点の世帯数である。,,,,,,,,,,
注２）令和２(2020)年の世帯数は、総務省統計局「令和２(2020)年国勢調査報告」に基づく世帯について、不詳世帯をあん分補正した世帯数（＝基準世帯数）である。,,,,,,,,,,
注３）世帯主の性別区分は男女計のみである。,,,,,,,,,,
地域階層コード（0:東京都　1:区部、多摩・島しょ　2:市部、郡部、島部　3:区市町村）,,,,,,,,,,
