地域階層コード,地域コード,地域名,世帯主の性別コード,世帯主の性別,2020年,2025年,2030年,2035年,2040年,2045年
0,13000,東京都,0,男女計,125776,141999,145597,142869,145712,159344
1,13100,区部,0,男女計,85731,95332,95787,93337,95330,105264
3,13101,千代田区,0,男女計,396,461,468,467,511,606
3,13102,中央区,0,男女計,810,1137,1218,1297,1529,1969
3,13103,港区,0,男女計,1476,2061,2111,2163,2333,2743
3,13104,新宿区,0,男女計,2541,3096,3101,3051,3122,3427
3,13105,文京区,0,男女計,1849,2103,2147,2178,2310,2611
3,13106,台東区,0,男女計,1747,2339,2354,2290,2311,2564
3,13107,墨田区,0,男女計,2467,2819,2808,2664,2639,2869
3,13108,江東区,0,男女計,4494,5597,5743,5553,5575,6233
3,13109,品川区,0,男女計,3572,4076,4153,4092,4190,4696
3,13110,目黒区,0,男女計,2440,2558,2587,2589,2698,2997
3,13111,大田区,0,男女計,6538,7168,7324,7138,7201,7855
3,13112,世田谷区,0,男女計,7795,8196,7949,7767,8045,9046
3,13113,渋谷区,0,男女計,1707,1829,1757,1691,1740,1986
3,13114,中野区,0,男女計,2852,2943,2905,2820,2845,3088
3,13115,杉並区,0,男女計,4558,5071,4891,4743,4921,5562
3,13116,豊島区,0,男女計,2450,2752,2791,2758,2777,2987
3,13117,北区,0,男女計,4408,4438,4339,4037,3862,3995
3,13118,荒川区,0,男女計,2018,2421,2478,2335,2279,2398
3,13119,板橋区,0,男女計,5133,5874,5975,5778,5727,6022
3,13120,練馬区,0,男女計,6639,7220,7350,7407,7870,8775
3,13121,足立区,0,男女計,8035,8566,8594,8175,8191,8836
3,13122,葛飾区,0,男女計,5095,5517,5560,5390,5445,5813
3,13123,江戸川区,0,男女計,6711,7090,7184,6954,7209,8186
1,13500,多摩・島しょ,0,男女計,40045,46667,49810,49532,50382,54080
2,13200,市部,0,男女計,39275,45778,48906,48706,49640,53388
3,13201,八王子市,0,男女計,5385,6301,6774,6657,6611,6917
3,13202,立川市,0,男女計,1582,1812,1823,1700,1665,1802
3,13203,武蔵野市,0,男女計,1226,1438,1593,1655,1733,1886
3,13204,三鷹市,0,男女計,1510,1925,2336,2424,2558,2815
3,13205,青梅市,0,男女計,1158,1383,1458,1450,1380,1392
3,13206,府中市,0,男女計,2298,2778,2976,3029,3185,3529
3,13207,昭島市,0,男女計,1086,1316,1437,1445,1441,1493
3,13208,調布市,0,男女計,1988,2443,2721,2782,2981,3355
3,13209,町田市,0,男女計,3804,4537,4747,4613,4598,4924
3,13210,小金井市,0,男女計,1037,1262,1358,1404,1486,1611
3,13211,小平市,0,男女計,1817,2328,2497,2572,2713,2951
3,13212,日野市,0,男女計,1832,2043,2144,2083,2093,2268
3,13213,東村山市,0,男女計,1775,1857,1948,1929,1988,2121
3,13214,国分寺市,0,男女計,1060,1266,1344,1396,1511,1679
3,13215,国立市,0,男女計,792,861,943,987,1078,1189
3,13218,福生市,0,男女計,586,591,563,520,496,508
3,13219,狛江市,0,男女計,814,897,918,924,962,1081
3,13220,東大和市,0,男女計,875,954,985,951,945,1009
3,13221,清瀬市,0,男女計,847,915,939,909,909,960
3,13222,東久留米市,0,男女計,1425,1550,1587,1537,1517,1563
3,13223,武蔵村山市,0,男女計,795,899,936,876,839,896
3,13224,多摩市,0,男女計,1539,1623,1771,1720,1657,1691
3,13225,稲城市,0,男女計,700,856,947,954,1006,1150
3,13227,羽村市,0,男女計,462,517,549,533,531,564
3,13228,あきる野市,0,男女計,751,891,945,904,861,882
3,13229,西東京市,0,男女計,2131,2535,2667,2752,2896,3152
2,13300,郡部,0,男女計,536,631,654,593,535,511
3,13303,瑞穂町,0,男女計,269,304,332,315,300,308
3,13305,日の出町,0,男女計,173,221,217,186,157,142
3,13307,檜原村,0,男女計,32,29,29,27,25,22
3,13308,奥多摩町,0,男女計,62,77,76,65,53,39
2,13350,島部,0,男女計,234,258,250,233,207,181
0,13000,東京都,1,男,25227,29299,30762,30967,31670,34715
1,13100,区部,1,男,16548,19248,19908,20019,20561,22805
3,13101,千代田区,1,男,68,82,90,97,105,122
3,13102,中央区,1,男,127,185,201,227,280,365
3,13103,港区,1,男,257,318,330,356,391,469
3,13104,新宿区,1,男,425,500,526,542,559,618
3,13105,文京区,1,男,291,389,407,424,443,493
3,13106,台東区,1,男,339,513,528,535,536,589
3,13107,墨田区,1,男,512,728,738,705,691,750
3,13108,江東区,1,男,918,1161,1199,1175,1177,1324
3,13109,品川区,1,男,642,769,799,814,846,952
3,13110,目黒区,1,男,439,460,480,498,512,563
3,13111,大田区,1,男,1377,1462,1562,1583,1593,1725
3,13112,世田谷区,1,男,1354,1420,1395,1410,1501,1722
3,13113,渋谷区,1,男,309,335,332,331,344,393
3,13114,中野区,1,男,504,510,510,514,518,569
3,13115,杉並区,1,男,800,871,826,827,904,1074
3,13116,豊島区,1,男,439,504,539,558,569,624
3,13117,北区,1,男,731,821,811,768,744,790
3,13118,荒川区,1,男,408,562,647,617,593,622
3,13119,板橋区,1,男,1003,1085,1159,1181,1191,1264
3,13120,練馬区,1,男,1405,1466,1535,1594,1707,1934
3,13121,足立区,1,男,1643,1933,1978,1940,1954,2110
3,13122,葛飾区,1,男,1149,1343,1399,1398,1404,1489
3,13123,江戸川区,1,男,1408,1831,1917,1925,1999,2244
1,13500,多摩・島しょ,1,男,8679,10051,10854,10948,11109,11910
2,13200,市部,1,男,8459,9801,10587,10698,10887,11705
3,13201,八王子市,1,男,1258,1573,1710,1710,1683,1759
3,13202,立川市,1,男,354,407,419,404,402,440
3,13203,武蔵野市,1,男,205,225,315,330,345,379
3,13204,三鷹市,1,男,300,365,440,466,502,557
3,13205,青梅市,1,男,311,413,462,467,455,452
3,13206,府中市,1,男,456,522,565,593,628,698
3,13207,昭島市,1,男,283,341,378,386,382,394
3,13208,調布市,1,男,410,460,496,516,561,644
3,13209,町田市,1,男,862,1038,1095,1078,1070,1152
3,13210,小金井市,1,男,195,195,217,235,255,277
3,13211,小平市,1,男,342,386,427,454,482,522
3,13212,日野市,1,男,376,402,420,417,421,461
3,13213,東村山市,1,男,362,369,386,382,400,432
3,13214,国分寺市,1,男,212,234,253,272,299,332
3,13215,国立市,1,男,146,150,167,181,202,220
3,13218,福生市,1,男,104,127,123,118,112,115
3,13219,狛江市,1,男,158,182,188,194,204,230
3,13220,東大和市,1,男,210,203,209,204,202,218
3,13221,清瀬市,1,男,167,189,196,193,194,210
3,13222,東久留米市,1,男,288,309,310,297,291,298
3,13223,武蔵村山市,1,男,196,263,272,258,251,266
3,13224,多摩市,1,男,316,350,368,354,340,350
3,13225,稲城市,1,男,166,182,199,203,213,245
3,13227,羽村市,1,男,127,145,154,154,148,154
3,13228,あきる野市,1,男,252,302,317,300,279,279
3,13229,西東京市,1,男,403,469,501,532,566,621
2,13300,郡部,1,男,170,191,201,186,165,154
3,13303,瑞穂町,1,男,81,93,102,100,92,92
3,13305,日の出町,1,男,69,75,72,62,52,45
3,13307,檜原村,1,男,9,8,9,8,8,7
3,13308,奥多摩町,1,男,11,15,18,16,13,10
2,13350,島部,1,男,50,59,66,64,57,51
0,13000,東京都,2,女,100549,112700,114835,111902,114042,124629
1,13100,区部,2,女,69183,76084,75879,73318,74769,82459
3,13101,千代田区,2,女,328,379,378,370,406,484
3,13102,中央区,2,女,683,952,1017,1070,1249,1604
3,13103,港区,2,女,1219,1743,1781,1807,1942,2274
3,13104,新宿区,2,女,2116,2596,2575,2509,2563,2809
3,13105,文京区,2,女,1558,1714,1740,1754,1867,2118
3,13106,台東区,2,女,1408,1826,1826,1755,1775,1975
3,13107,墨田区,2,女,1955,2091,2070,1959,1948,2119
3,13108,江東区,2,女,3576,4436,4544,4378,4398,4909
3,13109,品川区,2,女,2930,3307,3354,3278,3344,3744
3,13110,目黒区,2,女,2001,2098,2107,2091,2186,2434
3,13111,大田区,2,女,5161,5706,5762,5555,5608,6130
3,13112,世田谷区,2,女,6441,6776,6554,6357,6544,7324
3,13113,渋谷区,2,女,1398,1494,1425,1360,1396,1593
3,13114,中野区,2,女,2348,2433,2395,2306,2327,2519
3,13115,杉並区,2,女,3758,4200,4065,3916,4017,4488
3,13116,豊島区,2,女,2011,2248,2252,2200,2208,2363
3,13117,北区,2,女,3677,3617,3528,3269,3118,3205
3,13118,荒川区,2,女,1610,1859,1831,1718,1686,1776
3,13119,板橋区,2,女,4130,4789,4816,4597,4536,4758
3,13120,練馬区,2,女,5234,5754,5815,5813,6163,6841
3,13121,足立区,2,女,6392,6633,6616,6235,6237,6726
3,13122,葛飾区,2,女,3946,4174,4161,3992,4041,4324
3,13123,江戸川区,2,女,5303,5259,5267,5029,5210,5942
1,13500,多摩・島しょ,2,女,31366,36616,38956,38584,39273,42170
2,13200,市部,2,女,30816,35977,38319,38008,38753,41683
3,13201,八王子市,2,女,4127,4728,5064,4947,4928,5158
3,13202,立川市,2,女,1228,1405,1404,1296,1263,1362
3,13203,武蔵野市,2,女,1021,1213,1278,1325,1388,1507
3,13204,三鷹市,2,女,1210,1560,1896,1958,2056,2258
3,13205,青梅市,2,女,847,970,996,983,925,940
3,13206,府中市,2,女,1842,2256,2411,2436,2557,2831
3,13207,昭島市,2,女,803,975,1059,1059,1059,1099
3,13208,調布市,2,女,1578,1983,2225,2266,2420,2711
3,13209,町田市,2,女,2942,3499,3652,3535,3528,3772
3,13210,小金井市,2,女,842,1067,1141,1169,1231,1334
3,13211,小平市,2,女,1475,1942,2070,2118,2231,2429
3,13212,日野市,2,女,1456,1641,1724,1666,1672,1807
3,13213,東村山市,2,女,1413,1488,1562,1547,1588,1689
3,13214,国分寺市,2,女,848,1032,1091,1124,1212,1347
3,13215,国立市,2,女,646,711,776,806,876,969
3,13218,福生市,2,女,482,464,440,402,384,393
3,13219,狛江市,2,女,656,715,730,730,758,851
3,13220,東大和市,2,女,665,751,776,747,743,791
3,13221,清瀬市,2,女,680,726,743,716,715,750
3,13222,東久留米市,2,女,1137,1241,1277,1240,1226,1265
3,13223,武蔵村山市,2,女,599,636,664,618,588,630
3,13224,多摩市,2,女,1223,1273,1403,1366,1317,1341
3,13225,稲城市,2,女,534,674,748,751,793,905
3,13227,羽村市,2,女,335,372,395,379,383,410
3,13228,あきる野市,2,女,499,589,628,604,582,603
3,13229,西東京市,2,女,1728,2066,2166,2220,2330,2531
2,13300,郡部,2,女,366,440,453,407,370,357
3,13303,瑞穂町,2,女,188,211,230,215,208,216
3,13305,日の出町,2,女,104,146,145,124,105,97
3,13307,檜原村,2,女,23,21,20,19,17,15
3,13308,奥多摩町,2,女,51,62,58,49,40,29
2,13350,島部,2,女,184,199,184,169,150,130
,,,,,,,,,,
東京都世帯数の予測,,,,,,,,,,
第24表　　世帯主が75歳以上の区市町村別ひとり親と子供の世帯数　－総数、世帯主：男・女－    （単位　世帯）,,,,,,,,,,
注１）各年10月１日時点の世帯数である。,,,,,,,,,,
注２）令和２(2020)年の世帯数は、総務省統計局「令和２(2020)年国勢調査報告」に基づく世帯について、不詳世帯をあん分補正した世帯数（＝基準世帯数）である。,,,,,,,,,,
地域階層コード（0:東京都　1:区部、多摩・島しょ　2:市部、郡部、島部　3:区市町村）,,,,,,,,,,
世帯主の性別コード（0:男女計　1:男　2:女）,,,,,,,,,,
