"年月[西暦]","施設名称","施設所在地","施設方書","施設電話番号","施設開設日","診療科目名称","緯度","経度"
"202304","三田駅前整骨院","東京都港区芝五丁目27番13号","第2小川ビル4階","03-6665-8228","2023/4/14","柔道整復","35.646961","139.746262"
"202305","加賀谷接骨院","東京都港区麻布十番四丁目6番8号","二進ビル7階kagaya",,"2023/5/21","柔道整復","35.653127","139.736949"
"202306","麻布十番整骨院","東京都港区麻布十番三丁目10番8号","アラン麻布201","050-3552-3577","2023/6/27","柔道整復","35.652698","139.734647"
"202306","ＲｅＣＯＲＥ接骨院　品川","東京都港区港南一丁目9番36号","NTTDATA品川ビル2F","03-3472-1939","2023/6/15","柔道整復","35.630036","139.741242"
"202307","赤坂てんほう整骨院","東京都港区赤坂三丁目16番5号","ユタカ産業ビル503","03-5545-5267","2023/7/24","柔道整復","35.674794","139.736662"
"202310","赤坂山王整骨院","東京都港区赤坂七丁目10番6号","ストークビル赤坂405号室","03-3588-8588","2023/10/1","柔道整復","35.6697","139.732771"
"202310","リライフ整骨院","東京都港区新橋三丁目11番9号","烏森通りビル3F","03-6435-8382","2023/10/1","柔道整復","35.666281","139.755725"
"202312","白金台　もりこや接骨院","東京都港区白金台五丁目18番6号","1階","080-3594-9477","2023/12/21","柔道整復","35.636997","139.723372"
"202312","薬師堂接骨院","東京都港区三田二丁目11番7号","1F","03-6436-7886","2023/12/19","柔道整復","35.650169","139.744519"
"202402","Ｂｒｅａｔｈ接骨院","東京都港区白金台五丁目18番18号","バルビゾンビル18　6F","03-6822-7769","2024/2/19","柔道整復","35.637305","139.723608"

"施術所（柔整）開設一覧(令和6年2月29日現在)","Ver202402",,,,,,,
