"年月[西暦]","調査項目","設問","調査回答者の属性種別","調査回答者の属性","調査数[人]","はい[人]","いいえ[人]","無回答[人]"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","全体",,"135","18","110","7"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","性・年代別","男性（計）","65","4","59","2"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","性・年代別","男性 18～29歳","6","0","6","0"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","性・年代別","男性 30～39歳","19","1","18","0"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","性・年代別","男性 40～49歳","17","1","16","0"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","性・年代別","男性 50～59歳","10","0","10","0"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","性・年代別","男性 60～69歳","8","1","5","2"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","性・年代別","男性 70歳以上","5","1","4","0"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","性・年代別","男性 無回答","0","0","0","0"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","性・年代別","女性（計）","70","14","51","5"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","性・年代別","女性 18～29歳","11","5","6","0"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","性・年代別","女性 30～39歳","16","4","12","0"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","性・年代別","女性 40～49歳","17","1","15","1"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","性・年代別","女性 50～59歳","10","3","5","2"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","性・年代別","女性 60～69歳","12","1","10","1"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","性・年代別","女性 70歳以上","4","0","3","1"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","性・年代別","女性 無回答","0","0","0","0"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","性・年代別","無回答","0","0","0","0"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","職業別","自営業主・家族従業","16","1","14","1"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","職業別","会社員・団体職員・公務員","72","8","64","0"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","職業別","アルバイト・パートタイマー","8","1","5","2"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","職業別","家事専業","7","2","4","1"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","職業別","学生","7","2","5","0"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","職業別","無職","18","4","11","3"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","職業別","その他","7","0","7","0"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","職業別","無回答","0","0","0","0"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","居住地区別","芝地区","24","7","17","0"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","居住地区別","麻布地区","21","2","18","1"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","居住地区別","赤坂地区","23","0","21","2"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","居住地区別","高輪地区","34","6","27","1"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","居住地区別","芝浦港南地区","32","3","27","2"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","居住地区別","無回答","1","0","0","1"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","住居形態別","持家（一戸建）","13","1","12","0"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","住居形態別","持家（マンション）","62","12","45","5"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","住居形態別","借家（一戸建）","2","0","2","0"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","住居形態別","民間の賃貸マンション・アパート","38","4","32","2"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","住居形態別","都営住宅・区営住宅・区立住宅","9","1","8","0"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","3","0","3","0"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","住居形態別","社宅・公務員宿舎","6","0","6","0"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","住居形態別","寮・寄宿舎・住み込み・間借り","1","0","1","0"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","住居形態別","その他","1","0","1","0"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","住居形態別","無回答","0","0","0","0"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","定住意向別","ずっと住み続けていたい","58","8","47","3"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","定住意向別","当分は住んでいたい","57","7","46","4"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","16","2","14","0"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","0","0","0","0"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","定住意向別","近いうちに区外に転居する予定である","1","0","1","0"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","定住意向別","わからない","3","1","2","0"
"202203","自殺対策","Q28-2. （問28 で「 １ 」とお答えの方に）ここ３年くらいの間にそう考えたことがある。","定住意向別","無回答","0","0","0","0"

"第33回港区民世論調査クロス集計表・自殺対策Q28-2","Ver202203",,,,,,,
