分類/品目/銘柄/単位,2001年6月,2002年4月,2002年5月,2002年6月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリ(5kg入り）/1袋(円),5644,2732,2716,2726,
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く(5kg入り）/1袋(円),4658,2399,2412,2409,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋(円),4006,1969,2000,2016,
（穀類）/うるち米/指定標準米、精米(5kg入り）/1袋(円),        -,        -,        -,        -,
（穀類）/うるち米/精米、外国産米100％/10kg(円),3348,        -,        -,        -,
（穀類）/もち米/国内産、精米、複数原料米(1kg入り）/1kg(円),595,580,583,585,
（穀類）/食パン/普通品/1kg(円),426,426,423,426,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g(円),84,82,83,84,
（穀類）/ゆでうどん/普通品/1kg(円),325,330,315,325,
（穀類）/干しうどん/普通品/1kg(円),500,515,512,505,
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品/1袋(円),159,160,156,157,
（穀類）/スパゲッティ/輸入品、袋入り（450g入り）、「ブイトーニ」/1袋(円),313,291,251,240,
（穀類）/即席めん/スナックめん、中華タイプ、「カップヌードル」/1個(円),360,140,142,141,
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋(円),254,266,268,264,
（穀類）/小麦粉/薄力粉、1等粉/1kg(円),195,193,193,193,
（穀類）/もち/包装生もち/1kg(円),1098,1106,1094,1083,
（魚介類）/まぐろ/めばち、切り身（刺身用）、赤身/100g(円),423,397,392,393,
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g(円),128,140,133,148,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g(円),99,151,151,142,
（魚介類）/かつお/切り身（刺身用）/100g(円),228,308,315,328,
（魚介類）/かれい/まがれい、丸（長さ約25～35cm）/100g(円),183,198,217,200,
（魚介類）/さけ/キングサーモン（塩さけ除く）、切り身/100g(円),226,211,220,221,
（魚介類）/さば/丸（長さ約25～35cm）/100g(円),126,132,132,127,
（魚介類）/さんま/丸（長さ約25cm以上）/100g(円),104,90,90,88,
（魚介類）/たら/まだら、切り身（甘塩）/100g(円),181,        -,        -,        -,
（魚介類）/たい/まだい、丸（長さ約20cm以上）/100g(円),264,311,288,259,
（魚介類）/ぶり/切り身/100g(円),276,254,257,279,
（魚介類）/いか/するめいか/100g(円),96,137,121,117,
（魚介類）/たこ/まだこ（ゆでもの）/100g(円),218,226,225,230,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g(円),334,310,319,307,
（魚介類）/あさり/殻付き/100g(円),98,105,106,107,
（魚介類）/かき/まがき、むき身/100g(円),        -,        -,        -,        -,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g(円),205,192,197,195,
（魚介類）/塩さけ/切り身/100g(円),255,221,225,221,
（魚介類）/たらこ/並/100g(円),650,656,669,675,
（魚介類）/しらす干し/並/100g(円),375,380,393,389,
（魚介類）/干しあじ/まあじ、開き、並/100g(円),175,175,178,178,
（魚介類）/丸干しいわし/まいわし（長さ約12cm）、並/100g(円),121,131,128,123,
（魚介類）/煮干し/かたくちいわし、小羽（約6cm）、上/100g(円),328,312,314,312,
（魚介類）/ししゃも/子持ちししゃも、パック入り（8～12匹入り）、並/100g(円),178,175,174,181,
（魚介類）/さつま揚げ/並/100g(円),102,103,103,101,
（魚介類）/ちくわ/焼ちくわ（冷凍ものを除く）、並/100g(円),113,110,109,110,
（魚介類）/かまぼこ/小板付き、中/100g(円),151,165,162,156,
（魚介類）/かつお節/かつおぶし削りぶし、パック入り（3g×5袋入り）、普通品/1パック(円),177,170,166,166,
（魚介類）/いかくん製/リング状、袋入り/100g(円),357,        -,        -,        -,
（魚介類）/塩辛/いかの塩辛、並/100g(円),219,215,225,218,
（魚介類）/魚みそ漬/さわら/100g(円),249,242,268,249,
（魚介類）/あさりつくだ煮/並/100g(円),338,375,380,366,
（魚介類）/さけ缶詰/水煮、イージーオープン缶（180g入り）/1缶(円),333,        -,        -,        -,
（魚介類）/まぐろ缶詰/油漬、きはだまぐろ、フレーク、P4号缶（80g入り）/1缶(円),140,145,154,144,
（肉類）/牛肉/ロース/100g(円),769,772,792,780,
（肉類）/牛肉/肩肉/100g(円),404,424,420,424,
（肉類）/牛肉/輸入品、チルド（冷蔵）、ロース（肩ロースは除く）/100g(円),339,342,338,321,
（肉類）/豚肉/ロース/100g(円),228,235,232,234,
（肉類）/豚肉/肩肉/100g(円),160,157,158,160,
（肉類）/鶏肉/ブロイラー、もも肉/100g(円),116,124,125,123,
（肉類）/羊肉/輸入品、ラム/100g(円),129,131,131,131,
（肉類）/レバー/豚レバー/100g(円),100,101,101,101,
（肉類）/ハム/プレスハム、JAS規格品・上級/100g(円),240,        -,        -,        -,
（肉類）/ハム/ロースハム、JAS規格品・標準/100g(円),280,287,281,283,
（肉類）/ソーセージ/ウインナーソーセージ、袋入り、JAS規格品・上級/100g(円),190,190,190,190,
（肉類）/ベーコン/ベーコン、JAS規格品・標準/100g(円),243,257,262,261,
（乳卵類）/牛乳/瓶詰（200ml）配達、瓶代を除く、月極め/1本(円),97,97,97,97,
（乳卵類）/牛乳/紙容器入り（1000ml入り）、店頭売り/1本(円),207,206,205,206,
（乳卵類）/粉ミルク/調整粉乳、缶入り（980g入り）「ソフトカード明治0コナミルクほほえみ」/1缶(円),2636,2606,2606,2606,
（乳卵類）/バター/カルトン入り（200g入り）/1箱(円),324,320,321,323,
（乳卵類）/チーズ/プロセスチーズ、スライスタイプ（10枚190g入り）/1袋(円),280,317,323,320,
（乳卵類）/チーズ/輸入品、ナチュラルチーズ缶入り（125g入り）「ジェラール」/1缶(円),508,505,487,492,
（乳卵類）/ヨーグルト/プレーンヨーグルトポリ容器（500g又は520g入り）/1個(円),218,210,218,216,
（乳卵類）/鶏卵/1個約60g/1kg(円),270,308,304,295,
（野菜・海草）/キャベツ/1kg(円),132,167,172,191,
（野菜・海草）/ほうれんそう/1kg(円),758,630,704,650,
（野菜・海草）/はくさい/山東菜を除く/1kg(円),213,164,214,228,
（野菜・海草）/ねぎ/1kg(円),611,446,597,525,
（野菜・海草）/レタス/玉レタス/1kg(円),372,352,388,465,
（野菜・海草）/もやし/だいずもやしを除く/100g(円),18,18,18,18,
（野菜・海草）/ブロッコリー/1kg(円),596,780,678,651,
（野菜・海草）/アスパラガス/グリーンアスパラガス/100g(円),162,161,138,153,
（野菜・海草）/かんしょ/1kg(円),480,507,525,633,
（野菜・海草）/ばれいしょ/1kg(円),302,250,265,263,
（野菜・海草）/さといも/こいも、土付き/1kg(円),785,446,568,663,
（野菜・海草）/だいこん/1kg(円),151,142,205,160,
（野菜・海草）/にんじん/1kg(円),340,343,309,318,
（野菜・海草）/ごぼう/1kg(円),709,693,687,694,
（野菜・海草）/たまねぎ/1kg(円),202,195,181,177,
（野菜・海草）/かぶ/1kg(円),300,        -,        -,        -,
（野菜・海草）/れんこん/1kg(円),1555,615,691,1316,
（野菜・海草）/ながいも/1kg(円),592,657,680,740,
（野菜・海草）/えだまめ/100g(円),155,        -,        -,163,
（野菜・海草）/さやえんどう/100g(円),177,        -,        -,        -,
（野菜・海草）/さやいんげん/100g(円),166,180,178,153,
（野菜・海草）/かぼちゃ/1kg(円),401,355,437,457,
（野菜・海草）/きゅうり/1kg(円),454,451,477,405,
（野菜・海草）/なす/1kg(円),593,605,627,525,
（野菜・海草）/トマト/1kg(円),502,689,592,501,
（野菜・海草）/ピーマン/100g(円),57,66,65,63,
（野菜・海草）/生しいたけ/100g(円),197,183,196,197,
（野菜・海草）/えのきだけ/100g(円),58,55,59,61,
（野菜・海草）/しめじ/ぶなしめじ/100g(円),79,73,80,76,
（野菜・海草）/あずき/大粒/100g(円),162,154,152,154,
（野菜・海草）/だいず/黄白豆/100g(円),118,        -,        -,        -,
（野菜・海草）/干ししいたけ/薄葉、並/100g(円),1258,1221,1250,1267,
（野菜・海草）/のり/焼きのり、中、1帖（10枚入り）/1帖(円),445,441,443,442,
（野菜・海草）/わかめ/養殖もの、塩蔵わかめ（湯通しもの）、並/100g(円),149,147,153,149,
（野菜・海草）/こんぶ/とろろこんぶ、並/100g(円),563,572,580,578,
（野菜・海草）/豆腐/絹ごしを除く/100g(円),34,33,33,33,
（野菜・海草）/油揚げ/薄揚げ/100g(円),155,156,152,155,
（野菜・海草）/納豆/糸ひき納豆/100g(円),105,104,103,103,
（野菜・海草）/こんにゃく/板こんにゃく/100g(円),50,49,49,47,
（野菜・海草）/梅干し/調味梅干し、中粒、並/100g(円),230,213,208,212,
（野菜・海草）/たくあん漬/本漬、中/100g(円),101,96,96,97,
（野菜・海草）/福神漬/並（瓶詰、缶詰を除く）/100g(円),96,98,98,98,
（野菜・海草）/こんぶつくだ煮/並/100g(円),210,213,215,214,
（野菜・海草）/はくさい漬/塩漬/100g(円),81,78,77,77,
（野菜・海草）/キムチ/はくさいキムチ（瓶詰を除く）/100g(円),128,125,127,127,
（野菜・海草）/スイートコーン缶詰/ホールカーネル（つぶ状）内容総量435g/1缶(円),183,185,188,188,
（果物）/りんご/ジョナゴールド、1個260～350g/1kg(円),        -,        -,        -,        -,
（果物）/りんご/ふじ、1個260～350g/1kg(円),631,474,479,493,
（果物）/みかん/1個100～120g/1kg(円),        -,        -,        -,        -,
