分類/品目/銘柄/単位,2001年3月,2002年1月,2002年2月,2002年3月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリ(5kg入り）/1袋(円),5619,2717,2751,2762,
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く(5kg入り）/1袋(円),4681,2382,2366,2429,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋(円),3933,1995,1995,1992,
（穀類）/うるち米/指定標準米、精米(5kg入り）/1袋(円),        -,        -,        -,        -,
（穀類）/うるち米/精米、外国産米100％/10kg(円),3852,        -,        -,        -,
（穀類）/もち米/国内産、精米、複数原料米(1kg入り）/1kg(円),598,587,582,583,
（穀類）/食パン/普通品/1kg(円),422,420,421,417,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g(円),84,84,84,84,
（穀類）/ゆでうどん/普通品/1kg(円),320,321,326,322,
（穀類）/干しうどん/普通品/1kg(円),490,526,514,523,
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品/1袋(円),155,155,158,156,
（穀類）/スパゲッティ/輸入品、袋入り（450g入り）、「ブイトーニ」/1袋(円),298,293,284,295,
（穀類）/即席めん/スナックめん、中華タイプ、「カップヌードル」/1個(円),367,141,139,141,
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋(円),260,260,258,265,
（穀類）/小麦粉/薄力粉、1等粉/1kg(円),195,195,196,192,
（穀類）/もち/包装生もち/1kg(円),1058,1051,1073,1118,
（魚介類）/まぐろ/めばち、切り身（刺身用）、赤身/100g(円),432,416,400,390,
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g(円),145,145,131,128,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g(円),131,110,115,148,
（魚介類）/かつお/切り身（刺身用）/100g(円),331,        -,        -,306,
（魚介類）/かれい/まがれい、丸（長さ約25～35cm）/100g(円),253,228,225,239,
（魚介類）/さけ/キングサーモン（塩さけ除く）、切り身/100g(円),235,228,222,231,
（魚介類）/さば/丸（長さ約25～35cm）/100g(円),158,139,118,116,
（魚介類）/さんま/丸（長さ約25cm以上）/100g(円),102,96,91,94,
（魚介類）/たら/まだら、切り身（甘塩）/100g(円),178,        -,        -,        -,
（魚介類）/たい/まだい、丸（長さ約20cm以上）/100g(円),287,305,327,335,
（魚介類）/ぶり/切り身/100g(円),298,263,250,252,
（魚介類）/いか/するめいか/100g(円),109,98,80,105,
（魚介類）/たこ/まだこ（ゆでもの）/100g(円),221,222,218,219,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g(円),333,314,320,300,
（魚介類）/あさり/殻付き/100g(円),105,102,103,101,
（魚介類）/かき/まがき、むき身/100g(円),241,284,256,248,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g(円),211,188,196,191,
（魚介類）/塩さけ/切り身/100g(円),243,241,228,225,
（魚介類）/たらこ/並/100g(円),614,695,653,663,
（魚介類）/しらす干し/並/100g(円),358,376,382,391,
（魚介類）/干しあじ/まあじ、開き、並/100g(円),185,185,184,184,
（魚介類）/丸干しいわし/まいわし（長さ約12cm）、並/100g(円),124,128,127,127,
（魚介類）/煮干し/かたくちいわし、小羽（約6cm）、上/100g(円),327,315,319,307,
（魚介類）/ししゃも/子持ちししゃも、パック入り（8～12匹入り）、並/100g(円),173,180,181,179,
（魚介類）/さつま揚げ/並/100g(円),103,101,101,102,
（魚介類）/ちくわ/焼ちくわ（冷凍ものを除く）、並/100g(円),112,111,112,110,
（魚介類）/かまぼこ/小板付き、中/100g(円),153,158,161,162,
（魚介類）/かつお節/かつおぶし削りぶし、パック入り（3g×5袋入り）、普通品/1パック(円),177,170,165,170,
（魚介類）/いかくん製/リング状、袋入り/100g(円),355,        -,        -,        -,
（魚介類）/塩辛/いかの塩辛、並/100g(円),223,220,218,219,
（魚介類）/魚みそ漬/さわら/100g(円),261,271,247,260,
（魚介類）/あさりつくだ煮/並/100g(円),335,372,369,384,
（魚介類）/さけ缶詰/水煮、イージーオープン缶（180g入り）/1缶(円),345,        -,        -,        -,
（魚介類）/まぐろ缶詰/油漬、きはだまぐろ、フレーク、P4号缶（80g入り）/1缶(円),149,152,145,156,
（肉類）/牛肉/ロース/100g(円),763,772,784,772,
（肉類）/牛肉/肩肉/100g(円),405,422,428,423,
（肉類）/牛肉/輸入品、チルド（冷蔵）、ロース（肩ロースは除く）/100g(円),324,342,363,354,
（肉類）/豚肉/ロース/100g(円),230,236,236,239,
（肉類）/豚肉/肩肉/100g(円),154,157,160,159,
（肉類）/鶏肉/ブロイラー、もも肉/100g(円),117,127,126,126,
（肉類）/羊肉/輸入品、ラム/100g(円),123,128,128,128,
（肉類）/レバー/豚レバー/100g(円),100,101,101,101,
（肉類）/ハム/プレスハム、JAS規格品・上級/100g(円),229,        -,        -,        -,
（肉類）/ハム/ロースハム、JAS規格品・標準/100g(円),273,286,280,286,
（肉類）/ソーセージ/ウインナーソーセージ、袋入り、JAS規格品・上級/100g(円),190,189,190,190,
（肉類）/ベーコン/ベーコン、JAS規格品・標準/100g(円),244,258,258,254,
（乳卵類）/牛乳/瓶詰（200ml）配達、瓶代を除く、月極め/1本(円),97,97,97,97,
（乳卵類）/牛乳/紙容器入り（1000ml入り）、店頭売り/1本(円),208,202,205,204,
（乳卵類）/粉ミルク/調整粉乳、缶入り（980g入り）「ソフトカード明治0コナミルクほほえみ」/1缶(円),2642,2636,2636,2642,
（乳卵類）/バター/カルトン入り（200g入り）/1箱(円),304,324,327,327,
（乳卵類）/チーズ/プロセスチーズ、スライスタイプ（10枚190g入り）/1袋(円),293,323,309,333,
（乳卵類）/チーズ/輸入品、ナチュラルチーズ缶入り（125g入り）「ジェラール」/1缶(円),515,495,508,505,
（乳卵類）/ヨーグルト/プレーンヨーグルトポリ容器（500g又は520g入り）/1個(円),220,208,221,215,
（乳卵類）/鶏卵/1個約60g/1kg(円),322,304,323,319,
（野菜・海草）/キャベツ/1kg(円),246,175,124,127,
（野菜・海草）/ほうれんそう/1kg(円),479,633,411,423,
（野菜・海草）/はくさい/山東菜を除く/1kg(円),264,111,96,96,
（野菜・海草）/ねぎ/1kg(円),455,493,407,377,
（野菜・海草）/レタス/玉レタス/1kg(円),555,559,444,346,
（野菜・海草）/もやし/だいずもやしを除く/100g(円),18,18,18,18,
（野菜・海草）/ブロッコリー/1kg(円),479,558,506,504,
（野菜・海草）/アスパラガス/グリーンアスパラガス/100g(円),159,199,161,166,
（野菜・海草）/かんしょ/1kg(円),412,442,449,486,
（野菜・海草）/ばれいしょ/1kg(円),267,248,251,253,
（野菜・海草）/さといも/こいも、土付き/1kg(円),493,446,450,425,
（野菜・海草）/だいこん/1kg(円),175,125,104,97,
（野菜・海草）/にんじん/1kg(円),280,269,249,244,
（野菜・海草）/ごぼう/1kg(円),615,631,659,648,
（野菜・海草）/たまねぎ/1kg(円),223,201,197,192,
（野菜・海草）/かぶ/1kg(円),316,        -,        -,        -,
（野菜・海草）/れんこん/1kg(円),610,653,594,607,
（野菜・海草）/ながいも/1kg(円),606,697,683,700,
（野菜・海草）/えだまめ/100g(円),        -,        -,        -,        -,
（野菜・海草）/さやえんどう/100g(円),212,        -,        -,        -,
（野菜・海草）/さやいんげん/100g(円),206,199,198,181,
（野菜・海草）/かぼちゃ/1kg(円),333,398,344,327,
（野菜・海草）/きゅうり/1kg(円),605,637,603,488,
（野菜・海草）/なす/1kg(円),749,753,688,637,
（野菜・海草）/トマト/1kg(円),688,572,540,607,
（野菜・海草）/ピーマン/100g(円),108,68,97,70,
（野菜・海草）/生しいたけ/100g(円),183,191,178,171,
（野菜・海草）/えのきだけ/100g(円),71,85,70,64,
（野菜・海草）/しめじ/ぶなしめじ/100g(円),86,104,92,78,
（野菜・海草）/あずき/大粒/100g(円),157,163,160,156,
（野菜・海草）/だいず/黄白豆/100g(円),118,        -,        -,        -,
（野菜・海草）/干ししいたけ/薄葉、並/100g(円),1211,1251,1178,1230,
（野菜・海草）/のり/焼きのり、中、1帖（10枚入り）/1帖(円),446,443,437,445,
（野菜・海草）/わかめ/養殖もの、塩蔵わかめ（湯通しもの）、並/100g(円),159,149,148,151,
（野菜・海草）/こんぶ/とろろこんぶ、並/100g(円),563,581,576,578,
（野菜・海草）/豆腐/絹ごしを除く/100g(円),34,32,32,33,
（野菜・海草）/油揚げ/薄揚げ/100g(円),152,149,150,151,
（野菜・海草）/納豆/糸ひき納豆/100g(円),102,104,105,106,
（野菜・海草）/こんにゃく/板こんにゃく/100g(円),50,49,50,50,
（野菜・海草）/梅干し/調味梅干し、中粒、並/100g(円),224,223,222,220,
（野菜・海草）/たくあん漬/本漬、中/100g(円),103,97,97,98,
（野菜・海草）/福神漬/並（瓶詰、缶詰を除く）/100g(円),99,97,100,99,
（野菜・海草）/こんぶつくだ煮/並/100g(円),208,216,212,215,
（野菜・海草）/はくさい漬/塩漬/100g(円),80,80,80,79,
（野菜・海草）/キムチ/はくさいキムチ（瓶詰を除く）/100g(円),133,129,126,127,
（野菜・海草）/スイートコーン缶詰/ホールカーネル（つぶ状）内容総量435g/1缶(円),193,189,190,190,
（果物）/りんご/ジョナゴールド、1個260～350g/1kg(円),489,498,491,468,
（果物）/りんご/ふじ、1個260～350g/1kg(円),540,442,438,455,
（果物）/みかん/1個100～120g/1kg(円),627,418,406,442,
（果物）/なつみかん/甘なつみかん、1個370～470g/1kg(円),417,        -,        -,        -,
（果物）/レモン/1個110～160g/1kg(円),464,530,518,501,
（果物）/グレープフルーツ/1個370～430g/1kg(円),303,350,336,331,
（果物）/オレンジ/輸入品、1個180～240g/1kg(円),355,394,402,419,
（果物）/いよかん/1個200～300g/1kg(円),369,461,345,297,
（果物）/なし/幸水又は豊水、1個300～350g/1kg(円),        -,        -,        -,        -,
（果物）/ぶどう/デラウェア/1kg(円),        -,        -,        -,        -,
（果物）/ぶどう/巨峰/1kg(円),        -,        -,        -,        -,
（果物）/かき/1個190～260g/1kg(円),        -,        -,        -,        -,
（果物）/もも/1個200～250g/1kg(円),        -,        -,        -,        -,
（果物）/すいか/1kg(円),        -,        -,        -,        -,
（果物）/メロン/プリンス1個450～650g/1kg(円),        -,        -,        -,        -,
（果物）/メロン/アンデスメロン、1個800～1200g/1kg(円),        -,        -,        -,        -,
（果物）/いちご/100g(円),154,169,154,146,
（果物）/さくらんぼ/国内産/100g(円),        -,        -,        -,        -,
（果物）/バナナ/1kg(円),223,232,249,255,
（果物）/キウイフルーツ/1個100～130g/1kg(円),639,680,648,654,
（果物）/みかん缶詰/シラップづけ、並ぶた缶、内容総量425g入り/1缶(円),125,123,127,133,
（果物）/パイナップル缶詰/スライス、3号缶（565g又は567g入り）、輸入品を除く/1缶(円),178,        -,        -,        -,
（果物）/もも缶詰/黄桃、内容総量410～425g入り、普通品/1缶(円),159,150,165,160,
（油脂・調味料）/食用油/サラダ油（食用調合油）、ポリ容器入り（1500g入り）/1本(円),477,468,472,472,
（油脂・調味料）/マーガリン/ファットスプレッド、ポリ容器入り（450g入り）「雪印ネオソフト」又は「日本リーバラーマ」/1箱(円),264,272,264,273,
（油脂・調味料）/食塩/家庭用、袋入り（1kg入り）、「食塩」/1袋(円),112,112,110,112,
（油脂・調味料）/しょう油/濃口、特級、JAS規格品、ポリ容器入り（1L入り）/1本(円),305,310,299,310,
（油脂・調味料）/みそ/並、袋入り（1kg入り）/1袋(円),344,326,304,321,
（油脂・調味料）/砂糖/上白、袋入り（1kg入り）/1袋(円),200,201,202,203,
（油脂・調味料）/酢/瓶詰（500ml入り）、「ミツカン酢（黒マーク）」/1本(円),141,147,150,146,
（油脂・調味料）/ソース/ウスターソース類、特級、ポリ容器入り（500ml入り）/1本(円),296,296,292,304,
（油脂・調味料）/トマトケチャップ/ポリ容器（500g入り）、「カゴメケチャップ」又は「デルモンテケチャップ」/1本(円),290,295,285,287,
（油脂・調味料）/マヨネーズ/ポリ容器入り（500g入り）、「キューピーマヨネーズ」/1本(円),294,298,312,318,
（油脂・調味料）/ジャム/いちごジャムプレザーブスタイル、瓶詰（170g入り）「アヲハタ55」/1瓶(円),219,214,218,219,
（油脂・調味料）/うま味調味料/「味の素、青袋（120g入り）」/1袋(円),287,        -,        -,        -,
（油脂・調味料）/即席カレー/固形、240～250g/1箱(円),243,253,253,240,
（油脂・調味料）/即席スープ/粉末「クノールカップスープコーンクリーム」（4袋入り）/1箱(円),190,193,189,191,
（油脂・調味料）/風味調味料/かつお風味、「味の素ほんだし（50g×3袋入り）」/1箱(円),399,388,353,371,
（油脂・調味料）/液体調味料/瓶詰「エバラ焼肉のたれ黄金の味」（210g入り）/1本(円),293,312,311,297,
