分類/品目/銘柄/単位,2001年1月,2001年11月,2001年12月,2002年1月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリ(5kg入り）/1袋(円),5598,5552,5544,2717,
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く(5kg入り）/1袋(円),4740,4824,4794,2382,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋(円),3945,3963,4060,1995,
（穀類）/うるち米/指定標準米、精米(5kg入り）/1袋(円),        -,        -,        -,        -,
（穀類）/うるち米/精米、外国産米100％/10kg(円),3365,3497,3572,        -,
（穀類）/もち米/国内産、精米、複数原料米(1kg入り）/1kg(円),600,594,592,587,
（穀類）/食パン/普通品/1kg(円),422,421,422,420,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g(円),83,84,84,84,
（穀類）/ゆでうどん/普通品/1kg(円),328,323,331,321,
（穀類）/干しうどん/普通品/1kg(円),499,513,525,526,
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品/1袋(円),155,150,158,155,
（穀類）/スパゲッティ/輸入品、袋入り（450g入り）、「ブイトーニ」/1袋(円),295,295,295,293,
（穀類）/即席めん/スナックめん、中華タイプ、「カップヌードル」/1個(円),368,358,347,141,
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋(円),255,253,261,260,
（穀類）/小麦粉/薄力粉、1等粉/1kg(円),196,192,196,195,
（穀類）/もち/包装生もち/1kg(円),1063,1072,1101,1051,
（魚介類）/まぐろ/めばち、切り身（刺身用）、赤身/100g(円),448,411,412,417,
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g(円),144,117,124,138,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g(円),115,107,104,110,
（魚介類）/かつお/切り身（刺身用）/100g(円),        -,        -,        -,        -,
（魚介類）/かれい/まがれい、丸（長さ約25～35cm）/100g(円),252,210,212,232,
（魚介類）/さけ/キングサーモン（塩さけ除く）、切り身/100g(円),240,220,205,228,
（魚介類）/さば/丸（長さ約25～35cm）/100g(円),153,122,123,136,
（魚介類）/さんま/丸（長さ約25cm以上）/100g(円),104,96,95,98,
（魚介類）/たら/まだら、切り身（甘塩）/100g(円),182,174,185,        -,
（魚介類）/たい/まだい、丸（長さ約20cm以上）/100g(円),290,280,290,306,
（魚介類）/ぶり/切り身/100g(円),314,272,270,259,
（魚介類）/いか/するめいか/100g(円),87,68,75,101,
（魚介類）/たこ/まだこ（ゆでもの）/100g(円),226,220,222,222,
