階層,類・品目符号,含類総連番,品目,ウエイト(生鮮食品),ウエイト,2010年8月,2011年3月,2011年4月,2011年5月,2011年6月,2011年7月,2011年8月,2011年8月変化率（％）／前月比,2011年8月変化率（％）／前年同月比
0,1,1,総合,,10000,99.7,99.6,99.8,99.7,99.4,99.4,99.5,0.1,-0.2
1,2,2,食料,,2381,99.3,99.7,99.9,98.9,98.9,99.2,98.8,-0.3,-0.4
3,3,3,食料／穀類,,180,99.8,97.8,98.9,97.9,98.6,98.4,98.4,0,-1.4
5,4,4,食料／穀類／米類,,57,99.8,94.7,96.4,95.7,96.9,95.4,96.3,0.9,-3.6
6,1000,5,食料／穀類／米類／うるち米,,54,99.8,94.5,96.3,95.6,96.7,95.4,96.3,0.9,-3.6
7,1001,6,食料／穀類／米類／うるち米／国産米Ａ,,23,100,95.3,97.4,96.5,98.8,97.7,97.4,-0.2,-2.6
7,1002,7,食料／穀類／米類／うるち米／国産米Ｂ,,31,99.7,93.9,95.4,95,95.2,93.7,95.4,1.8,-4.3
6,1011,8,食料／穀類／米類／もち米,,3,99.6,98.3,99.5,98.2,99.5,96.1,96.3,0.2,-3.3
5,5,9,食料／穀類／パン,,72,99.9,99.6,99.7,98.3,99.2,100,99.4,-0.6,-0.4
6,1021,10,食料／穀類／パン／食パン,,21,99.7,99,100,100.3,99.7,101.8,102.7,0.9,3.1
6,1022,11,食料／穀類／パン／あんパン,,26,99.6,100.2,99.5,96.7,98.8,100.8,98.6,-2.1,-1
6,1023,12,食料／穀類／パン／カレーパン,,26,100.4,99.4,99.6,98.3,99,97.8,97.6,-0.2,-2.8
5,6,13,食料／穀類／めん類,,40,99.6,98.9,100.6,98.8,99.8,98.7,98.7,0,-0.9
6,1031,14,食料／穀類／めん類／ゆでうどん,,8,100.1,99.1,100.5,99.4,100.6,100.8,101,0.2,0.9
6,1041,15,食料／穀類／めん類／干しうどん,,6,97.5,104.8,102.3,101.8,103.1,99.4,99.1,-0.3,1.7
6,1042,16,食料／穀類／めん類／スパゲッティ,,4,100.6,97.1,99.3,100,98.4,102.4,98.2,-4.1,-2.4
6,1051,17,食料／穀類／めん類／即席めん,,11,100.2,98.7,100.8,98.7,99.7,97.6,99.2,1.7,-1
6,1052,18,食料／穀類／めん類／生中華めん,,11,99.4,96.8,100,96.6,98.3,96.9,96.8,-0.1,-2.7
5,7,20,食料／穀類／他の穀類,,11,100.3,97.8,99.4,103,99.8,102.7,102.2,-0.4,1.9
6,1071,21,食料／穀類／他の穀類／小麦粉,,2,99.1,99.4,100.2,99.1,97,97.2,98.8,1.6,-0.3
6,1081,22,食料／穀類／他の穀類／もち,,9,100.6,97.4,99.2,104,100.6,104.2,103.2,-1,2.6
3,8,23,食料／魚介類,,182,99.8,101.3,102.1,101.5,101.1,102,103.5,1.4,3.8
5,9,24,食料／魚介類／生鮮魚介,,109,100.3,102.9,103.4,102.8,101.6,103.7,106.2,2.4,5.9
6,1101,25,食料／魚介類／生鮮魚介／まぐろ,30,29,99.5,101.2,105.9,103,101.2,103.4,99.3,-3.9,-0.2
6,1102,26,食料／魚介類／生鮮魚介／あじ,5,4,101.6,110.4,88.8,88.2,97.5,109,102.9,-5.5,1.4
6,1103,27,食料／魚介類／生鮮魚介／いわし,3,2,84.7,118.3,106.6,109.8,90.8,86.4,88.1,1.9,4
6,1104,28,食料／魚介類／生鮮魚介／かつお,7,5,74.9,115.8,117.5,99.1,100.9,89.8,111.3,24,48.6
6,1105,29,食料／魚介類／生鮮魚介／かれい,2,3,113.3,103.7,89.9,94,94,96.3,97.9,1.7,-13.5
6,1106,30,食料／魚介類／生鮮魚介／さけ,14,13,97.9,102.1,107,107.5,104,106.4,105.9,-0.5,8.2
6,1107,31,食料／魚介類／生鮮魚介／さば,2,3,93.1,123.8,114.2,100,95,100.6,84.8,-15.7,-8.9
6,1108,32,食料／魚介類／生鮮魚介／さんま,6,4,140.4,83.2,86.9,85,80.7,163.5,185.6,13.5,32.2
6,1110,33,食料／魚介類／生鮮魚介／たい,3,3,100.3,102.9,99.2,95.9,99.8,98.8,100,1.2,-0.3
6,1111,34,食料／魚介類／生鮮魚介／ぶり,5,9,109.1,101.7,95.4,96.3,93.7,97.2,97.1,-0.1,-11
6,1112,35,食料／魚介類／生鮮魚介／いか,8,7,96.4,101.6,116.4,134.3,122.3,111.2,93.8,-15.6,-2.7
6,1113,36,食料／魚介類／生鮮魚介／たこ,5,5,96.8,103.1,101.8,105.5,103.8,105.1,106,0.9,9.6
6,1114,37,食料／魚介類／生鮮魚介／えび,9,10,100.9,98.5,99.9,103.4,101,102.8,101.9,-0.9,1
6,1131,38,食料／魚介類／生鮮魚介／あさり,5,5,101.4,101.8,96.3,95.3,96.7,97.2,99.8,2.7,-1.5
6,1132,39,食料／魚介類／生鮮魚介／かき（貝）, -,2,        -,93,        -,        -,        -,        -,        -,        -,        -
6,1133,40,食料／魚介類／生鮮魚介／ほたて貝,4,4,104.8,108.1,104.2,112.6,114.1,121.3,121.6,0.3,16
5,10,41,食料／魚介類／塩干魚介,,32,98.7,98.7,98.6,97.6,98.8,100.5,101.2,0.7,2.5
6,1141,42,食料／魚介類／塩干魚介／塩さけ,,5,98.8,98.8,101.9,97.3,98.6,100.8,102.7,1.9,4
6,1142,43,食料／魚介類／塩干魚介／たらこ,,10,97.5,97.1,95.1,95.4,93.8,98.2,99.5,1.3,2
6,1143,44,食料／魚介類／塩干魚介／しらす干し,,6,99.8,96.3,95.5,98,101.4,100.5,101.6,1.1,1.7
6,1144,45,食料／魚介類／塩干魚介／干しあじ,,5,100.4,102.5,103,99,102.6,103.6,99.8,-3.7,-0.7
6,1146,46,食料／魚介類／塩干魚介／煮干し,,1,100.7,100.5,102.8,100.6,103.6,101.8,102.4,0.6,1.7
6,1150,47,食料／魚介類／塩干魚介／ししゃも,,1,98.1,99.5,99.4,97.3,95.9,94.6,95.1,0.5,-3
6,1167,48,食料／魚介類／塩干魚介／いくら,,4,97.3,100.9,101.8,101.1,103.9,103.7,107.2,3.4,10.2
5,11,49,食料／魚介類／魚肉練製品,,17,100.2,96.9,99.4,98.1,98.8,93.1,92.7,-0.4,-7.5
