分類/品目/銘柄/単位,2010年3月,2011年1月,2011年2月,2011年3月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一原料米、コシヒカリ(5kg入り）/1袋  (円),2503,2338,2382,2347,
（穀類）/うるち米/国内産、精米、単一原料米、コシヒカリを除く(5kg入り）/1袋  (円),2173,2038,2020,2006,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋  (円),1763,1662,1683,1636,
（穀類）/もち米/国内産、精米、複数原料米(1～2kg入り）/1kg  (円),596,584,595,591,
（穀類）/食パン/普通品/1kg  (円),442,430,439,434,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g  (円),95,93,94,92,
（穀類）/カレーパン/揚げパン、普通品/100g  (円),107,105,106,104,
（穀類）/ゆでうどん/1食入り（200～250g入り）、普通品/1袋  (円),40,40,40,40,
（穀類）/干しうどん/袋入り（250g～300g入り）、普通品/100g  (円),68,71,68,70,
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品/1袋  (円),173,168,171,168,
（穀類）/即席めん/中華タイプ、「カップヌードル(77g入り)」/1個  (円),146,144,148,144,平成22年11月から基本銘柄改正
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋  (円),113,108,106,106,
（穀類）/小麦粉/薄力粉、袋入り（1kg入り）「日清フラワーチャック付」/1袋  (円),228,218,220,223,
（穀類）/もち/包装生もち、袋入り（1kg入り）、普通品/1袋  (円),882,757,785,794,
（魚介類）/まぐろ/めばち又はきはだ、刺身用、さく、赤身/100g  (円),388,404,399,399,
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g  (円),134,118,101,107,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g  (円),106,99,103,115,
（魚介類）/かつお/切り身（刺身用）/100g  (円),277,        -,        -,256,
（魚介類）/かれい/まがれい、あかがれい、むしがれい又はまこがれい、丸（長さ約20cm以上）/100g  (円),193,183,176,182,
（魚介類）/さけ/トラウトサーモン､ぎんざけ､アトランティックサーモン､べにざけ､又はキングサーモン､切り身/100g  (円),215,220,228,225,
（魚介類）/さば/まさば又はごまさば、切り身/100g  (円),135,128,121,114,
（魚介類）/さんま/丸（長さ約25cm以上）/100g  (円),59,74,70,71,
（魚介類）/たい/まだい、刺身用、さく/100g  (円),553,579,571,581,
（魚介類）/ぶり/切り身/100g  (円),232,238,243,230,
（魚介類）/いか/するめいか/100g  (円),90,79,74,77,
（魚介類）/たこ/まだこ（ゆでもの）/100g  (円),243,246,247,248,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g  (円),235,236,239,233,
（魚介類）/あさり/殻付き/100g  (円),116,119,114,119,
（魚介類）/かき/まがき、むき身/100g  (円),248,304,283,285,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g  (円),176,202,205,208,
（魚介類）/塩さけ/ぎんざけ、切り身/100g  (円),161,153,152,155,
（魚介類）/たらこ/並/100g  (円),466,430,433,430,
（魚介類）/しらす干し/並/100g  (円),411,378,402,374,
（魚介類）/干しあじ/まあじ、開き、並/100g  (円),160,159,153,157,
（魚介類）/丸干しいわし/まいわし（長さ約12cm以上）、並/100g  (円),111,108,114,115,
（魚介類）/煮干し/かたくちいわし、並/100g  (円),221,209,211,215,
（魚介類）/ししゃも/子持ちししゃも、カラフトシシャモ、パック入り（8～12匹入り/100g  (円),157,151,157,150,
（魚介類）/さつま揚げ/並/100g  (円),123,119,120,118,
（魚介類）/ちくわ/焼ちくわ（冷凍ものを除く）、並/100g  (円),131,129,134,125,
（魚介類）/かまぼこ/蒸かまぼこ、板付き、100g～160g、普通品/100g  (円),181,184,183,179,
（魚介類）/かつお節/かつおかれぶし削りぶし、パック入り（3g×10袋入り）、普通品/1パック  (円),287,276,278,276,
（魚介類）/塩辛/いかの塩辛、並/100g  (円),200,168,166,161,
（魚介類）/魚みそ漬/さわら又はさけ、並/100g  (円),229,216,220,225,
（魚介類）/魚介つくだ煮/小女子、ちりめん又はしらす、並/100g  (円),523,457,457,456,平成22年1月から基本銘柄改正
（魚介類）/いくら/さけ卵塩漬波/100g  (円),1031,896,945,940,
（魚介類）/まぐろ缶詰/油漬、きはだまぐろ、フレーク、内容量80g入り3缶パック又は4缶パック/1缶  (円),118,117,112,114,
（肉類）/牛肉/国産品、ロース/100g  (円),812,822,795,803,
（肉類）/牛肉/肩肉/100g  (円),        -,        -,        -,        -,
（肉類）/牛肉/輸入品、チルド（冷蔵）、肩ロース又はもも/100g  (円),203,208,217,211,
（肉類）/豚肉/ロース/100g  (円),236,234,233,236,
（肉類）/豚肉/もも肉/100g  (円),173,171,168,171,
（肉類）/鶏肉/ブロイラー、もも肉/100g  (円),127,129,133,133,
（肉類）/レバー/豚レバー/100g  (円),118,124,124,123,
（肉類）/ハム/ロースハム、JAS格付けなし、普通品/100g  (円),256,234,233,232,
（肉類）/ソーセージ/ウインナーソーセージ、袋入り、JAS規格品・特級/100g  (円),199,196,197,195,
（肉類）/ベーコン/ベーコン、JAS格付なし、普通品/100g  (円),234,225,223,225,
（乳卵類）/牛乳/瓶入り（180mL）配達、瓶代を除く、月極め/1本  (円),114,115,115,115,
（乳卵類）/牛乳/紙容器入り（1000mL入り）、店頭売り/1本  (円),216,218,216,215,
（乳卵類）/粉ミルク/調整粉乳、缶入り（850g入り）「明治ほほえみ」/1缶  (円),2350,2318,2313,2318,
（乳卵類）/バター/カルトン入り（200g入り）/1箱  (円),371,362,356,371,
（乳卵類）/チーズ/国産品、プロセスチーズ、スライスチーズ、とろけるタイプ袋入り（8枚，144g入り）/1袋  (円),291,240,258,263,
（乳卵類）/チーズ/輸入品、フランス産、ナチュラルチーズ、紙容器（125g入り）/1個  (円),596,608,597,602,
（乳卵類）/ヨーグルト/プレーンヨーグルト、400～450g入り/100g  (円),42,40,39,40,
（乳卵類）/鶏卵/白色卵、Lサイズ、パック詰(10個入り）/1パック  (円),214,226,229,232,
（野菜・海草）/キャベツ//1kg  (円),201,186,228,194,
（野菜・海草）/ほうれんそう//1kg  (円),619,700,717,552,
（野菜・海草）/はくさい/山東菜を除く/1kg  (円),144,130,146,168,
（野菜・海草）/ねぎ//1kg  (円),586,591,585,558,
（野菜・海草）/レタス/玉レタス/1kg  (円),479,502,635,401,
（野菜・海草）/もやし/だいずもやしを除く/100g  (円),17,17,17,17,
（野菜・海草）/ブロッコリー//1kg  (円),538,617,626,471,
（野菜・海草）/アスパラガス/グリーンアスパラガス/100g  (円),137,171,140,138,
（野菜・海草）/さつまいも//1kg  (円),390,461,438,483,
（野菜・海草）/じゃがいも//1kg  (円),318,355,357,353,
（野菜・海草）/さといも/こいも、土付き/1kg  (円),523,602,624,648,
（野菜・海草）/だいこん//1kg  (円),158,122,150,150,
（野菜・海草）/にんじん//1kg  (円),266,346,338,344,
（野菜・海草）/ごぼう//1kg  (円),764,757,772,785,
（野菜・海草）/たまねぎ/赤玉ねぎを除く/1kg  (円),262,307,307,311,平成22年2月から基本銘柄改正
（野菜・海草）/れんこん//1kg  (円),864,847,856,849,
（野菜・海草）/ながいも//1kg  (円),622,691,672,683,
（野菜・海草）/しょうが/根しょうが/100g  (円),126,126,125,125,
