"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","余暇活動、文化芸術活動について","Q10-1. あなたは過去１年間で、余暇活動としてどのようなことを行いましたか。行ったことがあるものをすべて選択してください。（あてはまるものすべてに○）","散歩に出かける（ウォーキングなど）","804","57.7","59.1"
"202003","余暇活動、文化芸術活動について","Q10-1. あなたは過去１年間で、余暇活動としてどのようなことを行いましたか。行ったことがあるものをすべて選択してください。（あてはまるものすべてに○）","軽い運動をする（室内運動、体操など）","564","40.5","41.5"
"202003","余暇活動、文化芸術活動について","Q10-1. あなたは過去１年間で、余暇活動としてどのようなことを行いましたか。行ったことがあるものをすべて選択してください。（あてはまるものすべてに○）","スポーツをする（ボッチャなど）","167","12.0","12.3"
"202003","余暇活動、文化芸術活動について","Q10-1. あなたは過去１年間で、余暇活動としてどのようなことを行いましたか。行ったことがあるものをすべて選択してください。（あてはまるものすべてに○）","スポーツを観戦する","272","19.5","20.0"
"202003","余暇活動、文化芸術活動について","Q10-1. あなたは過去１年間で、余暇活動としてどのようなことを行いましたか。行ったことがあるものをすべて選択してください。（あてはまるものすべてに○）","家庭で本を読む","571","41.0","42.0"
"202003","余暇活動、文化芸術活動について","Q10-1. あなたは過去１年間で、余暇活動としてどのようなことを行いましたか。行ったことがあるものをすべて選択してください。（あてはまるものすべてに○）","図書館に出かける","303","21.7","22.3"
"202003","余暇活動、文化芸術活動について","Q10-1. あなたは過去１年間で、余暇活動としてどのようなことを行いましたか。行ったことがあるものをすべて選択してください。（あてはまるものすべてに○）","旅行に出かける","634","45.5","46.6"
"202003","余暇活動、文化芸術活動について","Q10-1. あなたは過去１年間で、余暇活動としてどのようなことを行いましたか。行ったことがあるものをすべて選択してください。（あてはまるものすべてに○）","その他","187","13.4","13.8"
"202003","余暇活動、文化芸術活動について","Q10-1. あなたは過去１年間で、余暇活動としてどのようなことを行いましたか。行ったことがあるものをすべて選択してください。（あてはまるものすべてに○）","特に何もしていない","147","10.5","10.8"
"202003","余暇活動、文化芸術活動について","Q10-1. あなたは過去１年間で、余暇活動としてどのようなことを行いましたか。行ったことがあるものをすべて選択してください。（あてはまるものすべてに○）","無回答","34","2.4",

"港区保健福祉基礎調査（身体障害者）・単純集計表・余暇活動文化芸術活動についてQ10-1","Ver202003",,,,,
