,(2)海上出入貨物,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,（単位　：　トン）,,
,,平成30年(2018年),,,,平成29年(2017年),,,,,
,,当月,,,１月以降累計,当月,,,１月以降累計,,
,,計,出貨,入貨,,計,出貨,入貨,,,
,総数 ,"7,975,414","2,395,514","5,579,900","83,827,835","8,184,212","2,530,619","5,653,593","82,756,282",,
,,97.4%,94.7%,98.7%,101.3%,,,,,,
,外貿貨物,"4,397,169","1,066,839","3,330,330","45,662,618","4,592,500","1,154,444","3,438,056","45,731,665",,
,,95.7%,92.4%,96.9%,99.8%,,,,,,
,（うちコンテナ貨物）,"4,269,937","1,039,908","3,230,029","43,952,891","4,368,157","1,071,638","3,296,519","43,982,777",,
,,97.8%,97.0%,98.0%,99.9%,,,,,,
,内貿貨物,"3,578,245","1,328,675","2,249,570","38,165,217","3,591,712","1,376,175","2,215,537","37,024,617",,
,,99.6%,96.5%,101.5%,103.1%,,,,,,
,(注）％表示は対前年同月比,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
