実数・増減率,年次コード,年次,調査世帯数(世帯）,世帯人員（人）,有業人員（人）,世帯主平均年齢（歳）,実収入（円）,実収入／経常収入（円）,実収入／経常収入／勤め先収入（円）,実収入／経常収入／勤め先収入／世帯主の配偶者の収入（円）,実収入／経常収入／勤め先収入／他の世帯員収入（円）,実収入／経常収入／事業・内職収入（円）,実収入／経常収入／他の経常収入（円）,実収入／経常収入／他の経常収入／社会保障給付（円）,実収入／特別収入（円）,可処分所得（円）,実支出（円）,実支出／生計支出（円）,実支出／生計支出／消費支出（円）,実支出／生計支出／消費支出／食料（円）,実支出／生計支出／消費支出／食料／穀類（円）,実支出／生計支出／消費支出／食料／魚介類（円）,実支出／生計支出／消費支出／食料／肉類（円）,実支出／生計支出／消費支出／食料／乳卵類（円）,実支出／生計支出／消費支出／食料／野菜・海藻（円）,実支出／生計支出／消費支出／食料／果物（円）,実支出／生計支出／消費支出／食料／油脂・調味料（円）,実支出／生計支出／消費支出／食料／菓子類（円）,実支出／生計支出／消費支出／食料／調理食品（円）,実支出／生計支出／消費支出／食料／飲料（円）,実支出／生計支出／消費支出／食料／酒類（円）,実支出／生計支出／消費支出／食料／外食（円）,実支出／生計支出／消費支出／住居（円）,実支出／生計支出／消費支出／住居／家賃地代（円）,実支出／生計支出／消費支出／住居／設備修繕・維持（円）,実支出／生計支出／消費支出／光熱・水道（円）,実支出／生計支出／消費支出／光熱・水道／電気代（円）,実支出／生計支出／消費支出／光熱・水道／ガス代（円）,実支出／生計支出／消費支出／光熱・水道／他の光熱（円）,実支出／生計支出／消費支出／光熱・水道／上下水道料（円）,実支出／生計支出／消費支出／家具・家事用品（円）,実支出／生計支出／消費支出／家具・家事用品／家庭用耐久財（円）,実支出／生計支出／消費支出／家具・家事用品／室内装備・装飾品（円）,実支出／生計支出／消費支出／家具・家事用品／寝具類（円）,実支出／生計支出／消費支出／家具・家事用品／家事雑貨（円）,実支出／生計支出／消費支出／家具・家事用品／家事用消耗品（円）,実支出／生計支出／消費支出／家具・家事用品／家事サービス（円）,実支出／生計支出／消費支出／被服及び履物（円）,実支出／生計支出／消費支出／被服及び履物／和服（円）,実支出／生計支出／消費支出／被服及び履物／洋服（円）,実支出／生計支出／消費支出／被服及び履物／シャツ・セーター類（円）,実支出／生計支出／消費支出／被服及び履物／下着類（円）,実支出／生計支出／消費支出／被服及び履物／生地・糸類（円）,実支出／生計支出／消費支出／被服及び履物／他の被服（円）,実支出／生計支出／消費支出／被服及び履物／履物類（円）,実支出／生計支出／消費支出／被服及び履物／被服関連サービス（円）,実支出／生計支出／消費支出／保健医療（円）,実支出／生計支出／消費支出／保健医療／医薬品（円）,実支出／生計支出／消費支出／保健医療／健康保持用摂取品（円）,実支出／生計支出／消費支出／保健医療／保健医療用品 ・器具（円）,実支出／生計支出／消費支出／保健医療／保健医療サービス（円）,実支出／生計支出／消費支出／交通・通信（円）,実支出／生計支出／消費支出／交通・通信／交通（円）,実支出／生計支出／消費支出／交通・通信／自動車等関係費（円）,実支出／生計支出／消費支出／交通・通信／通信（円）,実支出／生計支出／消費支出／教育（円）,実支出／生計支出／消費支出／教育／授業料等（円）,実支出／生計支出／消費支出／教育／教科書・学習参考教材（円）,実支出／生計支出／消費支出／教育／補習教育（円）,実支出／生計支出／消費支出／教養娯楽（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽用耐久財（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽用品（円）,実支出／生計支出／消費支出／教養娯楽／書籍・他の印刷物（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽サービス（円）,実支出／生計支出／消費支出／その他の消費支出（円）,実支出／生計支出／消費支出／その他の消費支出／諸雑費（円）,実支出／生計支出／消費支出／その他の消費支出／こづかい（円）,実支出／生計支出／消費支出／その他の消費支出／交際費（円）,実支出／生計支出／消費支出／その他の消費支出／仕送り金（円）,実支出／生計支出／土地家屋購入（円）,実支出／その他の実支出（円）,平均消費性向（％）,エンゲル係数（％）
Jissu,nen,実数_令和 2年,222,2.38,0.46,75.1,260776,234119,26369,6890,19479,12544,195206,189701,26657,223687,300778,263689,263689,82388,6712,7949,7540,4959,12612,5021,4223,5989,12597,4907,3633,6247,22975,5244,17731,22219,10684,6018,438,5079,11414,4094,517,796,1983,3163,862,6156,11,2226,1173,883,141,546,772,404,20467,3566,1741,2680,12480,25486,2619,12464,10403,1684,1532,29,123,24980,2647,4776,4441,13118,45919,19414,6052,19405,1048,-,37089,117.9,31.2
Jissu,nen,実数_令和 3年,214,2.34,0.43,75.1,235231,228818,32643,9198,23445,6694,189480,183738,6413,195835,292619,253223,253223,79382,6572,7795,7314,4407,11945,4838,4025,5798,12151,4753,3451,6334,23196,5282,17914,20297,9148,5597,446,5107,11282,4091,578,735,1883,2967,1029,6594,284,2256,1411,838,136,486,840,344,18792,3356,1520,2482,11434,20104,2858,7189,10056,2351,2082,19,250,24759,1623,4732,4490,13915,46466,20670,5674,18084,2038,-,39396,129.3,31.3
Jissu,tuki,実数_令和 3年 1月,217,2.39,0.42,74.7,57156,53409,32140,11584,20556,7120,14149,11773,3747,38745,240789,222378,222378,71959,6029,6492,6800,4005,10541,4559,3609,5661,12148,3824,2884,5407,11032,4389,6643,22974,10305,7531,1282,3856,8225,3035,356,275,1680,2330,549,4381,4,1703,679,795,90,653,323,134,18370,3774,1008,3351,10236,18466,2272,6145,10049,387,128,-,259,19034,2775,3468,3921,8870,47548,19858,6117,20159,1414,-,18411,574,32.4
Jissu,tuki,実数_令和 3年 2月,210,2.38,0.37,74.5,379502,375348,25825,11283,14542,10593,338930,337025,4154,335860,275013,231371,231371,74797,6365,6874,6760,4231,10837,5012,4060,6288,11429,4154,3552,5237,27044,3854,23190,26396,12125,7306,1022,5943,8100,2435,293,582,1711,2513,566,5442,-,1908,943,678,160,408,1180,165,16113,3472,1584,2191,8866,16338,1751,4659,9928,1180,251,46,883,19368,1298,4161,3833,10076,36592,17483,5310,12502,1298,-,43643,68.9,32.3
Jissu,tuki,実数_令和 3年 3月,206,2.41,0.42,74.8,57468,51243,33075,11995,21080,4751,13418,9790,6225,27933,321767,292232,292232,82245,6932,8083,7342,4537,11989,4845,4214,6255,12675,4844,3227,7302,33280,3491,29790,27094,13076,8779,559,4681,10147,3062,248,881,2115,3259,582,10516,-,5245,1578,883,419,492,1258,640,19981,3458,1684,2041,12799,25112,2482,10630,12000,819,426,175,219,25034,1718,5421,5048,12846,58003,26820,4945,24313,1926,-,29535,1046.2,28.1
Jissu,tuki,実数_令和 3年 4月,209,2.44,0.45,74.3,396136,375425,35556,11350,24206,4532,335336,331222,20711,353614,315644,273123,273123,78995,7130,7430,7574,4316,11858,4451,3927,5827,12100,4806,3662,5914,25278,4966,20312,25360,11002,7603,159,6596,9276,2956,268,264,2107,3078,604,8005,2523,1318,1369,749,98,466,351,1130,22159,4424,2008,2005,13721,20140,2852,6732,10556,16612,16576,-,37,24825,1388,5801,4543,13094,42474,21396,5836,14641,601,-,42522,77.2,28.9
Jissu,tuki,実数_令和 3年 5月,205,2.42,0.47,74.7,52008,49051,34000,9074,24925,5075,9976,7284,2957,10621,285919,244532,244532,79933,7347,7738,7860,4618,12550,4086,4129,6205,11001,5511,3412,5474,26109,4147,21962,19107,9204,5968,30,3905,14125,5149,1340,1883,1596,3531,627,6428,60,2422,1666,763,35,486,579,417,21386,3200,1679,2669,13838,18620,2086,6442,10092,4926,4855,7,64,21390,1349,5329,4610,10103,32508,18869,4109,9292,238,-,41387,2302.3,32.7
Jissu,tuki,実数_令和 3年 6月,211,2.35,0.42,75.4,442661,438203,38502,11249,27254,8375,391326,369227,4458,346128,336217,239684,239684,76066,6566,7306,7099,4663,12512,4189,3846,5769,10312,5231,3405,5169,13598,5709,7889,18773,7421,4889,14,6449,13937,5730,890,900,1589,3112,1716,6698,126,1837,1734,999,283,347,979,394,24889,3523,2001,3335,16030,17240,1773,6183,9284,923,671,-,252,21772,770,4326,4520,12154,45788,22888,5832,14084,2984,-,96533,69.2,31.7
Jissu,tuki,実数_令和 3年 7月,220,2.35,0.42,75.2,49151,45434,36576,9334,27242,2639,6220,2495,3716,33269,250544,234662,234662,77269,6108,6875,7405,4569,11933,5087,3797,5568,12246,5156,3007,5517,13694,4676,9017,14433,6907,4044,12,3470,12182,4478,423,891,1667,3507,1216,5686,21,1624,1458,1107,110,486,671,211,17823,3275,1682,1966,10900,18728,2566,8377,7785,924,603,3,318,23933,1825,3756,4658,13694,49990,19487,4911,23771,1821,-,15881,705.3,32.9
Jissu,tuki,実数_令和 3年 8月,215,2.33,0.43,75.4,451130,442305,31938,8591,23347,4810,405557,402996,8825,396462,296571,241903,241903,77154,6062,7219,7487,4614,12232,5438,3693,5423,11318,5096,3567,5004,26643,7858,18785,18249,7632,3819,14,6783,11988,4772,307,333,1982,2880,1713,3618,212,887,963,578,58,223,524,172,18432,3406,1180,3265,10581,22214,3780,8052,10382,195,13,-,182,24479,1651,4657,4478,13692,38933,20104,6293,10581,1955,-,54668,61,31.9
Jissu,tuki,実数_令和 3年 9月,218,2.3,0.4,75.7,53509,44412,25798,5453,20345,7237,11376,6715,9098,32102,269390,247983,247983,78410,6503,7562,7116,4523,12898,5562,4153,5275,12272,4643,3607,4298,25822,5253,20569,15998,8880,3423,48,3647,11862,5281,350,706,1799,2768,958,5936,260,1352,2010,840,125,416,731,202,15754,3018,1587,1982,9168,19685,2433,7443,9810,362,71,-,291,24709,1969,4405,4371,13964,49444,19870,5529,19589,4455,-,21407,772.5,31.6
Jissu,tuki,実数_令和 3年10月,219,2.28,0.41,75.5,433527,429228,28927,6786,22141,10172,390129,383761,4299,389733,291776,247982,247982,75182,6370,7435,6737,4342,11485,4790,3724,5170,10988,4308,3090,6742,27826,7319,20507,18201,8480,3525,165,6032,10644,2990,1436,406,1788,2642,1382,6279,-,2767,1158,592,108,453,877,325,14577,2986,1471,1844,8276,20301,4771,7002,8528,328,13,-,316,30167,1618,4418,4566,19564,44476,19608,8476,13431,2960,-,43794,63.6,30.3
Jissu,tuki,実数_令和 3年11月,218,2.25,0.44,75.4,45834,42373,27200,6628,20572,7539,7634,3979,3461,26798,281059,262023,262023,77023,5694,7572,6430,3939,10919,4697,4054,5232,11221,4550,3470,9245,25651,4971,20680,16695,7312,4520,834,4030,9428,2950,454,640,1873,2685,825,8157,204,3171,1891,981,87,567,1121,135,22181,2716,1217,3400,14849,23098,3870,7880,11347,1357,1179,-,178,29388,547,5098,4572,19171,49045,19398,5027,22311,2308,-,19036,977.8,29.4
Jissu,tuki,実数_令和 3年12月,221,2.24,0.45,75.3,404690,399383,42181,7052,35129,7488,349714,338590,5307,358760,346736,300805,300805,103548,7755,12955,9155,4522,13590,5339,5092,6900,18100,4908,4532,10698,22380,6756,15625,20288,7431,5760,1208,5889,15474,6252,566,1055,2694,3295,1611,7983,-,2840,1481,1085,57,833,1484,204,13834,3021,1138,1731,7944,21302,3662,6725,10915,199,199,-,-,33009,2565,5939,4760,19746,62788,22257,5700,32334,2497,-,45931,83.8,34.4
meimoku,nen,対前年（同月）名目増加率_平成22年,-,-,-,-,-7.4,-6.5,27.5,-4.6,58.9,-32.1,-8.1,-8,-28.9,-9.4,-2.6,-3.3,-4,-2.4,-2.5,-5.6,0.5,0.6,4.3,1.6,-4.9,2.1,1,-4.9,-15.8,-10.1,-9.1,-2.2,-13.3,1.4,3.9,-2.5,25.2,-0.2,-7.1,-11.9,15.1,-43.8,1,-4.5,2.7,-11.2,-51.9,-6.4,-10,-5.5,-19,-15.1,-12,-21.2,-7.3,13.5,-11.8,-17.9,-9.4,2.1,-14.8,16,1.1,400.8,357.2,160,...,3.3,42.8,-5.3,-1.2,0.8,-11.6,-20.5,-7.2,-7.9,70.1,769.1,3.5,,
meimoku,nen,対前年（同月）名目増加率_平成23年,-,-,-,-,0.3,0.7,-14.2,7.6,-27.1,23.3,1.6,2.2,-12.9,1.5,2.6,3.6,-1.4,2.6,-1.2,2,5.2,-3.4,1.1,4,6.1,-2.9,2.8,9.7,3.5,6.4,-10.9,-4.1,-15.6,-7,-7.4,-7.3,15.6,-8,6.9,5.5,0.5,62.1,9,5.2,-4.6,3.8,-21.8,6.9,1.2,-2.3,43.9,7.3,-4.4,9,3.9,6.1,14.5,2.5,2.1,-9.9,-0.1,-23.1,0.3,-7,1.3,-59.6,-34.8,-6.8,-38.3,4.2,-7.5,-2.5,2.4,3.1,0.3,4.3,-23.4,623.2,-5.6,,
meimoku,nen,対前年（同月）名目増加率_平成24年,-,-,-,-,-2.5,-2.6,18.8,10.6,25.9,-5.4,-4.5,-4.2,1.5,-2.1,-1.9,-1.6,3.5,2,1.4,-0.6,-1.9,6.3,-2.8,-0.7,1.6,0.3,10.2,8.5,5.9,1.7,23.8,4.7,38.7,12.1,10.4,20.3,19,4.2,-4,-23.9,6.2,3.7,7.9,11.5,9,5,16.2,0.2,2,25.1,1.6,17.2,2.2,-0.2,4.3,1.8,8.1,5.2,4.4,10.9,2.5,27.9,-0.4,83.2,61.8,119,219.7,-7,-21.3,-7.2,2.2,-7.1,-2.2,6,-11.9,-4.8,-24.9,-87.9,-4.6,,
meimoku,nen,対前年（同月）名目増加率_平成25年,-,-,-,-,1.6,0.1,0.4,-32.5,25.5,11.1,-0.3,0.2,52.1,-0.5,3.4,2.4,3,-0.8,-3.1,-2.1,3.4,0.9,0.8,0.9,-1.3,-2.2,-8.6,-2.9,13.6,1.6,9.6,0.8,14.7,4.1,12.7,-4,-19.5,2.5,7,33.8,-9,50.7,-18.5,-6.2,-4.7,-0.9,72.2,-6.2,13.5,-15.5,-12.4,-8.8,28.2,-22.8,1.2,-1.2,7.1,20.3,-2.4,1.5,-0.6,6.9,-4,-64.7,-68.8,-26.1,-53.5,5,-3.4,-2.4,-5.6,10.4,8.6,15.1,-12.2,9,-11.7,-79.3,12.4,,
meimoku,nen,対前年（同月）名目増加率_平成26年,-,-,-,-,-4.3,-2.7,-3.1,-39,11.7,19.5,-3.7,-5.8,-41.3,-3.9,-2.9,-2.4,-4.1,1.3,-1.5,-1.5,10,7.1,0.2,-2.8,6.3,3.2,8.2,-1.8,-4.3,-4.4,-18,-27.4,-13.1,-0.9,-3.2,4.5,18.8,-5.4,-1.8,-10,0.6,-22.7,6.5,8.2,15.1,-6.8,23.5,-5.7,-13.8,-7.9,-37.3,6.9,-12.9,10.2,-3.3,6,-1.5,-12.7,-4.2,2.4,4,-0.1,4.9,-38.2,-49.6,-20.6,-14.4,0.2,-10.9,19.5,8.2,-4.7,-10.5,-6.2,2.7,-18.2,25.7,...,-6.6,,
meimoku,nen,対前年（同月）名目増加率_平成27年,-,-,-,-,-1.5,-1.4,-1.1,85.9,-20.6,20.2,-2.6,-1.4,-6.8,-3.7,1.6,0.7,2.7,3.1,0.6,4,4.3,8,6.9,9.4,-1,1.2,3.9,2.5,-8,0.1,4.5,46,-13.5,0.5,1.3,-2.8,-35,8.6,-3.6,-5.4,-33.1,-16.5,6.5,0.4,9.2,9.4,21.4,26,7,8.4,24.5,-9.1,-8.2,-4.9,-2.6,-5.2,0.7,-24.2,1.9,6.7,4.3,4.9,11.2,343.4,650.1,-22.2,-26.2,1.8,-16.4,-4.6,-8,7.6,-1.2,-10.7,4,-0.1,138.4,-100,8.8,,
meimoku,nen,対前年（同月）名目増加率_平成28年,-,-,-,-,-1.1,-3,-10.7,2.3,-17.6,-2.9,-2.1,-4.1,75.2,2.6,-10.1,-9.2,-9.2,0,-3.9,2,1.6,-2.4,-1.6,-2.6,1.1,0.5,9,2.8,2.3,-7.4,-5.7,-20.9,5.3,-13.2,-12.6,-17.5,-21.3,-7.8,-6.4,-8.4,-0.5,-8.2,-6.1,1.7,-19.7,-9.7,104.4,-26.5,-4.7,-9.4,-33.3,-7.4,11.6,-3.2,-15.3,-7.1,-10.3,-0.7,-20.8,-22.1,-19.3,-34,-8.7,-79.9,-84.5,9.5,-26.4,-13.4,-1.8,-13.9,-3.6,-16.2,-7.4,-1,11.3,-14.3,-37.5,-,-17.1,,
meimoku,nen,対前年（同月）名目増加率_平成29年,-,-,-,-,-6.6,-4.7,-30,-34.3,-27.2,-15.5,-1.3,2.1,-48.3,-8.6,1.9,1.7,1.7,0.7,1.2,-5.6,2.1,7.9,-0.8,3.7,2,0.7,-1.3,-1.8,14.6,0.3,-5.2,-9.4,-2.9,1.9,1.6,-0.9,47.2,2.6,-2.8,-3.5,-16.4,29.9,-5.5,-2.9,-6.7,-6.3,-94.7,2.8,-6.9,-4.3,93.2,-4.4,2.8,-15.2,10.8,-1.9,-18.7,31.4,17.3,14.5,-6.1,27.5,15.6,-14.7,-26.9,-95.7,30.9,-0.3,-7.6,-1.4,-1.1,0.7,1.4,-10.8,-18,23.6,-24.5,-,4.1,,
meimoku,nen,対前年（同月）名目増加率_平成30年,-,-,-,-,22,20.7,76.9,65.2,83.8,-40.9,19.8,18,75.2,24.9,6,5.7,4.8,2.8,5,-0.3,6,-7.1,5,2.4,2.1,8.4,1.8,9.5,-19,8.4,8.5,13.2,6.1,5.4,7.5,3.2,-13.3,5.9,14.4,32.1,28.4,-26.8,7,8.4,9.2,-3.3,513.6,-8.8,-9.3,-2.1,-13.5,-0.3,-9.9,31.6,3.4,7.6,20.5,-0.7,0.7,11.6,13.3,25.6,-4,128.8,231.6,700,-34.4,3.7,25.7,15.4,-3.6,0.9,2.6,23,-2.4,-10.6,-25.6,...,8.4,,
meimoku,nen,対前年（同月）名目増加率_平成31年・令和元年,-,-,-,-,9.4,10.3,30.6,14,39.4,22.9,7.6,8.5,-15.4,9.3,0.7,-0.4,0.5,-0.9,0,-6.4,-10.5,-1.3,-10.9,-7.5,-4.1,6.1,8.3,1.9,2.8,10,-9.9,-18.1,-5.4,-5.3,-3.2,-2.5,8.1,-13.6,9.5,15.1,-5.7,36.4,1.2,7.6,0.3,20.3,145.9,24.2,34.3,3.3,12.9,19.7,4.3,-2.4,4.5,6,1.9,16.7,2,-3.9,3.3,-15.6,7.6,69.9,54.3,37.5,194.2,7.2,7,16.9,6.4,4.7,-0.2,-3.4,3.4,3.8,-29.1,-100,9.8,,
meimoku,nen,対前年（同月）名目増加率_令和 2年,-,-,-,-,16.8,7.7,2.4,-11.4,8.4,112.5,5.1,5,353.9,19,-1.2,-2,-2,4.9,4.9,9.9,17.6,22,15,22.3,19.8,5.7,5.8,13.2,21,-42.7,21.9,-13.5,38.7,8,8,6.4,-11.3,12.1,2.2,-10.2,-6.2,12.4,11.9,18.8,-6.1,-30.8,-96.7,-23.3,-45.1,4.1,-15.1,-28.2,-25.2,-44.1,15.2,4.9,3.4,10.2,21.8,1.5,-53.7,23.7,11.1,-20.5,-9.8,163.6,-69.9,-21.7,39.5,-21.5,-1.2,-32.5,-15.4,-18.4,3.3,-18.6,36.6,-,5.4,,
