区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,674,-,-,92,-,96,-,97,-,99,-,98,-,97,-,94,-
0,0,世帯人員,2.91,-,-,2.62,-,2.72,-,2.79,-,2.9,-,2.99,-,3.12,-,3.25,-
0,0,有業人員,1.36,-,-,1.13,-,1.19,-,1.26,-,1.32,-,1.39,-,1.52,-,1.68,-
0,0,世帯主平均年齢,59.6,-,-,63,-,62.8,-,61.5,-,59.3,-,58.7,-,56.5,-,55,-
0,0,消費支出,300058,100,0.9,101658,100,156788,100,197001,100,240699,100,291986,100,377526,100,734123,100
1,0,商品,167718,55.9,-0.6,77051,75.8,106776,68.1,129055,65.5,148007,61.5,173917,59.6,208905,55.3,329821,44.9
1,1,耐久財,20006,6.7,-1.2,919,0.9,2297,1.5,3881,2,5856,2.4,12204,4.2,20758,5.5,93874,12.8
1,2,半耐久財,24060,8,2.7,5260,5.2,8090,5.2,13375,6.8,18269,7.6,24154,8.3,36211,9.6,62990,8.6
1,3,非耐久財,123653,41.2,-1.1,70872,69.7,96388,61.5,111799,56.8,123883,51.5,137559,47.1,151937,40.2,172957,23.6
1,0,サービス,132341,44.1,2.9,24607,24.2,50012,31.9,67946,34.5,92692,38.5,118069,40.4,168621,44.7,404303,55.1
2,0,食料,94169,31.4,0.1,52603,51.7,71636,45.7,80643,40.9,91210,37.9,102694,35.2,117013,31,142801,19.5
2,3,非耐久財,79757,26.6,0.8,48272,47.5,63750,40.7,71956,36.5,79102,32.9,87473,30,96136,25.5,111093,15.1
2,4,サービス,14412,4.8,-3.4,4331,4.3,7887,5,8686,4.4,12107,5,15221,5.2,20878,5.5,31708,4.3
2,0,住居,26626,8.9,-3.7,2211,2.2,6731,4.3,9963,5.1,15051,6.3,21482,7.4,32125,8.5,98711,13.4
2,1,耐久財,3281,1.1,-16.9,19,0,128,0.1,81,0,148,0.1,1626,0.6,1901,0.5,19025,2.6
2,2,半耐久財,386,0.1,-4.7,83,0.1,125,0.1,148,0.1,341,0.1,283,0.1,580,0.2,1145,0.2
2,4,サービス,22959,7.7,-1.4,2109,2.1,6478,4.1,9734,4.9,14562,6,19573,6.7,29644,7.9,78541,10.7
2,0,光熱・水道（非耐久財）,20196,6.7,-6.1,11480,11.3,17135,10.9,19808,10.1,21296,8.8,23181,7.9,24471,6.5,24411,3.3
2,0,家具・家事用品,13926,4.6,0.8,3862,3.8,5955,3.8,8682,4.4,9769,4.1,13039,4.5,20565,5.4,35492,4.8
2,1,耐久財,5573,1.9,6.4,418,0.4,1029,0.7,1807,0.9,2104,0.9,3932,1.3,9502,2.5,20186,2.7
2,2,半耐久財,4052,1.4,0.5,1294,1.3,1861,1.2,3058,1.6,3352,1.4,4401,1.5,5717,1.5,8676,1.2
