項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,365,-,-,52,-,52,-,54,-,53,-,54,-,52,-,48,-
0,0,0,0,0,世帯人員,3.27,-,-,2.93,-,3.11,-,3.23,-,3.5,-,3.3,-,3.33,-,3.44,-
0,0,0,0,0,有業人員,1.76,-,-,1.51,-,1.59,-,1.72,-,1.83,-,1.82,-,1.88,-,1.98,-
0,0,0,0,0,世帯主平均年齢,49.5,-,-,51.7,-,50.4,-,49.2,-,49.2,-,47,-,48.2,-,51.1,-
0,0,0,0,0,平均年間収入(万円),919,-,-,362,-,573,-,691,-,832,-,992,-,1194,-,1789,-
1,0,0,0,0,受取,1609662,-,14,779119,-,993848,-,1303376,-,1405457,-,1613764,-,2305826,-,2830292,-
1,1,0,0,0,実収入,730386,100,4.1,336416,100,459415,100,602719,100,615871,100,817087,100,895549,100,1357322,100
1,2,0,0,0,経常収入,711310,97.4,5.3,328040,97.5,449818,97.9,573686,95.2,607574,98.7,785896,96.2,869806,97.1,1337396,98.5
1,3,0,0,0,勤め先収入,673304,92.2,5.3,283759,84.3,401344,87.4,535072,88.8,583569,94.8,747226,91.4,840231,93.8,1293619,95.3
1,4,0,0,0,世帯主収入,549604,75.2,5,263373,78.3,357660,77.9,460991,76.5,496181,80.6,607574,74.4,690257,77.1,946883,69.8
1,6,0,0,0,うち男,524416,71.8,5,223047,66.3,314307,68.4,424495,70.4,482377,78.3,592145,72.5,681513,76.1,928815,68.4
1,5,0,0,0,定期収入,442767,60.6,5,227535,67.6,305566,66.5,389013,64.5,413701,67.2,456228,55.8,560721,62.6,745593,54.9
