項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,8183,-,1155,-,395,-,267,-
0,0,0,0,0,調査世帯数,682,-,567,-,74,-,24,-,17,-
0,0,0,0,0,世帯人員,2.93,-,2.94,-,2.94,-,2.63,-,3.22,-
0,0,0,0,0,有業人員,1.33,-,1.32,-,1.51,-,0.98,-,1.37,-
0,0,0,0,0,世帯主平均年齢,59.6,-,61.6,-,48.1,-,60.7,-,44.7,-
2,2,0,0,0,生計支出,329403,-,324647,-,381024,-,215632,-,420030,-
2,3,0,0,0,消費支出,329403,100,324647,100,381024,100,215632,100,420030,100
2,4,1,0,0,食料,90659,27.5,92359,28.4,85572,22.5,74352,34.5,84665,20.2
2,5,1,1,0,穀類,6734,2,7049,2.2,5203,1.4,4967,2.3,6292,1.5
2,6,1,1,1,米類,1915,0.6,2054,0.6,1270,0.3,1211,0.6,1491,0.4
2,6,1,1,2,パン,2797,0.8,2935,0.9,2227,0.6,1770,0.8,2536,0.6
2,6,1,1,3,麺類,1581,0.5,1609,0.5,1335,0.4,1710,0.8,1594,0.4
2,6,1,1,4,他の穀類,440,0.1,450,0.1,370,0.1,276,0.1,671,0.2
2,5,1,2,0,魚介類,6267,1.9,6598,2,4634,1.2,5537,2.6,4269,1
2,6,1,2,1,生鮮魚介,3884,1.2,4148,1.3,2607,0.7,3190,1.5,2352,0.6
2,6,1,2,2,塩干魚介,989,0.3,1008,0.3,852,0.2,834,0.4,1212,0.3
2,6,1,2,3,魚肉練製品,622,0.2,633,0.2,555,0.1,767,0.4,327,0.1
2,6,1,2,4,他の魚介加工品,773,0.2,809,0.2,619,0.2,746,0.3,377,0.1
2,5,1,3,0,肉類,8385,2.5,8595,2.6,7351,1.9,5542,2.6,10615,2.5
2,6,1,3,1,生鮮肉,6859,2.1,6993,2.2,6113,1.6,4742,2.2,9106,2.2
2,6,1,3,2,加工肉,1526,0.5,1602,0.5,1238,0.3,800,0.4,1508,0.4
2,5,1,4,0,乳卵類,4523,1.4,4667,1.4,4145,1.1,2743,1.3,4378,1
2,6,1,4,1,牛乳,1443,0.4,1496,0.5,1298,0.3,816,0.4,1379,0.3
2,6,1,4,2,乳製品,2217,0.7,2297,0.7,1986,0.5,1400,0.6,1980,0.5
2,6,1,4,3,卵,862,0.3,874,0.3,861,0.2,527,0.2,1019,0.2
2,5,1,5,0,野菜・海藻,10196,3.1,10533,3.2,8152,2.1,9952,4.6,9057,2.2
2,6,1,5,1,生鮮野菜,7065,2.1,7307,2.3,5638,1.5,6647,3.1,6453,1.5
2,6,1,5,2,乾物・海藻,787,0.2,812,0.3,610,0.2,879,0.4,646,0.2
2,6,1,5,3,大豆加工品,1135,0.3,1179,0.4,865,0.2,1070,0.5,1055,0.3
2,6,1,5,4,他の野菜・海藻加工品,1208,0.4,1235,0.4,1039,0.3,1355,0.6,903,0.2
2,5,1,6,0,果物,3792,1.2,4008,1.2,2571,0.7,3746,1.7,2531,0.6
2,6,1,6,1,生鮮果物,3421,1,3624,1.1,2197,0.6,3504,1.6,2365,0.6
2,6,1,6,2,果物加工品,371,0.1,384,0.1,374,0.1,242,0.1,167,0
2,5,1,7,0,油脂・調味料,4080,1.2,4138,1.3,3802,1,3375,1.6,4524,1.1
2,6,1,7,1,油脂,469,0.1,482,0.1,398,0.1,344,0.2,571,0.1
2,6,1,7,2,調味料,3610,1.1,3656,1.1,3404,0.9,3031,1.4,3954,0.9
2,5,1,8,0,菓子類,7138,2.2,7317,2.3,5871,1.5,7160,3.3,7119,1.7
2,5,1,9,0,調理食品,13927,4.2,14241,4.4,12935,3.4,13398,6.2,9384,2.2
2,6,1,9,1,主食的調理食品,6046,1.8,6240,1.9,5354,1.4,5838,2.7,3406,0.8
2,6,1,9,2,他の調理食品,7881,2.4,8001,2.5,7580,2,7560,3.5,5978,1.4
2,5,1,10,0,飲料,5391,1.6,5508,1.7,4989,1.3,4252,2,5222,1.2
2,6,1,10,1,茶類,1264,0.4,1303,0.4,1193,0.3,930,0.4,865,0.2
2,6,1,10,2,コーヒー・ココア,1097,0.3,1103,0.3,1050,0.3,965,0.4,1307,0.3
2,6,1,10,3,他の飲料,3031,0.9,3103,1,2746,0.7,2357,1.1,3050,0.7
2,5,1,11,0,酒類,4320,1.3,4472,1.4,3913,1,3024,1.4,3323,0.8
2,5,1,12,0,外食,15906,4.8,15231,4.7,22008,5.8,10654,4.9,17951,4.3
2,6,1,12,1,一般外食,14977,4.5,14342,4.4,20864,5.5,10344,4.8,15801,3.8
2,6,1,12,2,学校給食,929,0.3,889,0.3,1144,0.3,310,0.1,2150,0.5
2,4,2,0,0,住居,25345,7.7,14239,4.4,95650,25.1,44193,20.5,33616,8
2,5,2,1,0,家賃地代,14581,4.4,1206,0.4,94920,24.9,43998,20.4,33369,7.9
2,5,2,2,0,設備修繕・維持,10764,3.3,13033,4,730,0.2,195,0.1,246,0.1
2,6,2,2,1,設備材料,3874,1.2,4705,1.4,97,0,195,0.1,160,0
2,6,2,2,2,工事その他のサービス,6890,2.1,8328,2.6,633,0.2,-,-,87,0
2,4,3,0,0,光熱・水道,19518,5.9,20483,6.3,14374,3.8,13185,6.1,21553,5.1
2,5,3,1,0,電気代,9444,2.9,10007,3.1,6586,1.7,6229,2.9,9329,2.2
2,5,3,2,0,ガス代,3595,1.1,3644,1.1,3464,0.9,3072,1.4,3442,0.8
2,5,3,3,0,他の光熱,98,0,110,0,48,0,67,0,-,-
2,5,3,4,0,上下水道料,6380,1.9,6723,2.1,4276,1.1,3816,1.8,8782,2.1
2,4,4,0,0,家具・家事用品,12969,3.9,13509,4.2,12362,3.2,9038,4.2,4837,1.2
2,5,4,1,0,家庭用耐久財,3138,1,3386,1,2706,0.7,1373,0.6,-,-
2,6,4,1,1,家事用耐久財,1563,0.5,1645,0.5,1763,0.5,342,0.2,-,-
2,6,4,1,2,冷暖房用器具,991,0.3,1054,0.3,943,0.2,489,0.2,-,-
2,6,4,1,3,一般家具,584,0.2,688,0.2,-,-,542,0.3,-,-
2,5,4,2,0,室内装備・装飾品,2479,0.8,2933,0.9,383,0.1,670,0.3,305,0.1
2,5,4,3,0,寝具類,1019,0.3,814,0.3,2406,0.6,1651,0.8,357,0.1
2,5,4,4,0,家事雑貨,2351,0.7,2228,0.7,3392,0.9,2614,1.2,1214,0.3
2,5,4,5,0,家事用消耗品,3080,0.9,3172,1,2718,0.7,2445,1.1,2740,0.7
2,5,4,6,0,家事サービス,903,0.3,976,0.3,757,0.2,286,0.1,221,0.1
2,4,5,0,0,被服及び履物,11554,3.5,11328,3.5,13241,3.5,10726,5,12412,3
2,5,5,1,0,和服,30,0,37,0,-,-,-,-,-,-
2,5,5,2,0,洋服,5415,1.6,5368,1.7,5936,1.6,4809,2.2,5498,1.3
2,6,5,2,1,男子用洋服,1864,0.6,1847,0.6,2066,0.5,1466,0.7,2100,0.5
2,6,5,2,2,婦人用洋服,2817,0.9,2790,0.9,3068,0.8,2897,1.3,2444,0.6
2,6,5,2,3,子供用洋服,734,0.2,731,0.2,803,0.2,445,0.2,954,0.2
2,5,5,3,0,シャツ・セーター類,1790,0.5,1729,0.5,1696,0.4,2012,0.9,3749,0.9
2,6,5,3,1,男子用シャツ・セーター類,543,0.2,526,0.2,673,0.2,517,0.2,538,0.1
2,6,5,3,2,婦人用シャツ・セーター類,1085,0.3,1069,0.3,807,0.2,1426,0.7,2268,0.5
2,6,5,3,3,子供用シャツ・セーター類,163,0,134,0,216,0.1,69,0,944,0.2
2,5,5,4,0,下着類,922,0.3,946,0.3,792,0.2,481,0.2,1413,0.3
2,6,5,4,1,男子用下着類,266,0.1,280,0.1,215,0.1,286,0.1,22,0
2,6,5,4,2,婦人用下着類,482,0.1,496,0.2,386,0.1,106,0,1022,0.2
2,6,5,4,3,子供用下着類,175,0.1,171,0.1,191,0.1,89,0,369,0.1
2,5,5,5,0,生地・糸類,75,0,70,0,114,0,30,0,121,0
2,5,5,6,0,他の被服,785,0.2,759,0.2,968,0.3,967,0.4,530,0.1
2,5,5,7,0,履物類,1757,0.5,1589,0.5,3093,0.8,1912,0.9,910,0.2
2,5,5,8,0,被服関連サービス,779,0.2,830,0.3,640,0.2,517,0.2,190,0
2,4,6,0,0,保健医療,16543,5,17724,5.5,12729,3.3,6431,3,11790,2.8
2,5,6,1,0,医薬品,2703,0.8,2834,0.9,2330,0.6,1830,0.8,1598,0.4
2,5,6,2,0,健康保持用摂取品,1685,0.5,1912,0.6,910,0.2,-,-,572,0.1
2,5,6,3,0,保健医療用品・器具,2854,0.9,2969,0.9,2345,0.6,2471,1.1,2104,0.5
2,5,6,4,0,保健医療サービス,9300,2.8,10008,3.1,7143,1.9,2130,1,7516,1.8
2,4,7,0,0,交通・通信,42359,12.9,44548,13.7,37228,9.8,20375,9.4,29947,7.1
2,5,7,1,0,交通,8227,2.5,8448,2.6,8575,2.3,3062,1.4,7558,1.8
2,5,7,2,0,自動車等関係費,22309,6.8,24462,7.5,15484,4.1,5828,2.7,10226,2.4
2,6,7,2,1,自動車等購入,10058,3.1,12291,3.8,-,-,-,-,-,-
2,6,7,2,2,自転車購入,1340,0.4,1132,0.3,3577,0.9,-,-,-,-
2,6,7,2,3,自動車等維持,10912,3.3,11039,3.4,11907,3.1,5828,2.7,10226,2.4
2,5,7,3,0,通信,11823,3.6,11638,3.6,13169,3.5,11486,5.3,12162,2.9
2,4,8,0,0,教育,28084,8.5,25658,7.9,37946,10,1107,0.5,99702,23.7
2,5,8,1,0,授業料等,23643,7.2,21485,6.6,31881,8.4,310,0.1,88710,21.1
2,5,8,2,0,教科書・学習参考教材,166,0.1,121,0,269,0.1,797,0.4,162,0
2,5,8,3,0,補習教育,4274,1.3,4052,1.2,5795,1.5,-,-,10830,2.6
2,4,9,0,0,教養娯楽,33615,10.2,34868,10.7,34535,9.1,13561,6.3,20827,5
2,5,9,1,0,教養娯楽用耐久財,2373,0.7,2158,0.7,4671,1.2,-,-,2522,0.6
2,5,9,2,0,教養娯楽用品,6600,2,7296,2.2,4354,1.1,2280,1.1,1357,0.3
2,5,9,3,0,書籍・他の印刷物,3645,1.1,3902,1.2,2800,0.7,1629,0.8,2436,0.6
2,5,9,4,0,教養娯楽サービス,20996,6.4,21513,6.6,22709,6,9653,4.5,14513,3.5
2,6,9,4,1,宿泊料,2613,0.8,2125,0.7,7011,1.8,1611,0.7,-,-
2,6,9,4,2,パック旅行費,2347,0.7,2659,0.8,1477,0.4,-,-,-,-
2,6,9,4,3,月謝類,4519,1.4,4426,1.4,5879,1.5,1869,0.9,5384,1.3
2,6,9,4,4,他の教養娯楽サービス,11518,3.5,12302,3.8,8343,2.2,6173,2.9,9129,2.2
2,4,10,0,0,その他の消費支出,48758,14.8,49931,15.4,37387,9.8,22664,10.5,100681,24
2,5,10,1,0,諸雑費,22735,6.9,23162,7.1,20997,5.5,11622,5.4,33597,8
2,6,10,1,1,理美容サービス,3939,1.2,4074,1.3,3954,1,1409,0.7,3476,0.8
2,6,10,1,2,理美容用品,4720,1.4,4964,1.5,3896,1,2347,1.1,4325,1
2,6,10,1,3,身の回り用品,1804,0.5,1561,0.5,1554,0.4,518,0.2,12249,2.9
2,6,10,1,4,たばこ,641,0.2,544,0.2,1215,0.3,1397,0.6,-,-
2,6,10,1,5,他の諸雑費,11631,3.5,12019,3.7,10379,2.7,5951,2.8,13547,3.2
2,5,10,2,0,こづかい,7166,2.2,7110,2.2,8667,2.3,7083,3.3,2507,0.6
2,5,10,3,0,交際費,12953,3.9,14267,4.4,7722,2,3958,1.8,8583,2
2,6,10,3,0,食料,3275,1,3527,1.1,2524,0.7,1484,0.7,1442,0.3
2,6,10,3,0,家具・家事用品,162,0,198,0.1,2,0,-,-,-,-
2,6,10,3,0,被服及び履物,290,0.1,310,0.1,187,0,-,-,537,0.1
2,6,10,3,0,教養娯楽,668,0.2,762,0.2,383,0.1,-,-,-,-
2,6,10,3,0,他の物品サービス,191,0.1,226,0.1,-,-,-,-,203,0
2,6,10,3,6,贈与金,4294,1.3,4769,1.5,2059,0.5,2052,1,2713,0.6
2,6,10,3,7,他の交際費,4073,1.2,4475,1.4,2568,0.7,423,0.2,3688,0.9
2,5,10,4,0,仕送り金,5904,1.8,5391,1.7,-,-,-,-,55994,13.3
2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-
2,3,0,0,0,（再掲）教育関係費,35149,10.7,32085,9.9,39838,10.5,2957,1.4,156494,37.3
2,3,0,0,0,（再掲）教養娯楽関係費,37560,11.4,38888,12,39358,10.3,14400,6.7,23277,5.5
2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,10198,3.1,10159,3.1,2059,0.5,2052,1,58708,14
2,3,0,0,0,（再掲）経常消費支出,226886,68.9,219897,67.7,287947,75.6,190927,88.5,230004,54.8
2,3,0,0,0,（再掲）情報通信関係費,15530,4.7,15724,4.8,14631,3.8,13182,6.1,16944,4
2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,283803,86.2,287958,88.7,283315,74.4,169387,78.6,327707,78
,,,,,,,,,,,,,,,
東京都生計分析調査　令和 3年10月,,,,,,,,,,,,,,,
第１３表　住居所有形態別１世帯当たり１か月間の用途別生計支出　―　全　世　帯　―,,,,,,,,,,,,,,,
注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,,
項目（0：世帯数等　2：生計支出）,,,,,,,,,,,,,,,
