項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,7697,-,1383,-,332,-,589,-
0,0,0,0,0,調査世帯数,366,-,286,-,49,-,12,-,19,-
0,0,0,0,0,世帯人員,3.24,-,3.35,-,2.84,-,3.06,-,2.84,-
0,0,0,0,0,有業人員,1.8,-,1.84,-,1.71,-,1.94,-,1.5,-
0,0,0,0,0,世帯主平均年齢,49.1,-,50.7,-,42.8,-,52.5,-,39.6,-
1,0,0,0,0,受取,1632090,-,1592421,-,2146273,-,920730,-,1344236,-
1,1,0,0,0,実収入,686343,100,694517,100,697805,100,502994,100,655944,100
1,2,0,0,0,経常収入,652105,95,678223,97.7,543944,78,502151,99.8,649238,99
1,3,0,0,0,勤め先収入,625585,91.1,650284,93.6,538805,77.2,444975,88.5,608349,92.7
1,4,0,0,0,世帯主収入,512625,74.7,540712,77.9,405372,58.1,355261,70.6,486057,74.1
1,6,0,0,0,うち男,483941,70.5,519107,74.7,347648,49.8,232546,46.2,486057,74.1
1,5,0,0,0,定期収入,473589,69,492772,71,402508,57.7,306140,60.9,484159,73.8
1,5,0,0,0,臨時収入,3660,0.5,4117,0.6,1211,0.2,6382,1.3,1898,0.3
1,5,0,0,0,賞与,35377,5.2,43823,6.3,1653,0.2,42739,8.5,-,-
1,4,0,0,0,世帯主の配偶者の収入,101495,14.8,101824,14.7,110766,15.9,18364,3.7,122292,18.6
1,6,0,0,0,うち女,99749,14.5,99557,14.3,110766,15.9,18364,3.7,122292,18.6
1,4,0,0,0,他の世帯員収入,11466,1.7,7748,1.1,22666,3.2,71349,14.2,-,-
1,3,0,0,0,事業・内職収入,8717,1.3,8718,1.3,787,0.1,57176,11.4,-,-
1,4,0,0,0,家賃収入,3371,0.5,4335,0.6,247,0,-,-,-,-
1,4,0,0,0,他の事業収入,2382,0.3,1082,0.2,540,0.1,44404,8.8,-,-
1,4,0,0,0,内職収入,2965,0.4,3301,0.5,-,-,12773,2.5,-,-
1,3,0,0,0,他の経常収入,17802,2.6,19221,2.8,4352,0.6,-,-,40889,6.2
1,4,0,0,0,財産収入,6044,0.9,7571,1.1,1566,0.2,-,-,-,-
1,4,0,0,0,社会保障給付,11446,1.7,11244,1.6,2786,0.4,-,-,40889,6.2
1,5,0,0,0,公的年金給付,557,0.1,723,0.1,-,-,-,-,-,-
1,5,0,0,0,他の社会保障給付,10889,1.6,10521,1.5,2786,0.4,-,-,40889,6.2
1,4,0,0,0,仕送り金,312,0,406,0.1,-,-,-,-,-,-
1,2,0,0,0,特別収入,34238,5,16295,2.3,153861,22,843,0.2,6706,1
1,3,0,0,0,受贈金,20843,3,249,0,148036,21.2,-,-,3114,0.5
1,3,0,0,0,他の特別収入,13395,2,16046,2.3,5825,0.8,843,0.2,3592,0.5
1,1,0,0,0,実収入以外の受取(繰入金を除く),581453,-,614348,-,523368,-,336911,-,425695,-
