項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,662,-,-,86,-,99,-,97,-,95,-,94,-,96,-,95,-
0,世帯人員,2.9,-,-,2.67,-,2.73,-,2.66,-,2.93,-,3.01,-,3.09,-,3.24,-
0,有業人員,1.33,-,-,1.2,-,1.23,-,1.08,-,1.36,-,1.24,-,1.45,-,1.77,-
0,世帯主平均年齢,59.9,-,-,62.7,-,64.6,-,60.8,-,59.4,-,58.4,-,56.8,-,56.7,-
0,消費支出,325749,100,-3.3,95642,100,164459,100,215994,100,267203,100,325647,100,412777,100,797100,100
2,基礎的支出,181989,55.9,-0.7,68657,71.8,109458,66.6,135986,63,162505,60.8,176643,54.2,227038,55,392821,49.3
3,選択的支出,143760,44.1,-6.3,26985,28.2,55001,33.4,80008,37,104698,39.2,149004,45.8,185739,45,404279,50.7
1,食料,92192,28.3,-4.4,48462,50.7,67737,41.2,75714,35.1,89230,33.4,105932,32.5,119208,28.9,138766,17.4
2,基礎的支出,70374,21.6,-4.5,41892,43.8,56311,34.2,60454,28,71498,26.8,78796,24.2,86521,21,96943,12.2
3,選択的支出,21819,6.7,-4.2,6571,6.9,11426,6.9,15260,7.1,17731,6.6,27136,8.3,32688,7.9,41823,5.2
1,住居,30896,9.5,-10.8,1663,1.7,6256,3.8,13953,6.5,12869,4.8,19674,6,36754,8.9,124911,15.7
2,基礎的支出,29806,9.1,-6.9,1663,1.7,6084,3.7,13520,6.3,12194,4.6,18587,5.7,34800,8.4,121610,15.3
3,選択的支出,1090,0.3,-58.3,-,-,172,0.1,433,0.2,675,0.3,1087,0.3,1954,0.5,3301,0.4
1,光熱・水道,16884,5.2,-10.3,8166,8.5,15289,9.3,15860,7.3,21232,7.9,17595,5.4,19290,4.7,20680,2.6
2,基礎的支出,16884,5.2,-10.3,8166,8.5,15289,9.3,15860,7.3,21232,7.9,17595,5.4,19290,4.7,20680,2.6
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,13329,4.1,-6.9,3077,3.2,6244,3.8,6881,3.2,11045,4.1,10711,3.3,17481,4.2,37778,4.7
2,基礎的支出,8396,2.6,-11.8,2518,2.6,5074,3.1,5687,2.6,9072,3.4,7118,2.2,12979,3.1,16253,2
3,選択的支出,4933,1.5,2.8,559,0.6,1170,0.7,1195,0.6,1974,0.7,3593,1.1,4502,1.1,21525,2.7
1,被服及び履物,13500,4.1,-7.6,2859,3,5463,3.3,9999,4.6,11713,4.4,15225,4.7,17108,4.1,32089,4
2,基礎的支出,624,0.2,-19.3,203,0.2,342,0.2,593,0.3,681,0.3,874,0.3,628,0.2,1046,0.1
3,選択的支出,12876,4,-7,2656,2.8,5120,3.1,9406,4.4,11032,4.1,14351,4.4,16481,4,31043,3.9
1,保健医療,18408,5.7,0.6,5873,6.1,8339,5.1,13394,6.2,17138,6.4,17671,5.4,26919,6.5,39426,4.9
2,基礎的支出,15224,4.7,-0.6,5414,5.7,7279,4.4,11403,5.3,14851,5.6,13191,4.1,21924,5.3,32416,4.1
3,選択的支出,3185,1,6.8,459,0.5,1060,0.6,1991,0.9,2287,0.9,4480,1.4,4995,1.2,7009,0.9
1,交通・通信,36474,11.2,-12.3,7586,7.9,16154,9.8,20283,9.4,28261,10.6,36686,11.3,47773,11.6,98396,12.3
2,基礎的支出,9013,2.8,6.1,2051,2.1,4010,2.4,7530,3.5,7789,2.9,10493,3.2,13625,3.3,17545,2.2
3,選択的支出,27461,8.4,-17.1,5535,5.8,12144,7.4,12753,5.9,20472,7.7,26192,8,34148,8.3,80851,10.1
1,教育,14187,4.4,-17.3,772,0.8,1925,1.2,4376,2,4705,1.8,9814,3,7598,1.8,70117,8.8
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,14187,4.4,-17.3,772,0.8,1925,1.2,4376,2,4705,1.8,9814,3,7598,1.8,70117,8.8
1,教養娯楽,36141,11.1,4.8,6919,7.2,15214,9.3,22289,10.3,27741,10.4,45808,14.1,54722,13.3,80130,10.1
2,基礎的支出,6073,1.9,-2.3,2530,2.6,5259,3.2,4769,2.2,6410,2.4,8136,2.5,7689,1.9,7697,1
3,選択的支出,30067,9.2,6.3,4389,4.6,9955,6.1,17520,8.1,21332,8,37672,11.6,47033,11.4,72433,9.1
1,その他の消費支出,53737,16.5,16,10265,10.7,21839,13.3,33245,15.4,43269,16.2,46532,14.3,65922,16,154807,19.4
2,基礎的支出,25595,7.9,38.9,4220,4.4,9809,6,16172,7.5,18778,7,21853,6.7,29581,7.2,78631,9.9
3,選択的支出,28142,8.6,0.8,6045,6.3,12030,7.3,17073,7.9,24491,9.2,24679,7.6,36341,8.8,76177,9.6
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 3年11月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―　全　世　帯　―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
