項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,932,-,1099,-,1341,-,1599,-,1616,-,1466,-,1051,-,898,-
0,0,0,0,0,調査世帯数,365,-,32,-,41,-,49,-,60,-,59,-,55,-,37,-,32,-
0,0,0,0,0,世帯人員,3.27,-,2.95,-,3.67,-,3.67,-,3.62,-,3.41,-,3.03,-,2.82,-,2.45,-
0,0,0,0,0,有業人員,1.76,-,1.64,-,1.63,-,1.56,-,1.71,-,1.86,-,1.94,-,2.04,-,1.64,-
0,0,0,0,0,世帯主平均年齢,49.5,-,31,-,37.2,-,42.2,-,46.8,-,51.9,-,57,-,62,-,68.9,-
1,0,0,0,0,受取,1609662,-,1519348,-,1665239,-,1834077,-,2007078,-,1716133,-,1523946,-,1217123,-,1003054,-
1,1,0,0,0,実収入,730386,100,676143,100,733747,100,760825,100,838364,100,865855,100,789953,100,541220,100,424168,100
1,2,0,0,0,経常収入,711310,97.4,628144,92.9,723150,98.6,728085,95.7,810790,96.7,850119,98.2,781187,98.9,531669,98.2,420503,99.1
1,3,0,0,0,勤め先収入,673304,92.2,590998,87.4,698769,95.2,707889,93,791948,94.5,831181,96,753206,95.3,485077,89.6,263480,62.1
1,4,0,0,0,世帯主収入,549604,75.2,434420,64.2,559990,76.3,582439,76.6,664860,79.3,669930,77.4,630555,79.8,393230,72.7,234520,55.3
1,6,0,0,0,うち男,524416,71.8,414642,61.3,514081,70.1,569827,74.9,634746,75.7,640072,73.9,611830,77.5,370874,68.5,210645,49.7
1,5,0,0,0,定期収入,442767,60.6,362128,53.6,439010,59.8,471465,62,524690,62.6,529760,61.2,492786,62.4,332395,61.4,226384,53.4
1,5,0,0,0,臨時収入,4565,0.6,3948,0.6,3254,0.4,7230,1,7376,0.9,2963,0.3,4494,0.6,3274,0.6,1916,0.5
1,5,0,0,0,賞与,102272,14,68344,10.1,117726,16,103744,13.6,132795,15.8,137207,15.8,133275,16.9,57560,10.6,6219,1.5
