項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,354,-,-,49,-,50,-,49,-,56,-,49,-,51,-,50,-
0,0,0,0,0,世帯人員,3.31,-,-,2.87,-,2.88,-,3.49,-,3.45,-,3.31,-,3.52,-,3.65,-
0,0,0,0,0,有業人員,1.75,-,-,1.64,-,1.67,-,1.89,-,1.79,-,1.73,-,1.7,-,1.8,-
0,0,0,0,0,世帯主平均年齢,50.1,-,-,59.2,-,52.3,-,49.4,-,47.8,-,47.5,-,45.7,-,48.7,-
1,0,0,0,0,受取,2144247,-,0.1,672708,-,969781,-,1270301,-,1707314,-,2387324,-,3518173,-,4449359,-
1,1,0,0,0,実収入,1226032,100,-4.9,251230,100,483767,100,613116,100,975692,100,1413197,100,1811846,100,3006482,100
1,2,0,0,0,経常収入,1174042,95.8,-7.2,238626,95,450253,93.1,569673,92.9,913176,93.6,1343979,95.1,1726246,95.3,2950094,98.1
1,3,0,0,0,勤め先収入,1115693,91,-8.6,93637,37.3,343683,71,554381,90.4,877199,89.9,1280597,90.6,1712138,94.5,2920256,97.1
1,4,0,0,0,世帯主収入,930063,75.9,-5.3,89755,35.7,316521,65.4,493018,80.4,776507,79.6,1114755,78.9,1487334,82.1,2211269,73.6
1,6,0,0,0,うち男,894926,73,-3.9,69443,27.6,279049,57.7,493018,80.4,663104,68,1076111,76.1,1453021,80.2,2211269,73.6
1,5,0,0,0,定期収入,415059,33.9,-6.6,85539,34,286685,59.3,455569,74.3,438724,45,480418,34,541078,29.9,612245,20.4
1,5,0,0,0,臨時収入,4058,0.3,-5,172,0.1,434,0.1,6609,1.1,8870,0.9,2705,0.2,9173,0.5,301,0
1,5,0,0,0,賞与,510946,41.7,-4.2,4043,1.6,29402,6.1,30840,5,328912,33.7,631631,44.7,937083,51.7,1598722,53.2
1,4,0,0,0,世帯主の配偶者の収入,173009,14.1,-20,3081,1.2,25711,5.3,57238,9.3,76545,7.8,133667,9.5,224804,12.4,683986,22.8
1,6,0,0,0,うち女,170604,13.9,-18.2,3081,1.2,25711,5.3,57238,9.3,67222,6.9,133667,9.5,217496,12,683986,22.8
1,4,0,0,0,他の世帯員収入,12620,1,-42.8,801,0.3,1451,0.3,4125,0.7,24147,2.5,32175,2.3,-,-,25001,0.8
1,3,0,0,0,事業・内職収入,7329,0.6,24.6,3004,1.2,10469,2.2,4686,0.8,9170,0.9,9568,0.7,3346,0.2,10997,0.4
1,4,0,0,0,家賃収入,2945,0.2,-5.5,833,0.3,-,-,-,-,8544,0.9,5110,0.4,84,0,5801,0.2
1,4,0,0,0,他の事業収入,2389,0.2,2.6,6,0,7870,1.6,4686,0.8,-,-,-,-,1115,0.1,3179,0.1
1,4,0,0,0,内職収入,1995,0.2,353.4,2165,0.9,2600,0.5,-,-,625,0.1,4458,0.3,2147,0.1,2017,0.1
1,3,0,0,0,他の経常収入,51020,4.2,31.3,141986,56.5,96101,19.9,10606,1.7,26807,2.7,53814,3.8,10762,0.6,18841,0.6
1,4,0,0,0,財産収入,3614,0.3,-17.7,-,-,-,-,328,0.1,7218,0.7,16377,1.2,-,-,1255,0
1,4,0,0,0,社会保障給付,47303,3.9,37.6,141986,56.5,95950,19.8,10277,1.7,19589,2,37300,2.6,10320,0.6,17586,0.6
1,5,0,0,0,公的年金給付,41777,3.4,38.2,139823,55.7,86806,17.9,9708,1.6,18298,1.9,24703,1.7,-,-,14784,0.5
1,5,0,0,0,他の社会保障給付,5526,0.5,33.1,2163,0.9,9143,1.9,569,0.1,1291,0.1,12597,0.9,10320,0.6,2802,0.1
1,4,0,0,0,仕送り金,104,0,7.2,-,-,151,0,-,-,-,-,137,0,442,0,-,-
1,2,0,0,0,特別収入,51990,4.2,113.3,12603,5,33514,6.9,43444,7.1,62517,6.4,69218,4.9,85600,4.7,56389,1.9
1,3,0,0,0,受贈金,6334,0.5,665.9,7523,3,714,0.1,672,0.1,345,0,81,0,14,0,34714,1.2
1,3,0,0,0,他の特別収入,45656,3.7,93.9,5081,2,32800,6.8,42772,7,62172,6.4,69138,4.9,85587,4.7,21675,0.7
1,1,0,0,0,実収入以外の受取(繰入金を除く),654349,-,8.1,333666,-,378972,-,448857,-,545823,-,818696,-,903239,-,1143988,-
1,2,0,0,0,預貯金引出,463095,-,3.7,248917,-,282891,-,323894,-,378462,-,650305,-,412620,-,938363,-
1,2,0,0,0,保険金,11191,-,-5.5,14575,-,2347,-,-,-,42039,-,18510,-,-,-,-,-
1,3,0,0,0,個人・企業年金保険金,9012,-,25.5,14575,-,2347,-,-,-,42039,-,3186,-,-,-,-,-
1,3,0,0,0,他の保険金,2179,-,-53.2,-,-,-,-,-,-,-,-,15323,-,-,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,38909,-,...,-,-,-,-,-,-,-,-,-,-,273329,-,-,-
1,2,0,0,0,他の借入金,764,-,-56.4,-,-,5443,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,クレジット購入借入金,139765,-,-3.5,70173,-,88198,-,124805,-,123074,-,149812,-,217143,-,204035,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,625,-,74.1,-,-,94,-,158,-,2247,-,68,-,147,-,1590,-
1,1,0,0,0,繰入金,263866,-,6.4,87813,-,107042,-,208328,-,185798,-,155432,-,803087,-,298889,-
2,0,0,0,0,支払,2144247,-,0.1,672708,-,969781,-,1270301,-,1707314,-,2387324,-,3518173,-,4449359,-
2,1,0,0,0,実支出,665626,-,2.4,302569,-,342344,-,436813,-,481178,-,778484,-,756862,-,1550333,-
2,2,0,0,0,生計支出,451475,-,14.7,278383,-,279300,-,346087,-,333837,-,569816,-,471401,-,876985,-
2,3,0,0,0,消費支出,413398,100,7,278383,100,279300,100,346087,100,333837,100,569816,100,471401,100,612844,100
2,4,1,0,0,食料,109597,26.5,-0.8,100978,36.3,86987,31.1,106382,30.7,105283,31.5,100366,17.6,123527,26.2,143022,23.3
2,5,1,1,0,穀類,7496,1.8,1.4,7658,2.8,6196,2.2,5896,1.7,7605,2.3,7279,1.3,8123,1.7,9667,1.6
2,6,1,1,1,米類,1211,0.3,-13.7,1337,0.5,903,0.3,1028,0.3,1277,0.4,1161,0.2,1281,0.3,1478,0.2
2,6,1,1,2,パン,3205,0.8,10.6,2826,1,2742,1,2456,0.7,3470,1,3032,0.5,3545,0.8,4331,0.7
2,6,1,1,3,麺類,1995,0.5,2.8,2197,0.8,1581,0.6,1691,0.5,1995,0.6,1655,0.3,2284,0.5,2547,0.4
2,6,1,1,4,他の穀類,1086,0.3,-5.2,1298,0.5,971,0.3,721,0.2,863,0.3,1431,0.3,1014,0.2,1311,0.2
2,5,1,2,0,魚介類,8853,2.1,1.6,10697,3.8,7851,2.8,9219,2.7,8422,2.5,8640,1.5,7832,1.7,9307,1.5
2,6,1,2,1,生鮮魚介,4986,1.2,1,6089,2.2,4212,1.5,5921,1.7,5207,1.6,4528,0.8,4118,0.9,4815,0.8
2,6,1,2,2,塩干魚介,1175,0.3,-9.8,1343,0.5,1043,0.4,1095,0.3,920,0.3,1231,0.2,1231,0.3,1368,0.2
2,6,1,2,3,魚肉練製品,1268,0.3,3.7,1794,0.6,1089,0.4,1093,0.3,1232,0.4,1238,0.2,909,0.2,1519,0.2
2,6,1,2,4,他の魚介加工品,1423,0.3,13.3,1471,0.5,1507,0.5,1110,0.3,1063,0.3,1643,0.3,1574,0.3,1605,0.3
2,5,1,3,0,肉類,10583,2.6,1.1,10148,3.6,8494,3,9498,2.7,10800,3.2,11173,2,12181,2.6,11733,1.9
2,6,1,3,1,生鮮肉,8779,2.1,-0.6,8377,3,7246,2.6,7773,2.2,8921,2.7,9583,1.7,10076,2.1,9442,1.5
2,6,1,3,2,加工肉,1804,0.4,10.1,1771,0.6,1248,0.4,1726,0.5,1880,0.6,1590,0.3,2105,0.4,2291,0.4
2,5,1,4,0,乳卵類,4694,1.1,7.3,3547,1.3,4208,1.5,4015,1.2,4266,1.3,4312,0.8,5619,1.2,6868,1.1
2,6,1,4,1,牛乳,1364,0.3,14.7,1173,0.4,1205,0.4,1283,0.4,1207,0.4,931,0.2,1618,0.3,2122,0.3
2,6,1,4,2,乳製品,2449,0.6,4,1587,0.6,2277,0.8,1848,0.5,2234,0.7,2601,0.5,3093,0.7,3491,0.6
2,6,1,4,3,卵,882,0.2,6.1,787,0.3,726,0.3,884,0.3,824,0.2,781,0.1,908,0.2,1255,0.2
2,5,1,5,0,野菜・海藻,9703,2.3,-5.4,11205,4,9017,3.2,9082,2.6,9332,2.8,8789,1.5,9075,1.9,11401,1.9
2,6,1,5,1,生鮮野菜,6641,1.6,-5.8,7380,2.7,6437,2.3,6200,1.8,6319,1.9,6252,1.1,6000,1.3,7887,1.3
2,6,1,5,2,乾物・海藻,826,0.2,-9.4,1050,0.4,713,0.3,756,0.2,987,0.3,570,0.1,764,0.2,936,0.2
2,6,1,5,3,大豆加工品,1043,0.3,-5,1259,0.5,783,0.3,884,0.3,1084,0.3,913,0.2,1103,0.2,1268,0.2
2,6,1,5,4,他の野菜・海藻加工品,1193,0.3,-0.7,1516,0.5,1083,0.4,1242,0.4,942,0.3,1055,0.2,1207,0.3,1310,0.2
2,5,1,6,0,果物,3457,0.8,6.8,3632,1.3,4084,1.5,3415,1,3122,0.9,2813,0.5,3102,0.7,4040,0.7
2,6,1,6,1,生鮮果物,2979,0.7,10.3,3228,1.2,3552,1.3,3079,0.9,2612,0.8,2393,0.4,2640,0.6,3361,0.5
2,6,1,6,2,果物加工品,478,0.1,-10.3,404,0.1,532,0.2,336,0.1,510,0.2,420,0.1,462,0.1,679,0.1
2,5,1,7,0,油脂・調味料,4641,1.1,-6.7,5052,1.8,3840,1.4,4729,1.4,4534,1.4,4074,0.7,4790,1,5448,0.9
2,6,1,7,1,油脂,468,0.1,0.9,314,0.1,445,0.2,688,0.2,420,0.1,403,0.1,452,0.1,552,0.1
2,6,1,7,2,調味料,4173,1,-7.5,4738,1.7,3395,1.2,4041,1.2,4114,1.2,3671,0.6,4338,0.9,4896,0.8
2,5,1,8,0,菓子類,9800,2.4,7,8633,3.1,8938,3.2,9383,2.7,9453,2.8,7476,1.3,12305,2.6,12376,2
2,5,1,9,0,調理食品,16820,4.1,-0.4,15655,5.6,12068,4.3,17279,5,17006,5.1,14712,2.6,18709,4,22172,3.6
2,6,1,9,1,主食的調理食品,6391,1.5,-3.2,5707,2.1,5134,1.8,7003,2,5794,1.7,4795,0.8,7695,1.6,8580,1.4
2,6,1,9,2,他の調理食品,10429,2.5,1.3,9948,3.6,6935,2.5,10277,3,11212,3.4,9916,1.7,11014,2.3,13591,2.2
2,5,1,10,0,飲料,5674,1.4,-3.8,4730,1.7,4751,1.7,6460,1.9,5326,1.6,5217,0.9,5862,1.2,7349,1.2
2,6,1,10,1,茶類,1411,0.3,11.9,1105,0.4,1099,0.4,1656,0.5,1121,0.3,1548,0.3,1259,0.3,2084,0.3
2,6,1,10,2,コーヒー・ココア,1221,0.3,-14.9,992,0.4,1323,0.5,978,0.3,1172,0.4,1200,0.2,1370,0.3,1512,0.2
2,6,1,10,3,他の飲料,3042,0.7,-4.9,2634,0.9,2328,0.8,3826,1.1,3033,0.9,2469,0.4,3234,0.7,3754,0.6
2,5,1,11,0,酒類,5136,1.2,-17.5,4399,1.6,3187,1.1,5997,1.7,5734,1.7,4323,0.8,5717,1.2,6529,1.1
2,5,1,12,0,外食,22740,5.5,-0.9,15622,5.6,14354,5.1,21408,6.2,19684,5.9,21558,3.8,30211,6.4,36134,5.9
2,6,1,12,1,一般外食,21157,5.1,-2.8,15011,5.4,13306,4.8,20363,5.9,17915,5.4,20269,3.6,27151,5.8,33898,5.5
2,6,1,12,2,学校給食,1583,0.4,35.2,610,0.2,1048,0.4,1045,0.3,1769,0.5,1289,0.2,3060,0.6,2236,0.4
2,4,2,0,0,住居,59544,14.4,93.9,29110,10.5,23816,8.5,30043,8.7,27119,8.1,204564,35.9,25158,5.3,77302,12.6
2,5,2,1,0,家賃地代,22533,5.5,2.6,11170,4,23612,8.5,25390,7.3,23967,7.2,25048,4.4,18337,3.9,30077,4.9
2,5,2,2,0,設備修繕・維持,37011,9,322.9,17941,6.4,204,0.1,4653,1.3,3152,0.9,179517,31.5,6821,1.4,47225,7.7
2,6,2,2,1,設備材料,5043,1.2,61.4,32,0,75,0,3238,0.9,625,0.2,26631,4.7,3809,0.8,1011,0.2
2,6,2,2,2,工事その他のサービス,31969,7.7,468,17908,6.4,129,0,1415,0.4,2527,0.8,152886,26.8,3011,0.6,46214,7.5
2,4,3,0,0,光熱・水道,19222,4.6,2.7,16524,5.9,17121,6.1,19457,5.6,20926,6.3,19045,3.3,19628,4.2,21738,3.5
2,5,3,1,0,電気代,7550,1.8,0.2,6440,2.3,6715,2.4,6537,1.9,8828,2.6,8095,1.4,7320,1.6,8848,1.4
2,5,3,2,0,ガス代,5381,1.3,4.9,4965,1.8,4921,1.8,5626,1.6,5250,1.6,4486,0.8,5796,1.2,6601,1.1
2,5,3,3,0,他の光熱,524,0.1,35.8,553,0.2,498,0.2,879,0.3,379,0.1,298,0.1,247,0.1,815,0.1
2,5,3,4,0,上下水道料,5767,1.4,1.9,4565,1.6,4988,1.8,6415,1.9,6470,1.9,6166,1.1,6265,1.3,5473,0.9
2,4,4,0,0,家具・家事用品,15310,3.7,-18.9,8248,3,7528,2.7,10093,2.9,11589,3.5,23369,4.1,20173,4.3,26027,4.2
2,5,4,1,0,家庭用耐久財,5508,1.3,-12,794,0.3,137,0,1107,0.3,2413,0.7,12556,2.2,7418,1.6,14034,2.3
2,6,4,1,1,家事用耐久財,1756,0.4,-50.9,248,0.1,-,-,517,0.1,138,0,1025,0.2,4286,0.9,6040,1
2,6,4,1,2,冷暖房用器具,3289,0.8,278.5,477,0.2,137,0,38,0,593,0.2,11190,2,2865,0.6,7702,1.3
2,6,4,1,3,一般家具,463,0.1,-74.4,68,0,-,-,552,0.2,1682,0.5,341,0.1,267,0.1,292,0
2,5,4,2,0,室内装備・装飾品,583,0.1,-29.8,262,0.1,578,0.2,119,0,681,0.2,896,0.2,1015,0.2,529,0.1
2,5,4,3,0,寝具類,1309,0.3,-41.5,439,0.2,546,0.2,547,0.2,852,0.3,671,0.1,3144,0.7,2947,0.5
2,5,4,4,0,家事雑貨,3415,0.8,-14.8,2815,1,2063,0.7,4013,1.2,2820,0.8,3733,0.7,4849,1,3609,0.6
2,5,4,5,0,家事用消耗品,3824,0.9,-5.7,3743,1.3,4029,1.4,4153,1.2,3501,1,4173,0.7,3323,0.7,3861,0.6
2,5,4,6,0,家事サービス,670,0.2,-55.2,195,0.1,176,0.1,154,0,1323,0.4,1341,0.2,424,0.1,1047,0.2
2,4,5,0,0,被服及び履物,17807,4.3,6.4,10791,3.9,10641,3.8,15745,4.5,14033,4.2,14516,2.5,28812,6.1,29955,4.9
2,5,5,1,0,和服,32,0,-96.9,-,-,16,0,-,-,-,-,-,-,212,0,-,-
2,5,5,2,0,洋服,8522,2.1,15.1,3990,1.4,4483,1.6,6395,1.8,6512,2,6422,1.1,15982,3.4,15769,2.6
2,6,5,2,1,男子用洋服,3306,0.8,74.6,572,0.2,473,0.2,1797,0.5,2577,0.8,2920,0.5,8449,1.8,6295,1
2,6,5,2,2,婦人用洋服,4081,1,-16.5,3348,1.2,3652,1.3,3913,1.1,3251,1,2489,0.4,6051,1.3,5856,1
2,6,5,2,3,子供用洋服,1134,0.3,81.2,71,0,358,0.1,685,0.2,685,0.2,1012,0.2,1482,0.3,3618,0.6
2,5,5,3,0,シャツ・セーター類,2727,0.7,35.5,2439,0.9,1679,0.6,3580,1,2390,0.7,2514,0.4,3263,0.7,3216,0.5
2,6,5,3,1,男子用シャツ・セーター類,1244,0.3,164.1,1148,0.4,649,0.2,1726,0.5,867,0.3,903,0.2,1735,0.4,1674,0.3
2,6,5,3,2,婦人用シャツ・セーター類,1268,0.3,-4.1,1242,0.4,1009,0.4,1466,0.4,1381,0.4,1279,0.2,1110,0.2,1384,0.2
2,6,5,3,3,子供用シャツ・セーター類,215,0.1,-2.3,50,0,21,0,388,0.1,142,0,331,0.1,417,0.1,157,0
2,5,5,4,0,下着類,1570,0.4,6.4,1154,0.4,1138,0.4,1827,0.5,1356,0.4,1826,0.3,2328,0.5,1366,0.2
2,6,5,4,1,男子用下着類,447,0.1,-11.3,636,0.2,295,0.1,498,0.1,310,0.1,784,0.1,484,0.1,126,0
2,6,5,4,2,婦人用下着類,785,0.2,0.3,443,0.2,636,0.2,1213,0.4,656,0.2,571,0.1,1164,0.2,816,0.1
2,6,5,4,3,子供用下着類,338,0.1,80.7,75,0,206,0.1,116,0,390,0.1,471,0.1,680,0.1,424,0.1
2,5,5,5,0,生地・糸類,162,0,72.3,149,0.1,253,0.1,86,0,101,0,15,0,11,0,519,0.1
2,5,5,6,0,他の被服,1960,0.5,7,1681,0.6,1413,0.5,1376,0.4,1568,0.5,1798,0.3,2301,0.5,3563,0.6
2,5,5,7,0,履物類,2099,0.5,2.3,1111,0.4,1120,0.4,1992,0.6,1638,0.5,1261,0.2,3759,0.8,3790,0.6
2,5,5,8,0,被服関連サービス,734,0.2,-11.7,266,0.1,538,0.2,489,0.1,466,0.1,681,0.1,956,0.2,1732,0.3
2,4,6,0,0,保健医療,18350,4.4,15.8,11439,4.1,13415,4.8,16221,4.7,15781,4.7,23629,4.1,18640,4,29188,4.8
2,5,6,1,0,医薬品,2574,0.6,-7.1,2789,1,2122,0.8,2862,0.8,2327,0.7,2372,0.4,2405,0.5,3133,0.5
2,5,6,2,0,健康保持用摂取品,1286,0.3,21.2,156,0.1,667,0.2,669,0.2,511,0.2,5485,1,553,0.1,980,0.2
2,5,6,3,0,保健医療用品・器具,4024,1,-0.4,2160,0.8,3017,1.1,4665,1.3,3404,1,3276,0.6,5554,1.2,6066,1
2,5,6,4,0,保健医療サービス,10466,2.5,31.2,6334,2.3,7609,2.7,8024,2.3,9539,2.9,12497,2.2,10128,2.1,19009,3.1
2,4,7,0,0,交通・通信,40783,9.9,13.8,32413,11.6,29275,10.5,32402,9.4,36181,10.8,47187,8.3,56882,12.1,50975,8.3
2,5,7,1,0,交通,9279,2.2,55.2,3304,1.2,5547,2,5581,1.6,7464,2.2,10511,1.8,18005,3.8,14468,2.4
2,5,7,2,0,自動車等関係費,14639,3.5,-0.8,12051,4.3,8888,3.2,11780,3.4,14966,4.5,16759,2.9,22385,4.7,15543,2.5
2,6,7,2,1,自動車等購入,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,6,7,2,2,自転車購入,580,0.1,-4.3,161,0.1,-,-,-,-,-,-,1739,0.3,2173,0.5,-,-
2,6,7,2,3,自動車等維持,14060,3.4,2.2,11890,4.3,8888,3.2,11780,3.4,14966,4.5,15020,2.6,20212,4.3,15543,2.5
2,5,7,3,0,通信,16865,4.1,11.7,17057,6.1,14841,5.3,15041,4.3,13750,4.1,19917,3.5,16492,3.5,20964,3.4
2,4,8,0,0,教育,25307,6.1,-2.4,14353,5.2,10007,3.6,23694,6.8,14863,4.5,20657,3.6,17940,3.8,75079,12.3
2,5,8,1,0,授業料等,16460,4,-0.7,13380,4.8,4716,1.7,22129,6.4,7188,2.2,15074,2.6,4577,1,47863,7.8
2,5,8,2,0,教科書・学習参考教材,428,0.1,79.8,57,0,1380,0.5,3,0,880,0.3,411,0.1,120,0,146,0
2,5,8,3,0,補習教育,8420,2,-7.7,916,0.3,3912,1.4,1562,0.5,6794,2,5173,0.9,13243,2.8,27070,4.4
2,4,9,0,0,教養娯楽,40984,9.9,-7.3,16801,6,26735,9.6,35449,10.2,36465,10.9,44435,7.8,63187,13.4,63443,10.4
2,5,9,1,0,教養娯楽用耐久財,2034,0.5,-58.1,339,0.1,1419,0.5,400,0.1,1047,0.3,56,0,9073,1.9,1918,0.3
2,5,9,2,0,教養娯楽用品,11494,2.8,-7.8,5391,1.9,7877,2.8,12281,3.5,8988,2.7,13533,2.4,17045,3.6,15317,2.5
2,5,9,3,0,書籍・他の印刷物,4260,1,16.7,2551,0.9,3803,1.4,2895,0.8,4346,1.3,3768,0.7,5884,1.2,6534,1.1
2,5,9,4,0,教養娯楽サービス,23196,5.6,-0.1,8520,3.1,13636,4.9,19873,5.7,22084,6.6,27077,4.8,31185,6.6,39674,6.5
2,6,9,4,1,宿泊料,3985,1,52.2,780,0.3,2199,0.8,4191,1.2,1036,0.3,3524,0.6,6992,1.5,9167,1.5
2,6,9,4,2,パック旅行費,813,0.2,15.5,-,-,42,0,88,0,2363,0.7,161,0,1073,0.2,1894,0.3
2,6,9,4,3,月謝類,5284,1.3,-31.6,476,0.2,1243,0.4,2144,0.6,4993,1.5,11600,2,7184,1.5,9248,1.5
2,6,9,4,4,他の教養娯楽サービス,13113,3.2,7.8,7263,2.6,10152,3.6,13451,3.9,13692,4.1,11791,2.1,15936,3.4,19365,3.2
2,4,10,0,0,その他の消費支出,66495,16.1,-3.4,37725,13.6,53774,19.3,56601,16.4,51597,15.5,72047,12.6,97453,20.7,96116,15.7
2,5,10,1,0,諸雑費,34108,8.3,-5.9,19296,6.9,24727,8.9,30005,8.7,22470,6.7,38474,6.8,52900,11.2,50866,8.3
2,6,10,1,1,理美容サービス,4108,1,-10.4,3677,1.3,2992,1.1,2459,0.7,3925,1.2,4551,0.8,4252,0.9,6851,1.1
