項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,4689,-,2470,-,2280,-,561,-
0,0,0,0,0,調査世帯数,665,-,309,-,159,-,155,-,42,-
0,0,0,0,0,世帯人員,2.88,-,2,-,3,-,4,-,5.2,-
0,0,0,0,0,有業人員,1.32,-,0.81,-,1.66,-,1.88,-,1.91,-
0,0,0,0,0,世帯主平均年齢,60.4,-,68.7,-,58.3,-,48.3,-,48.3,-
2,2,0,0,0,生計支出,393503,-,316288,-,503666,-,413628,-,471977,-
2,3,0,0,0,消費支出,373357,100,316288,100,422105,100,413628,100,471977,100
2,4,1,0,0,食料,110310,29.5,97330,30.8,119191,28.2,122525,29.6,130030,27.6
2,5,1,1,0,穀類,7661,2.1,6452,2,8504,2,8662,2.1,9971,2.1
2,6,1,1,1,米類,1412,0.4,1079,0.3,1710,0.4,1565,0.4,2265,0.5
2,6,1,1,2,パン,3028,0.8,2420,0.8,3366,0.8,3691,0.9,3922,0.8
2,6,1,1,3,麺類,1890,0.5,1507,0.5,2125,0.5,2241,0.5,2631,0.6
2,6,1,1,4,他の穀類,1330,0.4,1446,0.5,1303,0.3,1165,0.3,1153,0.2
2,5,1,2,0,魚介類,11144,3,11510,3.6,12704,3,8814,2.1,10677,2.3
2,6,1,2,1,生鮮魚介,6042,1.6,6105,1.9,6908,1.6,4924,1.2,6240,1.3
2,6,1,2,2,塩干魚介,1516,0.4,1601,0.5,1679,0.4,1253,0.3,1148,0.2
2,6,1,2,3,魚肉練製品,1750,0.5,1867,0.6,1936,0.5,1334,0.3,1647,0.3
2,6,1,2,4,他の魚介加工品,1836,0.5,1937,0.6,2181,0.5,1303,0.3,1642,0.3
2,5,1,3,0,肉類,10430,2.8,8450,2.7,11738,2.8,11926,2.9,15137,3.2
2,6,1,3,1,生鮮肉,8681,2.3,6995,2.2,9861,2.3,9952,2.4,12404,2.6
2,6,1,3,2,加工肉,1749,0.5,1455,0.5,1877,0.4,1974,0.5,2733,0.6
2,5,1,4,0,乳卵類,4802,1.3,4028,1.3,5012,1.2,5822,1.4,6197,1.3
2,6,1,4,1,牛乳,1376,0.4,1153,0.4,1366,0.3,1695,0.4,1991,0.4
2,6,1,4,2,乳製品,2519,0.7,2082,0.7,2701,0.6,3109,0.8,2975,0.6
2,6,1,4,3,卵,906,0.2,793,0.3,944,0.2,1018,0.2,1231,0.3
2,5,1,5,0,野菜・海藻,11565,3.1,12111,3.8,12244,2.9,9906,2.4,10763,2.3
2,6,1,5,1,生鮮野菜,7678,2.1,7854,2.5,8163,1.9,6822,1.6,7542,1.6
2,6,1,5,2,乾物・海藻,1101,0.3,1240,0.4,1059,0.3,932,0.2,813,0.2
2,6,1,5,3,大豆加工品,1223,0.3,1187,0.4,1438,0.3,1055,0.3,1265,0.3
2,6,1,5,4,他の野菜・海藻加工品,1563,0.4,1829,0.6,1584,0.4,1097,0.3,1144,0.2
2,5,1,6,0,果物,4294,1.2,4760,1.5,4076,1,3608,0.9,4157,0.9
2,6,1,6,1,生鮮果物,3727,1,4171,1.3,3506,0.8,3065,0.7,3674,0.8
2,6,1,6,2,果物加工品,568,0.2,589,0.2,570,0.1,542,0.1,483,0.1
2,5,1,7,0,油脂・調味料,4908,1.3,4728,1.5,5087,1.2,4975,1.2,5349,1.1
2,6,1,7,1,油脂,585,0.2,647,0.2,463,0.1,587,0.1,587,0.1
