区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,667,-,-,86,-,100,-,98,-,95,-,95,-,100,-,93,-
0,0,世帯人員,2.93,-,-,2.86,-,2.7,-,2.67,-,2.99,-,3.04,-,3.15,-,3.1,-
0,0,有業人員,1.38,-,-,1.26,-,1.12,-,1.26,-,1.51,-,1.34,-,1.61,-,1.53,-
0,0,世帯主平均年齢,59.4,-,-,61,-,63.3,-,60.8,-,59,-,60.3,-,57.2,-,54.4,-
0,0,消費支出,266542,100,-6.8,102002,100,148385,100,193010,100,229304,100,274649,100,345865,100,569070,100
1,0,商品,156329,58.7,-11.8,79522,78,101625,68.5,125838,65.2,149535,65.2,166201,60.5,198123,57.3,272145,47.8
1,1,耐久財,11749,4.4,-53.3,771,0.8,2145,1.4,3609,1.9,3368,1.5,7915,2.9,15916,4.6,48085,8.4
1,2,半耐久財,24169,9.1,-12.7,6247,6.1,9272,6.2,14295,7.4,16446,7.2,27224,9.9,30372,8.8,64863,11.4
1,3,非耐久財,120411,45.2,-3.2,72504,71.1,90208,60.8,107934,55.9,129721,56.6,131062,47.7,151834,43.9,159198,28
1,0,サービス,110214,41.3,1.2,22480,22,46760,31.5,67172,34.8,79769,34.8,108447,39.5,147742,42.7,296925,52.2
2,0,食料,90329,33.9,-0.5,54829,53.8,67811,45.7,78937,40.9,91990,40.1,95297,34.7,114303,33,128700,22.6
2,3,非耐久財,78892,29.6,-1.1,50739,49.7,61291,41.3,70984,36.8,81685,35.6,84049,30.6,97562,28.2,105641,18.6
2,4,サービス,11436,4.3,3.4,4090,4,6521,4.4,7954,4.1,10305,4.5,11248,4.1,16741,4.8,23059,4.1
2,0,住居,17425,6.5,-39.3,1447,1.4,6840,4.6,9775,5.1,6447,2.8,20220,7.4,32834,9.5,44091,7.7
2,1,耐久財,1036,0.4,-68.7,-,-,411,0.3,-,-,47,0,826,0.3,4029,1.2,1929,0.3
2,2,半耐久財,212,0.1,-19.7,34,0,58,0,69,0,274,0.1,55,0,581,0.2,412,0.1
2,4,サービス,16177,6.1,-35.7,1413,1.4,6371,4.3,9706,5,6126,2.7,19340,7,28224,8.2,41749,7.3
2,0,光熱・水道（非耐久財）,18749,7,-10.2,10024,9.8,13828,9.3,17908,9.3,23437,10.2,21557,7.8,23244,6.7,21227,3.7
2,0,家具・家事用品,13176,4.9,-25.5,4669,4.6,5192,3.5,9398,4.9,9135,4,15362,5.6,15603,4.5,32657,5.7
2,1,耐久財,4451,1.7,-41.2,135,0.1,364,0.2,1789,0.9,1306,0.6,4984,1.8,4566,1.3,17861,3.1
2,2,半耐久財,4038,1.5,-20.9,1719,1.7,2077,1.4,3892,2,2754,1.2,5397,2,5202,1.5,7189,1.3
2,3,非耐久財,3764,1.4,-8.4,2699,2.6,2484,1.7,3377,1.7,4330,1.9,4040,1.5,4828,1.4,4589,0.8
2,4,サービス,923,0.3,3.2,116,0.1,268,0.2,340,0.2,744,0.3,942,0.3,1006,0.3,3019,0.5
2,0,被服及び履物,12025,4.5,-13.8,3074,3,4870,3.3,6205,3.2,8238,3.6,14227,5.2,15665,4.5,31669,5.6
2,2,半耐久財,11385,4.3,-10.4,3002,2.9,4612,3.1,5815,3,7613,3.3,13694,5,14945,4.3,29804,5.2
2,4,サービス,640,0.2,-48,73,0.1,259,0.2,390,0.2,625,0.3,533,0.2,720,0.2,1864,0.3
2,0,保健医療,21329,8,31.1,5069,5,8218,5.5,11167,5.8,15985,7,17578,6.4,23829,6.9,66923,11.8
2,1,耐久財,1096,0.4,-24.8,260,0.3,512,0.3,831,0.4,1362,0.6,661,0.2,948,0.3,3073,0.5
2,2,半耐久財,1053,0.4,235.4,102,0.1,28,0,179,0.1,198,0.1,967,0.4,730,0.2,5119,0.9
2,3,非耐久財,5728,2.1,-5.9,2871,2.8,3732,2.5,5345,2.8,6557,2.9,6493,2.4,8062,2.3,7028,1.2
2,4,サービス,13452,5,60,1835,1.8,3946,2.7,4812,2.5,7869,3.4,9457,3.4,14089,4.1,51703,9.1
2,0,交通・通信,25169,9.4,-32.9,7270,7.1,12586,8.5,19099,9.9,25187,11,24054,8.8,39749,11.5,47980,8.4
2,1,耐久財,953,0.4,-89.7,150,0.1,110,0.1,26,0,57,0,355,0.1,918,0.3,5003,0.9
