区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,699,-,-,95,-,105,-,94,-,106,-,101,-,100,-,98,-
0,0,世帯人員,2.89,-,-,2.43,-,2.73,-,2.81,-,2.99,-,2.96,-,3.14,-,3.15,-
0,0,有業人員,1.37,-,-,1.03,-,1.27,-,1.31,-,1.42,-,1.41,-,1.51,-,1.62,-
0,0,世帯主平均年齢,59,-,-,64.9,-,61.8,-,61.4,-,56.4,-,57.7,-,56.4,-,54.3,-
0,0,消費支出,274639,100,-4.9,93849,100,146329,100,182337,100,221289,100,265504,100,332794,100,679616,100
1,0,商品,160477,58.4,-2.4,70696,75.3,101427,69.3,129095,70.8,134427,60.7,164477,61.9,195739,58.8,327131,48.1
1,1,耐久財,18290,6.7,-8.2,551,0.6,1581,1.1,3434,1.9,6729,3,6489,2.4,15222,4.6,93948,13.8
1,2,半耐久財,21296,7.8,-8.2,4174,4.4,5262,3.6,9864,5.4,13255,6,24845,9.4,25823,7.8,65763,9.7
1,3,非耐久財,120891,44,-0.3,65971,70.3,94584,64.6,115797,63.5,114443,51.7,133143,50.1,154694,46.5,167420,24.6
1,0,サービス,114162,41.6,-8.2,23153,24.7,44902,30.7,53243,29.2,86862,39.3,101028,38.1,137055,41.2,352485,51.9
2,0,食料,87569,31.9,-3,46742,49.8,66330,45.3,83062,45.6,81264,36.7,94912,35.7,108243,32.5,132289,19.5
2,3,非耐久財,74241,27,3.7,43094,45.9,59381,40.6,73634,40.4,70676,31.9,80078,30.2,91101,27.4,101627,15
2,4,サービス,13327,4.9,-28.7,3647,3.9,6949,4.7,9428,5.2,10588,4.8,14834,5.6,17142,5.2,30662,4.5
2,0,住居,29584,10.8,0.7,2990,3.2,4487,3.1,3634,2,19918,9,19859,7.5,25618,7.7,130448,19.2
2,1,耐久財,6088,2.2,-1,9,0,-,-,66,0,30,0,148,0.1,729,0.2,41614,6.1
2,2,半耐久財,472,0.2,-30.6,94,0.1,68,0,292,0.2,161,0.1,410,0.2,432,0.1,1844,0.3
2,4,サービス,23024,8.4,2.1,2887,3.1,4419,3,3275,1.8,19727,8.9,19300,7.3,24457,7.3,86990,12.8
2,0,光熱・水道（非耐久財）,24930,9.1,-6.4,12812,13.7,20412,13.9,21773,11.9,23953,10.8,29411,11.1,34930,10.5,31182,4.6
2,0,家具・家事用品,10581,3.9,-8.1,3360,3.6,4517,3.1,6905,3.8,9026,4.1,9834,3.7,13045,3.9,27343,4
2,1,耐久財,3785,1.4,3.1,381,0.4,820,0.6,798,0.4,1852,0.8,1762,0.7,4851,1.5,16014,2.4
2,2,半耐久財,3319,1.2,-7.8,1027,1.1,1260,0.9,2452,1.3,3891,1.8,4346,1.6,3578,1.1,6661,1
2,3,非耐久財,2997,1.1,-18.6,1777,1.9,2233,1.5,3072,1.7,2983,1.3,3085,1.2,3887,1.2,3937,0.6
2,4,サービス,481,0.2,-15.3,175,0.2,203,0.1,583,0.3,300,0.1,642,0.2,729,0.2,731,0.1
2,0,被服及び履物,10061,3.7,-7.2,1873,2,2587,1.8,4598,2.5,4984,2.3,10346,3.9,15441,4.6,30560,4.5
2,2,半耐久財,9774,3.6,-4.8,1741,1.9,2460,1.7,4495,2.5,4807,2.2,9899,3.7,15013,4.5,29967,4.4
2,4,サービス,287,0.1,-49.9,132,0.1,126,0.1,104,0.1,177,0.1,447,0.2,428,0.1,593,0.1
2,0,保健医療,15034,5.5,-13.6,5717,6.1,8642,5.9,14593,8,11493,5.2,16979,6.4,22768,6.8,25008,3.7
2,1,耐久財,1235,0.4,20.8,-,-,-,-,490,0.3,2189,1,2092,0.8,2196,0.7,1669,0.2
2,2,半耐久財,272,0.1,-75.4,50,0.1,139,0.1,58,0,214,0.1,196,0.1,453,0.1,791,0.1
