項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,356,-,-,48,-,52,-,53,-,50,-,50,-,52,-,51,-
0,0,0,0,0,世帯人員,3.33,-,-,2.87,-,2.97,-,3.27,-,3.58,-,3.41,-,3.65,-,3.53,-
0,0,0,0,0,有業人員,1.76,-,-,1.5,-,1.66,-,1.89,-,1.53,-,1.78,-,1.89,-,2.04,-
0,0,0,0,0,世帯主平均年齢,49.5,-,-,58.8,-,50.4,-,48.8,-,46.9,-,47.7,-,46.5,-,47.8,-
1,0,0,0,0,受取,1332013,-,-8.4,436764,-,905684,-,1203665,-,1170840,-,1222659,-,1806684,-,2559229,-
1,1,0,0,0,実収入,548535,100,-9,107544,100,287087,100,431528,100,502475,100,600564,100,830359,100,1069504,100
1,2,0,0,0,経常収入,526989,96.1,-11.7,95415,88.7,285460,99.4,422985,98,499142,99.3,595497,99.2,714070,86,1065158,99.6
1,3,0,0,0,勤め先収入,508597,92.7,-11.5,85133,79.2,258442,90,395920,91.7,494642,98.4,579707,96.5,696744,83.9,1038471,97.1
1,4,0,0,0,世帯主収入,414106,75.5,-8.7,82613,76.8,233166,81.2,357702,82.9,448593,89.3,490895,81.7,558120,67.2,719602,67.3
1,6,0,0,0,うち男,395202,72,-8.1,68458,63.7,195115,68,341045,79,427660,85.1,475318,79.1,558120,67.2,692393,64.7
1,5,0,0,0,定期収入,407671,74.3,-7.6,82498,76.7,230818,80.4,355502,82.4,442239,88,485945,80.9,547272,65.9,701494,65.6
1,5,0,0,0,臨時収入,4849,0.9,12.9,115,0.1,2348,0.8,2201,0.5,6354,1.3,4950,0.8,7304,0.9,10593,1
1,5,0,0,0,賞与,1585,0.3,-79.3,-,-,-,-,-,-,-,-,-,-,3545,0.4,7515,0.7
1,4,0,0,0,世帯主の配偶者の収入,85898,15.7,-19.9,2520,2.3,18738,6.5,36247,8.4,31193,6.2,65547,10.9,138405,16.7,305936,28.6
1,6,0,0,0,うち女,80099,14.6,-23,2520,2.3,18738,6.5,30748,7.1,31193,6.2,58977,9.8,138405,16.7,277809,26
1,4,0,0,0,他の世帯員収入,8594,1.6,-39.1,-,-,6538,2.3,1971,0.5,14856,3,23264,3.9,219,0,12933,1.2
1,3,0,0,0,事業・内職収入,5236,1,-42.4,2120,2,4550,1.6,14233,3.3,2073,0.4,2011,0.3,8039,1,3587,0.3
1,4,0,0,0,家賃収入,2252,0.4,-48.5,-,-,843,0.3,6189,1.4,-,-,-,-,5103,0.6,3587,0.3
1,4,0,0,0,他の事業収入,1464,0.3,-65.3,-,-,3707,1.3,5105,1.2,1109,0.2,-,-,361,0,-,-
1,4,0,0,0,内職収入,1520,0.3,202.8,2120,2,-,-,2939,0.7,963,0.2,2011,0.3,2575,0.3,-,-
1,3,0,0,0,他の経常収入,13156,2.4,2.1,8162,7.6,22469,7.8,12831,3,2428,0.5,13779,2.3,9287,1.1,23099,2.2
1,4,0,0,0,財産収入,1540,0.3,27.2,3763,3.5,-,-,132,0,240,0,6541,1.1,-,-,-,-
1,4,0,0,0,社会保障給付,11066,2,1.5,4398,4.1,22317,7.8,11351,2.6,2188,0.4,4959,0.8,9287,1.1,23089,2.2
1,5,0,0,0,公的年金給付,479,0.1,-29.4,-,-,3418,1.2,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,他の社会保障給付,10587,1.9,3.6,4398,4.1,18899,6.6,11351,2.6,2188,0.4,4959,0.8,9287,1.1,23089,2.2
1,4,0,0,0,仕送り金,549,0.1,-28.8,-,-,151,0.1,1348,0.3,-,-,2279,0.4,-,-,10,0
1,2,0,0,0,特別収入,21546,3.9,252,12129,11.3,1627,0.6,8544,2,3332,0.7,5067,0.8,116289,14,4347,0.4
1,3,0,0,0,受贈金,12147,2.2,941.8,-,-,415,0.1,1617,0.4,711,0.1,328,0.1,82231,9.9,135,0
1,3,0,0,0,他の特別収入,9398,1.7,89.7,12129,11.3,1211,0.4,6926,1.6,2621,0.5,4739,0.8,34058,4.1,4212,0.4
1,1,0,0,0,実収入以外の受取(繰入金を除く),478718,-,-26.2,255279,-,331037,-,503712,-,519265,-,495387,-,548043,-,692488,-
1,2,0,0,0,預貯金引出,348226,-,-32.1,198190,-,251652,-,372638,-,382147,-,336295,-,372612,-,520303,-
1,2,0,0,0,保険金,4091,-,75.2,9117,-,424,-,15776,-,3273,-,-,-,-,-,-,-
1,3,0,0,0,個人・企業年金保険金,3863,-,199.2,9117,-,424,-,14200,-,3273,-,-,-,-,-,-,-
1,3,0,0,0,他の保険金,227,-,-78.3,-,-,-,-,1577,-,-,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,458,-,...,-,-,3262,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,クレジット購入借入金,125823,-,-5.5,47971,-,75066,-,115179,-,133845,-,159078,-,175410,-,172113,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,121,-,365.4,-,-,633,-,119,-,-,-,13,-,21,-,72,-
1,1,0,0,0,繰入金,304760,-,50,73941,-,287560,-,268424,-,149100,-,126708,-,428282,-,797237,-
2,0,0,0,0,支払,1332013,-,-8.4,436764,-,905684,-,1203665,-,1170840,-,1222659,-,1806684,-,2559229,-
2,1,0,0,0,実支出,455291,-,-23.4,238330,-,281187,-,422015,-,489408,-,472772,-,528991,-,747953,-
2,2,0,0,0,生計支出,352453,-,-25.4,222907,-,245655,-,362872,-,394719,-,351869,-,385193,-,500334,-
2,3,0,0,0,消費支出,342402,100,-4,222907,100,245655,100,362872,100,323936,100,351869,100,385193,100,500334,100
2,4,1,0,0,食料,91205,26.6,-6.3,76857,34.5,66693,27.1,91566,25.2,95159,29.4,91597,26,95297,24.7,120530,24.1
2,5,1,1,0,穀類,6375,1.9,0.3,6052,2.7,4884,2,6735,1.9,6789,2.1,5817,1.7,6296,1.6,8022,1.6
2,6,1,1,1,米類,1256,0.4,-18.5,1219,0.5,1074,0.4,1395,0.4,1316,0.4,1022,0.3,1234,0.3,1532,0.3
2,6,1,1,2,パン,3098,0.9,11.5,2755,1.2,2371,1,3186,0.9,3290,1,2966,0.8,2949,0.8,4147,0.8
2,6,1,1,3,麺類,1534,0.4,2.7,1680,0.8,1115,0.5,1708,0.5,1729,0.5,1420,0.4,1491,0.4,1593,0.3
2,6,1,1,4,他の穀類,487,0.1,-10.8,398,0.2,324,0.1,446,0.1,454,0.1,410,0.1,622,0.2,750,0.1
2,5,1,2,0,魚介類,5106,1.5,-6,5045,2.3,3818,1.6,5991,1.7,5608,1.7,5114,1.5,4298,1.1,5828,1.2
2,6,1,2,1,生鮮魚介,2939,0.9,-12.3,3112,1.4,2500,1,3044,0.8,3126,1,2803,0.8,2685,0.7,3297,0.7
2,6,1,2,2,塩干魚介,898,0.3,1.1,651,0.3,492,0.2,1356,0.4,1043,0.3,916,0.3,640,0.2,1173,0.2
2,6,1,2,3,魚肉練製品,511,0.1,8,599,0.3,409,0.2,605,0.2,557,0.2,561,0.2,360,0.1,480,0.1
2,6,1,2,4,他の魚介加工品,758,0.2,5.4,684,0.3,418,0.2,985,0.3,882,0.3,835,0.2,613,0.2,877,0.2
2,5,1,3,0,肉類,8305,2.4,-7.6,6985,3.1,5960,2.4,8174,2.3,9422,2.9,7754,2.2,8617,2.2,11168,2.2
2,6,1,3,1,生鮮肉,6689,2,-9.5,5742,2.6,4911,2,6916,1.9,7665,2.4,6145,1.7,6904,1.8,8504,1.7
2,6,1,3,2,加工肉,1616,0.5,1.3,1242,0.6,1049,0.4,1258,0.3,1757,0.5,1609,0.5,1713,0.4,2664,0.5
2,5,1,4,0,乳卵類,4205,1.2,-2.4,3285,1.5,3369,1.4,4258,1.2,4446,1.4,4192,1.2,3990,1,5864,1.2
2,6,1,4,1,牛乳,1282,0.4,0.8,1177,0.5,862,0.4,1309,0.4,1192,0.4,1495,0.4,1491,0.4,1432,0.3
2,6,1,4,2,乳製品,2135,0.6,-5.9,1415,0.6,1889,0.8,2178,0.6,2310,0.7,1950,0.6,1698,0.4,3488,0.7
2,6,1,4,3,卵,789,0.2,2.9,692,0.3,618,0.3,772,0.2,945,0.3,747,0.2,801,0.2,944,0.2
2,5,1,5,0,野菜・海藻,8154,2.4,-12,8561,3.8,7005,2.9,9114,2.5,8295,2.6,7413,2.1,7169,1.9,9495,1.9
2,6,1,5,1,生鮮野菜,5535,1.6,-14.5,5654,2.5,4797,2,6343,1.7,5538,1.7,5099,1.4,4965,1.3,6325,1.3
2,6,1,5,2,乾物・海藻,611,0.2,-16.9,667,0.3,513,0.2,744,0.2,492,0.2,412,0.1,553,0.1,893,0.2
2,6,1,5,3,大豆加工品,963,0.3,-9.2,1017,0.5,842,0.3,904,0.2,1129,0.3,954,0.3,874,0.2,1020,0.2
2,6,1,5,4,他の野菜・海藻加工品,1046,0.3,4.2,1223,0.5,852,0.3,1122,0.3,1136,0.4,948,0.3,778,0.2,1257,0.3
2,5,1,6,0,果物,2718,0.8,3.4,3011,1.4,2524,1,2954,0.8,3103,1,1617,0.5,2461,0.6,3372,0.7
2,6,1,6,1,生鮮果物,2428,0.7,6.6,2840,1.3,2292,0.9,2535,0.7,2906,0.9,1412,0.4,1976,0.5,3053,0.6
2,6,1,6,2,果物加工品,290,0.1,-17.4,171,0.1,232,0.1,419,0.1,196,0.1,205,0.1,485,0.1,320,0.1
2,5,1,7,0,油脂・調味料,3901,1.1,-9,3487,1.6,2884,1.2,4310,1.2,4255,1.3,3533,1,4079,1.1,4739,0.9
2,6,1,7,1,油脂,369,0.1,6.6,299,0.1,437,0.2,367,0.1,369,0.1,229,0.1,444,0.1,445,0.1
2,6,1,7,2,調味料,3532,1,-10.4,3187,1.4,2447,1,3943,1.1,3886,1.2,3304,0.9,3635,0.9,4294,0.9
2,5,1,8,0,菓子類,7627,2.2,2.6,7060,3.2,5182,2.1,7912,2.2,7162,2.2,7403,2.1,8880,2.3,9731,1.9
2,5,1,9,0,調理食品,14411,4.2,7.1,12995,5.8,12574,5.1,14442,4,14271,4.4,14355,4.1,13156,3.4,19000,3.8
2,6,1,9,1,主食的調理食品,6121,1.8,1.8,6144,2.8,4757,1.9,5845,1.6,5285,1.6,6146,1.7,6014,1.6,8609,1.7
2,6,1,9,2,他の調理食品,8290,2.4,11.4,6851,3.1,7817,3.2,8597,2.4,8986,2.8,8209,2.3,7142,1.9,10390,2.1
2,5,1,10,0,飲料,5413,1.6,-5.2,3549,1.6,4606,1.9,5689,1.6,5125,1.6,5814,1.7,4975,1.3,8069,1.6
2,6,1,10,1,茶類,1392,0.4,7.1,704,0.3,904,0.4,1826,0.5,1359,0.4,1357,0.4,989,0.3,2578,0.5
2,6,1,10,2,コーヒー・ココア,1161,0.3,-15.9,939,0.4,1120,0.5,1014,0.3,1087,0.3,1482,0.4,978,0.3,1497,0.3
2,6,1,10,3,他の飲料,2859,0.8,-5.6,1906,0.9,2581,1.1,2849,0.8,2679,0.8,2974,0.8,3008,0.8,3994,0.8
2,5,1,11,0,酒類,4047,1.2,-23.9,3636,1.6,3097,1.3,3709,1,3921,1.2,5014,1.4,4262,1.1,4649,0.9
2,5,1,12,0,外食,20943,6.1,-13.3,13192,5.9,10789,4.4,18278,5,22761,7,23571,6.7,27113,7,30595,6.1
2,6,1,12,1,一般外食,18997,5.5,-16.8,12987,5.8,10161,4.1,16242,4.5,19805,6.1,21364,6.1,23384,6.1,28761,5.7
2,6,1,12,2,学校給食,1946,0.6,47.9,204,0.1,627,0.3,2037,0.6,2956,0.9,2208,0.6,3729,1,1835,0.4
2,4,2,0,0,住居,28610,8.4,-6,9216,4.1,61167,24.9,21316,5.9,34428,10.6,34010,9.7,10261,2.7,30209,6
2,5,2,1,0,家賃地代,20781,6.1,-4.2,8811,4,16158,6.6,19736,5.4,30157,9.3,33068,9.4,7058,1.8,29992,6
2,5,2,2,0,設備修繕・維持,7828,2.3,-10.6,405,0.2,45010,18.3,1580,0.4,4271,1.3,942,0.3,3203,0.8,216,0
2,6,2,2,1,設備材料,734,0.2,-80.4,142,0.1,44,0,1225,0.3,1820,0.6,107,0,1666,0.4,142,0
2,6,2,2,2,工事その他のサービス,7094,2.1,41.4,263,0.1,44966,18.3,355,0.1,2450,0.8,835,0.2,1537,0.4,74,0
2,4,3,0,0,光熱・水道,16471,4.8,-11.7,12649,5.7,14494,5.9,18193,5,16535,5.1,17292,4.9,18313,4.8,17727,3.5
2,5,3,1,0,電気代,7656,2.2,-13.2,5631,2.5,6537,2.7,7416,2,8339,2.6,7717,2.2,8797,2.3,9119,1.8
2,5,3,2,0,ガス代,4356,1.3,-7.7,3200,1.4,4896,2,5002,1.4,4076,1.3,4211,1.2,4711,1.2,4391,0.9
2,5,3,3,0,他の光熱,145,0,-32.9,208,0.1,58,0,131,0,240,0.1,180,0.1,151,0,45,0
2,5,3,4,0,上下水道料,4315,1.3,-11.9,3610,1.6,3002,1.2,5644,1.6,3879,1.2,5184,1.5,4654,1.2,4172,0.8
2,4,4,0,0,家具・家事用品,13358,3.9,-18.5,6018,2.7,9622,3.9,10795,3,10987,3.4,14831,4.2,25909,6.7,15253,3
2,5,4,1,0,家庭用耐久財,3704,1.1,-44.5,107,0,5309,2.2,1317,0.4,1514,0.5,6122,1.7,9316,2.4,2245,0.4
2,6,4,1,1,家事用耐久財,1557,0.5,-57.9,73,0,3342,1.4,751,0.2,43,0,5118,1.5,197,0.1,1319,0.3
2,6,4,1,2,冷暖房用器具,983,0.3,-25.8,-,-,1968,0.8,418,0.1,1472,0.5,538,0.2,1918,0.5,605,0.1
2,6,4,1,3,一般家具,1164,0.3,-29.7,34,0,-,-,148,0,-,-,466,0.1,7201,1.9,321,0.1
2,5,4,2,0,室内装備・装飾品,1021,0.3,-16.2,18,0,69,0,818,0.2,291,0.1,1034,0.3,4501,1.2,413,0.1
