項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,20万円未満／実数（円）,20万円未満／構成比（％）,20万円以上30万円未満／実数（円）,20万円以上30万円未満／構成比（％）,30万円以上40万円未満／実数（円）,30万円以上40万円未満／構成比（％）,40万円以上50万円未満／実数（円）,40万円以上50万円未満／構成比（％）,50万円以上60万円未満／実数（円）,50万円以上60万円未満／構成比（％）,60万円以上70万円未満／実数（円）,60万円以上70万円未満／構成比（％）,70万円以上／実数（円）,70万円以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,1525,-,1282,-,1776,-,1849,-,1305,-,990,-,1273,-
0,0,0,0,0,調査世帯数,365,-,57,-,46,-,67,-,68,-,47,-,35,-,44,-
0,0,0,0,0,世帯人員,3.27,-,2.96,-,2.97,-,3.32,-,3.33,-,3.39,-,3.46,-,3.5,-
0,0,0,0,0,有業人員,1.76,-,1.74,-,1.78,-,1.8,-,1.72,-,1.74,-,1.8,-,1.75,-
0,0,0,0,0,世帯主平均年齢,49.5,-,57.2,-,50,-,45.8,-,46.7,-,48.4,-,49.5,-,50.2,-
1,0,0,0,0,受取,1609662,-,681657,-,1308880,-,1434684,-,1491667,-,1801220,-,2304932,-,2663334,-
1,1,0,0,0,実収入,730386,100,208161,100,482587,100,605385,100,714691,100,897097,100,1063601,100,1376966,100
1,2,0,0,0,経常収入,711310,97.4,201814,97,473738,98.2,582485,96.2,702165,98.2,858846,95.7,1031036,96.9,1357994,98.6
1,3,0,0,0,勤め先収入,673304,92.2,131167,63,416964,86.4,549105,90.7,677815,94.8,829092,92.4,1004650,94.5,1333448,96.8
1,4,0,0,0,世帯主収入,549604,75.2,93940,45.1,302010,62.6,417915,69,562829,78.8,693394,77.3,832746,78.3,1137744,82.6
1,6,0,0,0,うち男,524416,71.8,70935,34.1,252124,52.2,392882,64.9,533869,74.7,679630,75.8,811693,76.3,1125703,81.8
1,5,0,0,0,定期収入,442767,60.6,80587,38.7,251827,52.2,347769,57.4,448466,62.7,542295,60.4,640836,60.3,934488,67.9
1,5,0,0,0,臨時収入,4565,0.6,1180,0.6,4640,1,3555,0.6,5418,0.8,4530,0.5,6842,0.6,6637,0.5
