項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,361,-,-,53,-,50,-,56,-,52,-,55,-,48,-,47,-
0,0,0,0,0,世帯人員,3.15,-,-,2.71,-,2.95,-,3.12,-,3.33,-,3.22,-,3.22,-,3.48,-
0,0,0,0,0,有業人員,1.75,-,-,1.51,-,1.8,-,1.51,-,1.7,-,1.81,-,1.94,-,1.97,-
0,0,0,0,0,世帯主平均年齢,49.6,-,-,54.8,-,53.1,-,47.2,-,46.1,-,49,-,48.7,-,48.5,-
1,0,0,0,0,受取,1490472,-,23,548081,-,886285,-,1453461,-,1303307,-,1724559,-,1843296,-,2659615,-
1,1,0,0,0,実収入,624431,100,6.4,63028,100,319516,100,422218,100,589659,100,655573,100,836231,100,1477017,100
1,2,0,0,0,経常収入,613695,98.3,6.7,61314,97.3,308935,96.7,410828,97.3,556535,94.4,648745,99,829857,99.2,1471663,99.6
1,3,0,0,0,勤め先収入,596163,95.5,6,60662,96.2,258307,80.8,397531,94.2,519865,88.2,640242,97.7,825732,98.7,1462710,99
1,4,0,0,0,世帯主収入,489734,78.4,4.1,54350,86.2,249862,78.2,362654,85.9,443562,75.2,537273,82,652158,78,1121925,76
1,6,0,0,0,うち男,460246,73.7,2.3,39017,61.9,207944,65.1,329511,78,407714,69.1,506669,77.3,602671,72.1,1121925,76
1,5,0,0,0,定期収入,435484,69.7,1,53321,84.6,247423,77.4,356188,84.4,424988,72.1,524373,80,636704,76.1,799552,54.1
1,5,0,0,0,臨時収入,5585,0.9,-37.4,1029,1.6,1468,0.5,6466,1.5,4266,0.7,4422,0.7,12322,1.5,9094,0.6
1,5,0,0,0,賞与,48666,7.8,60.4,-,-,971,0.3,-,-,14307,2.4,8478,1.3,3132,0.4,313278,21.2
1,4,0,0,0,世帯主の配偶者の収入,97349,15.6,27,6313,10,6637,2.1,21809,5.2,59811,10.1,88861,13.6,166771,19.9,329555,22.3
1,6,0,0,0,うち女,92752,14.9,24.3,6313,10,6637,2.1,21809,5.2,59811,10.1,81085,12.4,142558,17,329555,22.3
1,4,0,0,0,他の世帯員収入,9080,1.5,-39.2,-,-,1808,0.6,13068,3.1,16492,2.8,14108,2.2,6803,0.8,11230,0.8
1,3,0,0,0,事業・内職収入,7522,1.2,42.1,652,1,25292,7.9,3985,0.9,20437,3.5,1904,0.3,491,0.1,-,-
1,4,0,0,0,家賃収入,5070,0.8,65.4,-,-,19116,6,-,-,16468,2.8,-,-,-,-,-,-
1,4,0,0,0,他の事業収入,1198,0.2,-15.7,-,-,4058,1.3,3985,0.9,365,0.1,-,-,-,-,-,-
1,4,0,0,0,内職収入,1253,0.2,55.5,652,1,2119,0.7,-,-,3604,0.6,1904,0.3,491,0.1,-,-
1,3,0,0,0,他の経常収入,10010,1.6,27.9,-,-,25335,7.9,9312,2.2,16232,2.8,6600,1,3634,0.4,8952,0.6
1,4,0,0,0,財産収入,1942,0.3,638.4,-,-,334,0.1,6728,1.6,640,0.1,601,0.1,3323,0.4,1995,0.1
1,4,0,0,0,社会保障給付,7848,1.3,16.6,-,-,24536,7.7,1929,0.5,15592,2.6,5579,0.9,310,0,6957,0.5
1,5,0,0,0,公的年金給付,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,他の社会保障給付,7848,1.3,16.6,-,-,24536,7.7,1929,0.5,15592,2.6,5579,0.9,310,0,6957,0.5
1,4,0,0,0,仕送り金,220,0,-73.6,-,-,465,0.1,655,0.2,-,-,420,0.1,-,-,-,-
1,2,0,0,0,特別収入,10736,1.7,-7.6,1714,2.7,10581,3.3,11389,2.7,33124,5.6,6828,1,6374,0.8,5354,0.4
1,3,0,0,0,受贈金,4745,0.8,148.7,-,-,207,0.1,2315,0.5,27473,4.7,1011,0.2,2370,0.3,77,0
1,3,0,0,0,他の特別収入,5991,1,-38.3,1714,2.7,10375,3.2,9074,2.1,5651,1,5817,0.9,4004,0.5,5277,0.4
1,1,0,0,0,実収入以外の受取(繰入金を除く),589418,-,10.3,387072,-,380847,-,389495,-,561186,-,703250,-,809792,-,888630,-
1,2,0,0,0,預貯金引出,432591,-,4.7,263234,-,270202,-,298741,-,431637,-,546030,-,543478,-,670317,-
1,2,0,0,0,保険金,3935,-,45,5800,-,2115,-,5629,-,-,-,4827,-,1975,-,7181,-
1,3,0,0,0,個人・企業年金保険金,2951,-,45.1,5800,-,2115,-,5629,-,-,-,-,-,-,-,7181,-
1,3,0,0,0,他の保険金,985,-,44.9,-,-,-,-,-,-,-,-,4827,-,1975,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,5710,-,...,39908,-,-,-,399,-,-,-,-,-,-,-,-,-
1,2,0,0,0,クレジット購入借入金,147007,-,24.7,78083,-,108193,-,84579,-,129338,-,151988,-,264268,-,211128,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,175,-,-20.8,47,-,336,-,147,-,211,-,406,-,71,-,5,-
1,1,0,0,0,繰入金,276623,-,205.9,97980,-,185922,-,641749,-,152462,-,365737,-,197273,-,293968,-
2,0,0,0,0,支払,1490472,-,23,548081,-,886285,-,1453461,-,1303307,-,1724559,-,1843296,-,2659615,-
2,1,0,0,0,実支出,539081,-,18.5,291290,-,332157,-,336294,-,485379,-,623849,-,730872,-,967823,-
2,2,0,0,0,生計支出,406160,-,22.3,274798,-,287407,-,268887,-,392721,-,494472,-,528740,-,592156,-
2,3,0,0,0,消費支出,406160,100,22.3,274798,100,287407,100,268887,100,392721,100,494472,100,528740,100,592156,100
2,4,1,0,0,食料,96040,23.6,3.5,77108,28.1,82709,28.8,79248,29.5,93968,23.9,93852,19,107596,20.3,137496,23.2
2,5,1,1,0,穀類,7291,1.8,-17.6,7425,2.7,6270,2.2,6803,2.5,7416,1.9,7223,1.5,7606,1.4,8294,1.4
2,6,1,1,1,米類,1803,0.4,-33.6,1546,0.6,1941,0.7,1718,0.6,1667,0.4,2062,0.4,1681,0.3,1994,0.3
2,6,1,1,2,パン,3279,0.8,-1,3752,1.4,2648,0.9,3052,1.1,3164,0.8,2974,0.6,3741,0.7,3632,0.6
