項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年増加率（％）,400万円未満／実数（円）,400万円未満／構成比（％）,400万円以上600万円未満／実数（円）,400万円以上600万円未満／構成比（％）,600万円以上800万円未満／実数（円）,600万円以上800万円未満／構成比（％）,800万円以上1000万円未満／実数（円）,800万円以上1000万円未満／構成比（％）,1000万円以上／実数（円）,1000万円以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,799,-,1598,-,2264,-,1799,-,3539,-
0,0,0,0,0,調査世帯数,365,-,-,29,-,59,-,85,-,67,-,125,-
0,0,0,0,0,世帯人員,3.27,-,-,2.75,-,3.12,-,3.27,-,3.44,-,3.36,-
0,0,0,0,0,有業人員,1.76,-,-,1.47,-,1.56,-,1.73,-,1.81,-,1.91,-
0,0,0,0,0,世帯主平均年齢,49.5,-,-,52.7,-,51.9,-,48.3,-,48.4,-,49.1,-
0,0,0,0,0,平均年間収入(万円),919,-,-,290,-,514,-,689,-,895,-,1400,-
1,0,0,0,0,受取,1609662,-,14,684530,-,909248,-,1271570,-,1528587,-,2394369,-
1,1,0,0,0,実収入,730386,100,4.1,308680,100,416306,100,568499,100,709100,100,1084584,100
1,2,0,0,0,経常収入,711310,97.4,5.3,300628,97.4,408477,98.1,545210,95.9,696543,98.2,1056724,97.4
1,3,0,0,0,勤め先収入,673304,92.2,5.3,244718,79.3,366650,88.1,508256,89.4,665028,93.8,1021000,94.1
1,4,0,0,0,世帯主収入,549604,75.2,5,230538,74.7,327390,78.6,445848,78.4,552376,77.9,787900,72.6
1,6,0,0,0,うち男,524416,71.8,5,179743,58.2,292137,70.2,409753,72.1,533246,75.2,777199,71.7
1,5,0,0,0,定期収入,442767,60.6,5,198482,64.3,280908,67.5,375555,66.1,443048,62.5,612883,56.5
1,5,0,0,0,臨時収入,4565,0.6,-24.2,2111,0.7,2949,0.7,4763,0.8,4158,0.6,5932,0.5
1,5,0,0,0,賞与,102272,14,6.7,29945,9.7,43533,10.5,65529,11.5,105169,14.8,169085,15.6
1,4,0,0,0,世帯主の配偶者の収入,111873,15.3,10.4,11462,3.7,30461,7.3,50601,8.9,102109,14.4,217236,20
1,6,0,0,0,うち女,107887,14.8,11.8,11462,3.7,27970,6.7,47575,8.4,94463,13.3,212947,19.6
1,4,0,0,0,他の世帯員収入,11827,1.6,-20.3,2718,0.9,8799,2.1,11807,2.1,10544,1.5,15865,1.5
1,3,0,0,0,事業・内職収入,6894,0.9,2.6,1357,0.4,1372,0.3,4270,0.8,3620,0.5,13656,1.3
1,4,0,0,0,家賃収入,3680,0.5,10,-,-,303,0.1,1672,0.3,1261,0.2,8343,0.8
1,4,0,0,0,他の事業収入,1622,0.2,-15.1,256,0.1,387,0.1,1989,0.3,1110,0.2,2427,0.2
1,4,0,0,0,内職収入,1592,0.2,8.5,1101,0.4,682,0.2,609,0.1,1250,0.2,2887,0.3
1,3,0,0,0,他の経常収入,31112,4.3,5.7,54553,17.7,40455,9.7,32684,5.7,27894,3.9,22068,2
1,4,0,0,0,財産収入,2101,0.3,54.1,147,0,2031,0.5,1969,0.3,1659,0.2,2719,0.3
1,4,0,0,0,社会保障給付,28649,3.9,6.2,54015,17.5,38016,9.1,29583,5.2,26226,3.7,19297,1.8
1,5,0,0,0,公的年金給付,18101,2.5,9.8,41290,13.4,32516,7.8,20722,3.6,10291,1.5,8365,0.8
1,5,0,0,0,他の社会保障給付,10549,1.4,0.7,12725,4.1,5500,1.3,8862,1.6,15936,2.2,10932,1
1,4,0,0,0,仕送り金,362,0,-67.6,391,0.1,408,0.1,1132,0.2,9,0,51,0
1,2,0,0,0,特別収入,19076,2.6,-26,8052,2.6,7829,1.9,23289,4.1,12557,1.8,27860,2.6
1,3,0,0,0,受贈金,8128,1.1,370.9,467,0.2,261,0.1,15147,2.7,1245,0.2,13329,1.2
1,3,0,0,0,他の特別収入,10947,1.5,-54.5,7585,2.5,7568,1.8,8143,1.4,11312,1.6,14532,1.3
1,1,0,0,0,実収入以外の受取(繰入金を除く),550614,-,-0.9,268105,-,344800,-,448643,-,530165,-,780515,-
1,2,0,0,0,預貯金引出,407250,-,-0.8,224173,-,261740,-,329844,-,383547,-,574655,-
1,2,0,0,0,保険金,7532,-,38.7,1421,-,6618,-,8054,-,5628,-,9807,-
1,3,0,0,0,個人・企業年金保険金,6051,-,49.1,1421,-,6497,-,7899,-,4242,-,6611,-
1,3,0,0,0,他の保険金,1482,-,7.9,-,-,122,-,155,-,1386,-,3196,-
1,2,0,0,0,有価証券売却,1609,-,551.4,-,-,-,-,2503,-,-,-,2928,-
1,2,0,0,0,土地家屋借入金,3242,-,-58.6,-,-,-,-,-,-,16205,-,-,-
1,2,0,0,0,他の借入金,698,-,-15,410,-,1209,-,-,-,-,-,1354,-
1,2,0,0,0,クレジット購入借入金,129755,-,5.5,41875,-,74961,-,107658,-,124658,-,190903,-
1,2,0,0,0,土地家屋売却,-,-,-100,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,528,-,-41.4,226,-,271,-,585,-,128,-,869,-
1,1,0,0,0,繰入金,328662,-,112,107745,-,148141,-,254428,-,289323,-,529269,-
2,0,0,0,0,支払,1609662,-,14,684530,-,909248,-,1271570,-,1528587,-,2394369,-
2,1,0,0,0,実支出,537588,-,6.4,249182,-,315059,-,408968,-,504351,-,800614,-
2,2,0,0,0,生計支出,390625,-,6.9,204797,-,254803,-,313184,-,365241,-,554780,-
2,3,0,0,0,消費支出,357123,100,4,204797,100,254803,100,300882,100,360701,100,471541,100
2,4,1,0,0,食料,94234,26.4,0.8,62483,30.5,80049,31.4,84739,28.2,91648,25.4,115473,24.5
2,5,1,1,0,穀類,6977,2,-5.5,5473,2.7,6464,2.5,6695,2.2,7048,2,7723,1.6
2,6,1,1,1,米類,1626,0.5,-16.7,1354,0.7,1634,0.6,1641,0.5,1620,0.4,1686,0.4
2,6,1,1,2,パン,3075,0.9,1.4,2379,1.2,2664,1,2872,1,3071,0.9,3559,0.8
2,6,1,1,3,麺類,1714,0.5,-4.2,1342,0.7,1678,0.7,1647,0.5,1754,0.5,1845,0.4
2,6,1,1,4,他の穀類,562,0.2,-7.6,399,0.2,489,0.2,535,0.2,603,0.2,633,0.1
2,5,1,2,0,魚介類,5956,1.7,0,4659,2.3,5927,2.3,5261,1.7,5300,1.5,7023,1.5
2,6,1,2,1,生鮮魚介,3594,1,0.2,2718,1.3,3534,1.4,3076,1,3085,0.9,4390,0.9
2,6,1,2,2,塩干魚介,934,0.3,-6.4,795,0.4,925,0.4,889,0.3,867,0.2,1033,0.2
2,6,1,2,3,魚肉練製品,549,0.2,4.4,426,0.2,588,0.2,520,0.2,554,0.2,576,0.1
2,6,1,2,4,他の魚介加工品,878,0.2,4,720,0.4,880,0.3,777,0.3,794,0.2,1025,0.2
2,5,1,3,0,肉類,9289,2.6,-3.5,6410,3.1,8211,3.2,8231,2.7,9503,2.6,10986,2.3
2,6,1,3,1,生鮮肉,7608,2.1,-4.1,5119,2.5,6608,2.6,6680,2.2,7794,2.2,9103,1.9
2,6,1,3,2,加工肉,1681,0.5,-0.5,1292,0.6,1603,0.6,1550,0.5,1709,0.5,1883,0.4
2,5,1,4,0,乳卵類,4489,1.3,-5.5,3152,1.5,3612,1.4,4284,1.4,4647,1.3,5240,1.1
2,6,1,4,1,牛乳,1347,0.4,-5.5,996,0.5,982,0.4,1219,0.4,1459,0.4,1615,0.3
2,6,1,4,2,乳製品,2283,0.6,-6.5,1588,0.8,1798,0.7,2223,0.7,2325,0.6,2676,0.6
2,6,1,4,3,卵,860,0.2,-2.5,568,0.3,832,0.3,842,0.3,863,0.2,950,0.2
2,5,1,5,0,野菜・海藻,9623,2.7,-8.2,7760,3.8,9409,3.7,8809,2.9,9137,2.5,10881,2.3
2,6,1,5,1,生鮮野菜,6800,1.9,-9.1,5625,2.7,6532,2.6,6166,2,6416,1.8,7765,1.6
2,6,1,5,2,乾物・海藻,710,0.2,-10.9,558,0.3,700,0.3,635,0.2,700,0.2,799,0.2
2,6,1,5,3,大豆加工品,1058,0.3,-6.9,725,0.4,1034,0.4,982,0.3,1033,0.3,1201,0.3
2,6,1,5,4,他の野菜・海藻加工品,1056,0.3,-0.9,852,0.4,1143,0.4,1026,0.3,988,0.3,1116,0.2
2,5,1,6,0,果物,3066,0.9,1.8,2725,1.3,2822,1.1,2654,0.9,3071,0.9,3509,0.7
2,6,1,6,1,生鮮果物,2691,0.8,1.8,2482,1.2,2524,1,2371,0.8,2725,0.8,2997,0.6
2,6,1,6,2,果物加工品,374,0.1,1.1,243,0.1,299,0.1,283,0.1,346,0.1,512,0.1
2,5,1,7,0,油脂・調味料,4203,1.2,-4.7,3366,1.6,3906,1.5,3901,1.3,4323,1.2,4664,1
2,6,1,7,1,油脂,423,0.1,-8.4,377,0.2,363,0.1,396,0.1,447,0.1,463,0.1
2,6,1,7,2,調味料,3780,1.1,-4.3,2989,1.5,3543,1.4,3505,1.2,3876,1.1,4200,0.9
2,5,1,8,0,菓子類,8162,2.3,8.5,5102,2.5,7151,2.8,7557,2.5,8114,2.2,9780,2.1
2,5,1,9,0,調理食品,14605,4.1,15,11332,5.5,12716,5,13001,4.3,14618,4.1,17303,3.7
2,6,1,9,1,主食的調理食品,6247,1.7,11.3,4502,2.2,5433,2.1,5420,1.8,6375,1.8,7489,1.6
2,6,1,9,2,他の調理食品,8358,2.3,18,6830,3.3,7283,2.9,7581,2.5,8243,2.3,9814,2.1
2,5,1,10,0,飲料,5912,1.7,4.3,3781,1.8,5031,2,5130,1.7,5621,1.6,7450,1.6
2,6,1,10,1,茶類,1267,0.4,5.8,780,0.4,1206,0.5,1001,0.3,1262,0.3,1592,0.3
2,6,1,10,2,コーヒー・ココア,1272,0.4,4.9,1006,0.5,947,0.4,1044,0.3,1164,0.3,1686,0.4
2,6,1,10,3,他の飲料,3373,0.9,3.5,1996,1,2878,1.1,3086,1,3194,0.9,4172,0.9
2,5,1,11,0,酒類,4914,1.4,9.9,2195,1.1,4381,1.7,4380,1.5,4012,1.1,6546,1.4
2,5,1,12,0,外食,17039,4.8,-2.6,6529,3.2,10419,4.1,14837,4.9,16255,4.5,24370,5.2
2,6,1,12,1,一般外食,15709,4.4,-4.6,5822,2.8,9489,3.7,13495,4.5,14519,4,22899,4.9
2,6,1,12,2,学校給食,1330,0.4,28.3,708,0.3,930,0.4,1342,0.4,1735,0.5,1471,0.3
2,4,2,0,0,住居,29001,8.1,-0.8,14205,6.9,27202,10.7,33750,11.2,28089,7.8,29679,6.3
2,5,2,1,0,家賃地代,19647,5.5,-11.2,13635,6.7,21315,8.4,20685,6.9,18532,5.1,19816,4.2
2,5,2,2,0,設備修繕・維持,9354,2.6,31.9,570,0.3,5887,2.3,13065,4.3,9557,2.6,9863,2.1
2,6,2,2,1,設備材料,2733,0.8,3.9,223,0.1,2714,1.1,2244,0.7,3292,0.9,3216,0.7
2,6,2,2,2,工事その他のサービス,6621,1.9,48.3,348,0.2,3173,1.2,10822,3.6,6265,1.7,6647,1.4
2,4,3,0,0,光熱・水道,19528,5.5,-5.7,16616,8.1,18051,7.1,18345,6.1,20112,5.6,21364,4.5
2,5,3,1,0,電気代,8724,2.4,-7.8,7759,3.8,7731,3,8259,2.7,8741,2.4,9709,2.1
2,5,3,2,0,ガス代,5305,1.5,-6.7,4604,2.2,4800,1.9,4935,1.6,5619,1.6,5761,1.2
2,5,3,3,0,他の光熱,164,0,-7.3,227,0.1,137,0.1,160,0.1,107,0,197,0
2,5,3,4,0,上下水道料,5336,1.5,-1.1,4026,2,5383,2.1,4990,1.7,5645,1.6,5697,1.2
2,4,4,0,0,家具・家事用品,14807,4.1,2,6590,3.2,9778,3.8,14128,4.7,12765,3.5,20406,4.3
