項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,4571,-,2565,-,2162,-,702,-
0,0,0,0,0,調査世帯数,674,-,307,-,166,-,151,-,51,-
0,0,0,0,0,世帯人員,2.91,-,2,-,3,-,4,-,5.22,-
0,0,0,0,0,有業人員,1.36,-,0.84,-,1.62,-,1.92,-,2.01,-
0,0,0,0,0,世帯主平均年齢,59.6,-,67.3,-,57.1,-,49.6,-,49.3,-
2,2,0,0,0,生計支出,340536,-,279591,-,415399,-,365695,-,396315,-
2,3,0,0,0,消費支出,322669,100,277334,100,350257,100,365337,100,389412,100
2,4,1,0,0,食料,90453,28,77962,28.1,94323,26.9,103122,28.2,118453,30.4
2,5,1,1,0,穀類,6846,2.1,5499,2,7260,2.1,8205,2.2,10015,2.6
2,6,1,1,1,米類,1728,0.5,1341,0.5,1847,0.5,2089,0.6,2755,0.7
2,6,1,1,2,パン,2922,0.9,2402,0.9,3086,0.9,3496,1,3974,1
2,6,1,1,3,麺類,1644,0.5,1304,0.5,1730,0.5,1970,0.5,2557,0.7
2,6,1,1,4,他の穀類,552,0.2,452,0.2,597,0.2,650,0.2,729,0.2
2,5,1,2,0,魚介類,6841,2.1,6685,2.4,7110,2,6517,1.8,7873,2
2,6,1,2,1,生鮮魚介,4094,1.3,3941,1.4,4246,1.2,4020,1.1,4773,1.2
2,6,1,2,2,塩干魚介,1099,0.3,1079,0.4,1106,0.3,1052,0.3,1337,0.3
2,6,1,2,3,魚肉練製品,662,0.2,672,0.2,706,0.2,585,0.2,671,0.2
2,6,1,2,4,他の魚介加工品,987,0.3,993,0.4,1052,0.3,861,0.2,1094,0.3
2,5,1,3,0,肉類,8897,2.8,6685,2.4,9297,2.7,11418,3.1,14133,3.6
2,6,1,3,1,生鮮肉,7288,2.3,5414,2,7668,2.2,9428,2.6,11557,3
2,6,1,3,2,加工肉,1610,0.5,1271,0.5,1630,0.5,1991,0.5,2576,0.7
2,5,1,4,0,乳卵類,4600,1.4,4012,1.4,4627,1.3,5369,1.5,5989,1.5
2,6,1,4,1,牛乳,1381,0.4,1190,0.4,1279,0.4,1682,0.5,2076,0.5
2,6,1,4,2,乳製品,2353,0.7,2077,0.7,2504,0.7,2652,0.7,2695,0.7
2,6,1,4,3,卵,867,0.3,746,0.3,845,0.2,1035,0.3,1218,0.3
2,5,1,5,0,野菜・海藻,10682,3.3,10373,3.7,10811,3.1,10927,3,11456,2.9
2,6,1,5,1,生鮮野菜,7457,2.3,7167,2.6,7520,2.1,7806,2.1,8041,2.1
2,6,1,5,2,乾物・海藻,803,0.2,792,0.3,791,0.2,824,0.2,849,0.2
2,6,1,5,3,大豆加工品,1178,0.4,1122,0.4,1242,0.4,1172,0.3,1325,0.3
2,6,1,5,4,他の野菜・海藻加工品,1244,0.4,1293,0.5,1258,0.4,1124,0.3,1241,0.3
2,5,1,6,0,果物,3772,1.2,4097,1.5,3620,1,3356,0.9,3464,0.9
2,6,1,6,1,生鮮果物,3353,1,3637,1.3,3231,0.9,2972,0.8,3093,0.8
2,6,1,6,2,果物加工品,419,0.1,459,0.2,389,0.1,384,0.1,371,0.1
2,5,1,7,0,油脂・調味料,4200,1.3,3635,1.3,4391,1.3,4764,1.3,5411,1.4
2,6,1,7,1,油脂,466,0.1,435,0.2,444,0.1,551,0.2,495,0.1
2,6,1,7,2,調味料,3734,1.2,3200,1.2,3947,1.1,4213,1.2,4915,1.3
2,5,1,8,0,菓子類,7237,2.2,5606,2,7216,2.1,9476,2.6,11045,2.8
2,5,1,9,0,調理食品,13896,4.3,12200,4.4,15150,4.3,14488,4,18448,4.7
2,6,1,9,1,主食的調理食品,5930,1.8,5273,1.9,6493,1.9,6149,1.7,7506,1.9
2,6,1,9,2,他の調理食品,7966,2.5,6926,2.5,8656,2.5,8338,2.3,10942,2.8
2,5,1,10,0,飲料,5643,1.7,4803,1.7,6269,1.8,6192,1.7,7119,1.8
2,6,1,10,1,茶類,1295,0.4,1231,0.4,1435,0.4,1230,0.3,1425,0.4
2,6,1,10,2,コーヒー・ココア,1164,0.4,1037,0.4,1341,0.4,1218,0.3,1198,0.3
2,6,1,10,3,他の飲料,3184,1,2535,0.9,3493,1,3744,1,4496,1.2
2,5,1,11,0,酒類,4628,1.4,4401,1.6,4807,1.4,4677,1.3,5194,1.3
2,5,1,12,0,外食,13211,4.1,9967,3.6,13766,3.9,17734,4.9,18307,4.7
2,6,1,12,1,一般外食,12422,3.8,9963,3.6,13406,3.8,15639,4.3,14901,3.8
2,6,1,12,2,学校給食,788,0.2,3,0,360,0.1,2095,0.6,3406,0.9
2,4,2,0,0,住居,26599,8.2,28870,10.4,28665,8.2,21379,5.9,21339,5.5
2,5,2,1,0,家賃地代,14505,4.5,15316,5.5,14885,4.2,14042,3.8,9831,2.5
2,5,2,2,0,設備修繕・維持,12094,3.7,13554,4.9,13780,3.9,7337,2,11508,3
2,6,2,2,1,設備材料,3662,1.1,4169,1.5,4670,1.3,868,0.2,5344,1.4
2,6,2,2,2,工事その他のサービス,8432,2.6,9385,3.4,9111,2.6,6469,1.8,6165,1.6
2,4,3,0,0,光熱・水道,20196,6.3,17909,6.5,21153,6,22658,6.2,24101,6.2
2,5,3,1,0,電気代,9174,2.8,8304,3,9691,2.8,10006,2.7,10413,2.7
2,5,3,2,0,ガス代,5444,1.7,4995,1.8,5583,1.6,6153,1.7,5692,1.5
2,5,3,3,0,他の光熱,265,0.1,370,0.1,184,0.1,128,0,300,0.1
2,5,3,4,0,上下水道料,5313,1.6,4240,1.5,5695,1.6,6372,1.7,7697,2
2,4,4,0,0,家具・家事用品,13735,4.3,11951,4.3,14884,4.2,15609,4.3,15585,4
2,5,4,1,0,家庭用耐久財,4625,1.4,4089,1.5,5397,1.5,4907,1.3,4563,1.2
2,6,4,1,1,家事用耐久財,2318,0.7,2071,0.7,2425,0.7,2720,0.7,2345,0.6
2,6,4,1,2,冷暖房用器具,1707,0.5,1673,0.6,1974,0.6,1409,0.4,1955,0.5
2,6,4,1,3,一般家具,599,0.2,345,0.1,998,0.3,778,0.2,263,0.1
2,5,4,2,0,室内装備・装飾品,984,0.3,1217,0.4,965,0.3,682,0.2,412,0.1
2,5,4,3,0,寝具類,1063,0.3,705,0.3,1058,0.3,1760,0.5,1462,0.4
2,5,4,4,0,家事雑貨,2774,0.9,2127,0.8,3043,0.9,3377,0.9,4091,1.1
2,5,4,5,0,家事用消耗品,3439,1.1,2855,1,3759,1.1,3973,1.1,4432,1.1
2,5,4,6,0,家事サービス,851,0.3,959,0.3,662,0.2,909,0.2,624,0.2
2,4,5,0,0,被服及び履物,11007,3.4,8557,3.1,11248,3.2,14163,3.9,16828,4.3
2,5,5,1,0,和服,156,0,310,0.1,22,0,37,0,12,0
2,5,5,2,0,洋服,4488,1.4,3183,1.1,4384,1.3,6141,1.7,8508,2.2
2,6,5,2,1,男子用洋服,1468,0.5,1094,0.4,1382,0.4,1819,0.5,3233,0.8
2,6,5,2,2,婦人用洋服,2564,0.8,2080,0.7,2497,0.7,3289,0.9,3886,1
2,6,5,2,3,子供用洋服,456,0.1,10,0,505,0.1,1033,0.3,1389,0.4
2,5,5,3,0,シャツ・セーター類,2136,0.7,1730,0.6,2291,0.7,2613,0.7,2819,0.7
2,6,5,3,1,男子用シャツ・セーター類,716,0.2,586,0.2,801,0.2,827,0.2,957,0.2
2,6,5,3,2,婦人用シャツ・セーター類,1273,0.4,1144,0.4,1316,0.4,1446,0.4,1445,0.4
2,6,5,3,3,子供用シャツ・セーター類,148,0,1,0,174,0,340,0.1,417,0.1
2,5,5,4,0,下着類,1060,0.3,836,0.3,1239,0.4,1276,0.3,1234,0.3
2,6,5,4,1,男子用下着類,309,0.1,315,0.1,309,0.1,306,0.1,290,0.1
2,6,5,4,2,婦人用下着類,631,0.2,519,0.2,798,0.2,704,0.2,551,0.1
2,6,5,4,3,子供用下着類,120,0,2,0,132,0,267,0.1,392,0.1
2,5,5,5,0,生地・糸類,121,0,136,0,97,0,112,0,157,0
2,5,5,6,0,他の被服,791,0.2,560,0.2,881,0.3,1072,0.3,1129,0.3
2,5,5,7,0,履物類,1548,0.5,1250,0.5,1557,0.4,2006,0.5,2126,0.5
2,5,5,8,0,被服関連サービス,707,0.2,552,0.2,778,0.2,907,0.2,844,0.2
2,4,6,0,0,保健医療,18384,5.7,19385,7,18175,5.2,17344,4.7,15842,4.1
2,5,6,1,0,医薬品,2975,0.9,3122,1.1,3301,0.9,2420,0.7,2591,0.7
2,5,6,2,0,健康保持用摂取品,1305,0.4,1665,0.6,1171,0.3,824,0.2,874,0.2
2,5,6,3,0,保健医療用品・器具,3233,1,2690,1,3368,1,3922,1.1,4150,1.1
2,5,6,4,0,保健医療サービス,10872,3.4,11908,4.3,10335,3,10179,2.8,8227,2.1
2,4,7,0,0,交通・通信,34635,10.7,26127,9.4,43807,12.5,40539,11.1,37298,9.6
2,5,7,1,0,交通,6062,1.9,4994,1.8,7006,2,7206,2,6135,1.6
2,5,7,2,0,自動車等関係費,15850,4.9,10376,3.7,23271,6.6,18195,5,15790,4.1
2,6,7,2,1,自動車等購入,4688,1.5,1182,0.4,10971,3.1,5244,1.4,2047,0.5
2,6,7,2,2,自転車購入,670,0.2,323,0.1,1020,0.3,715,0.2,1409,0.4
2,6,7,2,3,自動車等維持,10492,3.3,8871,3.2,11280,3.2,12236,3.3,12335,3.2
2,5,7,3,0,通信,12724,3.9,10757,3.9,13530,3.9,15139,4.1,15372,3.9
2,4,8,0,0,教育,19093,5.9,1335,0.5,20571,5.9,43190,11.8,56068,14.4
2,5,8,1,0,授業料等,14281,4.4,1243,0.4,15854,4.5,31664,8.7,40415,10.4
2,5,8,2,0,教科書・学習参考教材,282,0.1,3,0,239,0.1,789,0.2,748,0.2
2,5,8,3,0,補習教育,4531,1.4,89,0,4477,1.3,10736,2.9,14905,3.8
2,4,9,0,0,教養娯楽,32384,10,27629,10,34863,10,36972,10.1,40486,10.4
2,5,9,1,0,教養娯楽用耐久財,3199,1,2608,0.9,3683,1.1,3077,0.8,5735,1.5
2,5,9,2,0,教養娯楽用品,7776,2.4,6141,2.2,9454,2.7,8299,2.3,10583,2.7
2,5,9,3,0,書籍・他の印刷物,3688,1.1,4051,1.5,3782,1.1,2923,0.8,3462,0.9
2,5,9,4,0,教養娯楽サービス,17722,5.5,14829,5.3,17944,5.1,22673,6.2,20706,5.3
2,6,9,4,1,宿泊料,1983,0.6,1533,0.6,2191,0.6,2639,0.7,2250,0.6
2,6,9,4,2,パック旅行費,1170,0.4,1171,0.4,1267,0.4,1311,0.4,357,0.1
2,6,9,4,3,月謝類,3969,1.2,1713,0.6,3945,1.1,7429,2,8283,2.1
2,6,9,4,4,他の教養娯楽サービス,10600,3.3,10412,3.8,10542,3,11294,3.1,9816,2.5
2,4,10,0,0,その他の消費支出,56182,17.4,57610,20.8,62568,17.9,50361,13.8,43412,11.1
2,5,10,1,0,諸雑費,28199,8.7,28412,10.2,29927,8.5,27182,7.4,24928,6.4
2,6,10,1,1,理美容サービス,4005,1.2,3968,1.4,3942,1.1,4307,1.2,3571,0.9
